group,CD107a,CD11c,CD124,CD19,CD1c,CD226,CD24,CD305,CD336,CD35,CD357,CD38,CD39,CD4,CD40,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD62L,CD71,CD73,CD82,CD95,CD99,CX3CR1,Ig,Podoplanin
healthy,-0.0988037865371588,0.293601019015026,0.226637990389994,0.0889508633513644,0.419500752710213,0.242135109380576,0.0065737641077098,0.175597857647418,0.339084300894664,0.0856072872725404,0.370411176864376,0.0912002248998595,0.048345256032194,0.232534880724321,-0.0992075805504868,0.271034581784454,0.079632608174294,0.129405670113546,0.359865928770514,0.308852887395504,0.369772404425976,0.144194348839763,0.0075412488733653,0.249946091925173,0.155253437871621,0.264113728666115,0.23508153733785,0.424282887614017,-0.184117485480473,0.265464724771709
healthy,-0.145682156502885,-0.15576265935799,-0.0545998800726908,0.118265874659463,-0.0883924711636529,-0.152308994299311,0.0281193522700598,0.220943340811224,-0.159559401124704,-0.0363640492038917,-0.0715610448992212,0.298894659277581,-0.251481451729396,-0.16632805376278,0.115898459878908,-0.185158837618167,-0.043739994044481,-0.170407502008384,0.12756045614278,-0.256564067430323,-0.191307423761782,-0.125358906847876,-0.300033801573743,0.0556820371307421,-0.235572004709785,-0.282178414845108,-0.205095019343207,-0.185731656110062,-0.107636703142257,-0.190422201823146
healthy,-0.056648072814988,-0.216056140948115,0.296249544841277,-0.376169901211003,-0.223986589335085,-0.132266210566152,-0.237818004770472,0.155518024480439,-0.271329778578892,-0.303699771196704,0.131958563945104,0.137798447728293,-0.156909486988355,-0.0618615321808808,0.0914412096398734,-0.196064017304036,-0.353859601711656,-0.0183618517209425,-0.105250287485305,-0.103492492896114,-0.0934478628545828,-0.357859641168647,-0.210449243980774,-0.173317476739837,-0.261577663172767,0.0171046604784755,-0.197744474703778,-0.145344958252776,-0.126449403762781,-0.0755169760394771
healthy,0.55026799450006,0.320560688858692,0.449779193756459,-0.559404163281901,0.438515676375384,0.485603896415021,6.21589621513961e-05,0.0019382950994777,0.449738069073114,-0.444953353759365,0.443855159242595,0.144159644962893,-0.146859109603997,0.301495082835419,-0.184372447023834,-0.338627917576468,-0.323780594333739,0.543317450692917,0.0137367855083926,-0.185508856324119,0.576196965112155,-0.120163450023779,-0.0827902931304447,-0.165625435181083,-0.277097694858689,0.359160176023291,-0.0370274768980676,0.543584206483375,0.138008860044528,0.550644597567333
healthy,0.23671339182306,0.208335223136289,-0.0553590731101066,0.28977900370752,-0.5842543001109,0.256321155572773,-0.280372936861474,0.0438704052266485,-0.0297971399618364,-0.0919854598221638,0.255562564339412,0.0563385823821519,-0.104677939731302,0.415504626284534,0.0453203077009101,0.291922896593491,0.328817794659366,0.381903712932334,0.142528541707232,0.065418297264072,0.111622078742655,0.196546825781019,0.445233770809013,0.372700067559131,0.255064727366131,0.37768331330126,0.335616836534119,0.317312029227778,0.0473619291085742,0.0619648652955319
healthy,-0.29601518977671,-0.357340031809662,-0.0398660529984074,-0.0230816719872148,-0.0492381585243638,-0.416002784017074,-0.0710442672036775,0.43674287210501,-0.30656279088283,-0.198119233015297,-0.0217851728799086,0.0540768737790059,-0.301545993071347,-0.31650457167223,0.0572346143058798,-0.504814605096113,-0.467256624170593,-0.297387491696682,-0.249144379828803,-0.357558775537316,-0.446812301740378,-0.243448453437452,-0.586976075311024,-0.0213055541484286,-0.448766314211403,-0.527791555555983,-0.480844472153439,-0.186332032027432,0.0960634137709468,-0.266627428428601
healthy,-0.2045767098821,-0.19112927541719,0.244654995895333,-0.305642064479682,-0.0623287298957899,-0.155297672732231,-0.278996012970598,0.189345535270808,-0.162543750924962,-0.331987897736119,-0.0542274613195143,0.494898272173249,-0.32056185882919,-0.0782302769610199,0.029313903979959,-0.543765571828898,-0.246014445953489,-0.145021968260989,-0.470672845177621,-0.128564387978024,-0.232330025401274,-0.473206552273463,-0.215102789332959,0.0341874918848335,-0.599458709167351,-0.177485584124379,-0.252030458849063,0.21424715053931,-0.0288149895821243,-0.241838252108752
healthy,-0.29100725743445,-0.205102351083345,-0.293816845370676,-0.508636762553757,-0.0691569798421764,-0.307015940402628,-0.492593658203951,-0.352429324034285,-0.406500889404115,-0.488383648397321,-0.178324614344147,-0.255626074276986,-0.486639102544326,-0.322418262833196,-0.614575507853129,-0.482949512188787,-0.397293328472859,-0.0871305043444415,-0.461214871666311,-0.634951848100456,-0.352544188615404,-0.116306770076146,-0.221225682164786,-0.481017742201403,-0.433497874727287,-0.0238188772752092,-0.456432232120729,-0.430858156775878,-0.305879994176929,-0.422171742368794
healthy,0.029620931859788,0.0253740337562869,0.133869050096825,-0.375135686242486,-0.222304633415791,0.0515424291549041,-0.0466118297948543,-0.0449835467815823,-0.0891438233112711,-0.372859567104174,0.065786134817638,0.043090814563998,-0.148135156917977,0.36141035243062,-0.234061871325391,-0.31013717457488,-0.189154763694463,-0.175392270895693,-0.151796821405577,-0.115202511596734,-0.146963421404858,0.0344158081321291,0.180379736838814,0.0164647307995942,-0.0767565669909307,0.0465911616929551,-0.119923393405573,0.0127031462366663,0.261757659555358,-0.0643892719857414
healthy,0.0046672216294698,0.0415416969628243,-0.309293345604409,-0.230859065397071,0.0018868641873584,-0.177396386655068,-0.309897666347709,0.247869454168365,-0.0004084290603272,-0.0954407784690351,-0.165315828158884,0.162541845942327,-0.0243486181639844,0.172090490091923,-0.208623234213307,-0.112466468877673,-0.116159496331352,0.0023542945676197,0.153925018733786,-0.201855970264207,-0.099426767488436,-0.174170470174249,-0.077734677475613,-0.226147031795136,-0.436302773735664,-0.223754943646605,-0.0751198259225359,-0.0853101360241208,-0.330966002061855,-0.15270821535583
