group,B7,CD101,CD107a,CD11c,CD19,CD1c,CD224,CD226,CD24,CD257,CD305,CD32,CD336,CD35,CD357,CD38,CD39,CD4,CD40,CD45RA,CD49d,CD49f,CD52,CD54,CD58,CD62L,CD70,CD71,CD73,CD82,CD88,CD95,CD96,CD99,CX3CR1,HLA,ITGB7,Ig,Podoplanin,TCR
healthy,-0.17856594402211,-0.0500042727295575,-0.398403966083339,-0.130600302109103,0.199430149208576,0.0440966093586435,-0.080018981181471,-0.15847711786194,-0.301120408911242,-0.446672743864446,0.0835269048696991,-0.135077007308278,0.0764499499597932,-0.268657925599714,-0.0573332954042546,-0.197480704378948,-0.0619731917249426,-0.0460717746747847,-0.115180331997081,-0.125929722757367,-0.0959508659293031,-0.14455828891433,-0.134820123739975,-0.245308053862493,-0.0371886935098271,0.561356390025583,-0.002351108116411,0.374665807171076,0.0760079266698273,0.0288018435455746,0.0550944618938598,-0.128105737227252,-0.17137961212042,0.0010903823651797,-0.156004956787621,-0.195155728409743,0.0090067410646171,0.193165027764525,-0.250973278413463,0.0322778421323842
healthy,0.133172572282393,0.246351697211753,0.217323088209057,0.132432377609967,-0.067755739482767,0.255128138664963,0.272980153773905,0.279552252319743,-0.0327395572256029,0.231556218023088,0.103320064345168,-0.253495444337932,0.231247612199584,-0.0179773588507448,0.287992221557985,-0.125450978456321,0.0199239575439667,0.2548253856801,0.1383170204586,0.0666633458926127,-0.0670286504872655,0.274839094525007,-0.113821130833748,0.102417373240179,0.272026808701524,0.215884713939437,0.388729325686635,0.232503388402434,0.155899944616957,-0.0565204080991044,0.181700436364153,0.204734968934276,0.140110791018933,0.131654186013965,0.262939569061734,-0.036315093693691,0.116273175780282,-0.0017080805312638,0.358647612421421,0.258588245491525
healthy,0.0768507705798201,-0.0195046381029888,0.0542452257607249,-0.225857826892069,0.0123041816768234,-0.0276172799740812,-0.195017359426106,0.0450843825243393,-0.0968036035635898,-0.0122009959727483,0.0753723167329374,0.324915539640844,-0.0492290173842739,0.1007420627605,0.0164766796978159,-0.252760295543482,0.368080793397542,-0.0897315708142624,0.453507602526452,-0.126811095343719,-0.200452369228666,-0.176535807237667,0.0585744022806966,0.0916253032388607,-0.157535898945499,-0.0835447204969812,-0.0957355833079344,0.0324070544324402,0.278472659267422,-0.0076449197373722,-0.0187923574599863,-0.216817859402256,-0.061363734398079,-0.0222898846677801,-0.0664330433897927,-0.456908035748921,-0.275739555366412,-0.10093860874615,-0.0264219481166078,-0.0184520460190388
healthy,-0.181298528634136,-0.323430935707734,-0.400232143933197,-0.481244736918148,-0.191110270069864,-0.25557508685463,-0.447793102929449,-0.228974881736504,-0.173026534666837,-0.174595471053993,0.335475631281999,0.0489583519038287,-0.322699197205666,-0.43766110991848,-0.172108807207872,0.123223703490839,-0.282923347701657,-0.182275448542729,-0.0818014135772603,-0.597568593671418,-0.629469833024301,-0.261785620311964,-0.480838607722918,-0.508514444298812,-0.420544925120218,-0.429974319562931,-0.321611550465227,-0.461444991569709,0.168747122344343,-0.740578204392169,-0.209335554869148,-0.693648401778252,-0.357324328577898,-0.541586171237578,-0.354486426749573,-0.131110363537432,-0.0904191594745237,-0.147323969202632,-0.257544804305838,-0.206854072568484
healthy,-0.356161916838109,-0.154401186612436,-0.287696348596545,-0.388519834899965,0.094088970095572,0.182980742342425,-0.376013648043892,-0.504275745236642,-0.348668908661063,-0.232465764937316,0.529638853678468,0.121306248096178,-0.487035680654169,-0.207084732837639,-0.0093019019665752,0.141656740135157,-0.364564715555108,-0.209412768865548,0.225846200042869,-0.639602127777507,-0.426409109216252,-0.288577703246976,-0.143940647470513,-0.291134954586726,-0.416071772291168,-0.358130995052914,-0.397745107055302,-0.343921357451387,0.0811115512269746,-0.610817857078789,0.0018632080922157,-0.580242397301606,-0.0743275159199314,-0.335805438296712,-0.336447858173108,-0.160110580198485,0.219256612398828,-0.0187553239269954,-0.238630651457261,-0.165153503375399
healthy,-0.344370940511055,-0.216370164738357,-0.220785585322586,-0.129495044311641,-0.0819408702514997,-0.325276185713893,-0.232451397580503,-0.301785367636931,-0.119790105645833,-0.184501187330317,0.108057613215389,0.0905066241353193,-0.2510046523421,-0.226947455306897,-0.161888406305821,-0.227443361572621,-0.138261200698677,-0.171109049170964,0.118906747897632,-0.310210287601599,-0.344204306418757,-0.225835404384993,-0.10384982554013,-0.412600342564862,-0.266964457494561,0.144139429569639,-0.270082183939336,-0.209629220644331,-0.0318846049436594,-0.274314118478473,-0.15967453408476,-0.294551165326243,-0.321183740409933,-0.284071487791132,-0.262876342422342,-0.0287693276907904,-0.655697276014649,0.0432182660817919,-0.275833008991521,-0.274831120605396
healthy,-0.292263369847363,0.0534370145331687,0.0655555140898176,0.214598901288237,-0.348151797827111,-0.197177690737628,-0.166617477748395,0.170437377736778,-0.397034041119121,0.162819543680822,-0.0610456506847345,-0.513798442710476,-0.0772222177583793,-0.312632743932558,-0.16728129617539,-0.078685098780927,-0.288766557470242,0.0148478562844305,-0.41302997894071,-0.288484334678694,-0.199383407887332,0.085597041271088,-0.55321912416291,-0.298252502178758,-0.302724162891167,-0.0563712669443655,-0.035429024561443,0.127359995167475,-0.201102893440197,-0.18218142942961,0.10303285012906,-0.037006103572492,0.0570798327432113,-0.177460622055577,0.0645492408610487,-0.0716157841576056,-0.181577301900895,-0.146779483433393,-0.0799301427332554,-0.130802518325904
healthy,0.0261375917213245,0.051201296522289,0.157706303140183,-0.0152871317577648,0.482133589702609,0.0292766770980863,-0.052324312770488,-0.0031375840832623,0.247951160302284,-0.0629944943983843,0.419021306796568,0.355060408272969,0.0584212704010146,0.413709063561401,-0.0575980410930037,0.347171872320727,0.558672084859869,0.13705151730044,0.434409377483788,0.40051400396827,0.29418860931307,-0.0076999050350901,0.397346221959692,0.495536635807616,0.0514320004795661,0.139487958597928,0.198248462200025,0.278263106261812,0.427284927635624,0.289966457840113,-0.10143941344232,-0.113922287310572,0.0976898377639241,0.452952613872631,-0.0348967189613292,0.160875152137871,0.178214421692695,0.185389817321135,0.0442860603392974,0.482075453703005
healthy,0.0185336962308395,0.0253873325115867,0.083934757983474,0.0348973670363183,-0.324325635774732,-0.154243201620964,0.0190903974447736,0.250209050182523,-0.243317197385195,-0.167611127270556,-0.0898222402216549,-0.344563377390944,-0.0174747782250425,-0.480087928677378,0.256263982927928,-0.0743064169762654,-0.21751662094556,0.194180074665508,-0.144671006474499,-0.390968771442032,-0.22320816473638,0.0834601515827644,-0.349443715885473,-0.141176940729546,-0.0795711367731954,0.0775484630953382,-0.102832726167615,-0.151066967545649,-0.151097644288735,-0.210830323334046,0.152284436142484,0.212162171659685,0.0933396646461712,-0.25667419164869,0.106282990180108,-0.169362044515959,-0.102527503909891,-0.343487843724789,0.0961432459537863,0.0027997030457572
healthy,0.141360329250462,-0.1239109893393,0.119419996910566,0.0406469527205481,-0.0196605174218752,0.167406783733968,0.0753462170182545,0.122914717963644,0.106850666446499,0.279146833919935,0.207775910189453,0.169033246277575,0.152344039502062,-0.0280648573629753,0.330011721962172,0.26475247100555,0.368602241209755,0.297799714266878,0.152232993678423,-0.351267909095883,-0.153456552458742,0.0391017619491632,0.0602094565363687,-0.0270920061767924,0.20484554650069,-0.274940527917922,-0.0541837035998793,0.0919174668200493,0.403775617292761,-0.0913616790046761,0.10643748982786,0.285290108596471,0.0746694237424441,0.097153608423689,0.182545344825807,-0.211777117822495,0.0067554521506993,0.0427413149901966,0.137913657000189,0.170010681225658
