group,CD107a,CD11c,CD19,CD224,CD226,CD24,CD269,CD305,CD326,CD35,CD38,CD39,CD4,CD40,CD45RA,CD47,CD49d,CD5,CD54,CD58,CD71,CD73,CD81,CD82,CD88,CD95,HLA,ITGB7,Ig,Podoplanin
healthy,0.210586194287161,0.328775441928013,-0.352174793955943,0.0554787865626776,0.0824255300364417,-0.0795647877623,0.0958011910426713,-0.226947463690909,0.054236415254887,-0.148810161330368,-0.0741125740660407,-0.252455967086483,0.180362514013601,-0.0120623080763226,0.0107936281670724,0.0619897991043599,-0.0349991739846744,0.0394706965633754,0.071803456325385,-0.102530150040317,-0.0817867889460824,-0.397567717932061,-0.13346444727094,-0.146957919637169,-0.250670427255534,-0.172791710236779,0.160277318887325,-0.0447872828589377,0.294228520359093,0.103101875523505
healthy,-0.0822324990953773,0.0180449776104729,-0.265432559716567,0.0130041601012337,-0.127693413559861,0.29285950479319,-0.145698872949831,-0.499094581386899,-0.160424077598471,-0.0775029256396025,-0.0424402317286142,-0.227082192601262,0.0103439824254496,-0.47075226755844,0.202491123750818,-0.254629825056039,0.0996939027609966,-0.0358261825976764,0.115219102479897,-0.0867646607888161,0.0422490721163089,-0.468025852687454,0.0284412474893232,0.381670231575489,-0.194626226898621,0.0565195005125866,0.191649434235749,-0.162032689166706,0.0036867901637068,-0.173833631144041
healthy,0.291955452200323,0.190555404316035,-0.0863464599024352,0.25520751889637,0.0782790157980488,0.247842046559601,0.160897061930287,-0.478463920329139,0.274321981163515,-0.0319559679623791,-0.150817713531385,-0.0863308417981182,0.292097912048291,-0.269395545381226,0.314323504729525,-0.0233696087325251,0.282923174661251,0.236384214237102,0.209587439664434,0.293645775446963,0.126933224449052,-0.497693997419609,0.176620514765124,0.188125729616675,0.0976741056449369,0.20089953694446,0.150101785965586,-0.108087701383423,-0.102782762602774,0.206377093852401
healthy,-0.0220221630370754,0.101770946158478,0.315395497712959,0.326685626402021,0.10776592075468,-0.0636060416263298,0.0143110751120066,-0.40613474370679,0.0248133115911598,0.49443118371774,-0.154715114295906,0.107707737016081,0.210114092088021,0.25831517457072,0.378007821019067,-0.0059922600822572,0.553002627869003,-0.001872974062824,0.405392130192138,0.179418641558189,0.389135363845696,0.0937409758107267,0.172298231857712,0.556311831135569,0.0211504041189467,0.386339522311009,0.213074573578496,-0.0102037127089563,0.0656424469309591,0.0348611302306164
healthy,0.202788284138273,0.368027845739019,-0.101694964684136,0.319029614706419,0.357765767218228,0.403532708721676,0.104176992285013,-0.476562239217962,0.502326798682622,0.172883805998755,-0.0891312597754856,0.195462262007359,0.125315570174673,-0.232833080813426,0.538977901041744,-0.153763832410099,0.468852390667705,0.0934513702284744,0.285863839987031,0.405364391223325,0.299011660395814,-0.200807416752892,0.30212379140171,0.578039967446805,0.0491298554842154,0.528909585546917,0.0882168489099598,-0.224359999066732,0.0159136081804809,0.193522489638781
healthy,-0.025131404917184,0.214198289977447,-0.288848043750683,-0.0200904960931462,-0.0422225134780063,0.0901017231361977,-0.0205371475602208,-0.409537445724842,0.044725352203456,0.0633382115229915,-0.0783333776311413,0.0085871337402734,-0.190619604958978,0.0843933048476327,0.120227645763689,-0.304443910485853,0.0007725857012878,-0.247252619912174,0.0840395454557107,0.0140352005178459,0.184854060581783,-0.191128005636796,-0.283152216612748,0.0434412466375006,0.0201993169832279,0.0543561361792431,-0.0212900154856754,-0.200334734561072,-0.181997250825331,0.0275873137939049
healthy,0.137142530984279,0.431514108177679,-0.117444892589159,0.39572902849719,0.367220486671425,-0.220693960966814,0.0114093715361936,-0.451211223192119,0.205117624466314,-0.0393911421630258,-0.0796414558071831,0.354542068076394,0.282785709326021,-0.427182640684641,0.422917969789166,-0.0582738944236637,0.312778662014785,0.192273854197419,0.21587521950059,0.182496067150432,0.410164326816756,-0.51852110557016,0.020082754674727,0.213832693452039,0.0681880207213853,0.432020946119464,0.0320607670782134,-0.160430927819774,-0.0652427458209396,0.089096592611571
healthy,-0.260832165790723,0.0247505942744764,0.12236290749187,-0.176049510675704,-0.185050703804324,0.0678937524606735,-0.282368042352906,-0.0844774409670196,-0.342922332830311,0.0938540236596201,-0.16752483592809,0.0953554095222415,-0.271471645468712,0.0845272814287881,0.157886073298449,0.10543394155923,0.270410454990505,-0.0714077847689723,0.0727210941080944,-0.0182030889728194,0.189622013284103,-0.0771293906497715,0.0084443069859281,0.194476820950117,0.0243722419095739,-0.0270854661586665,0.157210037183688,-0.132849546605554,0.0947415911167479,-0.296650505675771
healthy,0.312416501065646,0.195212190997795,-0.0169498535386209,0.149827756433401,0.0480621573018259,0.308443876831289,0.298628523419806,-0.126167260455018,0.188491279983922,0.0132572290525929,0.213607703145392,0.0059065269667796,0.190425011860523,-0.0298768395480192,0.0705221822024626,-0.075222097450059,0.166030128568324,0.117189542443449,0.119112640713501,0.202190034470899,0.187063614667981,-0.0843345104644786,0.179510140802183,0.201426721955953,0.231348499582416,0.0168495534368994,0.0079549633792465,-0.223894684553708,-0.45107534747125,0.280339972330975
healthy,0.207082594472782,0.245415563595762,-0.397466749116467,0.417350693707259,0.21232575555443,0.0950694328498096,0.056076564299496,-0.552072875193176,-0.0254861569611814,-0.45694045742606,-0.0057014040349668,-0.323067163084901,0.166652686501658,-0.28597907699834,-0.0075922458738303,-0.0257230829916852,0.0613826209834966,0.0117194212352623,0.0853808679511033,0.286702517487084,-0.0502352233268585,-0.275891207262268,-0.0548315147605488,0.0473050471290878,0.277292263557331,0.408462656378179,0.443043769495147,0.250975282932041,-0.1736048661122,0.0877540242190769
