group,B7,CD107a,CD11c,CD138,CD144,CD154,CD19,CD1c,CD224,CD226,CD24,CD257,CD269,CD30,CD305,CD32,CD336,CD35,CD38,CD39,CD40,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD58,CD66b,CD70,CD71,CD73,CD82,CD88,CD95,CD99,CLEC12A,CX3CR1,HLA,ITGB7,Ig,Mac,Podoplanin,TCR
healthy,-0.0613630845291155,-0.0293445881150798,-0.334850519702417,0.167660966450353,0.105174236654761,-0.0919782455441844,-0.0201768077444505,-0.0438388779930628,-0.0454650346514583,-0.146451281581136,0.142250324075104,-0.010358253576034,0.179917492808459,-0.159974547279915,0.0915468528347161,0.213070293322454,-0.0827513846256386,0.0476246150325808,-0.0673716878777902,0.123465397484259,0.10580262297433,0.139245112809974,-0.157954972109477,0.201303398742212,0.0215313205444789,-0.0080149805580112,0.0697824959663801,-0.0968488939924646,-0.0681567328325558,-0.322993472338803,-0.188014403793418,-0.401041356475259,0.0158314245849954,-0.016529860080744,-0.0326227781170254,0.037637672075622,-0.147997965970462,-0.133756594754608,-0.0174201569311697,-0.26406304989244,0.131527990239109,0.171634322410178,0.0320244546754712,-0.0589432860305037,-0.108424603065489
healthy,-0.272227118976366,-0.344798246989795,-0.275883597255789,-0.337614266478532,-0.177413577082516,-0.301164083766023,0.0678221992566589,-0.427002270316782,-0.435353947778713,-0.303648313930354,-0.0802734045909733,-0.381418116494245,-0.241074883697155,-0.298472885920768,-0.14922296880391,0.122153028418551,-0.325583073696986,-0.284899674411912,-0.0653104310575125,-0.150067287938573,-0.0075709788088167,-0.198222735478163,-0.247262926652906,-0.165538804016058,-0.382413914018865,-0.274606604483419,-0.114431437491237,-0.205372015625668,-0.362696048897946,-0.275742635762678,-0.297278919485004,-0.239095168814742,0.219371781064341,-0.255964733285,-0.359306946668804,-0.341862310794652,-0.313052655068574,-0.214487608081525,-0.369432363333125,0.0321640326969288,-0.361511477110634,-0.115859718789864,-0.31561195355997,-0.353878433694136,-0.276732677642941
healthy,-0.209805710333564,-0.148003936413776,-0.349314098546939,-0.038709067288316,0.0671050843343621,-0.004053340275363,0.174949788124718,-0.0501539773774359,-0.157652236341332,-0.0326919772078292,-0.0868845755455849,-0.0881696469650336,-0.0684139852846231,-0.103981070546045,0.428385849843674,0.0737697160080171,-0.296649767889217,0.120380388918877,-0.0152692718576882,-0.0461464714721789,0.443918333591008,-0.273302215532369,-0.380816937046876,-0.125507272970029,-0.298301284234754,0.0948886989549425,-0.166560307454935,-0.136756585117205,-0.194639498787608,0.069077344091024,-0.0531512758689784,-0.0701177789155284,0.2541812326053,-0.213346376740339,0.0384776779813388,-0.215981588338499,-0.222272832895642,0.0959994302992479,-0.107831962064432,-0.188571933781905,0.125665254790537,0.0765708049219058,0.0574418260022988,-0.135006593368307,-0.0978819598996312
healthy,-0.576227030769685,-0.548331660113566,-0.340121380146982,-0.563816079315165,-0.470389927817984,-0.521123079031998,0.435898052029869,-0.5504014858664,-0.290538413494653,-0.429759078209919,-0.254284779741707,-0.570391713165537,-0.59946006867842,-0.562569163311911,0.0752707724255087,-0.154136964367743,-0.44541916722481,0.41881285892716,-0.179967494707265,0.0544383583991959,0.0932691170257161,0.310354746026758,-0.130921616704041,0.318602726814363,-0.488764987896266,-0.281134251357268,0.0209899470643379,0.075027098238564,-0.558367676880818,-0.609174536103028,-0.532757722739774,0.237723755796733,0.267503599451447,0.21215426327742,-0.434581324520463,-0.29545193485186,0.0987477618835827,-0.328556558267754,-0.554642770387115,0.0739105962770563,-0.591296400605356,-0.140261573831247,-0.147692610156049,-0.601069058646783,-0.462458377775111
healthy,-0.0542151232426121,-0.178773882069267,-0.255735884932822,-0.239659054769336,0.0275067789700251,-0.0558691819125363,0.331095517521943,0.220558830811096,-0.245648754724771,-0.390471433953033,0.0406748862518332,-0.252614147873957,0.00361527461811,0.0486531737869062,0.623016118764739,0.328776577915202,-0.338716370556594,-0.260453212080734,0.182266276674576,-0.189086423860089,0.424877884696032,-0.314262976782961,-0.313422381835791,-0.180219254943528,0.0429006473841594,0.0307081581683831,0.0960231919031547,0.0253201754878207,-0.278202396594596,-0.252262830692912,-0.184762072348784,-0.257675423105954,0.163912926437845,-0.372801399894811,0.0588381502804975,-0.328740297252096,-0.141639923707291,0.249976339181515,-0.0931086602414542,-0.128184482497738,-0.0647374049539643,0.21095003224959,-0.133426261838523,-0.364820498715639,0.0574446968262256
healthy,-0.180497588293531,-0.107568781575088,-0.183336066376166,-0.286652986815499,-0.129454088644102,-0.164963466343918,0.111311717007879,0.117071564794394,-0.266003531698242,-0.225110823158795,-0.242167632574985,-0.0328668436620926,-0.0526402828956692,-0.111887080987425,0.469345034347689,0.265547177793126,-0.226632769573318,-0.352646197722902,-0.146092155997435,-0.0691440640272005,-0.024203919391885,-0.435932681199657,-0.0287942771004005,-0.375498037281303,-0.0504148658514989,0.0110616540045243,-0.0169811606370661,-0.22372545150899,-0.257729499819471,-0.179047171889227,-0.215573939391092,-0.329735007113999,-0.10846073972931,-0.366306560191506,-0.19378544292025,-0.263016969238798,-0.284620265602389,-0.142405837911077,-0.209223813627292,-0.0956232560904674,-0.0504873571916328,-0.100260647666577,-0.140006397354682,-0.156906860097587,-0.124946232058694
healthy,0.162847098707934,-0.0592273799996995,-0.140443058731968,-0.0488913560363097,-0.155957044333496,-0.145217945286829,0.14497407917342,0.263537142913745,-0.320382274885062,-0.315785157005322,0.0005866053303902,0.218003348753852,-0.0945724785138821,0.273367940651994,0.52860722653629,0.103895333979093,-0.176610982949737,-0.0591677649773845,-0.0994941085591186,-0.240568141666626,0.326845149148355,-0.467891305992307,-0.151403087611599,-0.384121552426587,-0.28915057737458,-0.273580456953432,-0.185672322373517,-0.217530554968118,-0.286276019499927,0.0487780257638104,-0.339307334027042,-0.337410926654542,0.383490243410234,-0.258534017102176,-0.183575256987153,-0.434176641473201,-0.376032042854955,-0.379951962770911,-0.273949467175379,-0.231188473207094,0.293954240322703,-0.0874800378970633,-0.337822940541871,-0.0994982378635603,-0.192758101579788
healthy,0.0979660880547353,0.216597471007501,-0.088355981766605,0.0491389671384788,0.22963369392723,0.44737055420227,-0.0042853388938424,0.305504459649962,0.193218425803521,0.262221920830947,0.0372555386309544,0.190179581190059,0.218419400984553,0.113195442965744,0.232972942666859,-0.242776347537073,0.129082557816964,-0.000988630867201,0.379828947889152,-0.0922901762322184,-0.0593939739616993,-0.0857302927217373,0.364860563521089,-0.119551275899564,0.0565335132839516,0.317791386710604,-0.211156228657769,-0.159814207725712,-0.0097965715199173,0.110434463984698,0.0825152978516126,-0.263660977256203,0.0849943413672718,-0.0917941153517517,-0.0476731764824633,0.0417851161342242,-0.0588858472755083,-0.0414897332864376,0.276182604351091,-0.0785270374226059,0.204969764079855,0.0050176731183782,0.0390204724508114,0.232600964677593,0.245635733510391
healthy,0.139865680366686,0.170320358193781,-0.0129775592493987,0.185503502913592,0.0291395033945572,-0.0905103078725259,0.459121091072156,0.250399836966177,0.0515496145805535,0.0450715054432872,0.0624627676494592,0.232423234703163,-0.0037518469653273,0.0353842348966432,0.339509895527739,0.429610327907459,0.107543192976792,0.506142066329349,0.0371266420179946,0.266616312009589,0.336806778095473,0.392954385746073,-0.110615837417047,0.263412296354086,0.174079712514964,0.295718729125556,0.347348239708751,0.253320507779149,0.171980154483461,0.122172009822005,-0.0446172865144542,-0.0099125306788483,0.223420998678099,0.0746229767622878,-0.0774154993098913,-0.0591478352733197,0.253059808076189,0.0558122663330804,0.0280263163846451,0.20546533985254,0.220933219579392,-0.0668342626624604,0.124496910370933,0.10971826713648,0.145124703772827
healthy,0.222910439771125,0.0703127084613612,-0.107497129679185,0.112360753117477,0.0758410386837258,0.175165288417443,0.0956676724033516,0.0308187817268545,0.0363050906023712,0.0588605691656885,0.191163320794983,-0.0272111257675845,0.17301299330153,0.187754849862682,0.0644541782952137,-0.0169846884045458,0.0612643590490864,0.0217831925380494,0.112784138000798,-0.301986108397468,0.433461244551114,-0.0500075928222958,0.0978182436228238,-0.0022357908305247,0.128053152351841,0.271686756636603,0.0154331153347859,0.0904093084914928,0.241406972747714,-0.0801691263213856,0.232491801375092,-0.0660419961840166,0.0591414324342293,0.118161104846048,-0.097910161974856,-0.0519266840440728,0.109758981668535,0.121678102925581,0.14157201784648,-0.0127642721694699,0.195089269685347,0.0386803824495603,0.11110414959571,0.0196585227465369,0.0663633630441024
