group,CD101,CD107a,CD11c,CD144,CD1c,CD224,CD226,CD24,CD30,CD305,CD32,CD326,CD35,CD357,CD38,CD39,CD40,CD45RA,CD47,CD49d,CD49f,CD54,CD57,CD58,CD62L,CD66b,CD70,CD71,CD73,CD81,CD82,CD95,CD96,CD99,CX3CR1,HLA,ITGB7
healthy,-0.0822303613639794,0.0488125199343442,-0.0942607957873261,-0.0069539837362691,-0.247986665377331,0.201224393925061,-0.170751936260359,-0.240906212488554,-0.078322024261727,0.0334570777567961,0.163728597449487,-0.0841802175913219,-0.243791221052372,-0.0266619870236569,-0.343016932836673,0.248447750706262,-0.226585063498727,-0.445913286455248,0.0715512077065749,-0.149471813344832,0.040795512155958,-0.239879908614686,-0.068515107094502,-0.0899044349214431,-0.288352010117274,-0.0503842855357944,-0.160345573539233,0.417177872367352,0.391696541968004,-0.244085554235617,-0.0032301132948308,-0.0657161656694571,-0.131884722084438,-0.0640630268261214,-0.185961114501034,-0.0915496988120041,-0.138526388220918
healthy,0.296358850845711,0.180063012441662,0.115483003220445,0.145338241347258,0.205275562626869,0.0685515762314053,0.289580953323172,0.117727384383142,0.101768398624007,-0.0029847845776191,-0.0396974186828964,0.206803735402339,-0.0369600189042801,0.190670819973172,0.277494585834912,0.0878797453865972,-0.0306129651601293,0.132370934755641,0.239149848976563,0.198291793830012,0.247888754931232,0.125385452236094,0.176472929077011,0.202193303486264,0.0675600417506272,0.269579679022266,0.189810540169891,-0.0964146041007839,-0.269834688012893,0.308248867777686,0.187011788825495,0.348874950883803,0.270033496999173,0.194013603379868,0.199467638056153,0.245687020229545,-0.103468012431679
healthy,-0.265784623692666,-0.470080792758611,-0.284187567957914,-0.454624736561021,-0.127120010321517,-0.263399262898603,-0.343700751508449,-0.0880874605602804,-0.1041144284599,0.0854295207715435,-0.003760290339548,-0.222782466356943,-0.479377303612999,-0.223088244552108,0.0020769286657812,-0.177370116604182,-0.222831351793112,-0.350408269708985,0.12275923580244,-0.371492073582775,-0.245924693247494,-0.126431940846021,-0.0565864618749361,-0.456198499159846,-0.493880079639441,-0.0466226719820655,-0.283582145507698,-0.0735896207931678,-0.0501788485058003,-0.0828347562436221,-0.412436780322773,-0.0959766906893425,-0.256167410404882,-0.499796124595462,-0.617899866205406,0.0175571206523411,0.0209600447654563
healthy,0.314121220123784,0.448838270887318,0.222480951466846,0.388397582910514,0.594409847746797,0.346513795479388,0.519912126815146,0.201854166068233,0.570883279864303,-0.141557462628075,0.0479285033808622,0.624521487411541,-0.477203743652704,0.51737075228272,0.218353699847573,-0.102100508609984,-0.0539361463152028,-0.309485393193037,0.0382266329663601,-0.353590725935603,0.501708773263438,-0.224025923325747,0.356745339478796,0.5815481897107,0.0057166134755118,0.555429324486792,0.510177768603608,-0.212761704977082,-0.358632109493553,0.0815663731418305,-0.186423605636993,0.367156698222606,0.460560282643186,-0.0353019282225019,0.526808043822712,0.0944839334745664,0.39015933650563
healthy,-0.0643823815874497,0.0547947666257082,0.220340630927551,0.170561400585261,0.630613198196622,0.0788464688630395,0.135481322956677,0.135456830494477,0.127880229155857,-0.0046970455274784,0.128917252043343,-0.0231517992890633,0.0880391990330618,-0.248466267993777,0.155669890067773,0.438505405710764,-0.250111448124398,0.140517227074102,0.12274628196083,-0.043478483438073,-0.10026438318029,-0.0264497000448982,-0.0218543687985195,0.099967141828099,-0.0128511386087589,-0.194124518318848,-0.140726006924804,-0.33551889800228,-0.27478415560342,-0.0473557407185815,0.0514273785605272,-0.0184492228466573,-0.288398346209734,0.240561548187283,-0.0401757204722839,-0.0288055016848848,0.293633747725499
healthy,0.0293188023743751,-0.241294409264452,-0.287743588863972,-0.059515263483148,0.237103473740779,-0.162369311097626,-0.13370869290961,-0.0261554542770288,-0.177234749725984,0.313475547372161,0.225113958493291,-0.126062105503802,-0.110306950640226,-0.183821833670357,-0.0138473021655327,-0.0808736201804245,-0.146553431496804,-0.270107706225391,0.13084536504004,-0.308384666932404,-0.166914911696903,-0.219928097191016,-0.11097113212159,-0.244640371799189,-0.0696806336032174,-0.125028714665518,-0.0695722139008646,-0.37825714164553,0.421322896268044,-0.0145741343955949,-0.266198632602269,-0.332151713117215,-0.155725532671349,-0.289875147765794,-0.0096500071909817,-0.0168409298650922,0.140588366742785
healthy,0.279725399915423,0.0635120541232169,0.221173121597543,0.254683694610859,0.596219196490012,0.303089577334738,0.343387020932826,0.434772317374226,0.0020962794394593,0.0831495071627001,0.557601909566121,0.101620924811804,-0.0156591947857954,0.212079333165398,0.0802680345485232,-0.0589599024174135,0.0207247023698489,0.431024194771708,0.412522989168413,0.384251443897524,0.357409833710975,0.137327928688467,0.222919217270586,0.358954621349714,0.130590184149663,0.026528995906362,0.293867892553502,-0.284599070620847,-0.280311484695191,0.0308046220465234,0.182441132108768,0.18300547071198,0.0436589824101743,0.288081207473091,-0.0542659016269699,0.192254930518044,0.131526518665548
healthy,0.0141916637099823,0.118843437858372,0.306834573137994,-0.0452470337134618,-0.329112531842951,0.301001059661479,-0.0346469391321948,0.187601158115019,-0.191322752783991,-0.420671256815456,-0.23941178402501,0.0133096189726494,-0.184148976197316,0.189183261435451,-0.175540061371861,-0.27913613591102,-0.143921255390487,-0.0406576407450514,-0.179554795211771,-0.18375229257049,0.0899673114626326,-0.0029803727093481,0.0370591306909149,0.119412263661695,-0.162001101340984,0.12037690213196,-0.102035757247142,-0.0860360183194319,-0.333566439253982,0.0739211952815771,-0.0755602171658919,0.0364088552635341,0.264211171909832,0.134299881229483,0.271263828726065,-0.0841416816077376,-0.238612620348859
healthy,0.0321664364363023,-0.0073393501093869,0.0021952090272614,0.055282485644793,-0.170787858084333,-0.146807650016158,-0.284098693588354,0.149642925849787,0.0584465853879377,0.125587847088979,0.197138119607319,-0.186488996486993,0.156850906429784,-0.125934221525397,0.289614374210496,-0.3008283186642,-0.0175879255984552,0.155482804840932,0.0368415810615192,0.0254740558181784,-0.27118251635804,-0.0378378140721204,-0.102656906942067,-0.202835882690526,-0.154180083588349,-0.214106314475113,0.0630832610102081,-0.0422273806918939,-0.0950770725271646,0.213895599195638,0.0011721575947482,-0.0566794293558121,-0.393293741746832,0.105320224612644,-0.126065493954917,-0.0300889933531502,0.0901395901557235
healthy,-0.297469119649271,-0.369319276766746,-0.197738477543044,-0.323478963370912,0.0341732069488251,-0.38767522834532,-0.422105638740101,-0.438364335306396,-0.210703793112529,0.384492011625621,0.179000308934135,-0.106328246842049,0.240729606839095,-0.320299417057838,0.0514162982062462,0.114786342773069,-0.009914767566573,-0.0574986087511417,0.171691371396883,-0.0571142930343131,-0.383852375155397,-0.237773402695561,-0.191789159942362,-0.282132339206206,-0.32822839795933,-0.183682519311067,-0.571724482262141,-0.12385580923691,0.260876024934407,0.0812550828261085,-0.365649741972048,-0.306858081693517,-0.278369252798068,0.0535984569679213,-0.244311106391658,-0.519766652750348,-0.307987204870519
