group,CD107a,CD11c,CD19,CD1c,CD224,CD226,CD24,CD269,CD305,CD307d,CD32,CD326,CD35,CD38,CD39,CD4,CD40,CD45,CD45RA,CD45RO,CD49d,CD49f,CD54,CD58,CD71,CD73,CD82,CD95,CD99,ITGB7,Ig,Podoplanin
healthy,0.148298738753249,0.133318830062946,-0.0838366453352695,-0.137984463963047,0.146031714559847,0.111593785115037,-0.0719530609007412,-0.0295164525091937,0.0325917034323034,-0.0470159970319047,-0.142928762223571,0.0764410887202349,-0.1775897149756,-0.25938781356369,-0.208587580426658,0.36639819004788,-0.430908794206192,-0.110839346589635,-0.186866210445511,0.0306837582991092,-0.205906298153978,0.114726970920225,-0.0779300310971755,0.155922049515748,0.347938918485106,0.0191637136456767,0.163463309162649,-0.0462919149944663,0.164280192524663,-0.146855467509128,-0.321958014818865,0.0268079538870077
healthy,-0.128232103551407,0.0047842530228225,-0.269953945397828,-0.138274034134902,-0.0770274259414145,-0.109344620785996,0.193501720947029,-0.125303339157511,-0.407672651679659,-0.242506158699159,-0.332825941143397,-0.192579480391304,-0.145010103243864,-0.0279210559278982,-0.0631421789913239,0.0902582819345131,-0.48430417102303,-0.113791547953046,0.178858758736767,0.0548496419544169,0.025719835379936,-0.0910190748790789,0.0857259286467279,-0.0800548358462875,0.0836850580414094,-0.348248936603839,0.328508858974874,0.127467086797127,0.081821432832462,-0.309669564202489,-0.0348360580187917,-0.180687337523136
healthy,0.0987741771234575,0.0394111584983174,-0.0917856069829036,-0.122183217823547,-0.147389254917548,-0.0181342842229118,0.0721444607623322,0.0983944454839359,-0.0078075662931284,0.102887835321702,-0.0627155961656272,-0.171040684719697,0.239693374828664,-0.155971573553879,-0.165158814738047,-0.165418632874346,0.0592895156843545,-0.0116961352795858,0.140837242547348,0.0923123504438035,0.165395422473648,-0.139092996941904,0.172140494310564,0.00779128088874,0.0689285292115857,0.368095388688801,0.176117704321994,-0.201619119022576,0.0369537832619877,0.399780074139319,-0.0923613723192481,0.0729703963034085
healthy,0.321409899380231,0.219940595762569,-0.458932817874375,0.450283016007648,0.150124112807753,0.26686499964384,0.15815076486106,0.301575318097811,-0.0948873320745796,0.330183971016325,0.30243749543578,0.378901213270958,-0.562073338669638,0.111666755651032,-0.0597521605947776,0.201717705589082,-0.0670843235060028,0.24958124103095,-0.485553698889818,-0.0193312260015921,-0.443256968550869,0.300330483761578,-0.240737299910323,0.370163799599952,-0.356562024295917,-0.125203986805066,-0.33129528663856,0.101584057160895,-0.234052183113113,0.384945506542486,0.13379534544598,0.367967665050966
healthy,0.287601053350239,0.442751159750147,-0.063383288238035,-0.0777054442455188,0.446054413709134,0.565408721139198,0.0242157462336495,-0.0437638506402794,-0.327947718728544,0.414959281940519,-0.235189418268577,0.246023892030254,0.18190383065956,-0.0048617050786628,0.33420811303303,0.371453712684552,-0.451503565470317,0.415730497671228,0.585159915551068,0.251923879693462,0.302184870821758,0.210887464817804,0.187501076474865,0.300848981331009,0.217304985752772,-0.0086368781399093,0.431481357483105,0.531490564908885,0.491590494198473,0.0625637402620793,-0.207539973353772,0.302290604253279
healthy,0.298298145704976,0.458515892887131,-0.167129144545167,-0.229645013904453,0.18831208601657,0.0571724228928735,-0.371011034222492,0.0861925845481082,-0.0423403316579509,0.050526427995159,-0.369911735582905,0.224394114368683,0.341245266223592,-0.211139498654793,0.358260389696508,-0.054975186077909,-0.0560870262367842,-0.123170786241803,0.0221338481763487,0.255306387035788,0.0477479349851302,0.0942003050830649,0.0736429834223572,0.137841687812762,0.493688110949787,0.114361523003588,-0.0119205390563817,0.283666938765315,0.0639285995640663,0.126351162685345,-0.0515235460310975,0.301285462776937
healthy,-0.147689421134476,-0.0497324437906072,-0.52266543999024,-0.248200736188598,0.198131582936631,-0.0511047684214622,-0.506305578496813,0.0358109175962608,-0.139221790139892,-0.09197034875353,-0.24001055135645,-0.0233978230379511,-0.214008995405871,0.0564250645491057,0.0396544476435702,-0.0232357113152705,-0.525047483272562,-0.13294435641214,-0.269613042919337,0.0936729141793433,-0.0246469066101767,-0.0078417080716072,-0.164657192681776,-0.275343225777574,0.170167843230029,-0.254557339954624,-0.345956431473869,0.113631274782612,-0.0137707364113406,0.101967423007263,-0.163841429756065,-0.185539347182359
healthy,-0.421522818653912,-0.122206059230227,-0.37678018120476,-0.514442567504869,-0.243090036412892,-0.462560002402655,-0.462021617622244,-0.491244848148813,-0.330187997779687,-0.360305380045713,-0.268571334462887,-0.611244251318922,-0.426956717181895,-0.444480683700072,-0.269274080977902,-0.359988652109157,-0.389500125457068,-0.245262569271229,-0.34984021833951,-0.544246349673779,-0.304096173614139,-0.176422385540838,-0.315720815676945,-0.331097640152882,0.120587534839746,-0.299396863447699,-0.369090213632169,-0.221787774399734,-0.201617111183075,-0.431926591705594,-0.282574222982356,-0.628531563830416
healthy,0.147406301030004,-0.0369311636351046,0.462900895241219,0.0915097100431534,0.208802953764607,0.10600934530422,0.186950944295199,0.174698677005243,0.428146972046132,0.257531333160526,0.294441952811011,0.2694783782676,0.30446909976937,0.140084997038201,0.495932501667322,-0.0563114995255349,0.414720889073641,0.302706669287082,0.262758576313557,0.0799752107625939,0.333617738269573,0.0972221273322337,0.257297135690419,0.155214461924987,0.300264715020428,0.467463397898641,0.198094633512455,-0.0995277364238509,0.225495168523263,0.155939640053793,0.0251204188664377,0.123753681479439
healthy,0.0406859972482047,0.0074135951502886,-0.34750471257531,0.0001048257881865,0.184787649558736,0.0161917482653018,-0.111255823356566,-0.0341955092643024,-0.374037239398208,0.0027611657836747,-0.301554497721427,-0.243239882037515,-0.227963642840052,-0.187628023696181,-0.177818696288492,0.050646209909333,-0.430259600857741,-0.071211366074677,0.168851548233987,-0.030638180364693,-0.0288620270849554,0.231744473960485,-0.0245264752888386,-0.0986142913496132,-0.0202456611252641,-0.417769358645938,-0.009542219807155,-0.0255544704941303,-0.0115805461517688,0.139510322445503,-0.369747907824931,-0.0050666295738497
