group,B7,CD107a,CD11c,CD1c,CD224,CD226,CD24,CD305,CD32,CD336,CD35,CD38,CD39,CD40,CD45RA,CD49d,CD49f,CD54,CD58,CD62L,CD70,CD71,CD73,CD81,CD82,CD95,CD99,CX3CR1,HLA,Ig,Podoplanin
healthy,0.307775998222141,0.1301088164798,0.133623970955724,0.233308250461401,0.247560755041522,0.0339611608426843,0.230884929234132,0.220743582970249,-0.129285728449949,0.158778753167998,0.444845841054263,0.328196896290445,-0.253639932540332,0.366135180511793,0.331678691282971,0.241554285087651,0.130199805671998,0.241840412541659,0.191008506136259,0.0536739035754152,0.275760233548527,-0.0697910586250552,-0.178002825538155,0.605342232111508,0.241671203785977,0.108847178979279,0.344034013445078,0.307764454768868,0.155670428261882,-0.113803410243193,0.267358632179405
healthy,-0.255775993913317,-0.0609715475648421,-0.0641209814726703,-0.412240144358797,-0.0529900354419949,-0.160238385035525,-0.237618231804344,-0.177086378220703,-0.233731579691421,-0.131253523861693,-0.0053587785633979,-0.379249260488434,0.173948802192469,-0.0018228658203114,0.0208767874243183,-0.0964638876713293,-0.124993535659369,0.0939633476770071,-0.150244652490379,0.0071880074629892,-0.144542447579801,0.213465464229181,0.540750683620443,-0.226897620618438,-0.0874297629853285,-0.0171818885123936,0.0657361457021802,-0.103317180222217,0.0440439005622476,0.0194937967226282,-0.248034757354103
healthy,0.203728324989581,0.114669201089555,0.0596175538176052,0.401960355388119,0.112354273932018,0.190429317266184,0.228548152792144,-0.0164091223787784,0.215432513372798,-0.0387241210559061,0.236557288111694,-0.156856191318934,0.196376108380156,0.209848663632004,0.225909695270306,0.117631750681213,0.160272171405437,0.0752818929214147,0.180368152574331,0.110036850196323,0.287149216520373,0.0257319109328905,-0.335301487696369,-0.0447959833088879,0.127687232635862,0.168294689540066,0.267004363148089,0.0816330153754998,-0.0796004654284463,0.179516851980735,0.0769559355929434
healthy,-0.244306244308115,-0.0178605943010376,0.145198977136026,-0.121910467541493,0.0630609333688694,-0.0857451156968526,-0.0424126609400742,-0.109058652247673,-0.167301869132201,-0.0137657054661547,0.463156559477421,-0.190523915111984,0.349227748652662,-0.0643960362391885,0.676149002854399,0.594974629227055,-0.11127516662417,0.478254520461909,-0.0687955647459939,0.207595472911794,-0.122964559098985,0.49343787376991,-0.289365763448874,0.161277127656467,0.602280432368106,0.31169623545397,0.435801494175702,-0.105290696451418,0.303557955482449,-0.0038874264461083,-0.18907392578558
healthy,-0.118148950475991,-0.0169625538423932,-0.309449735309243,-0.304023730826939,-0.274495023821005,-0.296632791315672,-0.510138747804969,0.222733898913027,-0.22034326242102,-0.322342223357118,-0.0099596105629717,0.0760713853484893,-0.399393920956614,0.444233432776629,-0.412258958790551,-0.0024468410592854,-0.135542592077059,-0.0856556122450439,-0.0347752995743245,-0.0577356300731742,-0.196031517048684,0.156073269767324,0.388941153626569,-0.114353903665404,-0.278612061871867,-0.112129214503259,-0.308835386245923,-0.108626770281697,-0.0600114618435101,0.144548607639369,0.0872028347472076
healthy,0.39747735912506,0.373066301620408,0.455795696898943,0.289202851771319,0.433554693498424,0.302766845186474,0.0790395596785296,-0.406050940625547,0.0349520165513872,0.33524547581783,0.359217493760461,0.0157995358759661,0.345943817188509,-0.222347869667825,0.609246853295113,0.480564346042604,0.221692709701553,0.481182862974331,0.518587489375206,0.17859733122736,0.396435839265544,0.218446940294746,-0.371875351192718,0.193109375930591,0.605056934962066,0.583377211232281,0.490320928016125,0.305243544015858,0.214443787928639,0.0540370215770963,0.433820675409195
healthy,-0.324668711907632,0.0304211862769742,0.245562457045539,-0.163883269300129,0.145085064775501,0.209741109724565,-0.172820448169966,-0.524771557323937,-0.135336489077701,-0.0070172206370671,-0.149200029822424,-0.0053424082156371,0.209490272748598,-0.0839724596806594,0.282388453491823,0.173567478038728,0.159216452491873,0.10487037050164,0.0763011096204775,0.214236821893523,0.211919871753488,0.295001909474558,-0.541356014760788,0.137160235233011,0.157314897900194,0.218313147642133,0.185092987755259,-0.074275838799015,0.0597712134240353,-0.195461122843286,-0.0646202211279836
healthy,-0.304406507146316,-0.0816385446448971,-0.0153781265896563,-0.374928197370025,0.0637021255734456,-0.0107478944128774,-0.191042167011661,-0.363780980164228,-0.655496138350097,-0.257371168584311,-0.446729334525916,-0.203361505060987,-0.475444337485111,-0.408614667188617,-0.343909606237315,-0.500860400633365,-0.0510625281274401,-0.237767511701329,-0.0877057923235843,-0.0479656869125058,-0.248803143482007,-0.314459933092617,-0.320215850641082,-0.124520018887734,-0.389085624812313,-0.0859521199959693,0.0438298067789294,0.0495201059546481,-0.239168246052763,-0.442017388520298,0.0390642711351116
healthy,-0.0418734082464669,0.177251234598696,0.21041724176015,0.0762336107743123,0.0025075195482612,0.0867421368704484,0.136416139914255,0.0102319133048271,0.06125805454839,0.181180296986325,0.123523705617016,0.128262917826746,-0.207780291105343,-0.0664506712050641,0.0866306426160402,0.173566753372562,0.14507084648429,0.0723506884190985,0.0983270962941921,0.175746411069954,0.221710743927888,0.236909483224475,0.117925260431847,0.142740731709299,0.208248942563589,0.0290574305289205,0.209197343696341,0.173397946130496,0.069461691221421,-0.0943496088383227,0.179974263393037
healthy,-0.393767617507784,-0.318487145541433,-0.039240926054114,-0.0558721451034471,-0.329481851234853,-0.154279865546744,-0.320039771791816,-0.0465897131299261,0.174728710652753,-0.103128337732629,0.231509743950897,-0.336901147520766,-0.215132163085247,0.183423199981601,0.269271653658516,0.198172369069236,-0.272791087943769,-0.0109804722004424,-0.206165820226277,0.430449876287788,-0.0516422540876899,0.183834933640099,0.187945139341938,-0.175565288214252,0.16790246341526,-0.159153242237444,0.230893544070223,-0.317288474842399,0.226325643090923,0.226396989140471,-0.297512488576455
