group,CD107a,CD11c,CD19,CD224,CD24,CD30,CD305,CD32,CD35,CD357,CD38,CD39,CD40,CD45RA,CD49d,CD54,CD58,CD62L,CD66b,CD71,CD73,CD82,CD88,CD95,CD99,CLEC12A,CX3CR1,HLA,ITGB7,Ig,Podoplanin
healthy,0.287676226405127,0.0886850394738322,-0.07978180105108,0.152078980324414,0.265409547499059,-0.217834282133863,-0.071655431742151,0.20759601078058,0.0981015873514744,0.0289297594161766,-0.139687518382624,-0.0076464435561123,0.0939364499886791,-0.0539072287125228,0.174518441526939,0.0251557160129719,0.0461877426500563,0.184183791694994,0.194667146945346,0.126971543010955,-0.0569784810815407,0.220222762097195,0.224408823032428,0.150550688302488,0.159318340188733,0.157234131850612,0.109542855986299,0.137357221201165,0.0223628386214503,-0.0249051940981289,0.224030918194296
healthy,0.0052172595174584,0.0150950570162127,0.171703774981758,-0.0156495794360883,0.483070693385344,-0.0570037939128622,-0.313579827577761,0.462501865846386,0.032586039620409,-0.0231642195999266,0.0658375508933459,-0.144062156636965,-0.11362907684873,0.400551267426611,0.299561434510984,0.111295409630809,-0.0242312980618658,0.161842491606785,0.0463570168452025,-0.0730535456220361,-0.33038437731762,0.468538032026937,-0.113496325596393,0.0245697253759484,0.122625277318536,0.0400747586155973,-0.0947084770452225,0.283090358474448,-0.0367307304760985,-0.164750778741357,-0.0281428904473286
healthy,0.239502826622937,0.366679129223453,0.174723156996365,0.366981846350353,0.384722723866776,0.117602628889838,-0.430597678551412,0.0261992088230317,0.238644863908231,0.120861234753445,0.0367308680707612,-0.0220779572140848,-0.0042894344144629,0.513964850290745,0.448328051543409,0.245113300887186,0.420311099261345,0.405816057045977,0.148757163522544,-0.0040664667296107,-0.757451713189033,0.51368928428859,0.15907785772989,0.395011664557494,0.299908026940654,0.192747799701491,0.341684294882224,0.23735535526813,-0.139337740927206,0.226638825004678,0.171359255771665
healthy,-0.111928301294388,-0.301500161359919,0.0475434343746915,-0.132059037452726,0.0531426163308447,0.0027016304928751,0.294367544531627,0.0776605161777299,-0.0636927165358571,-0.0175431505884216,0.220230639860071,-0.0806213319954761,0.235376472627255,-0.279556891409291,-0.289384324707152,-0.152784835035638,-0.123375898844597,-0.0323609624103286,0.0682344400933849,-0.189921161380868,0.478586221384376,-0.323268375455701,-0.0417993936669186,-0.351765729436797,-0.231803712450447,-0.0620985211249509,-0.0767759630697641,0.0924094932014147,0.126016416528427,-0.12768795642497,0.0166854048842637
healthy,0.280358614631015,0.0264946930565773,-0.138034716607276,0.387349725723815,0.101214251835957,0.142930529996553,-0.313198995772262,-0.482124212998828,0.223527486125565,0.0217683685197173,0.0517628599551751,-0.109721513191083,-0.113300769252275,0.379687497337836,0.295409003272968,0.0080949259923887,0.436728489749486,0.109234678174451,0.325158568184071,0.247631103764492,-0.179684616954201,0.3641359807967,-0.0741360693534269,0.517820933473279,0.309495492414999,-0.30280639024565,0.35653571840925,-0.214360941705018,-0.0273125693893368,-0.410533201513121,0.137584602122754
healthy,0.338379403863994,0.212543885064463,0.124739305432236,0.304569909487727,0.295105307775312,0.225666816715951,-0.476232551700932,0.0841920221385689,0.197571625012167,0.166066986409567,-0.112139558050147,0.469683094945419,0.0650746785910102,0.384672397588352,0.360642470699792,0.227830554767462,0.387873597765686,0.276906400301969,0.251105406455306,0.332092979408575,0.231862445014074,0.398530520749706,0.262596734822258,0.350559299067607,0.34818212097064,0.279585878882921,0.144223891029647,0.17474425469882,-0.219676196214839,-0.1052605721398,0.250185260994802
healthy,0.144953821501769,-0.156657197940413,-0.240661510987503,0.0344518607566306,0.178002128588413,0.105796602960213,0.192823642098959,-0.0507471275275772,0.378770957934675,-9.92570982053343e-05,-0.0328788950061124,0.0989730662814437,0.0444100765068191,0.00778197598324,0.0897874792847675,0.143072916487536,0.0913459391906401,-0.341576067926441,0.166986611876666,-0.125033481685814,0.355919685438594,0.0102582558267564,0.10009783021813,0.077376398378847,0.09314733968803,-0.134139805959372,0.233602097951223,0.0612335061071921,0.338538391249153,-0.108047863601106,0.200134155676557
healthy,0.0405871562328814,-0.0912678163871316,-0.13218622280237,0.042581634741608,-0.201629886693638,0.140272532589989,0.0837514629587093,-0.0367463112984102,-0.0457406547891688,0.147839468472909,0.144737748716044,-0.0849602705386848,-0.120772156407643,-0.216599133110185,-0.066380680817161,-0.32194648311425,-0.141454549581509,-0.14890740407796,0.0798731440421045,-0.119216442914336,-0.0498333852184471,-0.152968195100906,-0.0806158770855138,0.0786703489432625,-0.343946880677401,-0.0633975128879562,-0.0777033608872263,-0.0782151127456542,0.13238596394043,0.0751990747609588,-0.104303586888673
healthy,-0.0080904146627712,0.123254530383592,-0.0637166988499208,0.198634338579945,-0.0967357821076603,0.120108721358662,0.188941431271119,0.0179108640557792,-0.0255938171987557,0.215715461568965,-0.226319759106473,0.251823024149869,0.239001402284533,-0.0745986089193679,0.0269919399731475,-0.0338611861608501,0.194373952955824,0.203662215678122,-0.016751529378028,-0.0373560799011456,0.564915710278862,-0.069078276229827,0.0818250732837408,0.129926691907939,-0.0222688394466961,-0.0071723721092472,0.112581633522456,0.179799655806971,-0.0948329833069822,-0.250612036307651,0.303570095788956
healthy,-0.130479282945614,-0.13012137694817,0.26430221358892,-0.0936566105394504,0.184811699203725,-0.12682845185424,-0.193870048100564,0.0962126660520977,0.161904845003735,-0.0367827717653517,-0.364060563105517,-0.286386127928768,0.139839534220207,0.277977428927175,0.0118903421441542,0.0947194003832553,-0.0977002556934376,0.245393751727648,-0.192590200013444,-0.107940770812237,0.0281917709012907,0.374582883919172,0.145375529060253,-0.0640906119992788,-0.0652814858289978,-0.210811298409276,0.0064211930340736,0.350811609302849,-0.215355626137445,0.235940180610966,0.0141865628067792
