group,B7,CD107a,CD11c,CD138,CD154,CD1c,CD224,CD269,CD305,CD32,CD326,CD35,CD38,CD39,CD45RA,CD47,CD49d,CD54,CD58,CD66b,CD70,CD71,CD73,CD82,CD95,CD96,CX3CR1,HLA,ITGB7,Podoplanin
healthy,0.115420739015424,0.202992584170277,0.154706432638587,0.250856230093966,0.21641499175718,-0.200735915020866,-0.0022498429618713,-0.0469879075703783,-0.0141506984610712,0.143489601860378,0.0585373204756526,-0.0947738371841096,-0.117928334289669,-0.0539444259910247,-0.13705227638777,0.159957462628593,-0.14511374900816,0.178356844756366,0.201630334629644,0.255434198808429,0.397646628004574,0.118727615374015,0.0613727084143074,-0.0108404559818943,0.154871436976255,0.0404352445606477,-0.0183093238198203,0.233464801163874,-0.0793233912093098,0.187777864783744
healthy,0.336620228497313,0.229819751175281,0.098841254230421,0.199151575190198,0.186464806915381,0.190223567337334,0.0155118415533825,0.214276669053876,0.411650714876784,0.609656504745574,0.228508968248971,0.121969476309867,0.262887556728223,0.150285024481574,-0.013047638679759,0.329288828277053,0.177193038088765,-0.0259156267180162,0.191530825371922,0.265986513433055,0.129869624746336,-0.205163275990592,0.10376309713436,-0.0174640119943575,0.0209182820507073,0.149049012923314,0.136300809514948,0.0226625711421205,0.189852095820497,0.15420697981133
healthy,0.181506064522526,0.0526242575098332,0.150622988275338,0.020882523142381,-0.0775648742908381,0.103969808607735,0.166734612434831,0.055416675949661,-0.0302566824507314,-0.0159009262348223,0.0739815012575737,-0.11797164761518,0.28749115823238,0.0692101372224799,0.0699797142447584,0.0556961442387017,-0.0407012286354782,-0.0924770154152186,0.147169694738651,-0.0821591054902287,0.0865877721625248,0.0137530973826929,-0.297976100384879,0.0187234138481051,0.22050328653207,0.0976708507735825,-0.0175391636543618,0.237873747330903,0.0182046445016383,0.0649235830109984
healthy,-0.687494818688484,-0.617330836166782,-0.375552506649861,-0.72549010520422,-0.60588261052005,-0.644693276306695,-0.422167104415151,-0.69535171334882,0.188807392974154,-0.0130758418516842,-0.700224201714184,0.198454713092021,-0.217469203160661,0.0278622598316615,0.160553917464819,0.0280769685665943,0.181441517930176,0.109750647091543,-0.696783550442625,-0.710400326312902,-0.642885539360749,0.275400541230229,0.150221723308097,0.0398377664996476,-0.391474541617248,-0.517052475350382,-0.708308813692798,0.0195729286315434,-0.642141828486319,-0.78816307425544
healthy,0.0767968178093942,-0.0321144980049803,-0.2386592272987,-0.12109396233272,0.0635224945032947,-0.676877678974635,0.0690286158723915,0.261060882949841,0.0461249870798382,-0.32623957659948,-0.0751232657429357,-0.131448067713184,-0.148615651326184,-0.219252702855382,0.0056319529889419,-0.175324812600445,-0.0505366788013965,-0.0506403509756414,-0.0512627713071105,0.348928917365971,-0.0698894973825744,0.189586527570085,0.169170156609963,-0.159462549272843,0.235729448393041,0.15197322451486,0.0134236412004551,-0.154349479861508,-0.257437505247589,0.197666036862191
healthy,-0.172847035792898,-0.121897973039733,-0.127703486659757,-0.0813622203551385,-0.0504398819737831,-0.298724175858353,-0.227766781069351,-0.0849074747953051,0.0376916581922243,-0.0415844855691247,0.0730877047727593,-0.100471376652303,0.0731111524557319,0.0280206063660351,-0.23526758742525,-0.0457409457553448,-0.166204838133112,-0.0227814498301002,-0.179321053877855,0.103407881802248,-0.207052144463202,-0.241261693158897,-0.0312867518449933,-0.309035562993304,-0.256720421153663,-0.111449099843727,-0.157050089066207,-0.000484836253525,0.0373391329471774,-0.046822455975652
healthy,-0.192278532794318,-0.223528153120736,0.0740877159209388,-0.291765678301646,-0.0532720742728417,-0.138093200726004,0.0325823799403794,-0.268285106411766,-0.076680878575766,0.0669706337704088,-0.10428649958828,-0.311530440365856,-0.291161247752223,-0.169281445491589,-0.0934485615987408,-0.171195897239025,-0.143919749797501,-0.30743799114563,-0.345900539293174,-0.26162141673598,-0.112240981782374,0.119981623839923,-0.482711816157583,-0.119852786431597,-0.153446314725126,0.0203785884663805,-0.181235666628637,-0.288181330533132,-0.0195096578209723,-0.205074937171252
healthy,0.191077101820268,0.2160006010629,0.281447015040277,0.135115625658025,-0.107435456511028,0.185796861948219,0.215156484022397,0.289061112589387,0.238318780728053,0.679641829436664,0.164839630976262,0.540912901807937,0.0468990050759539,0.416272007886403,0.469309104353738,0.41876300472679,0.568231837880633,0.503947909898443,0.460306475334495,0.213128506324546,0.283013575710784,0.398302204331394,0.290672716433329,0.551094649390711,0.121680435908783,-0.0366922762814465,0.430658746953241,0.135687234474016,0.15622735814681,0.289974547326116
healthy,-0.181473562879187,-0.0417302007117209,-0.0920050842308114,-0.154203580526976,-0.0579709868551516,-0.194289549267165,-0.209523346121013,-0.173126600283855,0.151793133416657,-0.174812141895405,-0.259783110808786,-0.0425336098770687,0.0587118990052007,0.100559295870492,-0.133338602933614,-0.0016848688494104,-0.0472787916791269,-0.0548881049826506,-0.196917804106599,-0.269750063407517,-0.254026199295458,-0.0042340666756795,0.37322305759244,-0.0949052542444487,-0.294075685422191,-0.0098217397760313,-0.239414609229171,0.0176932372303242,-0.19606484629061,-0.256412682087448
healthy,0.23240250520094,0.448256199108649,0.1370236896743,0.419242882446479,0.540314398986593,-0.119606224320888,0.237614187188853,0.283028902571503,-0.187069371020597,-0.204223079738491,0.545709592852815,-0.333637455943241,0.114857375831695,0.145143061522972,-0.367363470348404,-0.28285183718238,-0.154066313594339,0.0188823073353402,0.296249112118251,0.429104480731707,0.342282420301677,0.169543878728148,-0.193665208800171,-0.0075119602737178,0.221506150243121,0.242265355603919,0.279474782530632,-0.029783301728763,0.148927013322235,0.454578005365796
healthy,0.0533904225619197,0.0748735788494396,-0.0884903072446858,0.0972281159059512,0.148109087359391,-0.161442454308923,-0.101917118398238,0.225575314838799,0.255239490235794,-0.225732444727648,0.259762571543165,-0.138739945178844,-0.0150962490547211,-0.439409122353876,-0.224819040985725,0.0137637879261887,-0.11003285714496,-0.374520070398575,0.0464054432277396,0.0809583094458242,0.0695163866875263,0.0790692259548118,0.0781826666210835,-0.24509773094356,-0.0665222992451108,0.208079781477141,0.23801642992792,-0.454876021689315,0.0345489481796552,0.150621844071157
healthy,-0.090143637128041,0.235695183468975,0.0841612479428759,0.165075927968456,0.214702678464369,-0.130420487934518,-0.0467522695041773,0.0720829205260122,0.421227523164407,0.109368722977183,0.0387254794137751,-0.14610186800058,0.129773758892238,-0.290747635673146,-0.315289779891277,0.124311490975676,-0.0279212533463758,-0.199306475562446,0.0405043101446157,0.0974901571885331,-0.0056553608457635,0.142483733628721,0.274084838657299,0.0042170404459436,0.0252011925037618,0.0319572839302996,0.0664254167873401,-0.212338468210865,-0.390216930243032,0.0204654193137188
