group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD154,CD169,CD195,CD197,CD2,CD224,CD226,CD257,CD30,CD303,CD305,CD319,CD32,CD357,CD36,CD366,CD4,CD45RA,CD49f,CD5,CD52,CD54,CD58,CD70,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Mac,Podoplanin
healthy,0.63596206465291,0.333233719367428,0.266974267679099,0.651459642849565,-0.849276180278822,-0.0914880242858453,0.0874930168483483,0.215784528756417,0.0915694555652381,-0.0006477194308007,0.356699224895171,0.228113823586529,0.225483006237115,0.37306388107301,0.231618585720949,-0.728070710179544,-0.66149615987386,-0.430247414485987,0.641611895202007,-0.0331478802998318,0.117243672903949,0.592337018605209,-0.341083908194285,-0.713447232751475,0.0475465720412032,0.0442049022758715,0.0759275815250069,-0.200624610782224,0.527961021975368,0.201272127124826,0.513258895672875,-0.228993153717937,0.629030917853488,0.307211090768022,0.597387290524023,0.380525019615543,0.276225630528718,0.193278769299312,0.321725339175737
healthy,0.645965111788303,0.510603086074657,0.242839279816145,0.719122222288811,-0.522227581843129,-0.144851525300752,0.630336767352556,0.482175486101969,0.259246731875788,0.555143927945773,0.478206290238168,0.680265993400129,0.654268836824675,0.606641200866038,0.464021352690888,-0.521258819228333,-0.471511789711413,0.149182393495335,0.735535149860808,0.603084405592267,-0.0906670444818134,0.631287100996315,-0.185924867277999,-0.443726394853536,0.690640469916364,0.481215612151195,0.163493727932531,-0.229843691459478,0.613315483356025,0.468940981831107,0.700578933264141,-0.212842592729512,0.667881561001039,0.746025614611923,0.414277351469572,0.570414907267865,0.538838532835268,0.581406076802981,0.649322556372529
healthy,0.549125428863101,0.0556161628063555,0.19313586001482,0.640026004853753,-0.82185638683597,-0.0444243108541757,-0.10621619307355,-0.0567182032102441,0.084611619660927,-0.0324666533426114,0.178631136535025,0.178866083183037,0.233441856426567,-0.0415927739656186,0.0609358126813498,-0.761123529970011,-0.752047140833134,-0.355025491337509,0.686590409497625,-0.233087024922727,-0.326723756184251,0.579910715911486,-0.597345223892,-0.788372900147337,0.151555874636506,0.210868016164129,0.174661537852698,-0.10713568945072,0.386119083773266,-0.0921017373397821,0.353527631260309,-0.495681138468778,0.598137240832043,0.42419719309962,0.656699313862927,0.248660676085432,0.068069202660419,0.14678269516639,0.0809826908722893
healthy,0.700268125022027,0.253921246264735,0.356811591151794,0.71215038846423,-0.90956686835307,-0.0552846761534361,0.0821833469027681,0.152745548526926,-0.378583689132865,0.0747400887955518,0.236608945523297,0.271868616845005,0.353417792879216,0.0433450656200698,0.137530031179755,-0.872025544987768,-0.795392300918828,-0.428382238996551,0.693197121916464,-0.0579154720200712,-0.281759933992915,0.677435212309604,-0.335335468048377,-0.792027490628955,0.237261553806198,0.350429247745588,0.410926235322727,-0.237768453380713,0.49386605758219,0.06848818445979,0.624327050259657,-0.342657169693084,0.643431663995179,0.371086278945138,0.480024585169801,0.350415210815541,0.224995268305047,0.0499742990944932,0.294728323093707
healthy,0.837742412236121,0.133711223746539,0.284334455650685,0.769169580615778,-0.827718420500856,-0.291620678647852,0.165828563841615,0.27186534856119,-0.117698800669541,-0.126698678626782,0.459800297759173,0.42605727518879,0.34916151908432,-0.0908191728034909,0.226241904552207,-0.7113148550684,-0.680429603359448,-0.319634039936706,0.226089122586813,0.0585524858701854,-0.0899129669132866,0.688290075282224,-0.434111326924745,-0.703812274242722,0.100932080419366,0.190927899481839,0.033955641894631,0.0391128630300246,0.532071164500975,0.0030306961022043,0.682770340127608,-0.429257235670253,0.747323725906831,0.54254652256099,0.654794991454566,0.344380748574442,0.216143183120174,0.229098349233099,0.423774731422508
healthy,0.65223342245083,-0.141562310170964,0.122973546719075,0.678516763283347,-0.796964519798353,-0.385176689287509,0.318594852547006,-0.146642964272561,-0.137998159719085,-0.0473340344915403,0.226756076737603,0.251478579919105,0.227911163618756,0.106010731957907,0.0221287654961815,-0.660874199378433,-0.776380483702972,-0.493045664727778,0.439957203096454,0.142528253680734,-0.264803077498002,0.553668935209372,-0.36275183658233,-0.802522385302561,0.042761213281311,0.323975942069072,0.161738933622405,-0.108290850498706,0.321730652183032,-0.108228415955135,0.505472094542002,-0.532597923670051,0.418240777517485,0.0243852667224019,0.535916212187249,0.62352706982907,-0.0996719767444375,0.0328918214978055,0.340499673023582
healthy,0.776398604979659,0.10901821810151,0.358826727499813,0.773136832876631,-0.657345170371216,-0.140606002803517,0.126909022500412,0.104165269992207,0.0157557052900997,0.0977053921188893,0.576275540212666,0.37649664004188,0.341008340985749,-0.0173974242488914,0.123567977083004,-0.642475992971298,-0.507443616116618,-0.0359283088714481,0.769618160631592,-0.0059195438626402,0.0828585321244403,0.578943009610898,-0.274451606074683,-0.552979555197377,0.152943226010641,0.419834467685972,0.482145570623529,0.063793081055862,0.555247356389745,0.0053479399397315,0.667391621075369,-0.356022115764866,0.665084713331527,0.473274823175236,0.569280236000605,0.479406478546679,0.273906756281475,0.20020925636401,0.291089378237399
healthy,-0.220490255126681,-0.0427785773392511,-0.0402225996123277,-0.133513207286206,0.0406428620126454,0.0132549007247718,-0.128968773758334,-0.0604239038357581,-0.312868633490625,-0.25391063259722,-0.48326447735526,-0.0374060877941973,-0.353086545970033,-0.166160020014841,-0.0208730231717371,-0.0373745114738645,0.173079103599776,0.049447425675473,-0.126083958507518,0.0161940655653647,-0.0198915155568364,0.0236684701193004,0.0089022799270659,0.018021263856349,-0.0923709765010746,-0.211276960524912,-0.352339838812027,0.123412941714022,-0.154239002215535,-0.0244035486911944,-0.250865107950894,-0.201856626581834,-0.147466441987979,-0.119486612690059,-0.448289841771152,-0.312728763859392,-0.0164308656713499,-0.032991573228848,-0.116048282896873
healthy,0.696200659247221,0.0962197125153406,0.315493640190229,0.692837270600652,-0.828833622338059,-0.174743281770295,0.0950001949625436,0.265601638472564,-0.0290678007889899,0.0360214211789148,0.327927135305,0.445591784876068,0.301352601880379,0.157520855219292,-0.101012993164725,-0.792959118688842,-0.778211589446221,-0.414001153711773,0.662975796913082,0.101576466416924,-0.220133329367022,0.678995434353786,-0.759053301794077,-0.806041587531582,0.386666133520449,0.281187110334711,0.275657436242837,-0.336201675932343,0.450653217149458,-0.0064409347303589,0.685343664090864,0.0392879858130814,0.754984190733477,0.411979146167946,0.630017515485805,0.540006337894352,0.220719334579984,0.13797607425492,0.234318168565308
healthy,0.416549895998068,0.0465719958009534,0.351621519131921,0.589580556947015,-0.312236418273225,-0.293412699472601,-0.208890901105311,-0.126350280844301,0.0691289030069177,-0.0605685851082215,0.252259389100683,-0.204742985830673,0.140861382185244,0.0462684927796772,-0.170799222575292,-0.30198456905267,-0.18858932901579,-0.0489714423544383,0.32943641996621,0.0427104554113296,0.0953062972131161,0.373830988205524,0.0654925977224096,-0.318136112800644,-0.0113866164404205,0.361195586803906,0.246086967087956,0.132172321194278,0.116221603399003,-0.112555556814284,0.306151736507227,-0.293157342186024,0.626260868661596,0.195440652033385,-0.0833270570855237,0.408877334026654,-0.130344382889911,-0.0220899526728626,0.0968541098570867
