group,CD101,CD11a,CD11c,CD123,CD169,CD195,CD2,CD224,CD303,CD305,CD319,CD32,CD36,CD366,CD38,CD4,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD95,CD96,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin,TCR
healthy,0.822573507692632,0.444957112798499,0.832456197491815,-0.784669948045101,0.359640881260696,0.2214539616357,0.285568587672673,0.291740974380013,-0.768586706232048,-0.639500312765698,-0.210494838507834,0.769437862718075,0.223107297915279,0.768267788168403,0.186000216239104,-0.370964943275482,-0.841732148962939,-0.286664864186418,0.16040788212193,0.132218549648825,0.0983690117838564,0.0528750106546166,-0.134058186161198,0.643448870223331,0.549771215487002,0.340917507102865,0.707117514552542,0.512037930814836,0.749213319704869,0.508241462980759,0.534045519784509,-0.0218585623936331
healthy,0.737342821514581,0.341283426604987,0.807329431053434,-0.460215172307275,0.489258927330456,0.285918844498492,0.416692092918847,0.677159188534399,-0.492175180793499,-0.463077644889574,0.189809203966269,0.828377384815846,0.135382522793055,0.668030823757996,0.335967050010145,-0.0585900276890615,-0.386514065263251,0.0217838389115172,0.121242107606837,0.697401117533866,0.441011618946502,0.129285619136962,-0.0967503770181547,0.646636109243872,0.749274299863859,0.509009110183635,0.738003111844401,0.764662323882251,0.465552054997475,0.647937998769341,0.671610939236192,0.534510726971685
healthy,0.611010045205381,0.226235744230696,0.587652900511316,-0.780014070826379,-0.0476372701885243,0.231767598734689,0.182676447752192,0.126949859696175,-0.725982515934582,-0.7684579673414,-0.27887629153748,0.562531777110535,-0.367894612919814,0.709498067274328,0.195145843835212,-0.619266484913209,-0.712688613840936,-0.383328686027109,-0.0714434534135791,0.0662872547079849,0.336746984669954,0.1596489831888,-0.0885674514222678,0.29916389970994,0.268142030614824,0.0718837978711011,0.536604395709808,0.417228458300471,0.566812736879523,0.36794101121591,0.086288032819495,0.0679050979245431
healthy,-0.159211717125967,-0.17955229717965,-0.0469978379876758,-0.087238277944414,-0.240268533880465,-0.0421221339194534,-0.314726082982909,-0.4818737270797,-0.103394802295448,-0.314113632784685,0.0357300848013345,-0.242813192190931,-0.325582830985468,-0.0751905362616519,-0.416353363087501,-0.140333139185912,-0.188010750873293,-0.19370196056457,-0.0449920796438468,-0.449114812890887,-0.204645551742438,-0.299173922482868,0.24123540334886,-0.311780564130662,-0.356898354350491,-0.225557329331717,-0.212265825802183,-0.280132268448707,-0.306562915918796,0.0559442823477656,-0.202988694237628,-0.442960734196534
healthy,0.739273469092222,0.228476872337834,0.660153419583621,-0.820639779003861,0.208109835211577,-0.240331498174202,0.398975885969615,0.342292972343247,-0.824884201755149,-0.717708081477299,-0.436534714754269,0.111649257032346,-0.303326945909973,0.571426239000208,0.132789057599444,-0.600336992034737,-0.757439781820083,-0.460310467842483,-0.116146423730476,0.0485995039189043,0.213300827067897,-0.0632221713371463,-0.155283562181848,0.459866423031179,0.603416330913032,0.154884094769645,0.666307935299576,0.366756821988777,0.4923559514437,0.146757504927121,0.251045714469395,0.0360172706137608
healthy,0.720090373640695,0.44676408914833,0.756852878735997,-0.713346592134423,0.205596149236636,0.090508425244829,0.50307763170613,0.699015104846233,-0.588451264006938,-0.435489985431311,-0.335300219123476,0.834112936014615,0.343873730318786,0.675278574535394,0.167886847491216,-0.0941303031445639,-0.568513174561385,0.0465824087614889,0.347583973819897,0.451287832821971,0.44468928237472,0.672317164909702,-0.0906179734731778,0.742546741559804,0.791561452215034,0.448125710112168,0.698017969973815,0.48148948214625,0.615659972408172,0.536393005970333,0.487295511078853,0.389164576259145
healthy,-0.607524673601286,-0.243863997179925,-0.474185780241906,0.311268527330764,-0.174432363233471,-0.147759285716564,-0.248121613623354,-0.384764241110156,0.363356685339238,0.220157560898438,0.0615493921076544,-0.567831609479029,-0.614623741088191,-0.37401992673521,-0.155437509474448,0.0947796466682582,0.216966191277795,-0.0290493399434662,-0.15893851540558,-0.279677705208374,-0.143980390311504,-0.337631402721289,0.107199981834512,-0.530654314309663,-0.576943747305391,-0.104850308067616,-0.727294002871745,-0.462526609930385,-0.535445281909842,-0.31827285225706,-0.450431569098664,-0.235981781165453
healthy,0.804006049219067,0.404614313291,0.817798146426792,-0.742421175456218,0.387021169408351,-0.0774013467478262,0.310050507627202,0.463143139465223,-0.792046735541359,-0.740580145844432,-0.290385980064894,0.570581440265287,0.0991296596246563,0.760832681633497,0.357361511723473,-0.222403840672526,-0.70963675576645,-0.228249726586674,0.244800086060206,0.335893874454678,0.281805191225399,0.281975809890556,0.319956644321775,0.462851233120707,0.669398172657314,0.130406204106468,0.721513303144859,0.486788022843372,0.52904503609917,0.359374012362067,0.207206716624122,0.193989384985906
healthy,-0.515965096050234,-0.255797798416328,-0.435734973778883,0.559600430167428,-0.0021043225328145,0.063008631099387,-0.291235941209071,-0.423135770566748,0.545478885703498,0.418473062074493,0.416054389182871,-0.376408268438094,-0.0936309119907246,-0.341383343924733,-0.470753673611797,0.588716687288551,0.535079119889456,0.19267883456441,0.222039409111222,-0.255653869508051,-0.0672785791557201,-0.158496182308444,0.201725203767352,-0.416648192485352,-0.567341864899552,0.0522335499625671,-0.720245577873375,-0.22534269890673,-0.447003079337288,-0.303373296761235,-0.19321218568303,-0.0761131859771749
healthy,0.725542598877427,0.0754935678305447,0.655589576045409,-0.518253749484054,0.293440548231267,0.178269915634687,0.0218550718897802,0.015392815057922,-0.52314601743431,-0.570721208723855,-0.0181101937763583,0.524086281820531,-0.0283693841898964,0.882410720187298,0.3979429807018,-0.320491787734032,-0.719200439549323,-0.272603611424671,0.137899608164581,0.260239282194771,0.501352770026894,0.48645955516488,0.0991750704106858,0.61672727617259,0.645849298447516,0.169074323990342,0.757748143282494,0.385704068251316,0.30731461097692,0.506632338244643,0.307071552842355,0.0421964266239326
