group,CD101,CD11b,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD257,CD303,CD305,CD319,CD32,CD36,CD366,CD4,CD41,CD45RA,CD5,CD52,CD54,CD58,CD70,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7
healthy,0.765622545721801,0.27697361897741,0.765978349819549,-0.812507462831624,-0.0632748267773504,0.282024809687135,0.183841939580113,0.274062161063152,0.289759909245418,0.211591160640797,-0.792177565163906,-0.69466358196064,-0.306870259352695,0.703308756083549,0.175602892866094,0.691940186064939,-0.421461576203397,0.450037227076212,-0.836691142770348,0.0306929953878581,-0.0126059628050742,-0.172344001190841,0.603425457219265,0.236611768050231,0.568896716342021,-0.198842677830384,0.671544731611862,0.473126081680338,0.725204161537997,0.497569267028323
healthy,0.676300404369526,0.558811389753163,0.681223185890669,-0.292458524972318,-0.0215177990483,0.505494425367431,0.288865182520767,0.465259193320003,0.772631302058266,0.656922716311007,-0.288220395706048,-0.174008104663704,0.303955632468321,0.663825152937232,0.125802841883252,0.650719477295574,0.0276640939561273,0.564525970792634,-0.251408026047894,0.373820117659578,0.339111848855897,-0.0391125092843749,0.581383216880172,0.508722607539145,0.664974722052981,0.106944477983669,0.891844983945337,0.664017902224713,0.472598849695704,0.467681306410108
healthy,-0.263844415874434,-0.257181185797966,-0.525468249875342,0.563961119401675,0.0938541778609345,0.0452416096814132,-0.247477327943564,0.101598604145093,-0.155993558307221,-0.13935399668529,0.485721738915192,0.327412436216136,0.0603144654907178,-0.661953084820018,0.349257700763614,-0.297877702149094,0.227133021364834,-0.136873914484638,0.518910006822436,0.0675641574851447,-0.18017510638154,-0.246671432274364,-0.269040095942247,0.0015441610911483,-0.144506219502936,0.274790885778803,-0.262397284937555,-0.260149740635845,-0.564004547775949,-0.160157235216709
healthy,-0.592831377103676,-0.120745210092198,-0.631073232042841,0.858539073743774,0.0350898783025874,-0.135851538661299,0.400101414092586,-0.13656148608894,-0.206488713621133,-0.135329961427576,0.831762238693482,0.805839236171911,0.391953973064207,-0.632396044358038,0.244201784122456,-0.638800731947155,0.317883318695334,-0.151782046279763,0.761424737347334,-0.28224900944612,-0.369542521228949,0.23614652374344,-0.425194712770143,-0.117492258137981,-0.532902884096223,0.430576341159522,-0.478759090707921,-0.322072511282078,-0.350596502054611,-0.340667756830379
healthy,-0.665284235277392,-0.097542962275953,-0.642375541189699,0.870787817141661,0.248504718095079,-0.196434636193612,0.199384765561253,-0.384230574020631,-0.316460844835722,0.21690198502109,0.812234720046418,0.738993702971757,0.378131629032964,-0.18056732106972,0.271371173982213,-0.595327593913344,0.592959367752805,-0.257151756516071,0.797826779396529,-0.154198627192203,0.0215976361710748,0.152924882502637,-0.418016582408075,0.221543885071138,-0.56130684366354,0.518861476100781,-0.608396987180371,-0.381101335591669,-0.483244639851022,-0.12089592660742
healthy,-0.639421270827569,-0.148246100537074,-0.649393321271361,0.809995885148575,0.300193640998469,0.113836380171215,0.267295910068841,-0.282786617346473,-0.550988376761148,-0.0653407161261293,0.601694996834345,0.672166745025215,0.490615072345586,-0.613476611004297,-0.0088387134573081,-0.642317840588909,0.327853590523689,-0.0342941720445138,0.669247200862034,-0.300407529739823,-0.391427360068424,0.301150568911516,-0.472853765025283,-0.106783765241607,-0.563974157707061,0.305189891601345,-0.451134785289303,-0.258316477387797,-0.632824548599222,-0.432332762812089
healthy,-0.667078146255394,-0.0119519526877155,-0.647123451556655,0.766311276826345,0.373630174564023,0.0177731856126636,0.231267247037127,-0.392514415260754,-0.279575057088117,0.002677957340289,0.752933431495327,0.762046678953423,0.263844553659613,-0.742164249440143,0.119826604411632,-0.564384187449696,0.532468372761315,-0.0790902973244034,0.679571209453004,-0.311506106553057,-0.247593336217929,0.0628358847784951,-0.386540229765595,0.0809566413237563,-0.508848573503958,0.550553284216938,-0.594622650703344,-0.278879581320436,-0.484721384467782,-0.447427140619887
healthy,-0.786192332306223,-0.298862054823538,-0.776981894910002,0.834691456782224,0.179573415339572,-0.341318010457159,0.160373614312221,-0.320735057070877,-0.51789642067349,-0.0754715642410647,0.822661346497106,0.668037714572835,0.398100151315365,-0.587597210296281,-0.201866419004097,-0.668318637178555,0.307559412964116,-0.300359167449244,0.699872577015083,-0.164405594771684,-0.262734292362016,-0.0853872417480881,-0.449422193973766,-0.0231014214581362,-0.664073145363326,0.190519377445138,-0.72014024502579,-0.424678390297183,-0.49919584204214,-0.303483238708518
healthy,-0.73465221067191,-0.253078467333705,-0.816563934106804,0.774224204024749,0.276036259246797,-0.259222246551746,0.135272158200507,-0.413026714957921,-0.589308433208762,-0.195478820861087,0.854225327951163,0.677754014854962,0.562867348706618,-0.730546231072741,-0.0323051867303459,-0.677256577157348,0.725919679002072,-0.292646879445335,0.771635259871306,-0.231886783252273,-0.340859427588217,0.177375597677888,-0.575868213967932,-0.0714600590514535,-0.749096776988992,-0.142935921659385,-0.80778231589975,-0.429783150667897,-0.715458439769991,-0.507654647763584
healthy,0.587442161022917,0.0332605227521985,0.779731538099774,-0.54668891096017,-0.408122126921977,0.0050690305836495,0.0927980382755905,0.102052072976855,-0.289867107657013,0.0912414677615234,-0.581191713188959,-0.456613657510021,-0.113096312154401,0.480788923767829,-0.208412992349304,0.628950360827045,-0.195560529893806,0.0312934359136841,-0.64177631059784,0.449647880300364,0.331065313026194,0.0505957845348415,0.376021870080817,-0.114213494639699,0.489732187778268,-0.349844212483572,0.678342299613249,0.300279677296326,0.100103079640353,0.569961380525223
