group,B7,CD101,CD11c,CD123,CD138,CD141,CD158f,CD169,CD197,CD224,CD226,CD30,CD303,CD305,CD319,CD32,CD326,CD336,CD366,CD4,CD45RA,CD47,CD49f,CD54,CD57,CD58,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Mac,Podoplanin
healthy,0.0318827946383863,-0.0048086773586764,-0.0493203979230811,0.235284994768587,-0.146185117123075,-0.0528558451248357,-0.0655229830686466,-0.027550742963134,0.0793161884807808,-0.190939719002058,-0.153598302675321,-0.1532675888925,0.0990584223944623,-0.0676082879535061,0.22764539061631,0.128239643786346,-0.197908551826494,-0.189431024003694,0.191660640414934,0.0774243098906213,0.0978650512561716,0.05265984731405,-0.0896457161524055,-0.202070449718389,-0.0640170982796213,-0.0694319208200962,-0.164479307353164,-0.211863516745354,-0.152876203759703,-0.118077335304686,0.0062632586522274,0.235254855038942,0.0901342471747549,-0.137104134093983
healthy,-0.645782629416757,-0.65448626138977,-0.801220809996856,0.474802706858141,-0.6778482805207,0.205515047725299,-0.402047623836604,-0.554796430024113,-0.668534366964756,-0.734883622939653,-0.736094994743621,-0.550147813777559,0.386027594590599,0.413242314719658,-0.300352643160502,-0.773357413724925,-0.66576211351471,-0.54798304483146,-0.693545565030538,0.0910853371636671,0.329209408083526,-0.0732504724871697,-0.780792775531401,0.0578225058578603,-0.579818482951427,-0.769212819107219,-0.828629712100437,0.0697062568728085,-0.653049342023178,-0.700734076966589,-0.554965989479829,-0.576306662221977,-0.649556807781808,-0.705767963043853
healthy,0.0740480351354443,-0.572743464796803,-0.604413272608755,0.699921158779992,0.228192075201193,0.0304872721548264,0.13530679395507,0.0210717782824436,-0.0583112481498446,-0.243136898532692,-0.116579953506099,-0.148025546173164,0.72533402229117,0.663889204223029,0.428700123344924,-0.623768916114795,-0.114911658697347,0.211013851199796,-0.545794015820948,0.579749725884982,0.727069238104473,0.4362491982477,-0.157075714652063,0.172617646248761,-0.0256420503581333,-0.40101627470091,-0.349536623339915,0.397602454841955,-0.700054820277675,-0.489565888539526,-0.734470210347068,-0.298634917979667,-0.133456744593209,-0.0357714205313893
healthy,-0.214046979229427,-0.467576718677261,-0.413508313961613,0.0317608644729836,-0.268432696745543,-0.120697116305248,-0.183578106760706,-0.302442275497489,-0.248263983157669,-0.472157634079029,-0.36517577834648,-0.317242998042569,0.0622099270714869,-0.0942475580798149,-0.0786712955364436,-0.401134429441107,-0.166567116403857,-0.46117931733943,-0.359603754122604,-0.334402327082738,-0.0439423118356719,-0.378636664205097,-0.36892122726071,-0.159696759750173,-0.288360776036377,-0.40623087538633,-0.510223333190746,-0.409676236252057,-0.597995527301345,-0.349080883897272,-0.443968682642192,-0.257120172278727,-0.229764903084994,-0.352626776699776
healthy,-0.178988027626958,-0.780668932620593,-0.726428981782723,0.843369572641938,-0.224834713359529,0.2194533222146,-0.180230873450195,-0.196411144847499,0.113749841196485,-0.3913532751653,-0.400573926670457,-0.197399692935493,0.715270692984585,0.676557407414816,0.332770009055252,-0.280755150243356,-0.0160469519317148,0.0062941768036796,-0.669789507296575,0.492032551100907,0.791217997974929,0.474366627363287,-0.140187309491267,-0.0263805727228269,-0.13440669246791,-0.480378351494477,-0.656930949041543,0.468686767191843,-0.650210111445167,-0.556312628357314,-0.634777715985805,-0.253772530626385,-0.167238307902883,-0.338398954006785
healthy,-0.0533270578570926,-0.694584701427721,-0.718100870181272,0.623333642585661,0.0238900378358842,0.260574783274987,-0.172272861885812,-0.0849764528038645,-0.168528631801499,-0.301059190936331,-0.324695356388364,-0.188034699243228,0.704423410928014,0.574362507359529,0.425839785360152,-0.72397415263548,0.0208194127716691,-0.337953628491299,-0.740605083331858,0.313372005424525,0.580357199031414,0.191585086290841,-0.0646249974731677,0.280512444062913,-0.0908166452464149,-0.574434159270665,-0.728303123752003,0.119700938028854,-0.682936601789624,-0.367332963911476,-0.787663329655992,-0.684437475618145,-0.222680032403026,-0.442649574930656
healthy,-0.0953977316408434,-0.756015094579347,-0.77701537033375,0.7347025581767,-0.0330240203932236,0.169988165175237,-0.176121565552671,-0.0369058988708646,-0.0025412055456606,-0.329065117767504,-0.300628002882184,-0.0998271867995243,0.746179230746235,0.679196719488172,0.139996940683053,-0.751837240288315,-0.0688954351057534,-0.346649218105736,-0.639425512241792,0.387891643298124,0.599231944669077,0.325923170986576,-0.0844589382235288,-0.0858956132786974,-0.0758066025481351,-0.512576940716641,-0.625845539006345,0.446473735969265,-0.656210957317641,-0.367632393331034,-0.51766428517506,-0.562263132963793,-0.107012333212679,-0.253009356528796
healthy,-0.135987921042917,-0.754039499412978,-0.746464590387441,0.827952976894241,-0.0595365355765869,0.190305712681857,0.0464804120825358,-0.306630820951878,0.0406984394026892,-0.46747673249845,-0.25433290380389,-0.0791684409188416,0.866981224066217,0.719410498559682,0.410986888899895,-0.600385378020812,-0.181305106714783,-0.344063700832895,-0.678617914590338,0.393608404029748,0.779659136413108,0.293172840193148,-0.314445206178506,-0.0310684571916867,-0.0551207264915785,-0.401535301404092,-0.641748992476993,0.218265970858469,-0.707073840785722,-0.404956861876109,-0.535443584040443,-0.263494254317244,-0.0530319090331483,-0.118705925929358
healthy,0.204506013883342,0.801356378242613,0.881540493426688,-0.75749899438044,0.235107885799058,-0.302700846328953,0.104448860406064,0.335402973396264,0.227048599443223,0.638082064194266,0.366018940214949,0.16191162149559,-0.734134573942635,-0.552392000269874,-0.414462138191736,0.816819101271129,0.341890046141157,0.0774053948623247,0.745802564778321,-0.63694648474301,-0.763376690858402,-0.0707758416559854,0.510235892139883,0.0148511606105997,0.16811457716484,0.717231134211095,0.80969357401472,0.222930739130066,0.763418873949641,0.621578495355212,0.763892802348793,0.425680618385396,0.199476878542244,0.45786062502962
healthy,-0.200585108954508,-0.640096466365003,-0.761729078345667,0.658961935627158,-0.197166872914249,0.423429011935319,0.302445622969023,-0.120530282766778,-0.0347161402449562,-0.0851241218263397,-0.376611110594491,-0.285770867545067,0.677812080172964,0.610897340099787,-0.0123814590103674,-0.711206168361339,0.0420049803871113,0.0094220597160291,-0.681301445960362,0.253898474083515,0.632602835603588,0.153224567015351,-0.330395531876072,0.021448213009335,0.110445606649364,-0.527311919371146,-0.664281070663484,0.2660063492927,-0.713368895781438,-0.439510340476211,-0.317822669060714,-0.521728214602223,-0.127342080114149,-0.231495997423567
