group,CD101,CD11c,CD123,CD141,CD169,CD197,CD2,CD224,CD226,CD30,CD303,CD305,CD319,CD32,CD36,CD366,CD4,CD41,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD71,CD95,CD96,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin,TCR,TIGIT
healthy,-0.789202445540853,-0.79377923449789,0.472483818678747,-0.0859273318308515,-0.493365670223692,-0.199438701102008,-0.342054681937598,-0.644545368202858,-0.396819848221779,-0.33115811363822,0.521143520040146,0.233908468852841,-0.0416598186164363,-0.555921810644311,-0.441954372773322,-0.782430476315357,0.105510166507638,-0.46733106044884,0.549469674992466,-0.363378866539752,-0.342299791992772,-0.366335751403467,-0.276397406689033,0.013706553114842,-0.825352382079489,-0.119952181031511,-0.737201123866189,-0.474076429614241,-0.839401993553087,-0.649600359988971,-0.710357918806792,-0.434469179484413,-0.592109062625663,-0.306779663112781,-0.359530620931354
healthy,-0.735917465581244,-0.758684338765185,0.500530932352917,0.0498274428464222,-0.573445312904422,-0.678726765977698,-0.386585446496702,-0.706580630612857,-0.679553243413094,-0.492689028201285,0.405847555598041,0.416197343562346,-0.292836062018326,-0.796742487942923,-0.129881931819039,-0.63721350789336,0.0491737732390338,-0.564006687388433,0.245006646513316,-0.205304534349484,-0.751300225603675,-0.565505363421725,-0.288727572881229,-0.0103705079691852,-0.679092867053145,0.104593035645121,-0.813330784662977,-0.653099373040773,-0.565937037215572,-0.73540702444627,-0.546806542987143,-0.697025620308076,-0.66082126565074,-0.654705346771665,-0.595330094438418
healthy,0.443343926332381,0.485732710771339,-0.658811846846481,0.232279888815827,0.0361606766596934,0.0495354733805302,0.228621376364138,-0.0322149962249842,0.401361120688033,0.0157218078640099,-0.525732573140768,-0.609941810178039,-0.0979828863338639,0.453530652228303,-0.649452132123935,0.62579810444942,-0.480598363500558,0.150040546187858,-0.404291918438673,0.135865676803916,0.111921210471345,0.563978290555518,0.250298895919097,0.0294413111821616,0.25738832089237,0.0700840756866518,0.26241792445377,0.0865471537867219,0.319084448944109,0.33139523883771,0.439303783608932,0.368686895423286,0.148683732593988,0.112103172004626,-0.0361601232046214
healthy,-0.687048124300398,-0.702538116884094,0.884739926220854,-0.0386405674996993,-0.187317374609716,-0.148589518935344,-0.226653893705682,-0.269949663201376,-0.372149828095733,-0.226966180673149,0.867582697396675,0.776504595773943,0.383272776596517,-0.715486667273882,0.296813122365051,-0.675715971879812,0.237070093343561,-0.189456422984424,0.741794489941018,-0.0246102612162578,-0.278747494578805,-0.401718657596509,-0.467739784774639,0.163356653020895,-0.515553124590315,0.15937039047959,-0.633359336719523,-0.101237715961625,-0.634829335385254,-0.391165111897761,-0.46195528308072,-0.377375823745681,-0.323912991265847,-0.268126462587861,-0.195483840119569
healthy,-0.120610702705586,-0.168498362964152,0.401942730977078,-0.0854249378866456,0.0238202249581825,0.168823083337191,-0.35851843630959,0.264358757151052,-0.190980141235181,0.30389223926451,0.417616888849328,0.287458995984363,0.0468972998207082,0.100262577616193,0.362824455081946,-0.295549446329741,0.368881214096606,0.067548964591628,0.226396658005239,0.18016792787084,-0.0703023358216211,-0.36545511077431,0.151853326404969,0.300308012749264,-0.0538036602309093,0.158500412582225,-0.0450927206786122,0.0138190000722617,-0.240139230101267,-0.0078663461693277,0.0170031799671431,0.0076704143582625,-0.107541748174882,-0.0830630853301847,0.0815314971416877
healthy,-0.682602967039301,-0.854446127274124,0.765713375115874,0.185526373025369,-0.0542665300924534,-0.156482180864064,-0.498168973233985,-0.371973766790297,-0.338264356119091,-0.27499476689579,0.651687105435097,0.600712678186935,0.527560076554914,-0.690370463026863,-0.159694052600284,-0.661832498954337,0.319425782802045,-0.108663909121888,0.66075300149464,-0.1681513177072,-0.176480600576258,-0.40054337298643,-0.513210077840324,0.122998479701159,-0.588572249229963,0.480332636769573,-0.706899929911128,-0.310138005017944,-0.598979693866608,-0.411680679372315,-0.649393132561417,-0.619116727335536,-0.4424114632712,-0.0547111047047613,-0.519678574775051
healthy,-0.631735720932438,-0.715400743892867,0.787737906807951,0.250020269385769,-0.0168388983494062,0.050431046746078,-0.507327365840054,-0.32712212509276,-0.241326280973968,-0.0321743831714221,0.76987325669848,0.685553163665606,0.147841076673848,-0.663312507832379,0.0421366947525217,-0.609415591777854,0.432279525483065,-0.193482375547816,0.673565068972692,-0.0899555570154119,-0.0433597654702726,-0.418423072253816,-0.306366041926208,0.0143969521592674,-0.449286598157134,0.246036940842545,-0.559244352817118,0.0599705989229273,-0.594268660436394,-0.332152414533741,-0.426725900354286,-0.411755094238152,-0.207964394450799,-0.183767833593271,-0.0740734481396274
healthy,-0.779473067267746,-0.80060321493674,0.771282939170904,0.0412410349426919,-0.326793979312698,-0.0857779955927247,-0.443235850572573,-0.577169203491853,-0.37656135211292,-0.193973280586106,0.792737434932046,0.639475289376221,0.332343565407785,-0.584614182500599,-0.191714072785177,-0.684097617258088,0.249531863590058,-0.330424406155257,0.630846410812647,-0.288476308284286,-0.470144502947245,-0.280888407570261,-0.413631675074159,-0.232235442119632,-0.536720536034177,0.0240893337653862,-0.770855303263436,-0.128277335156293,-0.788614334107905,-0.536705931266197,-0.664890637175317,-0.349177592338135,-0.177768209187359,-0.265727635804223,-0.138813184799638
healthy,-0.754212118921437,-0.780850794590168,0.818334892389366,0.308742990047352,-0.248322015250141,-0.125309616497671,-0.496371813585454,-0.53340538632944,-0.298039243908316,0.0665127986960105,0.766384509676182,0.688133598623926,0.418491778387271,-0.740978963763994,0.159866488289903,-0.733148791705378,0.669574801740801,-0.253959474697809,0.798436876605869,0.12233990927634,-0.413989034099173,-0.284067757212929,-0.359324398791047,0.0992377642143979,-0.535692033461255,0.0248728975314301,-0.751025782692858,-0.118836751171296,-0.755137715614667,-0.487477524262495,-0.726330037701348,-0.529091213919582,-0.288847452199477,-0.121648254027598,-0.144192324371703
healthy,-0.618922315106442,-0.436184597792226,0.619703067524649,0.204522114214403,-0.600961736972672,-0.0354547815267638,0.0824195507707811,0.0200292051356093,-0.285032822959698,-0.419535954481056,0.597356337323166,0.464869026970829,0.202723291557807,-0.469117462031883,0.169103780269186,-0.591530395045131,0.578242767565925,0.0605620024447181,0.549124213155899,0.0266250907907646,-0.342333113628126,-0.384462787180845,-0.396319834636033,0.204399636798363,-0.590471842861283,0.138552399298264,-0.569357443751249,-0.287703521806517,-0.296350677527713,-0.400681071860307,-0.443550662273827,-0.430968860403601,-0.293130430968986,-0.116416927024957,-0.194560588630178
