group,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD254,CD26,CD303,CD305,CD31,CD319,CD32,CD357,CD36,CD366,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD95,CD96,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Mac,Podoplanin,TCR
healthy,0.860173888485174,0.428837405321908,0.613149153078324,0.490315811772993,0.907658172155193,-0.676451609312495,0.0229451730774481,0.443655835070855,0.384205047726699,0.380002644442737,0.385200635435644,0.320278919422544,0.0175408516423828,-0.682975653056728,-0.466601377733915,-0.180410252656469,-0.0588697151958758,0.800877259259243,0.0403487663254685,0.340817844578925,0.863749845552584,-0.155022346729389,-0.657706451633395,0.0954020685856113,-0.071956833305512,0.375771388840869,0.294812431124721,0.234128731421612,0.207531498772425,0.100225555054942,0.781326627775017,0.621115129282543,0.473427736900501,-0.018518526456846,0.806374255245561,0.622589586151981,0.769046972103589,0.628609837001676,0.561479837320301,0.345827173327847,0.608624142176291,0.0648158975789817
healthy,-0.293096560291915,-0.560353678524066,-0.309195619265586,-0.533231561080368,-0.466845767344887,0.152676706554527,0.148587039913154,-0.551129338768657,-0.138570929300278,-0.255751625007873,-0.495970328765055,-0.674000946804343,-0.321668250926501,0.195829832127879,0.254994363883624,-0.117749403173708,-0.272180994003669,-0.507395823365005,-0.57835913127665,-0.15089542542764,-0.58599687565679,0.0536049518037527,0.217092938638982,-0.439531583138747,-0.0348047737849737,-0.0776553234951311,-0.554838286810672,-0.386420449629478,-0.0936547499394068,0.207717889590504,-0.577063876487303,-0.549641954033598,-0.428696504656707,0.0040315760045642,-0.445490784975392,-0.596870024471652,-0.315096806791427,-0.630045669250801,-0.47812966493253,-0.552960824045774,-0.573702358357915,-0.406158940172426
healthy,0.570281729369245,0.131450784444175,0.19166257139987,0.246576279894278,0.68004292246742,-0.776178016161558,0.0355173653473733,0.0225518198522819,0.182564235923454,0.189933490905413,0.334088244773354,0.0868281138938488,-0.371603591196603,-0.755213672804582,-0.679447203815498,-0.236074994386771,-0.247081844747511,0.708906470783373,-0.134408760316382,-0.3251378975641,0.611465919034196,-0.423851663903132,-0.693758394284524,0.0823924115017634,-0.301780045340083,0.0623256060917301,0.172786974206366,0.223228950159515,0.307329488351576,0.0394377199830527,0.38820542255183,0.354076852533757,0.13670151353181,-0.432179759703188,0.562719938406127,0.411670646920163,0.747235821075543,0.445048319604714,0.0338693231018596,0.14594443000545,0.164880270768446,0.160404384827019
healthy,0.730164639490149,0.235370163776273,0.430013182043467,0.218962741822143,0.753136497478012,-0.843667449761966,0.0144112636227137,0.176741131950292,-0.365125470475262,0.343674432522638,0.365300831868733,0.068320251742571,-0.148566010627201,-0.813672927169962,-0.732590078256365,-0.219865167677686,-0.437337794031852,0.746843039986504,0.018822324104731,-0.114947392079171,0.740340847471988,-0.212343868833805,-0.735463579293023,0.165520872222402,-0.272403711283406,0.0308724602653187,0.284521268832914,0.390577726824646,0.505758654825278,-0.204439507686923,0.506704140096806,0.699155045589734,0.062020107977458,-0.243800377188011,0.716142349006576,0.363891076509434,0.492792913169787,0.295259132294069,0.247657798079894,0.0933434553327879,0.270240408387316,0.306665123674524
healthy,0.595604163778916,0.356258948564177,0.227578173596415,0.358341312501002,0.616560772174691,-0.479164274580656,0.0529611558233805,0.216919090003804,-0.109952121526551,0.0893934536907146,0.46299652620981,-0.0041771825166089,-0.0126872165057362,-0.261200297756461,-0.285671828625302,0.139901520436792,-0.176107039225974,0.283495926470439,0.103947635851109,-0.0362088782634688,0.539044499507314,-0.142466049021906,-0.328763928566903,0.15244067253857,-0.0234882796575129,0.0355751430096111,0.297138665420209,0.167107852349661,0.0045967161476405,0.203258648860948,0.597736868373411,0.620397813509558,0.257460028191936,-0.124772358318755,0.555729853659544,0.456965303501156,0.492586035069778,0.2171121212162,0.300976890178323,0.348169048854807,0.451413213634655,0.163473736002767
healthy,0.743223425182694,0.41357453073838,0.344803497985136,0.355862027854244,0.688264201017972,-0.409522722209782,-0.145428737565048,0.160209596795675,0.407590011149276,0.42202490522706,0.617493138654447,0.629241645542721,-0.104720000452012,-0.52402229349523,-0.279406766341048,-0.109643864080926,-0.236253579549125,0.795964975213373,0.15461933946856,0.441577346644165,0.585201767324241,-0.0292005732327399,-0.362379294138559,0.294364192883839,0.102242415127781,0.394728093261817,0.359604892481533,0.426384880921039,0.684519362564647,-0.0240778123233706,0.724963234719668,0.799647103221587,0.461012667592333,0.106875837525763,0.698967977418488,0.464754495179895,0.715786666855967,0.63759248643007,0.360834677831897,0.327957869824834,0.44967386888464,0.374849919152356
healthy,0.284108309909503,0.377092509248819,0.478949977522282,0.354382778658897,0.324964313161076,0.198239216707189,0.108837257224551,0.159182684414922,0.0602723052954669,0.327102896553758,0.366206988693942,0.331741096837828,0.0223446732146787,-0.0621670157419804,0.179935111110575,0.292933144948317,0.159534563817522,0.288691521081928,0.140964683021499,0.547955782501102,0.241031725788499,0.123813928898573,0.025448729298772,0.158495844813777,0.240663975810803,0.345810440330079,0.401890998972074,0.203611094977136,0.409203148027283,0.15256328378195,0.437818059897621,0.504519917243239,0.215729051918666,0.208657386375342,0.498628290092,0.406281252312096,0.47700226933123,0.221266849266677,0.280663588205376,0.31426175445697,0.330532301884376,0.39941198623727
healthy,-0.698094592120182,-0.0817095524626352,-0.181229615619599,-0.0816136836858369,-0.717960758949947,0.789629076978414,0.103163566318902,-0.243944709104906,0.111301407492759,-0.283166182678101,-0.354777671072231,-0.0353098456663525,0.187507181686409,0.821164831150617,0.823037071154996,0.43406338822463,0.274392735769486,-0.485179922644563,-0.0019571647550703,0.0705614295667666,-0.65110403909016,0.491399470411366,0.79977500499833,0.0148129030414931,0.341967699067338,-0.0453681092127331,-0.202499904484853,-0.132504088002697,-0.0730138277675151,-0.0929630478120708,-0.284611258988577,-0.545264874139414,-0.047821665929547,0.360654674422216,-0.613565389718727,-0.315332257007201,-0.44877117687205,-0.346671855848322,-0.0573104779822001,0.0281486543723505,-0.112451520812043,0.0557367934665387
healthy,-0.825544153680374,0.0045336441293343,-0.363767696068209,-0.12897476520753,-0.711369544043054,0.749108153044162,0.514232604023106,-0.146647633478407,-0.0181370937609111,-0.395377769466619,-0.434495438218062,0.0134926937446735,0.133918926211559,0.722698547615682,0.752855749096322,0.192866909430116,0.489954970125854,-0.717992959485227,-0.125892853920083,0.229893765538842,-0.684513442958985,0.702609988339128,0.77935813792121,-0.191807094782739,0.398866308376238,0.138800407687917,-0.265585529104981,-0.228194053186165,-0.276887288224405,0.257229448639494,-0.422508230707271,-0.686919193953898,-0.110842144096774,-0.0159945008892597,-0.722812198964044,-0.375915707379917,-0.66906480287932,-0.655578935859774,-0.194089176831257,-0.0373772617236392,-0.204537397315344,-0.184624392756746
healthy,0.826728808431614,0.115049396741486,0.0814437997777798,0.258692954739322,0.694219854267764,-0.69913806700309,-0.356668862840987,0.413783089124576,0.317842673607893,0.0212994344688535,0.0764077084802875,0.127077378629401,-0.231413251548059,-0.60764291631766,-0.437167676113451,-0.117399509120496,-0.187200268320928,0.754880025179716,0.0695676850149605,-0.046540623736366,0.7786302239547,-0.437351128768136,-0.676635515575996,0.363487699819541,-0.315094457739852,-0.0538010455289244,0.465382033226218,0.674194829969868,0.613466237055218,-0.109074245645763,0.700634500111522,0.778373740680325,0.159096167164683,-0.17666490646129,0.735558519531966,0.457445764551177,0.312845167863128,0.589843754264475,0.26830011660551,0.113791100743402,0.441163132966465,0.0845812301524364
