group,B7,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD141,CD169,CD195,CD197,CD2,CD224,CD226,CD254,CD26,CD303,CD305,CD319,CD32,CD326,CD366,CD4,CD45RA,CD49f,CD5,CD52,CD58,CD95,CD96,CLEC12A,CX3CR1,FCERIA,ITGB7,Mac,Podoplanin,TCR,TIGIT
healthy,0.282288114326387,0.823963968615623,0.400021315816905,0.440994167982481,0.404990535644036,0.833386771037534,-0.76500970322712,0.0499291648853653,0.416519834474908,0.276055837890852,0.0717202060650267,0.259533844636988,0.430532067044921,0.258808196480568,0.306167355209281,-0.057890797058649,-0.76887652022384,-0.545323356857861,-0.252451379479088,0.70868654759717,0.268292967208081,0.76995105848095,-0.354924155063289,-0.803374147819313,0.17952827699742,0.129353212061542,0.11351202618458,0.712358746525983,0.618333238249086,0.402779203167716,0.787286420496903,0.541965634871805,0.714997369660293,0.434527497495082,0.300408420687772,0.551313918753236,0.0356516659361396,0.339874374260157
healthy,0.66468297786604,0.735018871623272,0.628601684011434,0.459322943118569,0.595455264803709,0.766775862991962,-0.335420968501872,-0.0164856595291137,0.636224661491411,0.46304028076391,0.685718503105479,0.457732531714467,0.742743839249949,0.661417793889454,0.689157831742827,0.503457344123794,-0.331799688852846,-0.320004998422761,0.337562825839538,0.856014290709844,0.653564802871324,0.765847729174491,0.0590516087895531,-0.19573448961496,0.752974881435533,0.586208109347819,0.264757153065166,0.714881687451202,0.828785189005289,0.666060037322789,0.684378935539825,0.782525083432051,0.575828210625902,0.745710121771004,0.726175972787589,0.766005169289493,0.695058604730218,0.676755361663828
healthy,-0.0047341170580317,0.596105577740511,0.215244653129604,0.258770867810842,0.310205715316407,0.710529672297215,-0.772793980676987,0.0788129723632214,-0.0212599191599654,0.186135744673284,0.0578780293671563,0.183313890731867,0.320852056662671,0.308317813946572,0.19989072219991,-0.42360000830817,-0.712780164213054,-0.61290233790002,-0.243807416658293,0.705197362083155,0.140999844607762,0.634141266001772,-0.450135243682313,-0.684317679119149,0.207319781786991,0.13413992834282,0.194417472980433,0.466376022284358,0.396086177493986,0.193934308777868,0.64922386887575,0.556026516016624,0.720895252540706,0.307915673937026,0.202897151234031,0.136243620441919,0.0212673197274109,0.205508530631751
healthy,0.086940006119284,0.806418023848129,0.18734518976125,0.459333185003875,0.285184557421435,0.804213867956413,-0.766778759993719,0.0803338370001083,0.272554772413241,-0.219695119410482,0.118559274578584,0.349623529299546,0.432025418098941,0.364017137375113,0.158188005574895,-0.162152845137519,-0.799744760944622,-0.67248753503298,-0.438908189713625,0.775034912171232,0.167131277809534,0.783561986868379,-0.0838740886054407,-0.702218254031902,0.244309738133429,0.417040965570841,0.502776503268594,0.556159683274086,0.710028885765066,0.169078263522381,0.791287579460043,0.404014267092976,0.618580106547224,0.429724684024277,0.129331710568086,0.317688887380001,0.277157221188529,0.168523253132132
healthy,0.13959521338658,0.863436938601184,0.0772491313661729,0.341482478181984,0.25104866377828,0.807465709850353,-0.769733314991383,-0.187012596814732,0.306397627346721,-0.0744926199732201,-0.128047031536938,0.35211344143175,0.409719203464584,0.358203090988208,-0.0574010586271093,-0.204198155619274,-0.73762577702256,-0.661962207315817,-0.338629218302373,0.294733109001479,0.0813246537926646,0.632742407181214,-0.406662898695693,-0.685293917967613,0.0890836326605107,0.129712445665778,0.0058209671819367,0.565775888116841,0.6781578022872,0.223816791438829,0.771642202341231,0.544883290099526,0.64133509932902,0.332191510047414,0.169330530270309,0.419589869723165,0.0034667786314278,0.259095858761304
healthy,-0.0328446197256184,0.760662187114355,0.124410562692912,0.362712266924807,0.225224613416277,0.596852254457899,-0.673890513712914,-0.25578700590659,0.0257766017939153,-0.0485772856454222,-0.0284734294884844,0.258841941872597,0.461600255936822,0.323254400664747,0.505717046514898,-0.315015357252376,-0.683901590690951,-0.65839818729558,-0.444312287464816,0.682716953649811,-0.0752146415161457,0.680395222765354,-0.305062899220087,-0.630963485403355,0.140121489848364,0.3343843272094,0.443585773573875,0.540574027855538,0.682048443729223,0.297858922890616,0.618573597412998,0.260348582947997,0.725203344071891,0.613633598830062,0.254371422459306,0.319783958650819,0.0890420196303654,0.331239884771633
healthy,0.102787610499571,0.672835962595276,-0.0235757034704649,0.19044703197298,0.132528987856624,0.630355541945529,-0.681579925900348,-0.249745359168225,-0.0248160354476503,-0.23490131695328,-0.079368491670705,0.464570376721255,0.332452432070578,0.220381494713224,-0.0225828710318712,-0.363234439823698,-0.723460006778779,-0.651293821169375,-0.226502134276215,0.594094250669699,0.0015410259996247,0.647185610806048,-0.463572396752089,-0.623860425668136,0.0726399697791278,0.264295079816018,0.272371429661355,0.443378016863055,0.629395638342393,-0.0236385354620773,0.740058651904567,0.341323739832045,0.471211431205443,0.390651748125142,0.068340147235357,0.25041894026182,0.178837499406252,0.0773006886258457
healthy,0.0894631682733399,0.722046344871408,0.188428519328406,0.319411740353218,0.304479113244496,0.738378533940379,-0.823064527709537,-0.131663207586692,0.306761963445282,-0.211369966477897,0.0477004606196887,0.290744013608476,0.547699488737796,0.295347910209114,0.0878889642409804,-0.0500995961104914,-0.863514936383323,-0.672742789979608,-0.377249699493203,0.598910326748775,0.222720735035827,0.708695393677768,-0.304394157878937,-0.749076630173541,0.474955960965954,0.20672509762178,0.274353628222031,0.444519731800656,0.697764183434903,0.0351717708567067,0.749977117268995,0.441673499399531,0.487156046718341,0.254614952191804,0.05021444685658,0.120654438248849,0.113141617638839,0.0934633570053671
healthy,0.151687254399956,0.755452618852791,0.150886949427384,0.425906439186419,0.276659826399799,0.840563563111586,-0.786943768642348,-0.262044343029038,0.211354222876006,-0.170239239743083,0.146944695666834,0.483134774925087,0.532682570202809,0.271278719644462,0.0516388998525373,-0.236627807350208,-0.791932017208691,-0.666525430997688,-0.589249437508161,0.680220279471475,0.206639189057193,0.633275731852744,-0.727556344782291,-0.804137783864061,0.424335771653069,0.260194627666637,0.325306428496583,0.598638873241542,0.779991091092253,0.157325187216264,0.764052656151478,0.498626973510406,0.689335310101115,0.395548819572054,0.141883492507211,0.334374408583724,0.152370999997447,0.0894105922203085
healthy,0.149836891176544,0.841531976125652,0.102716101410798,0.0788405733008644,0.350528953671781,0.690469341818992,-0.638048332993111,-0.30798190328048,0.438565016422419,0.318781925007444,0.0454264388311661,0.0377833446230098,0.100146025678047,0.466902153222369,0.125601879312949,-0.187104036851005,-0.586518691596823,-0.473307849086322,-0.0898117772990831,0.729278109113771,0.13006805330395,0.81992122067957,-0.445606498228944,-0.679204088574386,0.460239690317641,0.627845089536442,0.613834906668833,0.725788306850327,0.774318750792812,0.199378355831234,0.727489565440865,0.477784905254746,0.3174539652683,0.600889517452949,0.145533805844742,0.443364362735944,0.0819439534884406,-0.0160886640598032
mild,0.0223118587518699,0.389710885399712,0.234881449730068,-0.184354662763884,0.168835429292458,0.405049870385341,-0.47167902645466,-0.0467511188081177,-0.0084177393600278,-0.0926838337935141,-0.0648275891861406,-0.268900488576364,0.16449399274236,0.291056966683853,0.0037012951145871,0.0705956410189057,-0.264501957126345,-0.279606063294572,0.131262647282804,0.292590543229614,0.190906062157612,0.127068885675427,-0.323302102553342,-0.415055218541594,0.253409982812186,-0.0129997495582576,0.0622279778308272,0.193936356291115,0.182094173035781,0.117836969645372,0.192976948862892,0.357026802403527,0.262700410611056,0.126401912995898,0.189775494966107,0.153860307867559,0.0833134179715933,-0.0189443028171136
mild,0.0148239851854008,0.507603315764687,0.31669131043989,0.0457244812235761,0.121635949860354,0.243514626911349,-0.707726089471866,-0.115387859667165,0.131671447636895,-0.0909135393065944,-0.01666743800378,0.452445322859255,0.430613952273407,0.035250464483904,0.0439010437681103,0.0882780519092222,-0.510833551901446,-0.289193189536616,-0.356959880735434,0.416798902634487,0.0785745563088452,0.408434495041357,-0.229483456332178,-0.388897556534665,0.146068981347494,0.139739034734975,0.248701736869684,0.210927205351912,0.433591212844221,0.0669588250647195,0.674110904512223,0.166793463118969,0.480131702427332,0.336192666143471,-0.0048611044973081,0.226404331739,0.0103831308731675,0.182501756853955
