group,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD141,CD169,CD197,CD2,CD224,CD226,CD254,CD26,CD303,CD305,CD32,CD336,CD366,CD4,CD45RA,CD49f,CD58,CD71,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin
healthy,0.770025671977938,0.37361145781843,0.354217332231732,0.218098598398965,0.770573056701535,-0.843534692854102,-0.110921181075929,0.3149672034237,-0.0167229380315826,0.33147806757935,0.240757680474978,0.219143659401973,0.210482613898251,-0.0694450099152357,-0.801973278086472,-0.687428105938218,0.766896708486364,0.233711328043978,0.698615223511249,-0.414454589294822,-0.837270568769496,0.0911259954812101,0.571290716923248,0.21396080549858,0.526299009892206,0.677155398189497,0.429605482798274,0.678983632409986,0.432486367121665,0.467000091573715
healthy,0.752804834791424,0.536859481091625,0.327326788072898,0.533693847140719,0.740678298687418,-0.500592483131613,-0.03686119377858,0.547524932833808,0.67636511254787,0.417714232149228,0.677252392680371,0.645448694991506,0.543323182181344,0.425113620344706,-0.441394224796171,-0.420075818918374,0.79782131090549,0.65604778438313,0.646259076315166,-0.0468966398099421,-0.263195181633197,0.698579579045174,0.639293230575994,0.0011590123746239,0.786588757028394,0.608645193731867,0.763454962318227,0.526377019761136,0.691009828407562,0.70055809208402
healthy,0.594277556383414,0.0784589554166752,0.263964210178541,0.312087230879964,0.755219919940971,-0.645116887358379,0.120440060661542,0.0917876627803109,0.120843285011024,0.184613293728897,0.192567558202329,0.282108777080532,0.0917152963044454,-0.403307489318643,-0.637689494597654,-0.614120662065445,0.744302667054989,-0.0480641979536539,0.698630001567975,-0.509928255261564,-0.70635821181144,0.123219056739268,0.487593233605549,-0.131196303684591,0.334622214536487,0.586558741482766,0.592416071323449,0.685688654652664,0.37168265986275,0.152659690007296
healthy,0.810718968459429,0.159335536273683,0.455232158913281,0.270709248560611,0.811946713125399,-0.717495006773876,0.153406372888449,0.276214592621589,0.14309305695699,0.377129735024621,0.391456432901758,0.360434231932299,0.179326869278724,-0.145183844483042,-0.769793770730207,-0.669194850802742,0.763958114553433,0.37609772894552,0.798102886559793,-0.0481030145627377,-0.64277446212166,0.237093544761188,0.538973705645005,-0.0773163121428498,0.674946581522896,0.779627493940631,0.401568547212069,0.626975332635051,0.518520897644863,0.328014098190954
healthy,0.767695603519232,-0.0010533972459023,0.234168631033492,0.193034572084382,0.728754844111461,-0.703842194303449,-0.099397275905352,0.3432555493974,-0.177099180509876,0.433443052650364,0.480325482396839,0.359356352710642,-0.0925785675731587,-0.323807007138036,-0.647653463487007,-0.632290646674995,0.333452802245903,0.0725098390020975,0.596063020218363,-0.457412705479791,-0.665995358330231,0.106033173387953,0.530740412989933,-0.356455459834821,0.649656449064383,0.76307806845567,0.515615855087174,0.537314291979285,0.284384667687608,0.415749914207834
healthy,0.690313984219967,0.170430392193883,0.389933595713107,0.192386793393618,0.705143910265735,-0.726136635904086,-0.336580748998283,-0.0073999813762436,0.141272015539019,0.421067118208105,0.581857074485815,0.281826923610758,0.506817760763661,-0.24793101623936,-0.697026010610003,-0.591098426668828,0.716081471090396,0.461506567939731,0.66635418808779,-0.274437907780872,-0.669486474083651,0.301261203173982,0.620531460986697,-0.202392115821363,0.70642430338133,0.605985998771075,0.348207264521357,0.638188478658926,0.444610202726521,0.31966490282109
healthy,0.381237688260327,-0.224591839738073,-0.0200351364696484,-0.0481633263589159,0.520009647981403,-0.637354205862461,-0.142911019242918,-0.0048669848132477,-0.185444017643227,0.180330176330103,0.136942975105525,0.145612388409709,-0.132051039886553,-0.259743321776765,-0.565499833763814,-0.751384547033694,0.408365532894999,0.0831344237455326,0.495002957777637,-0.497159898374268,-0.59312064415034,-0.174320570182427,0.188191019060319,0.0967483423564166,0.271695324631118,0.236951484960393,0.010820713840094,0.109245002236061,0.426136745549191,-0.024444985097764
healthy,0.68677659055347,0.164614981289661,0.486497638982241,0.304197620567364,0.749500882068438,-0.516935836058734,0.117548182553388,0.409256379164949,0.131420560882463,0.356311788252032,0.429801397799821,0.253188418596157,0.163979655355755,0.0918783846029538,-0.618335838783469,-0.552134534097975,0.499350950936629,0.480717903939921,0.829729528040884,-0.0638985870320509,-0.528178849147685,0.361477691389499,0.476325014425682,0.236657345211476,0.544746452011033,0.687071896465149,0.4727701121952,0.475257443024138,0.232847169557222,0.273392249836982
healthy,-0.853949365788252,-0.16485020443543,-0.357328160561359,-0.275055410963507,-0.73015791509167,0.744904195755475,0.499330408511527,-0.249108479227051,-0.126964694100596,-0.497401302451591,-0.548438381837403,-0.318283453683679,-0.120538687587434,0.0746816613525624,0.764799200869862,0.674674257193045,-0.72733554663244,0.0588707424619372,-0.664964791767237,0.742613144967273,0.75313291415909,-0.497400000382021,-0.56309795146282,0.0784890534775086,-0.737391339107497,-0.7806254702492,-0.455173691377621,-0.693324718437319,-0.597847278330012,-0.354240525610715
healthy,0.677010694665327,0.0975618884367799,-0.0676838883997987,0.233932343357129,0.696470161737028,-0.508347306131084,-0.154359792242971,0.275792812125228,0.0404406101789649,0.0075937114193303,-0.0524839356794208,0.350314534024661,0.0400229189587517,-0.0128459487987257,-0.525350284361702,-0.479545239345599,0.490577891675397,-0.218185343620205,0.854207494745758,-0.435333149566605,-0.721402073547943,0.295133751931544,0.605894614876316,0.370726365557906,0.626864573065069,0.698881455481506,0.396058539882223,0.195781713771739,0.527987480409025,0.303953144002259
