group,CD101,CD11a,CD11c,CD123,CD137,CD138,CD141,CD154,CD169,CD195,CD2,CD224,CD30,CD303,CD305,CD31,CD32,CD366,CD4,CD45RA,CD5,CD54,CD58,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Mac,TCR
healthy,0.806583207078238,0.528820018537469,0.823034140341415,-0.584993774274275,0.327139887699805,0.224738446140468,0.005736293269362,0.248123342851494,0.317455657626822,0.377057591822055,0.399877381313729,0.403496354619851,0.354267582985096,-0.646980755276178,-0.489465481964767,-0.175531160182823,0.829716404958661,0.787480287253001,-0.182818658432828,-0.623346489883892,0.274140283283962,-0.0078075302552897,0.733936586580349,0.624012932442395,0.743268716728029,0.590970062567425,0.790968377386385,0.628668155012345,0.289449315212038,0.140502631000786
healthy,0.392344713650093,0.0204053532109782,0.212394515375584,-0.314493703745356,0.157757981527006,0.032520132506836,0.130310803131814,0.026370154502923,-0.0810207768833587,0.176749267252078,0.186617844334799,0.078602163102956,-0.149324953492798,-0.158221148352888,-0.0655647024471413,0.0240745830866297,0.184510456686105,-0.0118528137940906,0.119118696000188,0.0033237932198766,0.0485836760795413,0.360444391225714,-0.0537757878912194,0.102708043345382,0.135648505787136,0.0178318015609788,0.12019730079567,-0.0034730344992661,-0.0301203276196817,0.137250514434836
healthy,0.533745675845385,0.207303985528589,0.698626137953559,-0.656844952575665,0.0271646236039277,0.0241437792366868,0.129813209927653,0.325371436527904,0.131723699715609,0.260462400992775,0.227260680772909,0.396999932574178,0.0938276511478186,-0.641825171040542,-0.492288245523011,-0.185530278299716,0.719898696898257,0.570152632224525,-0.270902431919688,-0.586934384700083,0.265656361316432,0.178608185993023,0.431640311742996,0.385040727439074,0.496840590373596,0.42631971267753,0.714861937960101,0.497150165631466,0.240434172043778,0.254185132477844
healthy,0.691787446074992,0.416269367243076,0.753284659603297,-0.608217839022254,0.243991423275497,0.0431903770751299,0.250015888990484,0.139774986225488,0.181178586806619,-0.201798184992937,0.380596153842123,0.383843302798214,0.0954541998174407,-0.674986864050152,-0.597157834884042,-0.0791564578949762,0.646930158150728,0.721011499963793,0.022234496801941,-0.604332480852147,0.371561936191239,0.0938427987899904,0.422511797425983,0.624290743614665,0.738696573048349,0.295307493878914,0.518436476181451,0.330083594168075,0.0168427070611819,0.184231525121162
healthy,-0.551504013264749,-0.157064887731183,-0.555121161352173,0.780305312032349,-0.136958237061013,-0.0811657503827403,0.252770200823561,-0.0175572241902145,-0.213230948664125,0.185851132653707,-0.433742566799328,-0.243020175463302,0.0752295255838022,0.828863038728986,0.750839414826047,0.474737239518644,-0.0831202681231662,-0.575838796830325,0.629687106025901,0.786559724959009,-0.144298491884614,0.251302434948179,-0.295931603265786,-0.436011039640525,-0.53731925568096,-0.250126671872361,-0.376278762087493,-0.0808290189777035,-0.0104146180067406,0.060447589828521
healthy,0.66053759479924,0.362831658717738,0.767670157197593,-0.481195231636008,0.426004708676199,0.104563934447513,-0.0847436594206204,0.179217219157417,0.170939569791228,0.404689874692833,0.43950451832299,0.697823263235242,0.464943305317067,-0.427856089361087,-0.207240532723649,-0.13821555504664,0.817370884252314,0.51928029943127,0.0305062899220087,-0.316079925755719,0.425308151423763,0.129996464563616,0.749081152885531,0.757078528804735,0.632229954430179,0.531574907424124,0.652492292151468,0.533770640163367,0.309711311913643,0.474445965632642
healthy,0.66906546346968,0.413034831479184,0.772965455640154,-0.514931369157612,0.116882616259537,0.111101241440703,-0.0914877036053047,0.248649362206117,0.0644192619988161,-0.24006345123884,0.544723497737276,0.454331892761894,0.158053677661283,-0.642002172811509,-0.520381697345037,0.0356137362129241,0.652931440682723,0.693746202191584,-0.337665068172691,-0.518643300365457,0.450581220629134,0.102140944456328,0.608454641857884,0.680693221043203,0.698677789681595,0.447446486119735,0.534766480345305,0.456414541344784,0.224728031284435,0.332312456673463
healthy,0.83597365522437,0.567013460488738,0.853178663896035,-0.675942120774873,0.265867151400167,0.232325423133349,0.0282107935522383,0.213688737700862,0.420501847974317,0.0141840714372854,0.435677236457743,0.603523346923206,0.331938245994864,-0.717527945723859,-0.556041598072121,-0.0725807553268274,0.625889277916337,0.768933668969212,-0.0408739089124424,-0.56164782287948,0.411616627933286,0.415495976350891,0.650889739862194,0.809608957428215,0.823298420827264,0.630960304789547,0.612110638911499,0.338576399496618,0.249520682531288,0.362609186679537
healthy,0.8304140696357,0.418314816079657,0.793663554827152,-0.768386468895659,0.172720350303628,0.166253949941274,-0.201708656793018,0.220440229086986,0.297929027685638,-0.0454052944644208,0.449749545075345,0.548018384853076,0.117162607823994,-0.72582450864223,-0.688582374559323,-0.189743931481605,0.73198028367635,0.74335157908584,-0.728312334749738,-0.758484571916895,0.322600707695014,-0.178463195924018,0.564922649744286,0.763294942268467,0.802919382483585,0.533271319480355,0.762683093822324,0.643935698066181,0.207218914232504,0.207344387008532
healthy,0.76358111839502,0.124768926143585,0.692344598043378,-0.685562570556428,0.063394858297094,0.308360889011547,-0.325501831910208,0.395724998988323,0.313341186818928,0.424353782316921,-0.0331530327819547,0.246655952132967,0.405164498859834,-0.62637918520049,-0.529811266729185,0.0611878132307763,0.804201363483229,0.710057675822326,-0.361218277074018,-0.593890771127846,0.691737560412798,-0.0826764450188896,0.669605351652705,0.731557039251767,0.706033482971346,0.473717077114032,0.405574171655204,0.580454855554273,0.211246774300148,0.153527177225469
