group,CD101,CD107a,CD11a,CD11c,CD123,CD124,CD137,CD144,CD169,CD184,CD195,CD2,CD224,CD257,CD26,CD30,CD303,CD305,CD31,CD319,CD32,CD366,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD5,CD54,CD58,CD95,CD96,CLEC12A,CX3CR1,FCERIA,HLA,ITGB7,Ig,TCR,XCR1
healthy,0.594074429347813,0.391863604124043,0.264584845069441,0.594287530634484,-0.839591044926011,-0.0883412718395186,0.125959501229318,0.0187169741537325,0.325335762603374,0.339035367222457,-0.0433534210609572,0.218680218846616,0.19804824683796,0.450224645135147,-0.164452967445821,0.129052124790989,-0.679613810751943,-0.572818165743062,-0.53524806124577,-0.365918007961462,0.421536119413827,0.54224521585594,-0.412948955744219,-0.200361713429137,-0.750820209696549,0.0040795020164891,-0.443772554351845,-0.0581406186463603,0.0733253912586591,-0.334914131173208,0.466359768916937,0.442378630382911,0.322164390469287,0.592648347984077,0.257739954237205,0.480937074101129,-0.0497226657464308,0.222249938659745,0.320026426182345,-0.0379894800958865,0.14356369554687
healthy,0.474240707819829,0.268274560906233,0.197822889907957,0.568165722880175,-0.333482118972959,0.219783072565409,0.177064358583516,0.232982277879433,0.213976341888855,0.11992094591749,0.0508320844053615,0.303141716598287,0.488576133184619,0.38192819828101,0.170013794108073,0.220361540171951,-0.419943117929421,-0.359713198496382,-0.0669458598908973,0.0136975714202462,0.591956505577984,0.569434127960311,-0.25399269356382,0.0376050352705467,-0.419598118146283,0.0881535917800074,-0.0634693436841231,-0.0820294035968005,0.390702714039786,-0.186669143445333,0.413761957205476,0.489627868760638,0.272205030652029,0.534638279913016,0.360227157922829,0.196321227733118,0.257010822635098,0.250027474710562,0.335381786350416,0.348780685938862,0.287994079307016
healthy,0.576862606254796,-0.219988167236924,0.241287842913435,0.396670295538231,-0.739344561338517,-0.0391513524736986,-0.140037442803052,-0.120641710104748,-0.0826565588579187,0.164747045744982,-0.116828837765066,0.171177957080366,0.160707649354967,-0.182993140151783,-0.443196711496933,-0.0734420751430408,-0.779110051777838,-0.770565668147584,-0.245560532399723,-0.429499983641526,0.417348419675846,0.595682218670537,-0.707926348832229,-0.267194665956232,-0.690745659599967,0.0010302117544132,-0.441452091902436,-0.24558458555253,0.151552616211937,-0.42137115636107,0.231559202797511,0.338893935552199,0.118146871084243,0.647312381601474,0.341468005158311,0.579014257220381,-0.234747394074356,0.286395080412716,0.113253727549311,0.0868559309145534,-0.0549973289394323
healthy,-0.0535042358056774,0.0600215576150489,-0.126133439270262,-0.0702653805118906,-0.382081851850211,-0.30209526184854,-0.205670525758159,-0.0046070763351863,-0.174599550816571,-0.101974533030458,-0.287938090929597,-0.108858532192245,-0.131685918954363,-0.043353341922637,-0.333211922621481,-0.135767861978087,-0.295483571514726,-0.411322194448835,-0.358691742797991,-0.0195470242162822,-0.0671489024772367,-0.0215127021385184,-0.351009822975505,-0.186590946273794,-0.342613278212757,0.123677593673509,-0.428851884035562,-0.325787234305655,0.057569540027243,-0.398490224425816,-0.0114129727112191,-0.018496218587978,-0.157000953356898,-0.190059393966419,0.0643917891032927,-0.196793620274045,0.0028736344144248,0.0538302792649376,-0.0538592451173248,0.13169113853593,0.0280748354706725
healthy,0.703654116753856,0.11758254147039,0.269287012621274,0.645875848852751,-0.875154511571625,-0.0699618119344768,0.0463989622803054,0.124027771976843,0.188471069861438,0.0702539305120836,-0.172109999411974,0.41466581946533,0.291066549997816,-0.19708090065081,-0.162622760266834,0.073546486856368,-0.771365394598392,-0.752603669783069,-0.367014676581761,-0.345268080392861,0.125203641282647,0.726072601702604,-0.543286419171349,-0.308556053898187,-0.776508869880325,0.0672927946009934,-0.434360634881,-0.0642278032944138,0.31391009075058,-0.0960646723717525,0.424762115929562,0.583382771039023,0.193118207385684,0.616732133528885,0.446970416603657,0.514190887558475,0.0883327767373256,0.262207669074746,0.0896759220105445,0.0862273933427632,0.0028587619427583
healthy,0.305119018287293,-0.200506343757509,0.0982594455823292,0.215751213272473,-0.660738487572412,-0.0152482730255774,-0.193548674542071,-0.329748806691996,-0.0347799124683451,0.287933844136686,-0.577006315813162,0.0567488808730855,0.099399590356651,-0.0313879701764771,-0.508936758322787,-0.206455401331942,-0.613745600578202,-0.710030278781712,-0.272502502585495,-0.403599865063089,0.135251861022585,0.470612645337002,-0.486794922062871,-0.208394453847927,-0.731338601871579,-0.19728027241666,-0.366328840183298,-0.112932134985556,0.0925987367656801,-0.54738474813968,0.075205133985177,0.234840599087381,-0.173487625699963,0.258164523090009,-0.0509221746261923,0.0716382659084823,-0.0963848710798303,0.119079247325414,0.0061450047314696,-0.201739616682967,-0.158773548562223
healthy,0.748867356985364,-0.03891528684696,0.243546937748228,0.758136814757588,-0.72770180788351,-0.232625078170698,0.0585673122122946,0.124120296524231,0.0522021368553575,-0.110871494431161,-0.0553673699631735,0.594680646639873,0.331832133939674,-0.0526974892356406,-0.387428050634121,0.0564522681003597,-0.665750522094175,-0.677755485097446,-0.0954387895857381,-0.132480804067021,0.726246207950126,0.654495064854378,-0.391760077715486,-0.0052234577442253,-0.6451117671475,0.0584651256576504,-0.328724776933628,0.169334648773983,0.499940938919605,0.0199720953672539,0.469257362500546,0.61333452000835,0.024293469112122,0.642390337319001,0.389881013496387,0.529753560826664,-0.0779869240341318,0.547042778261843,0.195290907310478,0.213728156437657,0.0469793705836358
healthy,0.599604984807143,0.0273556718354463,0.138939709211554,0.648235408250107,-0.814784355568823,-0.0339474477066719,-0.0043282069570108,-0.0082216260144389,0.21366390737799,-0.0764283727765165,-0.335639853584489,0.0507195818315432,0.360476730549358,-0.0463756023021631,-0.180880108736993,0.0413991262907584,-0.823863675066081,-0.736590088681292,-0.324308841560452,-0.419378405968473,0.495525036699784,0.695646651418657,-0.484973236800933,-0.164431865535617,-0.837101116706466,-0.0191469774034384,-0.399419400271013,0.0557875792711599,0.0131427027484773,0.0723463971345825,0.263275641343413,0.459149198369456,-0.143867405943857,0.616132689085544,0.274030862469032,0.36674525787766,-0.0067958588637724,0.0681431825921994,0.0553485835736807,-0.171509761869892,-0.0218454014109097
healthy,0.669183281102841,0.112351633096442,0.364700464239698,0.694530141443771,-0.806572742599462,-0.0291799113690683,0.173294926743598,0.13092634043029,0.211173548719148,-0.071750281026981,-0.0458046140100155,0.401627201879366,0.437165513090207,0.121502047957634,-0.0978739022678265,-0.0075600654799964,-0.784952455488072,-0.755872520662042,-0.174143512150774,-0.485704110366658,0.580288058223716,0.679350840442384,-0.75959141965285,-0.0863972227424017,-0.785414859520022,0.179018087343115,-0.396802945699496,-0.300894023070608,0.287461577180562,-0.328314292752932,0.464807099790301,0.665060195395447,0.066211542206071,0.772093685826129,0.3834745217765,0.597344866066555,0.198776540415619,0.468803916385595,0.196261555552175,0.093322583957235,0.180313102264168
healthy,0.58050903184976,-0.108054393419603,0.110079291023848,0.786107409262687,-0.589616832156371,-0.0653110189188272,-0.0165945364365922,-0.140740499846339,0.0777251356159594,0.143584326775593,0.197806344745338,0.0803822135607169,-0.109047894627206,0.205987329855123,0.104815495270762,0.0613550605367552,-0.584314424669431,-0.53953425742747,-0.121085521965723,-0.0410251328403219,0.570019131232963,0.749873994092737,-0.289488289092332,-0.219929545993792,-0.73075901804208,0.114717089917472,-0.267085319695426,-0.0497613765813601,0.44540069292997,-0.106691110866948,0.450198059295978,0.596083513464402,0.0107172795534862,0.864478399669331,0.311003951485481,0.284270623951056,-0.0362108589791665,0.398199762944463,0.0430041321651384,0.0438918187650728,0.0442865077929981
