group,CD101,CD11a,CD11c,CD123,CD124,CD141,CD169,CD195,CD2,CD224,CD226,CD257,CD303,CD305,CD31,CD319,CD32,CD36,CD366,CD38,CD4,CD45RA,CD49f,CD5,CD54,CD57,CD58,CD62L,CD95,CD96,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Podoplanin
healthy,0.84418358787078,0.541641310589292,0.855836857827993,-0.632607523523723,0.058246345232856,-0.0909026882379512,0.362188584373416,0.346651611375249,0.275224426377245,0.439097260420967,0.306731332188431,0.18238545087896,-0.674049382109539,-0.514239751865538,-0.240934233103359,-0.0547156022284249,0.806964210093342,0.337841524360856,0.847903887093082,0.297994733718902,-0.242117456733499,-0.72080594294066,0.254904100420149,0.196912746501609,-0.096986875837933,0.128920859970318,0.742289298859458,0.364531445368719,0.638791728557637,0.367101103912011,-0.0545717826525182,0.766983905355149,0.605788068084911,0.716389204916344,0.490279515694692,0.421048874096558,0.602887325069231
healthy,0.316490989197761,-0.0718081513760379,0.46809307740356,-0.341145190920566,0.129199756821732,-0.566100259897673,0.110953017472762,-0.0862191547571111,0.0221463499915986,0.348769914226792,0.282182642929255,0.28270144993998,-0.363991737321456,-0.42275381380706,-0.277691056449241,-0.0532683333009576,0.406779717062058,-0.225802349703003,0.312384026704783,-0.0673723291912733,-0.281256750566188,-0.445480619052915,0.418508897239395,0.129238123749953,-0.378631246447638,0.355569859252264,0.39256633684904,0.0808715685984251,0.338846366434947,0.148503726473555,-0.272762275789714,0.365779171549671,0.380969010432995,0.134321797186419,0.159449494600237,0.258549097502617,0.251491877457489
healthy,0.540801838283782,0.193074472989197,0.750375316035434,-0.798485773543605,-0.0182467307392419,0.041860190177975,0.020595154726055,0.256314050623557,0.178790497279944,0.236133106118898,0.271860528801763,0.0637513148799914,-0.724061506462589,-0.638170381090921,-0.220355404329225,-0.211563048451486,0.773312318544773,-0.30225973560982,0.625395583497333,0.216008171511067,-0.429871176379217,-0.716835698022109,0.181884260646261,0.233381267123149,0.153830242132105,0.209127622389201,0.442791853518481,-0.127710674530589,0.338369124113126,0.139728069723324,-0.451917333302623,0.537651452433297,0.485075471397821,0.701630339520116,0.302865671024787,0.151979687822684,0.195553684555164
healthy,0.822219803439294,0.451674960132079,0.805727963099736,-0.781010700974551,-0.0416739156858296,0.0808621892694619,0.302160434368459,-0.155527566842426,0.339818574025229,0.440752714122021,0.375391600569626,0.0774144651379499,-0.814507973252527,-0.690862642816015,-0.140478984566956,-0.408659133908519,0.807457970455054,-0.161599334011625,0.750940812234546,0.16951769011064,-0.0533579657334569,-0.69697534295842,0.27033474898357,0.435855146888797,-0.0520323870871683,0.280892544226511,0.558890975754429,0.0327107235707322,0.70374178507382,0.187632699166685,-0.216671457946412,0.754879967605465,0.392134476825683,0.593235076322921,0.466008333494651,0.254241922245322,0.3030049927615
healthy,0.861442804976063,0.324107635847871,0.763827005761646,-0.828361933364219,0.0294216508774955,-0.199394025059031,0.258028945700865,-0.0675989977596661,0.319858071543348,0.419535872793938,0.35181402104592,-0.0926317897827208,-0.733186958895678,-0.654378202240827,-0.196335281020145,-0.357388138230656,0.262092955751674,-0.126604630220268,0.626376373228389,0.175018142329352,-0.417294009462204,-0.708768860308922,0.120014805479126,0.159573642649223,0.0747449560480096,0.132646108423173,0.527000542364075,-0.0259377005587334,0.672833878013695,0.234134669009561,-0.46059924561885,0.753506389407102,0.559135258453367,0.694484416952971,0.266332544469824,0.184431422451543,0.390709725248576
healthy,0.663384739604409,0.443421118946258,0.80226167403632,-0.677872319792149,-0.0490123061536417,-0.0798361876180138,0.117783036905211,0.115642941200669,0.492063080988147,0.448013261571524,0.442373407150419,0.174282620396237,-0.591434086715814,-0.54373933585741,-0.188216014236639,-0.384033596386438,0.747771783354751,0.314610422250671,0.69372230652711,0.144585825953289,-0.217223776487455,-0.514317789865192,0.220691346511173,0.463352593660826,-0.0977345682485583,0.0489012705173003,0.662470500949995,0.0278772117514229,0.719028406420957,0.518031375688537,-0.0313502456742237,0.670111501286533,0.388490768861795,0.762393259152501,0.658094619102714,0.199712653772763,0.472651644022245
healthy,0.561327053343496,0.0446721641193638,0.640355554024891,-0.877980166498707,-0.365643871706067,-0.218994687691591,-0.012527519583079,-0.28135749965328,0.340346479041992,0.295815313544778,0.216268150407865,-0.0378261474315821,-0.743490225890363,-0.759659634493782,-0.257379643384379,-0.13046639281258,0.580513164869988,-0.215237072569988,0.591002256857093,0.0698243039657546,-0.514883214753816,-0.693791851220547,-0.0267523947896915,0.370194877806609,0.0331387952578053,-0.0727644096974034,0.386248707697678,-0.134289323912998,0.432075045102042,-0.0893755967084211,-0.522366886788228,0.435714019935398,0.247239113212914,0.244299481658266,0.274913697098206,0.153685847747562,0.129818666090267
healthy,0.774075938981136,0.326814239531672,0.77630001584605,-0.836708504146215,0.0349765580530071,-0.149841357152093,0.347639078639217,-0.14052111469285,0.340310586507249,0.513620523405499,0.315350682575731,0.122862065328866,-0.855456776825303,-0.703443885815665,-0.284894508296448,-0.369720369668534,0.603888624791899,0.195288380724009,0.688571105517843,0.340083283526347,-0.310590655233188,-0.725371835193114,0.424883304155455,0.222502751994465,0.0882568652571725,-0.0029389089638492,0.430630487599655,0.0304742884693063,0.688874203974147,0.10972112683754,-0.204242744295466,0.718384007896749,0.461973748902411,0.471066618745652,0.309946753859164,0.1464540551693,0.166172963745145
healthy,0.733536681571392,0.423748917339336,0.825905586788812,-0.80072187420799,0.0563656364210768,-0.37903634021055,0.244776284921806,-0.0700566210791334,0.515276972763604,0.542794096345842,0.313742536669209,0.232304286219401,-0.835012488498923,-0.657862218350065,0.0006209122121723,-0.525478593111944,0.724941475480305,0.0315584363175241,0.709873641858736,0.369623884857018,-0.6853154053512,-0.795473507724768,0.484208139869924,0.281800801864322,-0.113127272817262,0.0605492727140648,0.60139954985012,0.317248392187063,0.732039268104877,0.155092995535576,0.154656822114095,0.760892930391596,0.44725317332322,0.760184782735051,0.4831344603351,0.26169419521556,0.240906904572406
healthy,0.66932803801399,0.241728172856424,0.709221904062854,-0.497707052159376,0.0352531068027761,-0.496459451276079,0.081292231211861,0.16436899492134,0.0385241945175786,-0.0257783288319417,0.358589680497684,0.171563571227043,-0.580456957546495,-0.522289707887115,-0.083672491586664,-0.0040655537048967,0.499613862051613,-0.131463355494357,0.69088685591435,0.103483555720607,-0.207484952448306,-0.585084235133365,0.217998608302889,0.511878408292652,0.30192484466987,0.163300365234566,0.504177761348595,0.264040124850429,0.51682689293574,-0.120846565999655,-0.58282908393304,0.56189262125304,0.365364927547747,0.286482846705539,0.645256666259983,0.258405360532115,0.132807529425248
