group,CD101,CD11c,CD123,CD137,CD141,CD169,CD2,CD224,CD26,CD269,CD30,CD303,CD305,CD319,CD32,CD326,CD36,CD366,CD4,CD45RA,CD45RO,CD49d,CD49f,CD54,CD58,CD70,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Mac,TCR
healthy,-0.739493467543932,-0.74980963446269,0.885058985743998,-0.138082364023689,0.138666109746108,-0.315678190338877,-0.249305909872969,-0.271872056412451,0.0385539537805274,-0.0607659991056793,-0.175969586487667,0.810030107058286,0.69836814568412,0.291618730315054,-0.677365344276081,-0.204530898985627,-0.200872435109702,-0.645214923940765,0.413006864726934,0.862591484932283,0.0498864818016391,-0.0134927929727111,-0.0331582569652226,0.247354125199069,-0.561951920555632,-0.23146294619355,-0.534123078423805,-0.669867315830919,-0.409712018698028,-0.64476768236541,-0.32920517022678,-0.201483447195584,0.0221507891636015
healthy,-0.693590591560866,-0.72817321579149,0.530475386188345,-0.338979667633294,-0.0163930434643434,-0.390341491414061,-0.509613841135344,-0.606727922228312,-0.289729334848481,-0.224350843392225,-0.312783163588139,0.58727406202486,0.485086453457511,-0.0440434382628326,-0.708279005012422,-0.350028675409953,-0.0033374372201894,-0.563351762987027,0.253500340389963,0.45920665401648,-0.475757392944556,-0.0116744813981177,-0.608985492040756,0.194977859028953,-0.507306529142468,-0.363814867586325,-0.634283581035151,-0.61052620279143,-0.653368354070239,-0.351319804099867,-0.552212485383318,-0.463282279093663,-0.432669732920082
healthy,-0.679609593332734,-0.515130648107213,0.726578073680116,0.082014314535036,-0.0783835741638576,0.0820795935001851,-0.290220433534637,-0.224537666580677,0.395742073884892,0.0926288307343598,-0.0171086652321856,0.711103869323481,0.739011072263093,0.384745300483163,-0.509437482703111,-0.174852665945543,0.188028741048204,-0.63490971509212,0.656041563157794,0.647140289165578,-0.0876170568277162,0.149615585599432,-0.177138919341127,0.343956823649662,-0.340622257426677,0.0426014120388581,-0.412745889455262,-0.692981099855036,-0.473162370183078,-0.584078807874425,-0.349452864960935,-0.0856139932754327,-0.0875952351924472
healthy,-0.657396050554665,-0.708028233992259,0.87462368152932,-0.193668334541353,-0.0311221754369435,-0.101658243729906,-0.212968739953962,-0.250818767076641,0.258798034957093,-0.0143445445698295,-0.054045244414473,0.881879088762037,0.759910512550121,0.505133024559718,-0.627271770535604,-0.0467638517904983,0.190152668215624,-0.677526017261882,0.241001754093181,0.777298269032412,-0.0610067034175853,0.0439379863892025,-0.172541191443243,0.207900428176865,-0.41069366619923,0.0152855624393261,-0.603244991733862,-0.6801629437409,-0.301032425241934,-0.402732832831177,-0.301245439302995,-0.0160343711444399,-0.16533982607537
healthy,-0.593908004143756,-0.618863606163541,0.82767245529633,-0.108162131471103,0.261301166280527,-0.183584869870016,-0.339395609875752,-0.287540844816146,0.212310427883165,-0.0630719970652243,0.0924287980586769,0.849171206635912,0.738168856498345,0.387700095747013,-0.0999386676984471,0.106948760562238,0.401286330215141,-0.579584874571518,0.627945803400352,0.784609216553329,-0.132568196669152,0.220373340782475,-0.0970367003342626,0.216632133644047,-0.344504033418807,0.1532133444899,-0.499989922720409,-0.555294777339155,-0.248229494266817,-0.371516031027685,-0.112530308530885,-0.0033243088726872,0.0778745508683833
healthy,-0.718785432271659,-0.700032449014652,0.774038969645183,-0.0427363378376239,0.465252265773943,0.054143197069516,-0.345521667088027,-0.31047473966316,0.348863012007577,0.146192055881325,-0.0704532047418966,0.755250709887251,0.748012507001396,0.589054063824388,-0.570545206842398,-0.0924237514950399,0.112514433470058,-0.647196505180266,0.320731499491314,0.792592546605466,0.0008379623221581,-0.173851362375241,0.0043485979608112,0.27209114024538,-0.405846347066927,-0.0229940238569864,-0.623189660666816,-0.520604079681049,-0.204764519095463,-0.636400501972358,-0.633301342382307,-0.129766638828933,0.0670847913563925
healthy,-0.498984732211937,-0.393632465861185,0.719105873731598,-0.145878921592118,0.364249996262132,0.100626773380535,-0.282044514081245,-0.183425806120872,0.291684567587719,0.0938095601091337,0.0545633846843126,0.744839255262501,0.748784319987091,0.354981964837872,-0.44066049794166,0.104643583689934,0.161669420864543,-0.56206487034106,0.597216594166212,0.713889436849766,-0.0932618367760927,0.25449638308844,-0.0115302514397821,0.293727230078894,-0.226963454093332,0.213186125667878,-0.454977845137054,-0.572033271803896,-0.194017634587906,-0.25636773248265,-0.142534322674649,0.0859496945981012,-0.118392090425296
healthy,-0.731179946587208,-0.735432301758395,0.841417089234767,-0.116291914608944,0.108914845277447,-0.289228212077206,-0.31694934440828,-0.468752449974207,0.113628088522131,-0.227080023344894,-0.133416458050928,0.865702151120499,0.747219600963895,0.351811885006886,-0.523116397547253,-0.184258739263172,-0.0775264112750951,-0.730293753900362,0.350839171003801,0.723858355556702,-0.192111859125042,-0.187122700945116,-0.390823076574556,-0.136307116681507,-0.362027975860425,-0.0815222343323574,-0.648661287522073,-0.674842099730188,-0.400237069942275,-0.430390593819086,-0.323612655176683,-0.0380746904736706,-0.106482425286381
healthy,-0.782358180990634,-0.787652484346968,0.765108406604949,-0.0607046689950009,0.463816323599017,-0.153064223019754,-0.585493122470877,-0.530518071637816,0.0310156740630274,-0.182614068944056,-0.0517397733510991,0.771990224659923,0.640353395817916,0.529336026461517,-0.591704710340222,-0.177308853794645,-0.0473718969996255,-0.630436432100498,0.711685805396237,0.769755089628622,-0.265980936491563,0.147487747018763,-0.491586281908802,0.105354028416396,-0.59223667646549,-0.112253085631618,-0.768974208380257,-0.798498653212388,-0.401194040750537,-0.644494570786269,-0.476547202766249,-0.0685651305788127,-0.204949989406139
healthy,-0.725917362616517,-0.690844393063869,0.58282908393304,0.0283412307681126,0.281240959582474,-0.328923762316814,0.0187064598378627,-0.0040800232683648,0.0681393805845452,0.0053531577908817,-0.194935898041703,0.561904377574281,0.5296278140745,0.140631198610293,-0.605410015206476,0.0180547722716531,0.0639701800360409,-0.822501907974875,0.34342336956961,0.772590064015867,-0.209911822555633,0.0358061565806835,-0.31092809086503,0.0373968842214046,-0.645369567057652,-0.161925260948863,-0.71791752781195,-0.793875051372197,-0.440619748150952,-0.26436061916071,-0.519334965911387,-0.0735094223399462,-0.0691343239776039
mild,0.0122958736848288,-0.113744473150745,-0.14402156750822,0.0648714580322593,-0.182632068437467,0.268862595159289,-0.411797868631343,0.0653237460890442,0.0484582424771748,0.24113498724909,0.218781692520403,-0.0696410216231391,-0.245053664351151,-0.0050420991273804,-0.0336250263278317,0.124707462670384,-0.511815686938805,-0.156561001051024,-0.279384366574309,-0.192440787918316,-0.138651892640657,-0.409794378310084,-0.0460745423294883,-0.4102382254484,0.0253764209705011,0.203626961205176,0.0187848078131707,-0.421086460715631,0.0820014300416418,-0.235038912365476,0.102067854879041,0.141490417789447,0.142944698728357
