group,CD101,CD11a,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD226,CD303,CD305,CD319,CD32,CD366,CD38,CD4,CD45,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD58,CD62L,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,TCR
healthy,-0.760524189004168,-0.354159053631497,-0.765338580506868,0.841156905132753,0.185785661601582,-0.257792005661497,-0.164450071510955,-0.343856193174442,-0.250663006147956,-0.22356375444299,0.809566404671419,0.734487641988047,0.283369848851116,-0.754072744107729,-0.691533879437772,-0.159321045839981,0.397197712445603,0.178879872232736,0.842253632362173,-0.0423893753477448,-0.0560729809751176,-0.111473231826111,-0.0433038166729862,0.229657056620413,-0.560211772164151,-0.149169027451973,-0.542758531840162,-0.662637075395822,-0.410645436368421,-0.7004990857431,-0.427237746161451,0.0199883110658356
healthy,-0.748435808995763,-0.280596971559207,-0.659922967965636,0.51742662110487,-0.0287418521003836,-0.442244936875896,-0.350893351410775,-0.469626515486178,-0.708009760851093,-0.564798555983649,0.496145328262381,0.383630463191888,-0.202450726796293,-0.727031486508809,-0.70733225896998,-0.291268100835166,0.243868681426372,-0.163665264342503,0.432739411710054,-0.0780557674481008,-0.587618124112046,-0.420154834732266,-0.12603801387156,-0.0126169384788306,-0.568857129740851,-0.324637581834309,-0.678252449727361,-0.644137676150825,-0.680487552277561,-0.372738351143169,-0.572647572303107,-0.508463409621715
healthy,-0.770803485433815,-0.401176489850884,-0.622556069558027,0.499493410910402,-0.217422711117841,-0.101846928365144,-0.121259472331006,-0.341252647465141,-0.39091446958527,-0.375409515895981,0.584145943964284,0.484320405481136,0.246069521559623,-0.558294550284127,-0.563370764062087,-0.424926844059719,0.380654960000861,-0.0461923940502741,0.531485429736521,-0.155686024057026,-0.294702906131271,-0.273319408255329,-0.261986194175356,0.133788720955166,-0.448392026029365,-0.0938358559871677,-0.528997725668562,-0.765264539010301,-0.553216938078234,-0.544850000265979,-0.564585434544289,-0.249010002532588
healthy,-0.807923051436395,-0.45108040266323,-0.806385559381823,0.738107685110355,0.0093301747488534,-0.274906191467846,0.144892509420342,-0.321892178759525,-0.370046652945232,-0.363635633640639,0.763061085929573,0.689543960975334,0.350126576215518,-0.729845091678375,-0.724550875214797,-0.175469572826974,0.154372486343505,-0.0082452977209841,0.686521698248039,-0.14511886906497,-0.257633674959005,-0.415867599354912,-0.443170112904894,0.163712392235018,-0.534510914832105,-0.0260377031408067,-0.685893034988213,-0.810072379303731,-0.437362042981567,-0.623346545577866,-0.487789032561227,-0.267593931307149
healthy,-0.849982266900656,-0.304820178243558,-0.840096867472357,0.750450911692751,0.103247738692685,-0.370270597426897,-0.0030433382347462,-0.492885091444706,-0.543304255347835,-0.396722032517525,0.686291880342766,0.628051852297735,0.27372902555301,-0.400228077596648,-0.746940323107535,-0.221299745550243,0.365100754449032,0.121080413932759,0.707392030846089,-0.142231805653761,-0.173413974145747,-0.150385582038932,-0.07370915189508,-0.172847710861022,-0.624306010611105,-0.0183158626911128,-0.749640664838792,-0.791106142990232,-0.595736904453004,-0.696394111049417,-0.304313840944726,-0.107865676075836
healthy,-0.695415118662562,-0.190071734346377,-0.636198618972053,0.697057385446644,0.409594353866332,0.0149232957754247,0.184279504003156,-0.359888472372353,-0.435856477139416,-0.287110427930687,0.7516713226366,0.623027237265999,0.619193409363577,-0.579753335311663,-0.645530619710046,-0.187364111648559,0.416523623876765,0.280097493779492,0.71805893807185,0.0520129075958712,-0.0120794387800314,-0.270618013648538,-0.44645687890445,0.457597044056964,-0.497446913105744,-0.0289923002214798,-0.633534537689906,-0.525354116904416,-0.43104545000481,-0.612680011263892,-0.569649372340494,-0.0433079032807091
healthy,0.715998571216143,0.178244773273079,0.736047190961112,-0.758031369665312,-0.269209606768575,-0.0190085554823528,-0.19408838187495,0.453401672492865,0.284695557345188,0.193904865265347,-0.741244861566268,-0.778452730434528,-0.230982729508827,0.743227883369411,0.634164988592543,0.150335970701954,-0.491891859579195,-0.0880246013517935,-0.625981653871788,0.137545142373983,-0.0045764716689598,0.413367327422211,0.266059657415295,0.0590491082830813,0.439732488323016,-0.0606287595554416,0.539074017046685,0.559619613120508,0.290238007908586,0.459350425106515,0.568351274844573,0.0553320178315469
healthy,-0.681526366350401,-0.622304286963018,-0.667276559469918,0.285470015464195,-0.181608187024682,-0.513095005442004,-0.168427722703971,-0.336140537533728,-0.535743644052932,-0.281736251867703,0.414035912528746,0.174611285550421,-0.0197381644616989,-0.441448603458872,-0.618155323985009,-0.50522129737622,-0.19581186901942,-0.422787263929985,0.229320901871542,-0.487595445650838,-0.44501155891913,-0.44447979587899,-0.422152093639648,-0.582476179873944,-0.638994717562119,-0.238350848519673,-0.638388849052301,-0.681253961830398,-0.587344025924157,-0.43442097306394,-0.25936942655709,-0.415986169263894
healthy,-0.732119906994437,-0.297463205011325,-0.763826213721777,0.84909299288954,0.183917313957576,-0.30949615918388,0.0907999404076258,-0.458197680981966,-0.458626174044822,-0.392929295025735,0.783183266621367,0.72305151570258,0.390872449630887,-0.675809239888894,-0.689608913214405,-0.390925848001087,0.721373239336732,-0.061201767779394,0.793930770270052,0.203549588161672,-0.476840506133755,-0.281656637259306,-0.345755031927749,0.182719129229741,-0.584969388921462,-0.376102558984269,-0.733118092139532,-0.734800261481604,-0.511122910827566,-0.684211142571059,-0.413959697562308,-0.138103711375584
healthy,-0.802181783521246,0.0063221214439372,-0.686718829370219,0.706843078499844,0.23993081207659,-0.478741777344678,-0.247210968361695,-0.0911245370319647,-0.0294874408940915,-0.398678167855887,0.588539269613598,0.401761313759319,0.260565032904747,-0.736431585661608,-0.748583650445084,-0.474039236595816,0.487433703497037,0.397614832099981,0.664709998083469,0.184906665008965,-0.53131421551833,-0.585188555512054,-0.644618819405679,0.275343725983087,-0.663730009932692,-0.37507809577909,-0.77542465712577,-0.791124271568412,-0.430265276520044,-0.403177597004514,-0.482515755283143,-0.144296708901484
