group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD226,CD303,CD305,CD319,CD32,CD326,CD336,CD366,CD38,CD4,CD45,CD45RA,CD49f,CD5,CD52,CD54,CD58,CD95,CD96,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Podoplanin
healthy,-0.808610962590933,-0.411817719056224,-0.424792717116995,-0.803084969955075,0.824802365195671,0.0901417513756889,-0.348620584075442,-0.219872147624017,-0.343972419705851,-0.256023535335686,-0.227693053757623,0.777918716767746,0.683665658406559,0.23245229276436,-0.769496959328115,-0.214728141513851,-0.266148546813936,-0.759096867155211,-0.185478232470426,0.347975077137429,0.112170046463371,0.832635160776309,-0.0973431686621893,-0.119102799939601,-0.0946030819769686,0.18339021066314,-0.602323363237994,-0.536789057330868,-0.360791092969266,-0.684964057859403,-0.470034135647162,-0.677069858932916,-0.485030894734478,-0.450940781993879,-0.500262041265155
healthy,-0.756337238626214,-0.450486493701292,-0.328666376146291,-0.728812861975425,0.496345479401614,0.0159299631404919,-0.495840885994094,-0.322701548650267,-0.503914640578066,-0.695116520658316,-0.590670972027612,0.508825179093229,0.423492571017732,-0.175428306987644,-0.765932573335493,-0.500058699964991,-0.4730882196206,-0.694637271564204,-0.3152062544306,0.154568124517939,-0.173236332432708,0.394054151734268,-0.696191643877524,-0.554753490909512,-0.179051303632505,0.0740398877562596,-0.554850125895405,-0.72141283851434,-0.51217934461233,-0.667912397215131,-0.724974182213545,-0.440950087542254,-0.661706099820004,-0.488100560076639,-0.621577681438508
healthy,-0.568648696956904,0.0867631853084527,-0.253589802848268,-0.511741872142986,0.716645868449226,-0.0840516303954591,0.0889153787168112,0.008345793642215,-0.210135529953569,-0.174800944928877,-0.296537231894063,0.774582832003079,0.782115381235806,0.418614384917445,-0.432725254419795,-0.138428118224176,0.327960252193207,-0.640386439561427,-0.230113320488371,0.671126900091789,0.21233046558797,0.670559117482788,-0.13272203297986,-0.28699819108734,-0.0470670484169445,0.267066054371188,-0.273786211643192,-0.374031892135725,-0.0458801212052362,-0.63960555711347,-0.3995857811153,-0.522556167120573,-0.420470823591156,0.0342761618177978,0.0147329955683322
healthy,-0.74657045028788,-0.100044064014187,-0.443819902241585,-0.745310289873914,0.778733590417618,-0.0420981371397604,-0.145646032203706,0.283123900814104,-0.232558367185934,-0.299484159427766,-0.251838891133441,0.724620795902284,0.615148997192122,0.461204941962008,-0.682212352073435,0.0261422137910208,-0.214753836889323,-0.656503661865664,-0.0845651566686188,0.226003121934274,0.0163776737808347,0.677773457676635,-0.160092130986192,-0.255834156935634,-0.405578718504018,0.134141821289307,-0.405442731209345,-0.663909361445097,-0.0271892433512699,-0.80710709893457,-0.259017147884853,-0.512399255691094,-0.249403858922859,-0.248799245399564,-0.203614525569183
healthy,0.802971139715335,0.0205763595366261,0.320420666652303,0.672312383044748,-0.820386970378968,-0.200984934833438,0.19370964004455,-0.0796109615498387,0.35128401763462,0.275535012138697,0.360209766385244,-0.748159345427285,-0.715623052891728,-0.342456604987992,0.187444177784946,-0.0630515351189777,0.0419611786911979,0.576620187279408,0.196915557584609,-0.533067722184573,-0.323762999292364,-0.69796074902568,0.0438925863160715,0.237855919048899,-0.0968313270899954,-0.0845689714109373,0.452960281568704,0.602980319873392,0.204850445702067,0.699190545619536,0.507842054166897,0.520817295989513,0.406045318385127,0.252293640828501,0.350470670447199
healthy,-0.0801945786789307,0.0223455865030959,0.303971504802686,-0.0452899241084365,0.315527966581785,0.225504314051481,0.335219156343837,0.0663406214411363,0.464047810683712,-0.292716299659394,-0.0722879454681195,0.089723307082972,0.126290908830448,0.151061316553273,0.0119586084016432,-0.0611344606243233,-0.051359261104054,0.0304619057411561,0.0333383846619567,0.308742646253481,0.351680628962008,0.178378186715283,-0.121398359739315,0.237119762622194,0.0582595123329226,0.189894470589735,0.0288702173118452,0.0714628861020332,0.214215274340109,0.196295288255651,-0.0649078423052169,0.041838654465686,0.0559040710666859,0.113805487626818,0.180250526208987
healthy,0.473500841226923,-0.0981605455487946,0.330089064533476,0.528746880423564,-0.255166211997552,-0.0451154855911247,0.0010956923718599,-0.0253537650519964,0.360965392986616,0.0792187608060984,0.0924625358523019,-0.362101212813937,-0.414625118782174,-0.121022486286384,0.498996260530886,-0.0205236644495479,0.277031162258943,0.429539331097367,0.133551426863203,-0.129121012450965,0.0390042277233162,-0.301995593775463,0.001538800205469,0.345331446974035,0.227490069294237,0.228043761390614,0.269270218527075,0.318556034664691,0.0061045908590209,0.310377466094905,0.181369301576049,0.370018937794712,0.582183846957246,0.194035932969818,0.0991759370784854
healthy,-0.727073019382131,-0.250302122529511,-0.294880127724535,-0.676842164829329,0.746718642610708,0.244281722461327,-0.322564633900428,0.289596875587105,-0.178165502533789,-0.551879226397062,-0.125243973940641,0.825366585777299,0.521676033737438,0.355675273649439,-0.5218191426339,-0.281637931658944,-0.334691840445654,-0.718097409834013,-0.351937996557584,0.301669230618107,-0.0466830140462576,0.692988479765918,-0.406764654347386,-0.114585134743188,-0.119657986631297,-0.0645792828366608,-0.423407824945659,-0.603904177105179,0.0769573144580129,-0.767513943292077,-0.354743162678139,-0.370570267479464,-0.102054149754337,-0.124212439739384,-0.140177892833646
healthy,0.662183599093577,0.110024863107368,0.433414826606491,0.764837470936053,-0.788502686887169,-0.0956822269886526,0.309970428845632,-0.0740218641668887,0.382027368395897,0.464408703057869,0.375952442615922,-0.794811053582721,-0.721188177023449,-0.459543241128776,0.65295070695267,0.172059517777695,0.0332510186357181,0.711878395462199,0.31126754449066,-0.650849612738086,-0.0114146101880753,-0.745264296656016,0.399595286464845,0.355785019069887,0.323948301630916,-0.130171997079887,0.471235551217885,0.668759208376634,0.132948383817734,0.702956314330099,0.439126721799405,0.694174144206992,0.561104522040517,0.244699001738031,0.20296514506784
healthy,-0.642532430669085,-0.189049168725609,0.0466721318361249,-0.548324920010519,0.611080792754472,0.16726921333856,-0.434997920826517,-0.358230483788565,-0.002778187104633,-0.24053591723042,-0.372381591286057,0.517084283383982,0.333700378871325,0.247259584415994,-0.787258919027824,-0.115513696064556,0.156295343524719,-0.524616860174024,-0.536533746267231,0.425793611523005,0.398911804991267,0.557747279650495,-0.592655020213498,-0.545117265973993,-0.679089428278673,0.443813023039316,-0.552832934967451,-0.749804493745575,-0.288442644534344,-0.681276464737286,-0.409186530699982,-0.442628902792793,-0.336159393035871,-0.115882816321103,-0.546822161901469
