group,CD101,CD11a,CD11b,CD11c,CD123,CD169,CD195,CD2,CD224,CD226,CD254,CD303,CD305,CD319,CD32,CD366,CD38,CD4,CD45RA,CD49d,CD49f,CD54,CD58,CD70,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Podoplanin,TCR
healthy,-0.815852946564843,-0.414768797876479,-0.297913404621566,-0.819428167851756,0.785307891092293,-0.333275116489524,-0.288417421463638,-0.294750483654009,-0.321282151534131,-0.20745367120139,-0.230012542429687,0.77849834475133,0.646388485939044,0.268118319813475,-0.790062579621962,-0.74458591618497,-0.22572898085519,0.396676531601164,0.841442435963365,-0.125199220630907,-0.129790891549586,0.13995720902075,-0.627787534700001,-0.339471186505302,-0.578633334959122,-0.733551273583258,-0.490569324395803,-0.688668486066671,-0.452139536717134,-0.438373979898271,-0.521065246734191,0.0452951493450954
healthy,-0.402725023164608,-0.339507693577467,0.0345173591729287,-0.22039009267477,0.163263440490176,0.137374880108225,-0.0300836619116539,-0.374010036571402,-0.205670482111292,0.103520612041935,0.130150838152745,0.310379358323064,0.070028027261618,0.103337460578592,-0.23956215786416,-0.212040600453231,-0.230836602261125,0.0675139289652316,0.215246386850162,-0.0487001453573194,0.0333690680570278,-0.157404000778582,0.0649752204813013,0.121786795096867,-0.0213625267266962,-0.372254776508821,-0.0280169798831351,0.0490493999389891,-0.0042482654142809,0.0796093938246402,0.0773465457882863,0.0643303851988582
healthy,-0.728966169974372,-0.378475567775529,-0.256924615493845,-0.622825214219446,0.569849585479521,-0.0721081269915288,-0.189879078586336,-0.316686575709981,-0.345928572158211,-0.391676771238,-0.159825749646034,0.646878527167503,0.569091400911361,0.300097585031727,-0.536604861659674,-0.65125450526778,-0.351090204692489,0.498998087870778,0.580079498494733,-0.0415788465438864,-0.257158159121222,0.105918100071805,-0.430420230585941,-0.030870768910941,-0.508822997557214,-0.790552176390372,-0.628057223773323,-0.600719474309143,-0.550071261525337,-0.153073066871768,-0.11013158111096,-0.140973004056378
healthy,-0.794559618555347,-0.459280425638038,-0.279382737472621,-0.783732991158449,0.813558093917289,-0.241834089349016,0.263668240423245,-0.366081412438935,-0.416843643645447,-0.380183610440748,-0.136050021017482,0.818995088346793,0.693958328844445,0.447409210405571,-0.79038472669484,-0.765043830267198,-0.154763073736216,0.137622203794359,0.713892630242707,-0.116062909198399,-0.261983470112118,0.115500684504051,-0.5436199264326,-0.140146120428347,-0.722280361414289,-0.768345356020813,-0.390082181204225,-0.582169192056266,-0.393641117063654,-0.257736671235267,-0.319363137115864,-0.301532170075265
healthy,-0.828619823928097,-0.308115406962096,-0.256073324878506,-0.791530098647511,0.746061234660524,-0.24428650822499,0.0944818188332578,-0.443465256865689,-0.381997482330282,-0.329348482692892,0.117430456815231,0.736889807177688,0.662145506532131,0.333927675398433,-0.217891710053084,-0.687922362129714,-0.219941230828834,0.472878222219866,0.678203246234021,-0.0211571243542984,-0.0907994548408537,-0.0339375076173867,-0.567840847358113,0.0217743858419913,-0.697893038818298,-0.762459802105643,-0.488800869174671,-0.622767350704548,-0.255626407208443,-0.160671338297876,-0.401677741900152,-0.0740587676767445
healthy,-0.780592200750539,-0.435421868819872,-0.308627917169478,-0.740210911872005,0.64650051431939,-0.174886226525225,-0.195880049828929,-0.477456828949083,-0.577328076364049,-0.440332053208629,-0.661040057173645,0.640233066233015,0.50528232978498,0.332018919407516,-0.78364760855968,-0.670280918124736,-0.148887553006445,0.0969791395575141,0.577246647150396,-0.381902992758726,-0.434739001693328,0.111374708234704,-0.720567358009634,-0.246914884453817,-0.832940960307393,-0.745518342207487,-0.356813829246911,-0.66774969321018,-0.624838252732553,-0.187422644309824,-0.513606849448857,-0.291752121540911
healthy,-0.634248386352918,-0.0542775550929812,-0.0900418598500288,-0.567399963794665,0.699981726112111,-0.000533878436147,0.307428395904385,-0.364915816223699,-0.247739167722599,-0.165652843826848,0.0393601967607257,0.761199631607822,0.74591085892058,0.267848621498701,-0.569579008077113,-0.618701873102715,-0.248438320658406,0.533060051006828,0.636524698866994,0.0474513309107692,0.0027643117463515,0.174416764935752,-0.35359823609093,0.0768531141963346,-0.562094051522091,-0.658706888691391,-0.226171648578403,-0.437682838882746,-0.457066195778009,-0.120634017294429,-0.222670497485614,-0.0961933827862176
healthy,-0.781478627364782,-0.324291098007707,-0.283194428316787,-0.757824952905747,0.808379909002266,-0.378293636472334,0.129015245561779,-0.325436771274508,-0.492125645535071,-0.257502742047781,-0.0004706236371672,0.822597392849821,0.713875491262975,0.363329653532385,-0.58780134685625,-0.711265406273987,-0.399356848682535,0.332581520199976,0.74593472308023,-0.164061962065804,-0.358057498340056,-0.118171096104094,-0.42604122053278,-0.0642188420960473,-0.678396956762298,-0.744848904852194,-0.42170762207725,-0.56617201688178,-0.271191362816721,-0.153497801066553,-0.150572088059257,-0.124591549343889
healthy,0.350339280719225,0.116997666654406,-0.123131329134482,0.352814508850358,-0.574837641183782,0.165073740505009,-0.0525344794184381,0.0700421515890522,0.145720521091769,0.198889536627686,-0.158384176767264,-0.508390277523817,-0.627695814903196,-0.360742874927579,0.386821083732074,0.395938178524557,0.210733054274083,-0.514927604024961,-0.533725449833445,-0.283189661588829,0.178153823498471,-0.452471045009533,0.139481774460903,-0.156772087364201,0.321894285594802,0.400504425314386,0.175890944434079,0.376304820269161,0.308143561436819,0.0439108715541129,0.0414320017429636,-0.0295670607736166
healthy,-0.734724310485122,-0.104872838070018,-0.175911209222739,-0.760228873366158,0.606311023732672,-0.257581850398783,-0.265056744953154,-0.140761479968076,0.0187310159138569,-0.394448648547453,-0.0189970536993153,0.568149800535225,0.490002040662622,0.102193236309451,-0.652095862150258,-0.774759193011744,-0.353645401787651,0.275362434681616,0.728190445043689,-0.0187293742114344,-0.294215476412155,0.0146654447927077,-0.601120899728806,-0.0687123120977543,-0.700038708762462,-0.812213583397426,-0.446906391641146,-0.182692729141049,-0.540506012022628,-0.168971988330278,-0.307805296098848,-0.026561143544529
mild,-0.505155477218382,-0.318618562816012,-0.388236645448385,-0.703563186320371,0.320103880230974,-0.310614582385027,-0.408282435725444,-0.344924710477535,-0.365034508585669,-0.302122496523216,-0.164034669851023,0.191512809463632,0.237002619937151,-0.102690752227649,-0.542577649960091,-0.528667233904265,-0.143053051889338,0.0888489581729664,0.216747333430647,-0.12191256638277,-0.31529111995544,0.167451022084868,-0.354933782050983,-0.367443326833634,-0.247417919124825,-0.569349238500536,-0.459444226344425,-0.279297309558405,-0.183519354964633,-0.279232249033866,-0.0355707581983889,-0.159471082252375
mild,-0.290388494129841,0.207239059119368,0.318531440408702,-0.31985014519151,0.799644851519616,0.0566177521710597,0.0192465897042684,-0.267899697296631,-0.0773748167678666,0.079325600651193,0.293446360764619,0.644282859777311,0.728660976564555,0.434384020851269,-0.223583732298624,-0.279903131108516,0.173476148382745,0.489811721955386,0.529129666541907,0.289042529339048,-0.0886761045320437,0.0510579042288561,0.0516969006271003,0.0100536243473818,-0.144626597562127,-0.269913314573859,0.12017237360134,-0.212451061915741,-0.293229362676426,0.129861949242246,0.0262936665522787,0.0943657568659038
mild,-0.652856776468895,-0.323035356729746,0.0729334437606052,-0.767207609442458,0.761142290072819,-0.176538279279441,-0.122200695902776,-0.555766473158031,-0.592298248170715,-0.314066228955668,-0.0934980762968701,0.750805298488585,0.714866916298307,0.322423622844404,-0.668351405651619,-0.741437463864054,-0.187263133313757,0.42516809573295,0.739217379234995,0.06768585825197,-0.137950185251337,0.0910750363715598,-0.469236187859706,-0.257611401023607,-0.532766835565857,-0.690282943312123,-0.494752342638998,-0.405190716792684,-0.617868727401419,-0.29918394103004,-0.0964602789198913,-0.0850887750814315
mild,0.723330041349111,0.169189726323318,0.34783547377852,0.53281080069585,-0.418193787907951,0.275066207235104,0.0382060540154097,0.390563661527104,0.473060117063709,0.0634891796964393,0.259701013696764,-0.440643175281409,-0.43384510935623,-0.264642530432307,0.533189762417042,0.509715224283186,0.227832936003502,-0.171697005951857,-0.459788579654555,0.115554859079591,0.186327047735903,-0.218919912893722,0.519626834420166,0.0317709405647933,0.753265271622851,0.680043521051751,0.421169054453351,0.461605278223714,0.346172276673583,0.114405564053095,0.344243465569666,0.0919464303846472
mild,0.110175534218557,-0.116596921943911,0.416835353403504,0.0330823516047352,0.310403800210648,0.43815688416291,0.24076859470106,-0.0244801712964982,-0.0230025430921267,0.07845031099945,0.312241881165077,0.529703442421063,0.342345499135116,0.49564357042152,0.0986925049329245,-0.121587856544226,-0.243860420197048,0.393063746449652,0.64880488130026,0.0938285250494264,0.0556250874803388,0.382562374479154,0.0664093347076241,0.21608551342558,-0.0703256537635913,-0.309899231579116,0.286202778092548,-0.305454027608041,0.133706884049504,0.444063800017599,0.371869753163341,0.341275225119571
mild,-0.731345823060821,-0.190520936460076,-0.0977995631150272,-0.596974573396583,0.643153544296658,-0.35712487301433,-0.0674924236209736,-0.408518843511767,-0.484752689423848,-0.209458078257121,-0.0998279757741586,0.573780082951634,0.417008783085721,0.283794806919503,-0.6766336842341,-0.553850555250411,-0.324110679239291,-0.092172325669729,0.62794883283733,-0.076640825269578,-0.285391198500274,-0.0344780800622559,-0.417232752506779,-0.0171981481995305,-0.494389686686982,-0.614398990143072,-0.373047801896758,-0.598886742744783,-0.385226463770397,-0.295851915126257,-0.0874266980049954,-0.0740224684427442
mild,0.0325927425894406,-0.210037360420764,0.0193437345820377,-0.422736250254873,0.629914786427709,0.118170862357544,0.434678566108914,-0.197111888585295,-0.245564594717582,0.0933017391610019,-0.087010906457551,0.533289025619793,0.497442985664589,0.426662313481773,-0.148707500353369,-0.152832807220576,0.559092393424433,0.365247367168771,0.598500331386411,0.244962056716818,0.198133159105917,0.217835814457455,-0.0269380769924228,-0.0129158396004108,-0.0246113387003167,-0.0112353864205836,-0.206326981936532,0.261177821667137,-0.0530642807002769,-0.0310297538119476,0.0648627298548865,0.228007210383189
mild,0.736053775234056,0.582479503787653,0.143107260214604,0.766165802366387,-0.533393893305542,0.6850868743945,0.302148270532562,0.394685654029563,-0.0611477222595203,0.480265449185977,0.331759917088858,-0.469819616847728,-0.463859721258913,-0.407580222041375,0.380902209350048,0.668757117964907,-0.0128427604230653,-0.306380776655437,-0.497162926413606,0.188770390891906,0.0213094826743856,-0.231038508359551,0.574069150340476,0.076392995216154,0.648101852158019,0.659427579889871,0.383102637979582,0.562974633765695,0.699150490810692,0.158685639571197,0.328831058188128,-0.0298769826086426
mild,-0.715714678859889,-0.532892988564575,-0.100518694549903,-0.693668941790229,0.768037632930254,-0.0260988017833315,0.164918239908173,-0.475492655629142,-0.523783611732,-0.336739347287137,-0.260695208003534,0.738221838545849,0.686298343114519,0.461508085299982,-0.574040075286716,-0.770292093080568,-0.509388781577471,0.383584447712021,0.746473745366399,-0.0304337663821846,-0.280306764957721,0.434462541373591,-0.490324601372536,-0.0370793436294743,-0.638899233397859,-0.772791240054962,-0.29188177250576,-0.406770236253297,-0.353643111261717,-0.106277560628081,-0.235655902659125,0.102219975287143
mild,-0.594206850754445,-0.218519560002587,0.0636677952703685,-0.521941179061405,0.792286339402377,-0.358538707447949,-0.0409285637965155,-0.445108276926828,-0.31252016106436,-0.132514933544436,-0.0231339235992708,0.721055924803371,0.588695386568887,0.517660618802551,-0.61203001985817,-0.459709728429479,-0.0177039826320487,0.314643981003912,0.746927579851376,0.17158427821823,-0.255912049898047,0.318032927703302,-0.446065775287805,0.0543876974468641,-0.469305720283353,-0.542881152585401,-0.495826882613035,-0.460739623697949,-0.077367301743053,-0.235092837618461,-0.239338156299643,-0.122527810742446
