group,B7,CD101,CD11a,CD11b,CD11c,CD123,CD141,CD144,CD169,CD195,CD2,CD224,CD226,CD303,CD305,CD319,CD32,CD36,CD366,CD38,CD4,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD85j,CD88,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig
healthy,-0.0343904301717426,-0.336143928133022,-0.534706157161261,-0.285384336202902,-0.41875809557333,0.0321871264719166,-0.396857840472189,0.138363454503541,-0.576136396932291,-0.303415361722564,-0.27353914167181,-0.417713410291655,-0.20192855240012,0.142472558364885,-0.0222273823408787,0.0341824152750246,-0.174748675887661,-0.218438560318308,-0.438172675497376,-0.353093020412743,0.0022584503259044,0.185300434527671,-0.0685275496504028,0.0142456097480126,-0.144238417798719,-0.327314296166532,-0.133238023536964,-0.0652940863572012,-0.358180543913195,-0.628203219522325,-0.0836193710029692,-0.35776277811525,0.133333390489291,-0.524915455588083,-0.172798946231462,-0.12045174278404,-0.0478207687486199,-0.416046554815782
healthy,-0.232088818293324,-0.551798662192455,-0.191841473394204,-0.312536195868455,-0.586075816030352,0.65016087536201,0.215548454742082,-0.050922022746789,-0.15176116118732,-0.106998591335264,-0.365770974896206,-0.354983523958251,-0.375397615566118,0.644025627393995,0.499707689918728,-0.0634560961713448,-0.567048387177538,0.0605992073036251,-0.376014921809901,-0.107166424730075,0.215681462223021,0.439233118834073,0.140638438751693,0.0656112015250413,-0.381728493228582,-0.249418796157239,-0.0568794865054719,0.158604148585105,-0.40000177281105,-0.231619618383701,-0.25563721182748,-0.433096466156368,0.354286282172085,-0.487212182640769,-0.442575408187071,-0.181300428507946,-0.277315602919082,-0.196483430577104
healthy,-0.16568170405452,0.415338639141644,0.0759111958852985,0.0078925912601181,0.478955158842886,-0.882549124335428,-0.102491215928137,-0.159195520111523,-0.15361075513398,-0.0815801328526518,0.0005638918666354,0.066487050361712,0.130015456034247,-0.832323237724942,-0.801791316507409,-0.428587642990714,0.528154971640634,-0.466918575596721,0.517946884499283,0.147820976629511,-0.672199201909391,-0.785530927752592,-0.468834457099428,-0.259297925441675,0.0566859294247994,0.0897967554511792,0.0268221049939679,-0.216012531713288,0.215222316104541,-0.180968504908792,-0.186462294013926,0.211291526354293,-0.545012888779959,0.482486173199256,0.262235453515872,0.604140805138388,0.198820937900724,-0.0230372422900036
healthy,-0.0024785572981253,-0.567080254059879,-0.375861780631503,-0.302031413122649,-0.452610937327936,0.342053386326878,-0.108393188745358,0.0537218740955166,-0.0345944556624932,-0.228339147952592,-0.0902364191650415,-0.324361806084844,-0.143360625554685,0.341181719903008,0.193613049035202,0.318501632668363,-0.45749516686687,-0.154604576007969,-0.29171998968757,-0.143968981352356,-0.0193365310013263,0.184073037071268,-0.0682818154780774,-0.410933427415067,-0.175727216626046,-0.21476835547127,-0.275416454347674,-0.109696306818249,-0.275001846347387,-0.350004353140061,-0.318252365325413,-0.518684798509892,-0.0016004313137414,-0.546252892629167,-0.273665103688994,-0.47532067665543,-0.354970624724427,-0.27360812284467
healthy,0.0594286128082706,0.607064701854323,0.203244176905668,0.0218273122106161,0.499576805541112,-0.848977327594103,-0.0906126871510168,0.0318534891689726,0.199347563111575,0.0388256180857018,0.339372570325831,0.233295681432815,0.391117180546493,-0.75489806931939,-0.721740664236206,-0.330454676368889,0.167162433704533,-0.38402101746856,0.529437993397996,-0.0783333403768524,-0.384736232739764,-0.650138872349933,-0.362331444276031,0.10049061015086,0.135480391888434,0.277042997551788,0.0583251671999615,-0.111086942950029,0.313667308749152,-0.0149011891648246,-0.0564445570837592,0.456342922857447,-0.503350846908383,0.480828030291446,0.391512676109897,0.451976275067061,0.36982520466318,0.230551146238332
healthy,-0.188705066098848,-0.745951938954314,-0.279734970837664,-0.0602026700415404,-0.7518602886768,0.62393694653706,0.253393117222392,-0.0096726316629652,-0.105696400657347,-0.169778821720941,-0.464646427570559,-0.243969977769862,-0.28338795897801,0.720292027739231,0.646291352050556,0.371394515999036,-0.642416443336274,-0.0943592382604518,-0.649695333385595,-0.13646034151955,0.232536272207063,0.641132597322067,0.0161246799559,-0.329058828648765,-0.179500460271266,-0.490749377535943,-0.429469505698546,0.0972601285968663,-0.543663022300426,-0.129441334791943,0.0059345676651471,-0.732464855887729,0.275027155232963,-0.705143025808866,-0.178466682434049,-0.644267599393256,-0.700290868905713,-0.118352791128105
healthy,0.0175023446654067,-0.657165576101958,-0.0702603700641717,0.0073814681333256,-0.659378427273877,0.813173564902424,0.338326869045215,-0.0744690999158647,0.0618740275939289,0.247122806038495,-0.342608609779435,-0.266357233681058,-0.103683497155892,0.813193094746947,0.76816291739907,0.235497362412405,-0.678288473556472,0.146899764054179,-0.547271713031576,-0.0939001980312308,0.564079608974625,0.703767032008259,0.475800051715325,-0.0425703477970696,0.0612786485016228,-0.300771676901666,-0.197335168908698,0.0190239009357557,-0.356913172595187,0.0365022084587038,0.0909023878722324,-0.486246374598163,0.575500797425671,-0.54033914324179,-0.232430866634427,-0.389178562485788,-0.417369579887375,-0.132839503400595
healthy,-0.209022930951622,-0.820095239933824,-0.372795765217784,-0.226735953869228,-0.786425276663611,0.692155584299438,0.0225622160036673,-0.230537518053331,-0.368700563079853,0.0529139970208537,-0.364395661991791,-0.429519329614226,-0.239795369788808,0.773711224864499,0.743848800672475,0.292057701896595,-0.571358476203235,-0.0755129937756065,-0.745367742993402,-0.370525570427896,0.252461000856383,0.715084005259528,0.266145037864673,-0.195467215262741,-0.274768390388351,-0.256064727061918,-0.23205950233069,-0.264719580242467,-0.450157243712889,-0.114137966021044,-0.0844524718935734,-0.637127995233893,0.261720109220898,-0.727190738809287,-0.44499793050279,-0.534551509653445,-0.391620913496354,-0.145500356498492
healthy,-0.0491597560589461,-0.391357338364563,-0.191880718245959,-0.0819066563393986,-0.376965169776752,0.145488967348795,0.2362306691998,-0.0261480844210611,-0.0425128948059328,0.0703933805625849,-0.2418204756345,-0.199832985216596,-0.0045304025901235,0.218993271344678,0.243320538446472,0.100217761010278,-0.392856055105593,0.121859921423569,-0.374066224568455,0.128723781481439,0.112563756194634,0.251862721468723,0.0584364851507158,-0.0781584709528313,-0.0001431756243969,-0.0827809033336747,-0.0464024475067039,-0.0279456335836029,-0.14968695751135,0.254461403313767,0.0287149807316206,-0.220971019872934,0.21385458833003,-0.151888594636071,-0.166833832038871,-0.308996374876293,-0.478224629538729,0.0490623586015452
healthy,-0.0983478235040107,-0.781757159740864,-0.0667541646580432,-0.340735577528078,-0.707346647838467,0.565034176428632,0.278290234760625,-0.0068159666155949,-0.284804422051716,-0.237254903526459,0.0037042494728441,-0.077334986495825,-0.400517089294337,0.540412775032212,0.520638633994954,0.0702232003573078,-0.66150833129215,0.0144628233124962,-0.824713925656564,-0.36632811110332,0.350211117792941,0.70158736756036,0.284559910171367,0.0016525918421853,-0.338660011550571,-0.581310688782565,-0.580654641443491,-0.0416131995993081,-0.682824870522734,-0.212682680576896,-0.369822436054646,-0.704830969538613,0.243808578075861,-0.746194868106599,-0.417691989539656,-0.276712196206573,-0.597943980602689,-0.254980252660555
