"features_all","pvalues","adj_pvalues"
"CD66b","0.0144855144855145","0.720833333333333"
"CD34","0.0414585414585415","0.720833333333333"
"IgM","0.0414585414585415","0.720833333333333"
"CD45RO","0.0949050949050949","0.720833333333333"
"CD62L","0.0949050949050949","0.720833333333333"
"CD70","0.148851148851149","0.720833333333333"
"CD33","0.148851148851149","0.720833333333333"
"CD25","0.148851148851149","0.720833333333333"
"CD335","0.148851148851149","0.720833333333333"
"CD107a","0.148851148851149","0.720833333333333"
"CD141","0.148851148851149","0.720833333333333"
"CD184","0.148851148851149","0.720833333333333"
"IgD","0.148851148851149","0.720833333333333"
"TSLPR","0.148851148851149","0.720833333333333"
"CD71","0.148851148851149","0.720833333333333"
"CD154","0.181818181818182","0.720833333333333"
"CD69","0.181818181818182","0.720833333333333"
"CD83","0.181818181818182","0.720833333333333"
"CD158e1","0.181818181818182","0.720833333333333"
"CLEC12A","0.181818181818182","0.720833333333333"
"CD274","0.218781218781219","0.720833333333333"
"CD117","0.218781218781219","0.720833333333333"
"CD14","0.218781218781219","0.720833333333333"
"CD16","0.218781218781219","0.720833333333333"
"Podoplanin","0.218781218781219","0.720833333333333"
"CD314","0.218781218781219","0.720833333333333"
"IgG-Fc","0.218781218781219","0.720833333333333"
"CD15","0.218781218781219","0.720833333333333"
"CD304","0.218781218781219","0.720833333333333"
"TCR-Vd2","0.218781218781219","0.720833333333333"
"CD307e","0.218781218781219","0.720833333333333"
"HLA-F","0.218781218781219","0.720833333333333"
"CD112","0.259240759240759","0.720833333333333"
"TIGIT","0.259240759240759","0.720833333333333"
"CD103","0.259240759240759","0.720833333333333"
"CD95","0.259240759240759","0.720833333333333"
"CD272","0.259240759240759","0.720833333333333"
"CD58","0.259240759240759","0.720833333333333"
"CD21","0.259240759240759","0.720833333333333"
"CD66","0.259240759240759","0.720833333333333"
"CD62P","0.259240759240759","0.720833333333333"
"CD309","0.259240759240759","0.720833333333333"
"CD127","0.259240759240759","0.720833333333333"
"CD73","0.259240759240759","0.720833333333333"
"Mac-2","0.259240759240759","0.720833333333333"
"CD101","0.259240759240759","0.720833333333333"
"CD360","0.259240759240759","0.720833333333333"
"CD137L","0.303196803196803","0.720833333333333"
"HLA","0.303196803196803","0.720833333333333"
"CD123","0.303196803196803","0.720833333333333"
"CD96","0.303196803196803","0.720833333333333"
"CX3CR1","0.303196803196803","0.720833333333333"
"IgA","0.303196803196803","0.720833333333333"
"CD79b","0.303196803196803","0.720833333333333"
"CD206","0.303196803196803","0.720833333333333"
"B7-H4","0.303196803196803","0.720833333333333"
"CD204","0.303196803196803","0.720833333333333"
"CD1a","0.303196803196803","0.720833333333333"
"LOX-1","0.303196803196803","0.720833333333333"
"CD257","0.303196803196803","0.720833333333333"
"Ig-light-chain-1","0.303196803196803","0.720833333333333"
"GARP","0.303196803196803","0.720833333333333"
"CD328","0.303196803196803","0.720833333333333"
"TCR-Vb13","0.303196803196803","0.720833333333333"
"CD80","0.34965034965035","0.720833333333333"
"CD30","0.34965034965035","0.720833333333333"
"CD194","0.34965034965035","0.720833333333333"
"CD196","0.34965034965035","0.720833333333333"
"CD35","0.34965034965035","0.720833333333333"
"CD244","0.34965034965035","0.720833333333333"
"CD370","0.34965034965035","0.720833333333333"
"CD268","0.34965034965035","0.720833333333333"
"CD2","0.34965034965035","0.720833333333333"
"CD98","0.34965034965035","0.720833333333333"
"CD18","0.34965034965035","0.720833333333333"
"CD36","0.34965034965035","0.720833333333333"
"CD305","0.34965034965035","0.720833333333333"
"CD273","0.398601398601399","0.720833333333333"
"CD275","0.398601398601399","0.720833333333333"
"CD252","0.398601398601399","0.720833333333333"
"CD52","0.398601398601399","0.720833333333333"
"CD3","0.398601398601399","0.720833333333333"
"CD10","0.398601398601399","0.720833333333333"
"CD7","0.398601398601399","0.720833333333333"
"CD27","0.398601398601399","0.720833333333333"
"CD11a","0.398601398601399","0.720833333333333"
"CD254","0.398601398601399","0.720833333333333"
"CD28","0.398601398601399","0.720833333333333"
"CD49d","0.398601398601399","0.720833333333333"
"TCR-Va7-2","0.398601398601399","0.720833333333333"
"Ig-light-chain-2","0.398601398601399","0.720833333333333"
"CD56","0.449050949050949","0.720833333333333"
"CD4","0.449050949050949","0.720833333333333"
"CD20","0.449050949050949","0.720833333333333"
"CD32","0.449050949050949","0.720833333333333"
"CD1c","0.449050949050949","0.720833333333333"
"CD57","0.449050949050949","0.720833333333333"
"CD39","0.449050949050949","0.720833333333333"
"CD193","0.449050949050949","0.720833333333333"
"CD94","0.449050949050949","0.720833333333333"
"HLA-A2","0.449050949050949","0.720833333333333"
"NLRP2","0.449050949050949","0.720833333333333"
"CD224","0.449050949050949","0.720833333333333"
"CD258","0.449050949050949","0.720833333333333"
"CD47","0.5","0.720833333333333"
"CD19","0.5","0.720833333333333"
"CD326","0.5","0.720833333333333"
"CD31","0.5","0.720833333333333"
"CD195","0.5","0.720833333333333"
"KLRG1","0.5","0.720833333333333"
"CD54","0.5","0.720833333333333"
"FCERIA","0.5","0.720833333333333"
"CD163","0.5","0.720833333333333"
"CD226","0.5","0.720833333333333"
"CD49b","0.5","0.720833333333333"
"CD38","0.5","0.720833333333333"
"CD26","0.5","0.720833333333333"
"CD207","0.5","0.720833333333333"
"TCR-Vr9","0.5","0.720833333333333"
"CD319","0.5","0.720833333333333"
"CD49f","0.550949050949051","0.739551859183761"
"CD185","0.550949050949051","0.739551859183761"
"CD278","0.550949050949051","0.739551859183761"
"CD29","0.550949050949051","0.739551859183761"
"CD81","0.550949050949051","0.739551859183761"
"TCR-Va24-Jz18","0.550949050949051","0.739551859183761"
"CD158b","0.550949050949051","0.739551859183761"
"CD82","0.550949050949051","0.739551859183761"
"CD146","0.601398601398601","0.739551859183761"
"HLA-DR","0.601398601398601","0.739551859183761"
"CD366","0.601398601398601","0.739551859183761"
"integrin","0.601398601398601","0.739551859183761"
"CD267","0.601398601398601","0.739551859183761"
"CD158","0.601398601398601","0.739551859183761"
"CD209","0.601398601398601","0.739551859183761"
"CD23","0.601398601398601","0.739551859183761"
"CD40","0.65034965034965","0.739551859183761"
"CD90","0.65034965034965","0.739551859183761"
"CD152","0.65034965034965","0.739551859183761"
"CD64","0.65034965034965","0.739551859183761"
"CD178","0.65034965034965","0.739551859183761"
"CD106","0.65034965034965","0.739551859183761"
"CD137","0.65034965034965","0.739551859183761"
"CD357","0.65034965034965","0.739551859183761"
"CD124","0.65034965034965","0.739551859183761"
"CD303","0.65034965034965","0.739551859183761"
"CD22","0.65034965034965","0.739551859183761"
"CD144","0.65034965034965","0.739551859183761"
"CD150","0.65034965034965","0.739551859183761"
"CD45RA","0.696803196803197","0.739551859183761"
"CD5","0.696803196803197","0.739551859183761"
"TCR","0.696803196803197","0.739551859183761"
"CD1d","0.696803196803197","0.739551859183761"
"CD24","0.696803196803197","0.739551859183761"
"CD169","0.696803196803197","0.739551859183761"
"XCR1","0.696803196803197","0.739551859183761"
"CD122","0.696803196803197","0.739551859183761"
"CD41","0.696803196803197","0.739551859183761"
"CD133","0.696803196803197","0.739551859183761"
"CD337","0.696803196803197","0.739551859183761"
"CD88","0.696803196803197","0.739551859183761"
"Podocalyxin","0.696803196803197","0.739551859183761"
"DR3","0.696803196803197","0.739551859183761"
"CD269","0.740759240759241","0.745065980531097"
"CD279","0.740759240759241","0.745065980531097"
"CD294","0.740759240759241","0.745065980531097"
"CD223","0.740759240759241","0.745065980531097"
"TCR-A-B","0.740759240759241","0.745065980531097"
"CD158f","0.740759240759241","0.745065980531097"
"CD336","0.740759240759241","0.745065980531097"
"CD307d","0.740759240759241","0.745065980531097"
"CD85j","0.740759240759241","0.745065980531097"
"CD161","0.781218781218781","0.781218781218781"
