"features_all","pvalues","adj_pvalues"
"CD38","0.00432900432900433","0.147186147186147"
"TCR-G-D","0.025974025974026","0.274301456119638"
"CD19","0.0411255411255411","0.274301456119638"
"CD197","0.0411255411255411","0.274301456119638"
"CD45RO","0.0627705627705628","0.274301456119638"
"CD274","0.0627705627705628","0.274301456119638"
"CD45RA","0.0887445887445887","0.274301456119638"
"CD11c","0.0887445887445887","0.274301456119638"
"CD1c","0.0887445887445887","0.274301456119638"
"CD163","0.0887445887445887","0.274301456119638"
"CD34","0.0887445887445887","0.274301456119638"
"CD8","0.123376623376623","0.299628942486085"
"CD28","0.123376623376623","0.299628942486085"
"CD370","0.123376623376623","0.299628942486085"
"Anti-PE","0.164502164502164","0.3495670995671"
"FCER1A","0.164502164502164","0.3495670995671"
"CD56","0.214285714285714","0.383458646616541"
"CD127","0.214285714285714","0.383458646616541"
"CD94","0.214285714285714","0.383458646616541"
"CD3","0.268398268398268","0.43454957740672"
"CD69","0.268398268398268","0.43454957740672"
"CD33","0.331168831168831","0.464397671294223"
"CD27","0.331168831168831","0.464397671294223"
"TCR-Va7-2","0.331168831168831","0.464397671294223"
"CD4","0.396103896103896","0.464397671294223"
"CD95","0.396103896103896","0.464397671294223"
"CD279","0.396103896103896","0.464397671294223"
"HLA","0.396103896103896","0.464397671294223"
"CD14","0.396103896103896","0.464397671294223"
"CD86","0.465367965367965","0.510403574919704"
"CD25","0.465367965367965","0.510403574919704"
"CD20","0.603896103896104","0.64163961038961"
"CD16","0.668831168831169","0.668831168831169"
"CD123","0.668831168831169","0.668831168831169"
