group,CD101,CD11a,CD127,CD16,CD195,CD1c,CD2,CD224,CD226,CD244,CD279,CD28,CD3,CD319,CD4,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD66b,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,KLRG1,TIGIT
healthy,-0.250607856226423,-0.583474824977917,0.270024041288772,-0.0189914820454589,-0.420767691983514,-0.0875847934377283,-0.180178944900661,-0.493044695931927,-0.184314785235389,-0.543974748156992,-0.460756007019292,-0.116903446939345,-0.145424268884702,-0.25758152343683,-0.101416342173569,0.747133264251008,-0.492754463592831,-0.158731509737581,0.0353519359794936,0.024269536086118,-0.316729558207555,0.0644878476172254,-0.360395640126812,0.316838501064046,0.0440696561583588,0.595376957827145,0.0500945150802797,-0.269310934523563,-0.210228188201109,-0.618886289378894,-0.506111037893649,-0.2039468159914,-0.579549155695084,-0.442786228044766
healthy,0.296901788158772,-0.443104427210005,0.404225953068284,-0.12114070928697,-0.336304863385599,-0.0256327413941982,-0.170318967504756,-0.195026121505355,-0.42566945380991,-0.695474264327417,-0.368919100446564,0.31929526263092,0.0998802275928726,-0.488101758826844,0.127275875127719,0.386490359836389,-0.479134068750681,0.170703196648197,0.430837495826302,0.305088633833401,-0.47818746754327,-0.582548938217469,-0.311541272534566,0.450983251869576,-0.0757292443217626,0.513095626557188,0.129689819353648,-0.175384259180765,-0.545228951165233,-0.51226924436311,-0.505833460473474,-0.362795711171358,-0.728910313872787,-0.475012942223545
healthy,0.18025911561454,-0.370497425216417,0.286144645998478,-0.566563613793327,-0.480570323480903,-0.36141460675848,0.0420272172913322,-0.387628670902214,-0.605279583649216,-0.680588544714557,-0.322318934298542,0.0595910996323997,-0.0490805540016162,-0.513090736245178,-0.338361185876768,0.257668254358742,-0.353507973466281,-0.106113277790456,0.469181722968264,0.20397189535388,-0.4964149599559,-0.734942841466352,-0.592036697943001,0.282011170783208,-0.427119637879736,0.377099960470119,0.568761630722976,-0.21162302865154,-0.610900510426656,-0.631767337898423,-0.244904328609559,-0.557478568595634,-0.697312019697046,-0.507579190981436
healthy,-0.0875229089198006,-0.0341111895197331,-0.480653673504549,0.243607827125855,-0.421552696201757,0.0020713463208092,-0.349007048415662,-0.273875944263637,0.209689636183622,0.0511844130797852,-0.152483583478055,-0.513855304724269,-0.0296097558762561,0.115941879769791,0.030169012710811,0.329058918009173,-0.239776321268246,-0.55487706662335,-0.149615322833817,-0.277489049900353,-0.404786803595645,0.792634887717401,0.0538905720332154,-0.161654911535319,-0.000900544961673,-0.411655053977389,-0.0285219718122495,-0.289109559590867,-0.0173925975472457,-0.201005195110776,-0.104232193406556,0.358554211946958,-0.400438979288894,0.041829850030632
healthy,0.099984400509373,-0.241642761677967,0.331106007540922,-0.191155038891802,-0.207310352600676,-0.0175394153485219,-0.0643580961222355,-0.198135298460912,-0.408141787545398,-0.479236562167565,-0.587563884264963,0.264727479637345,0.059496825494829,-0.28560375093681,-0.0435056186827521,0.590559375875981,-0.390680418382869,-0.182232644405113,0.253616390751126,-0.128314510386021,-0.446975021129141,-0.287594040016456,-0.249177046605632,0.427639286030886,-0.0552542842851261,0.283496269996574,0.149965540259834,-0.147082535989132,-0.46750278780339,-0.557811785448136,-0.653168765041771,-0.317146355736815,-0.526672216529897,-0.396698255625785
healthy,-0.0704576781851193,-0.167229060779613,0.277460277732324,-0.297389003746834,-0.104910737264897,-0.0379500383064183,-0.0961547410022113,-0.101987387457532,-0.357532257034522,-0.221133430611915,0.090249335754077,0.375721811173152,0.117539366880745,-0.188311188650445,0.0506741595983988,-0.0953608069717113,-0.228590424663065,0.109783973265024,0.0105704909450697,0.0536780275568119,-0.0720437285797288,-0.778515026059808,-0.161726218622558,0.194511070276125,0.0196480231191317,0.239386780660721,-0.0906569177201717,-0.19429225775552,-0.229186133246613,-0.0754985632615201,-0.118536989096624,-0.320691698886491,-0.264708384877737,-0.173847471168592
healthy,0.0115262785578045,-0.224759530130819,0.346208365561373,-0.184721847380048,-0.143065054628407,0.0978938129942979,-0.0021715235382475,-0.241968062666618,-0.280509388128579,-0.335743701586726,-0.0942106572966599,0.1668061482694,-0.0004397110359871,-0.175189119472254,-0.0923590568978156,0.0789840841992851,-0.138478255048454,0.274209681838219,0.24730714822282,0.0224006368135083,-0.214317769801454,-0.390669190930376,-0.203140357294535,0.221603487930743,-0.0286678315957923,0.340533638444254,0.337287616150936,-0.0316438378630164,-0.197277012563054,-0.282120682023632,-0.220624964273152,-0.247700745460624,-0.143917480011259,-0.126294574413229
healthy,0.199674974981707,-0.583736695414692,0.389465278989947,-0.369344649821717,-0.1361244765011,-0.0796603453376153,-0.334654146124338,-0.140991849641396,-0.670933738841832,-0.595182829257426,-0.0261899041363553,0.412886574659027,-0.219934514345504,-0.325349137777263,-0.0325265241947897,0.317637635789857,-0.457859320953897,0.335696988881243,0.0426139144912645,0.0138518976915647,-0.260915094780589,-0.765304264915993,-0.346892833779917,0.554292151712812,-0.0315165370925351,0.486018016166216,-0.130537238973141,-0.395265192338018,-0.51624733248599,-0.491010848080497,-0.605134434137326,-0.407093670355732,-0.654394746884946,-0.134872500912501
healthy,0.17593621547938,0.0255006729601502,-0.0747774392524189,-0.0256099889166605,-0.41422850932661,0.0596572839138263,0.0255313211839171,-0.112690380817845,0.174472295259559,-0.23254221319042,-0.20962666181108,-0.141860253944741,0.308790382888006,0.0028494438106407,0.0325444104018966,0.433421056042328,-0.0854713691504665,-0.0450898616680038,0.100855904059593,0.118639874777459,-0.236164853405538,0.302701997050851,-0.140431069790535,0.358291916782473,0.0288513530752116,0.108610365904881,0.399090882238647,0.17073635353195,0.0867696961499978,-0.378681759595971,-0.160565206783232,0.111854887293291,-0.0416896202745831,-0.0668236042848062
healthy,0.0228490531055891,-0.376969706553065,0.450882171256368,-0.0928991013234767,-0.210177307941113,-0.135689306791797,0.0235479319510157,-0.191795673825566,-0.20321833907897,-0.562621634319996,-0.208473590062917,0.323574452103939,0.0216054519478129,-0.291358160709926,-0.160567901897825,0.714009652597283,-0.414613894206735,0.0154863895989929,0.374696639947522,0.237227440928794,-0.473209945632944,-0.498514938317111,-0.327383905319661,0.543116138487067,-0.0163860908933156,0.662619468408663,0.329080355216305,-0.320275815882993,-0.434814669849843,-0.473472995227706,-0.44476105211988,-0.344181067674064,-0.682886492422047,-0.353192572112
