group,CD101,CD11a,CD11b,CD127,CD16,CD1c,CD2,CD226,CD244,CD269,CD279,CD28,CD3,CD319,CD326,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,Ig,KLRG1,TIGIT
healthy,-0.0728636638318016,-0.433282148330488,0.0866279615338425,0.381946200059714,0.0782528605747441,0.0042154766689386,-0.131422169951928,-0.0818109772036596,-0.426792287552586,-0.203107510464177,-0.220664956421251,-0.0696436872784292,-0.0197601063451902,-0.14212628881782,-0.0866017985672098,0.163990486954705,-0.134482854410864,0.669135704556042,0.0002446538223389,-0.203201773499099,-0.207657903868064,0.143837593965082,0.0867437728194113,-0.140644383813009,0.163747029410938,-0.241328268632327,0.327545888200907,0.512128897668778,0.238259981659303,-0.14274610878016,-0.504053919423576,-0.383208578974423,-0.129704955376259,0.0587664893343023,-0.449648845457318,-0.22754045195024
healthy,0.30743940514182,-0.0343054643093714,-0.0738931530414371,0.537941247954836,-0.0673342108054879,0.0930507901237115,0.229136740302786,-0.25337273621354,-0.433915358651173,-0.0608350620231228,-0.195417908754026,0.561338999848431,0.189295027621669,-0.302672884738242,-0.0286439287242266,0.0576096325518059,0.163100207610153,0.26625527640608,-0.0947411569565266,-0.16402075253539,0.46627941253056,0.572355763139771,0.47806026053009,-0.184591847547287,-0.509649236509713,-0.0989021638342662,0.51713381687302,0.5825242370778,0.406909047838059,-0.450821439844311,-0.195706282577433,-0.0872910199032222,-0.285979145643556,0.0237800741559209,-0.462415249625518,-0.241460786446266
healthy,0.301433664526607,-0.382813914402108,-0.269702445584198,0.354706519509738,-0.394653299053432,-0.249062132368215,0.0157869418391471,-0.464972434814602,-0.643675048485066,-0.3533623756206,-0.397246954918391,-0.0079226026666125,0.0335074463825675,-0.398498407860325,-0.306840395176096,-0.0632553576130587,-0.282445566971745,0.457706244504641,-0.242096310288494,-0.299813060817392,-0.0560569965368849,0.425564270755403,0.251311922515217,-0.485832816746479,-0.557000965730184,-0.455703022697821,0.526314662975282,0.512945262337488,0.589640308876859,-0.47704060121645,-0.628494061879455,-0.270316837780502,-0.422321845154417,-0.315082246590616,-0.768666229585018,-0.449869816783796
healthy,-0.0152006883507077,-0.0834621925140021,-0.104362420191112,0.267523551775435,-0.139614896356256,-0.047215516210074,0.0851084203279536,-0.395223702075771,-0.0824877433058108,-0.167417067336692,-0.080065019504716,0.394591879048872,-0.166154962147452,-0.126566255298629,-0.126698462190377,-0.146551521344207,-0.286263223183102,-0.257581410436467,-0.0027188163610699,0.0884813348921411,0.328461131608313,-0.180326188827204,0.0505800628060657,0.228568802219138,-0.85049052569014,-0.180178424188982,0.062400280798323,0.307353632143009,0.0752786490162736,-0.0260460731908226,0.0463524135746825,-0.0904152292209315,-0.425926562551424,-0.0753457683709818,0.107872575762888,-0.0708941897405855
healthy,0.0370745229970025,-0.0394341453908691,-0.0137971957734544,-0.0326586378853453,0.112387142853101,0.109957541899461,-0.0788880540108985,0.110123424303103,0.246353247374857,0.135594076787597,0.0070576490138296,-0.0739214282510693,-0.227134765298901,0.0698364791364448,0.0602489182733386,0.0102259764265609,0.11429727504409,-0.192257891032353,-0.268195943560958,-0.0090064538516682,0.0767240464356606,-0.219261214830988,0.0966719636337645,0.106215897924369,-0.0245257647992677,0.218418422165992,-0.260712639423074,-0.0935346458009513,-0.231618747743589,0.269236265606164,0.186388787595457,0.0611026667496769,0.113918526357997,-0.0234942178846394,-0.0371544381551413,0.166491614137274
healthy,-0.322863653727562,-0.327660549300041,-0.129362151282107,-0.0448058935301901,-0.0673549242349773,-0.0627147792057068,-0.522272684526135,-0.326399298119571,-0.175212787092259,-0.12348036891715,0.0240038771550274,-0.14624317477863,-0.341133005101559,-0.183431144824709,-0.181227831297856,-0.0609299689579332,0.136975079049937,-0.0098396486097078,-0.197728856702305,-0.385701593551424,-0.0251997357322384,-0.206224806429578,-0.377423615539913,-0.177619047674832,-0.243798505138976,-0.196536222105898,0.036414827726245,-0.0227443495083851,-0.644802712020447,-0.130032026583196,-0.331912507291916,-0.351881266875558,-0.240311698578123,-0.103884958489117,-0.374976586591471,-0.0520581116214015
healthy,0.062238265642535,-0.474004144241806,-0.11367732359598,0.651084705023039,-0.0626288853489895,-0.0622370770088586,0.311712979923371,0.357162125064035,-0.647988558449765,0.0969485557434769,-0.232170575960281,0.475086177146504,-0.295814765676956,-0.228931708144831,-0.0097554189584792,-0.0275138521328971,0.0382034124463391,-0.265429015387503,0.125060774151321,-0.243923021856724,0.492807511015912,0.568310019357765,0.618323322083035,-0.29744551189245,-0.335353472099426,0.166592603396929,0.572721374435574,0.397093945140527,0.186931123343689,-0.171538663150493,0.100981687303811,0.107846075010471,-0.149973491412481,-0.0002295805738153,-0.700909178962256,-0.434441358838474
healthy,0.0821729249219083,-0.370838361886952,-0.0196627954336938,0.350901960671215,-0.158325856262487,-0.0230492494960298,-0.265416869748846,-0.373594372051222,-0.295296529129603,-0.0154324835730609,0.0727822800174744,0.360406415828945,-0.174779753875032,-0.157977902130281,-0.0042006560207062,0.224021459701781,0.147530206856851,0.197063956798194,-0.070080702351431,-0.241294262917835,0.382631903347951,-0.0252336186140161,0.048689875438053,-0.014402045570689,-0.459176074247533,-0.0900032143589586,0.356683133549382,0.344901727085319,-0.358029001072792,-0.248930616124776,-0.172114584818298,-0.320227159837548,-0.203324876359652,0.0605140286845782,-0.395909978807519,0.0253096527030065
healthy,0.264140402980359,-0.0873561717631977,0.0339339964049654,0.690990976714677,-0.012434602056643,0.0650528947436815,0.297792530897155,-0.200078743939931,-0.359718608894983,0.0641202074313992,0.0795941197414005,0.634027695863241,0.0813420796948438,-0.222802454614377,-0.0925715557812259,-0.0642393909498532,0.116039641921386,-0.0396225576717216,0.0299216335299468,-0.0946547477837009,0.490405726169847,0.597548627157547,0.420749431604231,-0.0473226018305628,-0.497589733223725,-0.128122740769912,0.462583086910206,0.490295794947691,0.270582872417496,-0.29243026356144,0.0654958672389762,0.0469107652734212,-0.378037991297029,0.0230623956476321,-0.375408811226693,-0.0904936667948468
healthy,-0.0785679359433787,-0.327061480214766,-0.264057930510191,0.540454830396702,-0.116529821229368,-0.251046144519348,0.0828878809691099,-0.198754080676043,-0.543526962097978,-0.0397006349014064,-0.312545958489983,0.270830650464311,0.100838022016692,-0.371322883469033,-0.076547953489943,0.334211965661914,-0.141971300100837,0.758885600162395,-0.482163461739669,-0.327910193865604,0.115987327061672,0.399313430407864,0.343335876987493,-0.389423995720415,-0.509961977261384,-0.353236925037733,0.513662496003695,0.754050088088093,0.28846365901983,-0.393437661321048,-0.512162326097269,-0.391151901212936,-0.481194350446882,-0.175291476919318,-0.6772985977529,-0.48992665278594
