group,CD11a,CD127,CD16,CD2,CD226,CD244,CD254,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,-0.2503646576491,0.312753500555923,0.0499147852713107,0.0077751033026287,-0.151973577229107,-0.304116505738219,0.108845339702404,-0.225807887149189,0.04365874170443,-0.0887725878491791,-0.0219380739925862,0.201714880850955,-0.0844743312016926,0.612297057331518,0.0260676249135271,-0.196632481761503,0.0416821235247835,0.052618164549532,0.0639164641827241,-0.0339955016010413,0.14466994153804,0.480020034917296,0.404785114327431,0.285175027564728,-0.0787913376843878,-0.106752041642145,-0.295896776854257,-0.253594543897644,-0.0178663179833713,0.11995525579183,-0.302464030243959,-0.223809551519748
healthy,0.349775665270021,-0.395354243611377,-0.0705298943581872,0.126838052798446,0.346512301336067,0.634543812582913,0.0770662864665407,0.177011657206392,-0.313394474163206,-0.242229468307162,0.396923908785685,0.0006540102467281,-0.135547479380311,-0.342373311953246,0.168300544156455,0.277897170981278,-0.16723875693367,-0.348718887352967,-0.301308837256907,0.37369948965582,0.393708590204694,-0.489851152360085,-0.488231374918931,-0.201870383242546,0.0918349897104867,0.38919089743351,0.359736930022814,0.355595822587596,0.256966970066806,-0.133835159209373,0.450833497648274,0.337531595145746
healthy,0.278603723334217,-0.476571823854222,-0.115355122377096,0.054705054129048,0.167523379253755,0.493116829390437,-0.318242585836918,-0.0700630954015929,-0.283429069238177,-0.12122156583269,-0.0849982500423853,-0.183562932381221,-0.0588330577766402,-0.3879446334619,-0.100542679900099,0.380064423553002,-0.154945842775857,-0.423507283400218,-0.360690809652663,0.305947362273574,0.214483875154156,-0.371652755334698,-0.331107710506177,-0.330301187238238,0.187848436592313,0.196557781268153,0.202463839401689,0.416161594516213,-0.215546971570329,-0.527593239169567,0.49358721219952,0.0121504206909123
healthy,-0.0531893746861495,0.390774015078228,-0.258860883918434,0.216098826576913,-0.315582971057237,-0.14757037495741,-0.117411597481408,0.116734366300211,0.444603777187116,-0.109262608814379,-0.144063291965743,-0.224476979942476,-0.11436391902074,-0.420269645877192,0.0673974568332032,0.184240771629198,0.45094521239886,0.0731451022648995,0.165885667188319,0.283969112926662,-0.834910011524168,0.0405595989295757,0.302200388740277,0.021406491556643,0.216930345537346,-0.142770097852471,0.117032910469609,-0.0170257813657347,-0.427389471084113,0.257464207307137,0.325041870556111,-0.11011801487858
healthy,-0.449294430884368,-0.0750111722950291,-0.0385376408211768,-0.491835175615889,-0.637279038727729,-0.393079104187608,-0.251355301030667,-0.620313712307316,0.139154848559963,-0.0491947045503587,-0.317297806563317,-0.113662671746692,-0.217251160494038,0.60178717445091,0.0805735736787196,-0.40450634434785,-0.125779262045414,0.0979731831938378,-0.227907564809322,-0.40012110212401,-0.285906053202441,0.543912833408552,0.149071669450335,0.006364406402145,-0.0608239793498205,-0.419718944030914,-0.657244086949375,-0.678255695599545,-0.105640635598109,0.284514693537661,-0.435634831610296,-0.321361607285682
healthy,-0.0093842662119004,0.313834649961977,-0.422006881777923,0.0036215409736601,-0.15173461399335,-0.186351331685679,-0.118603103575213,0.256882179496974,0.394391362917211,0.112316649653816,-0.183264365373636,-0.0437850817280518,0.232917760822406,-0.227083400450862,0.0591227482789182,0.033511676913218,0.489552987562451,-0.0228216037209136,0.0922444629727333,0.149780864148304,-0.668187201715073,0.242210346638992,0.386193028466787,-0.210497342532022,0.0567794066236652,-0.213930481558281,-0.0306618679102509,0.0673261136151768,-0.361586928638393,0.124288977864733,-0.0523453492500366,-0.038993777296408
healthy,-0.569800312638365,0.362754067520946,-0.137890654503616,-0.0501116966575063,0.145284802317481,-0.741614188859767,-0.126253186027903,-0.28231337819172,0.443354031380592,-0.499921080648242,-0.369924687583046,-0.0385066103777455,0.0284330524612689,-0.366277548371334,0.115961947106189,-0.258170654316107,0.38597304647178,0.312461501556762,0.29190930023352,-0.390320326304886,-0.493676999463359,0.462554855701664,0.0715088100122508,-0.0502035382918829,-0.397502673465936,-0.348736660649743,0.0654035595751164,-0.0737312299239813,-0.223849057733234,-0.162741691529273,-0.72462185943258,-0.383611636972829
healthy,-0.574362607449364,0.510367609742342,-0.481311918731573,-0.13721324266817,-0.702018364090891,-0.69853016800014,-0.0785251069986386,-0.0435892073356833,0.513432190851326,-0.0861640349553818,-0.355203032259607,0.135047085812982,-0.0689908911632059,0.403944701446355,0.0119184692298364,-0.435844171117625,0.36575655863515,0.27390994347723,0.166421746002788,-0.29710695455266,-0.837160327753582,0.649567153374759,0.618809790917119,0.194989113978453,-0.370983137805126,-0.627127689026666,-0.543354358876479,-0.586272330166844,-0.4400681966899,0.624972993137607,-0.651254587745059,-0.186205377918675
healthy,-0.235566047632334,0.524219666608595,-0.0576723833155529,0.192428952907631,-0.128818320995808,-0.522311655668227,-0.0368988596949322,-0.0874262869138069,0.469104169044754,0.0210982332659406,-0.252514417721892,-0.132253783307879,0.0063692762012257,-0.0015985232159755,-0.0719249503619609,-0.157295259085717,0.422649173328632,0.448282948396123,0.341808096874531,-0.158634257163823,-0.502116688459336,0.463214202433882,0.512860646338002,0.328628832148067,-0.231700750440667,-0.319311488951907,-0.188353471742874,-0.120466904443855,-0.305852365542853,0.18230597870699,-0.514635076413855,-0.273029754102214
healthy,-0.54048780953359,0.460482110957955,-0.160223053117889,-0.0695230654019024,-0.335914426654463,-0.683204618478235,-0.270368662982714,-0.394348731516949,0.194848034399035,-0.128047682897693,-0.488943246326064,0.263509443954999,-0.244000702048158,0.631409403104245,-0.61559646043865,-0.541407712083633,0.0158789549853304,0.24672328085678,0.159737331948245,-0.553831751054634,-0.607955761149182,0.536766370267976,0.658328660235068,0.165506642816503,-0.45289071580217,-0.499387083529412,-0.631676757903499,-0.564898586559484,-0.605409248123366,0.330815482900935,-0.816653804838619,-0.599874024184651
