group,CD101,CD11a,CD127,CD154,CD16,CD195,CD197,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD8,CD81,CD82,CD94,CD95,CD96,CD99,CX3CR1,ITGB7,KLRG1,TCR,TIGIT
healthy,-0.393523923704193,-0.6051914101113,0.01731379236837,-0.122273446502693,-0.0577146609688639,-0.368670257770289,0.298046160599514,-0.48602037020597,-0.212365491721559,-0.536497587756634,-0.560113262760366,-0.172354322111946,-0.256704867776036,-0.354626044172453,0.226407119346728,-0.466982906061095,0.60839622559818,-0.276861778479813,-0.167074568108265,-0.629716278621672,-0.280800585774447,-0.135514166450773,-0.0455495543465946,-0.485175347990906,-0.058912963594241,-0.458748511451242,0.0742172165864976,0.418956528499775,-0.0879504294194676,-0.314919986561869,-0.376196967326153,-0.322896910711515,-0.0676995662314512,-0.63925278518229,-0.179100297837601,-0.548274237365298,-0.410253241798835,-0.0171987999067209,-0.528406368557133,-0.0480514295994527,-0.41188152434636
healthy,-0.34037518193363,0.318648956011113,-0.460701157726847,-0.0708161663712356,0.0850058638842203,0.296020442318637,-0.376087262810592,0.0224913121030405,0.359889427476351,0.666048039478331,0.354422344309216,-0.413311534427788,-0.0855001983619118,0.449974601398632,-0.0347449633531822,0.144342033970267,-0.364932831749484,0.187277542008711,-0.226174001884946,0.369437817047545,-0.320465583513998,-0.44631607161407,-0.390847865541944,0.391908497618251,0.657749026137634,0.246551273852861,-0.534660855986054,-0.544186877875963,0.0594366181233444,-0.195713157216968,0.136308083340682,-0.0058174690778637,0.509403689617138,0.407463896547441,-0.144953171227071,0.377854121401344,0.387139877258165,-0.13719184436905,0.708704084534734,-0.206270107617998,0.431555981896479
healthy,0.133821895735351,-0.352592116103202,0.094448173826866,0.433389035915321,0.325940062256492,0.134908230854272,0.473531630667696,-0.39548039845308,-0.120189313505943,-0.259822115064071,0.171884372433664,0.180419974563029,-0.0470200908996705,0.243973198523804,0.261762042179878,0.0610133556340948,0.0542456463427131,0.0948161304882042,0.0299975804689452,-0.472815255158055,-0.0213234549269982,-0.0019415991567635,-0.0602513337220466,-0.258882854527207,-0.0824216390018109,0.321600741424682,-0.1243740192609,0.0017236975520944,0.392673191912727,-0.386417928160908,-0.278652079870718,0.239822458050482,0.0380259571019669,-0.0050536489521521,0.0803092265782127,-0.536784637658946,0.368098971267148,0.508555225464216,-0.233852684979413,0.0304226078742315,0.164826951158241
healthy,0.0099897337376579,-0.0732266279680891,0.325937217377505,0.0355141001990849,-0.0874958230840227,0.261723552837954,0.0006349302213151,0.082335569350866,-0.32040622119625,-0.0924486107547851,-0.0064873289137871,0.41591333355506,-0.148165326682931,-0.114272475904441,-0.0835367771406188,0.0542578891057997,-0.227002794226574,0.0428726513315103,0.144219388482458,0.0703541147177044,0.364959705746755,-0.131989223432466,0.0749709468997442,0.266028050262045,-0.719240234072937,-0.115677242608082,0.14214767569276,0.329769317034982,-0.032745234754217,-0.127157078575943,0.126540221748505,0.132895895225855,0.0557380439582892,0.0821189897787769,0.173596871015998,-0.0496578110650296,-0.348016548631096,0.238639656313216,0.101803431736243,-0.401267114818656,-0.0086067748633517
healthy,0.367340856370953,-0.230543411846443,0.553431936904084,0.0380889410458285,0.136402642766489,0.045978571482966,0.361248241030525,-0.0172488015293681,-0.189554411391963,-0.286474364803127,-0.493483139397389,0.30464096365155,0.18084791746674,-0.154558387366684,0.21054297284328,0.0938391453353213,0.40987690934486,-0.0268054420890562,0.364818117516768,-0.392541299155472,0.320123211144061,0.227019002480275,0.202393581086094,-0.145808090938139,-0.393842555833181,-0.0741974641011794,0.328029178364929,0.387291809999057,0.0541760168256183,-0.0737845811495623,-0.136298142487391,-0.0029095341232807,-0.187344132323987,-0.308126813981575,0.0845141493374902,-0.386355344451012,-0.0931676872226541,0.170873621895578,-0.555814665742867,0.189361729227128,-0.230552118525705
healthy,0.252653327429589,0.0527430367740726,0.236328893964417,0.0971156312959862,-0.150867698893181,-0.154553911176617,0.200829430748127,0.13685390117889,-0.109273540682993,-0.158538063965066,-0.32300685043499,0.288492865926708,0.140045934818249,0.0791608611918921,0.054760405997964,0.0587854410662882,0.080737685343789,0.0048681207173621,0.163409807057452,-0.0209525535644821,0.0242065013172931,-0.0122479005014093,0.182417549418928,-0.0849149864694308,-0.20810059812023,0.069268530576294,0.0510098823462451,0.213445693262363,0.0057572193860162,0.574491996860358,0.0718246767268908,0.0551732555247896,0.041032788536613,0.0460114098090957,0.0824544406896512,0.0314471789268114,-0.0692113631215963,0.121245207033311,-0.175197458012719,-0.0136614574247209,-0.217511287424501
healthy,0.017778317348371,-0.610031671101606,0.527917329536838,0.0417202959083803,-0.170928924484102,-0.285440640946755,0.192080599680874,0.185234092477118,0.341149915806427,-0.796736861947284,-0.228953312252466,0.570978190220039,-0.435102495709978,-0.310134960822258,-0.0539182004553136,-0.251685509744364,-0.417061104285099,0.197817340591006,0.213117108920917,-0.300727319046773,0.53692942099721,0.524896353334748,0.47790592628836,-0.388396674252669,-0.459373097443944,0.189019744709796,0.474060546517797,0.107113211388597,0.0017527452755652,0.190726200032441,-0.440338205568124,0.641358370193622,-0.306441997505676,0.152897274712815,0.13425958833018,0.0357652280586902,-0.226384453896505,-0.208280826236188,-0.806763142365048,-0.391966713851541,-0.526497898361974
healthy,0.268548969008302,-0.578451343611723,0.505005808963619,0.109651640322972,-0.362413155912568,-0.138089885255423,0.417681210584418,-0.244661937841931,-0.67020991006254,-0.631060444740993,-0.0364563840033326,0.515748561529089,-0.116640814824538,-0.333144828010532,0.234209299676105,-0.162917619780827,0.459344858033892,-0.0333217049151343,0.0999731167200632,-0.45163012384121,0.390762266204524,0.185869455773111,0.136564357183157,-0.248786787594796,-0.757067555446203,-0.31985768676021,0.681137379719641,0.605276968888971,-0.0252537814970873,-0.0629490705793633,-0.391658011334397,0.0384455681067283,-0.527282082002796,-0.503210377294584,0.0036406882231612,-0.598255863876856,-0.391170042500184,0.611225589498032,-0.668790070206797,-0.23733893898119,-0.137190415504003
healthy,-0.507623884682185,-0.0855204984739772,0.0455640939301548,-0.13287227927306,0.0525029596268196,-0.370519908623667,0.126775063829844,-0.425154788611266,-0.320207723850477,-0.280975939179878,-0.287934419971415,-0.0135675305094272,0.0930992527483468,-0.0843590522438972,0.0032080765811586,-0.116142803059581,0.24273689661417,-0.082783403211197,0.0094959025544219,-0.505527522670571,-0.0396331645216303,-0.129141262075643,-0.0877216500527618,-0.273611439028521,-0.017606552340628,-0.0916529344082276,0.264763859559701,0.122774547066582,-0.0090819805394619,-0.531389584413575,-0.175120272412296,-0.116452476459016,-0.241103503079776,-0.33638094836237,-0.23385215589208,-0.284295782622013,-0.091790791258974,-0.0466579797006992,-0.175349608542234,-0.0365034428677166,-0.163052960646509
healthy,-0.0620446952392265,-0.510767393351123,0.511323104105604,0.186357537971539,-0.12603649165612,-0.348183343807817,0.345814942050212,-0.0358088070363841,-0.247179934538294,-0.666953925151836,-0.356616587201849,0.180108191208172,-0.0970305983643651,-0.446426535362839,0.264708628057013,-0.275593704353921,0.679657858825932,-0.587403297807306,0.205215898798985,-0.508315722776554,-0.0087057147440726,0.296795165556124,0.18965840225609,-0.553252580596015,-0.55461901109608,-0.448760108344088,0.545466185595395,0.68868628589092,0.174554953768197,0.217802683211933,-0.427820127238903,-0.175473844506422,-0.472102729459107,-0.634502501396964,-0.0599700800671407,-0.564128635540705,-0.528004158730062,0.405354933241501,-0.806228628217076,0.0176121083736181,-0.55388274600304
