group,CD11a,CD127,CD197,CD2,CD226,CD244,CD279,CD28,CD3,CD305,CD319,CD38,CD4,CD41,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,KLRG1,TIGIT
healthy,-0.352524504238705,-0.106900534284418,0.276296806858299,-0.283275477452164,-0.170186708403571,-0.24418341466383,-0.234348028627981,-0.168441215932565,-0.191141579146884,0.129995252370307,-0.168607813219718,0.235211671888075,0.106827955506504,-0.132302608622313,0.377202798625101,0.123928280238486,-0.298214174086691,-0.199704068702706,-0.0741533061435092,0.100588201216431,-0.288707277509295,0.143381934331335,0.188855415794328,0.274497365135092,-0.328448222721145,0.0566892964498077,-0.395302609562747,-0.43184007785591,-0.294200665046332,-0.587998919406739,-0.32621906214427
healthy,-0.203159786736727,0.515626892305611,0.426341173577846,0.0439841001885976,-0.329724184612786,-0.542932154436618,-0.182030455728757,0.498990785793079,0.0930566550131269,-0.0639631419801008,-0.337535189726604,0.0156983867078796,0.133624739495965,-0.0254109344734362,0.290557006835864,0.285234023482341,-0.239531700728301,0.395388020276833,0.523930254919838,0.434057611796449,-0.302122717122979,-0.618898387105722,0.463299150413692,0.566283132210921,0.286637834139645,-0.47999333062931,-0.309830649958249,-0.232889062575018,-0.337216012359978,-0.61013453009796,-0.274576614550409
healthy,-0.369125797748733,0.391400899325378,-0.111030404109361,0.0352798830498353,-0.576839962009022,-0.736874751440247,-0.359415561580901,0.0914686172583189,0.0085140199945917,0.275112359611909,-0.496703684153136,-0.112479472366324,-0.252778940179642,-0.23351110374692,0.295807336430118,0.113602644963703,-0.364280144582751,-0.0908785040231756,0.490216138723991,0.25767642158783,-0.543201448222534,-0.710860843803277,0.307493022375245,0.376423648743144,0.504682653340462,-0.619637199476121,-0.643361264714799,-0.26166002787313,-0.539409826912551,-0.746046361264735,-0.558547115360139
healthy,-0.116842605157588,0.300465001757614,0.0278202373616361,0.0323053268950216,-0.273441985198068,-0.0594744989598216,0.0046966355012372,0.354416207646126,-0.155525945533469,-0.132974452204165,-0.0868191131449274,0.0052023299916086,-0.0746036938023602,0.0994628417988436,-0.16535035760543,0.179966619713939,-0.0409063885387445,0.315280354144487,-0.128581669918296,0.059781685911041,0.244513451961595,-0.555018885239203,0.0980489667178779,0.266973080606421,-0.275934039138071,0.0860714288256874,0.0615689306566345,-0.0838951525419981,-0.244562525304509,0.0134615513183227,-0.029155702559104
healthy,0.0490781049707099,-0.0144491953055914,-0.147358973567062,-0.0683921738759394,-0.0635749618975019,0.0863154151351868,0.197529204453278,-0.115045364517773,0.0086664515404843,-0.281750422669002,0.142120122815909,-0.235191906249322,0.0431906753622829,0.0011339708157472,-0.390041477758929,-0.154921328598087,0.0530769195646194,0.0369543382125552,-0.0671494600739431,0.0544072685559197,0.0768743152230419,0.0788568544017622,-0.108346279941999,-0.271773317560854,-0.25256890052131,-0.004713262690282,0.192523916084588,0.215580425817558,-0.0283660711126447,0.0650899006222216,0.175887456837336
healthy,-0.231440957988482,0.25084070054996,-0.0920578418356744,-0.0959054818917264,-0.282655779712248,-0.135352785210917,-0.0328872139026276,0.2398352822946,-0.137179909970841,-0.0458559126731742,-0.161052071798302,-0.0657191121417841,-0.0186321207238626,-0.114054153233325,-0.065586378709645,0.0810790317530284,-0.271951201511364,0.113660538083367,-0.200595094715716,-0.0106983227459066,-0.074978670716136,-0.671242519332751,0.201713016858166,0.392297374428298,-0.0656607783089108,-0.0619619848399174,-0.205525241297248,-0.0757841181303957,-0.383848489263109,-0.401396735113424,0.0062718586237328
healthy,-0.553944618385188,0.688978288083876,0.29106339241945,0.165431617143051,0.194520656547883,-0.727889479377438,-0.178156801613801,0.485958795863214,-0.209545917883144,-0.149870196337399,-0.358204609823975,-0.0222166670738541,-0.0489430520032915,-0.0427696556144198,-0.154760842353668,0.282479357763729,-0.331756455348072,0.521950956930279,0.561178953237098,0.429512772961357,-0.476613591806792,-0.422240797130759,0.393551952832738,0.19138029472661,0.222019793286855,-0.331701580057164,-0.0863325722371445,-0.161775779666395,-0.236230886440401,-0.738019398146471,-0.49954646546588
healthy,-0.448044599698736,0.441389363425782,0.31879423402342,-0.22689751025066,-0.491957896516222,-0.41629524909016,0.031670982021832,0.460788608466419,-0.118745733132714,0.235723049751407,-0.227409246684374,0.265996803478924,0.129827048984832,0.0193939407639593,0.326898494452526,0.115103740715524,-0.341470322932053,0.403904792764789,0.104428568971783,0.096201649812832,-0.0868084226298887,-0.558467416648673,0.483173230469667,0.462312345671178,-0.307558558009651,-0.370488156051216,-0.28362368020814,-0.424708235726302,-0.273699635108474,-0.467628919286598,-0.0311071189209332
healthy,-0.351443636755991,0.461491386627268,0.219328168957523,-0.122872839901478,-0.470887453160441,-0.416541403004008,0.0804088232041221,0.439750668615418,-0.118372624411564,0.0505858016624064,-0.425047060990245,-0.100222406798907,-0.0626188520160632,-0.010273495185975,-0.221571573902514,0.0906419443858549,-0.264846773420952,0.405641262000139,0.270751917043531,0.152317266116537,-0.122247560463211,-0.66485737231488,0.310049749181426,0.376143292379206,-0.203333473419276,-0.364756437839501,-0.0975097302559165,-0.218587560962013,-0.445510501248174,-0.383720018822175,-0.378515902244786
healthy,-0.266877163553013,0.43056606895902,0.457686857023053,0.0449677352925545,-0.104916377918489,-0.546921666105002,-0.196056694722083,0.20316779140535,0.119753537540532,0.606056612576825,-0.248205721852824,0.423567270494068,-0.175981100749944,-0.17265242214987,0.677675016864391,0.227199859740765,-0.311551124005687,-0.010177310122803,0.378934265548647,0.207611044440797,-0.450466858616356,-0.291610876598367,0.357494060292371,0.65584340057199,0.332906383427236,-0.317465898520401,-0.468113971640324,-0.38195025225282,-0.317069533183923,-0.679002980474412,-0.309112669148719
