group,CD127,CD2,CD226,CD244,CD254,CD279,CD28,CD49d,CD49f,CD5,CD57,CD7,CD70,CD8,CD82,CD94,CD95,CD99,KLRG1,CD127,CD2,CD244,CD3,CD38,CD49d,CD5,CD57,CD7,CD8,CD94,KLRG1
healthy,-0.357506025764535,-0.289670356642716,0.0502437794938786,0.165061462790945,0.0464708123159664,0.0289333248474307,-0.29245547299665,-0.0192280146037617,-0.048418192486403,-0.222512326960956,-0.0941508966078741,-0.331245408679952,-0.0573819346045626,-0.406338067274553,-0.128334534534556,0.042953645074066,-0.0139243276272864,-0.398997716914366,-0.157998735944806,0.334795789091508,0.526409834966616,0.0618313331423587,0.177712149074042,-0.115274325624722,0.305220138978504,0.333375426463225,0.105893634009383,0.180518765833696,0.4736741715684,-0.0941649924843646,0.457545820888772
healthy,0.100996644951489,0.0816111923641203,0.258444585886851,-0.165984777953363,0.0717649751287826,-0.0771165177843068,0.179302137264311,-0.0869580683433493,0.371138906243235,0.396325765259838,-0.0563402677105971,0.0769292468913344,0.172486537116121,-0.0503896872527766,0.290809503351937,-0.309743219433958,0.033466206256758,0.0193726371652853,-0.394387050202031,0.330256635258745,0.0686764809510023,-0.46584556100208,0.131242171673987,-0.070610628389383,-0.176245212920685,0.394824616611603,-0.337982546283803,0.566901556895781,0.464041990268617,-0.402867750242827,-0.398860064099957
healthy,0.417022512167094,-0.151218133669645,-0.315045241985938,-0.612413323702593,0.278701107776737,0.0172647513951377,0.370771969638801,-0.481594952232308,0.0619057002122972,0.368628161536682,-0.417982233047418,0.275215984069591,0.256538547268084,0.154555339284221,0.19251998621893,-0.275121379512897,-0.263746526545579,-0.56148649560381,-0.594003924347727,0.524913691737608,0.109344908980093,-0.646668368359485,0.13691985930198,-0.139274314326454,-0.304798149386224,0.54174358547575,-0.621015265703348,0.396461343256102,0.560324991672106,-0.557731299410964,-0.645783382248569
healthy,-0.517658836664685,-0.467978082199248,0.138108310920921,0.0044258735422782,0.0090397684472217,-0.211366827038598,-0.508817618441653,-0.278734778259591,-0.599545588915491,-0.28220454542223,0.743060404496819,-0.403860007934801,-0.0644048145971671,-0.125735170342643,-0.242445732066403,-0.0042400707061509,-0.256657590741107,-0.166230187425226,-0.514485265147804,0.474532709096913,0.392653309386948,-0.108279179756688,0.0530091112179896,-0.25151738864258,0.289099670914843,0.280420034939954,-0.770276089372894,0.323941655628323,0.112573419527623,-0.148555779056712,0.494900600218642
healthy,0.267187040993353,-0.183841656806683,-0.398424249796888,-0.461926636673805,0.0414181925994672,-0.428987167032483,0.262096973010703,-0.256054057994178,0.212977527649955,0.339029840197255,-0.473971973502829,0.502757329312833,-0.129032820833427,0.0148035989174588,-0.0414732833663849,-0.521044420334309,-0.35172101306542,-0.33896949693429,-0.422942355603748,0.503480351248147,0.105437068299772,-0.315168099070317,-0.119211740243523,0.175829058296436,-0.126315123230158,0.217000255328923,-0.346489530100461,0.203893555919953,0.0553397326034925,-0.197686229937136,-0.35075799442537
healthy,0.488195817249157,0.260805503790344,0.130172344711296,-0.0437715133988087,0.111152272766058,0.245505440318027,0.496782760755991,0.29233319207588,0.504489267439231,0.164506897963307,-0.417544146663949,0.367360510084297,-0.0453875064586857,0.0106914041003455,0.378822337587026,-0.303489782698241,0.204053503824269,0.230619608106312,0.0300850521336159,0.482667987497611,0.0979182416738527,-0.0524694811250441,0.173434235219086,0.0085764029671304,0.0845061724043443,-0.0282068814270148,-0.747887564988918,0.480005910979794,0.0672898306321215,-0.0441977748163561,-0.0849767511032058
healthy,0.613521511182695,0.397845924135913,0.468120934775171,-0.646897205494182,-0.0221439234974922,-0.0568626104876753,0.719143400639586,-0.0684732358741603,0.678563266468677,0.483281087336381,-0.420070895113808,0.233514411630776,0.0402498711588128,0.381499680629213,0.700987374765061,-0.323030524314462,0.417170870838741,0.298239195393035,-0.668646536699926,-0.526574903186511,-0.192458748040056,0.783129258868664,0.441935570102549,0.110001277129382,0.212981245277746,-0.462152408578103,0.486473112025582,-0.0657992028249429,-0.270865528507704,0.377268286525944,0.803425035076065
healthy,0.389548107078975,-0.0771276216798879,-0.63191051217496,-0.652416283424214,-0.0923450028950657,-0.0862028532378638,0.385440819753963,-0.357844491518813,0.227108552743363,0.260527887701844,-0.722641909029363,0.556498586440199,-0.0786231041687564,0.436810963399638,-0.0320275840966103,-0.56340367216644,-0.549031501615627,-0.537801367306865,-0.63486085359903,0.451385181180263,-0.0878735574869314,-0.685731748846496,-0.0683561030639177,0.101982269163412,-0.410351711370013,0.294052595001072,-0.771969081353108,0.590681416029418,0.350337310923679,-0.614733089965891,-0.644806424514697
healthy,0.448862137750886,-0.0164315284706753,-0.141960172281841,-0.533909258356162,-0.0990060134881996,-0.138603881930278,0.309313971195196,-0.159035537007956,0.433828722490594,0.261593479788262,-0.601290530384499,0.34885685080554,-0.0219430243857189,-0.0883303255537666,0.163156739923505,-0.118536969685715,-0.124792813112965,-0.127476348962304,-0.503835782576639,0.526359742739255,0.0914787460256695,-0.464646539929829,0.0582397012635225,-0.176464140980573,-0.262339226402135,0.398122525559752,-0.603586996879755,0.59615666413489,0.233103523618318,-0.300027300574966,-0.341035140859527
healthy,0.380245134205246,-0.174137166652377,-0.367761151381929,-0.717272129666594,-0.261815815890797,-0.418903104439519,0.11632690149757,-0.560308119025396,0.0351356517172759,0.0865401948304866,-0.568882182906326,0.531670905280512,-0.0344267913179551,0.0277318910543498,-0.166028436134702,-0.526635590589902,-0.644751344700512,-0.584573247742332,-0.842799078556566,-0.526616203379175,-0.0157112137776563,0.632053872486469,0.0920323065212224,-0.224416900321736,0.443774162011984,-0.3165120704302,0.524382190391963,-0.719713100854866,-0.298524540874217,0.48630770454835,0.754192562015636
