group,CD11a,CD127,CD16,CD195,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD57,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TCR,TIGIT
healthy,0.459259827339709,-0.35140799564645,-0.0045849127683917,0.365199228226454,0.174371496733586,0.0072862080380529,0.415604240138716,0.550596113226218,0.0814070126029485,0.151578430445613,0.254722782333405,0.112079076136331,-0.54621658626933,0.191511174419917,0.031244193812492,0.589729494071348,-0.0103414240215042,0.0048692289179302,0.0568390433878349,0.0830837554393165,-0.1532754122126,-0.421528786541216,0.132951386440582,0.0310666315875879,0.49193031742997,0.510990883244876,0.193360458438375,0.156897375887936,0.417384765210186,0.134025894731674,0.556749176028878
healthy,-0.32607131941981,0.347671288405628,-0.0886978209666031,-0.291720230180858,-0.0792168926326104,-0.395725920429163,-0.623513342767124,-0.235023621124311,0.306386486790021,0.200276515455615,-0.422124356908503,0.140618305469709,0.328259150849959,-0.214998755867644,0.13408976090419,-0.326715511816622,0.153254322133618,0.408800085305411,0.29346627518943,-0.569001563189062,0.504494930024557,0.467405774518462,0.23423428416483,-0.591439988515274,-0.424858156283544,-0.393395540554578,-0.339102086832617,0.133753924820985,-0.604280333408284,0.30251091552831,-0.395487544998248
healthy,0.47477391492916,-0.397622393621661,0.455063231655427,0.428791384545642,0.0209743612967981,0.531891047209968,0.762172865958674,0.401954677877942,-0.0574952542267397,0.0078689680807463,0.450065120281005,0.275032853962925,-0.346495877773956,0.261547125061976,-0.0962439023838449,0.454072669443997,0.0921073177776969,-0.450249211593936,-0.221834224982367,0.667155367387248,-0.374253621208291,-0.43919105256407,-0.484165325742554,0.542621648469408,0.676965937078707,0.390626259552289,0.447979881464035,0.0102264834998893,0.773436296292214,-0.0644350481448356,0.541450767363177
healthy,-0.0665905077770907,-0.464276198918106,0.250960136123674,-0.436240941440684,-0.381166752313554,0.198440410801792,0.0198811875371353,-0.123460692213937,-0.517062515618588,-0.0684703235131733,0.110233231078781,0.0720082122306762,0.304173169576082,-0.0994808239651313,-0.216303357772613,-0.28261098425524,-0.546495128968838,-0.146316490736238,-0.286799650000646,0.819253515177937,-0.175664525547112,-0.431838934839823,-0.137799162155954,-0.0432525582115144,-0.213657795679763,-0.130237083956157,0.364157405209629,-0.319958605263252,-0.419770453146848,0.205078052370071,0.0345547045430265
healthy,0.0021217777295614,-0.176071745623045,-0.170917258065913,-0.0058058732355166,0.144140301387821,0.0094002091603621,0.161916977707055,0.157647380454888,-0.196695871004493,0.0909847596718793,-0.17171831002601,0.006646390073351,-0.226039867243705,-0.159747645394636,0.0056513894104551,0.0945599246527442,-0.0731839793298021,-0.0535629603138279,-0.0880440715869505,0.20662325820275,-0.235814026562264,-0.143165166076712,0.265852718610873,0.113801759895318,0.0490546742683291,0.121660191175561,0.138271236618042,0.0378411177442703,0.0632657668071669,0.0297825119876476,0.0567092061215948
healthy,-0.0174824204596726,-0.393273130559649,0.441045266304508,0.091391608520715,-0.174458671753418,0.105728866853392,0.179821030617215,0.0274577263706681,-0.380631602787494,-0.218709069531737,0.0553575479062217,0.153826374455406,0.131070040792723,-0.0930111167370701,-0.224401599473586,-0.0822663556505132,-0.162572020932287,-0.0077295353583571,-0.2715558530117,0.496709558315222,-0.127736494786326,-0.37530395468944,-0.385516394243864,-0.0334144353265916,-0.043024683966926,-0.0949190679350579,0.209462844278044,-0.168242146660118,0.129980039958071,0.0579733579167404,0.157450961504876
healthy,0.611269520950304,-0.658205420458865,0.182162407186409,0.337779100668438,-0.124130610971104,-0.204184406997239,0.774162612091697,0.240188773156264,-0.518793722357956,0.425578670630523,0.384941607126835,0.107690683520881,0.239715740193555,-0.0136105298387205,-0.180338937075647,0.183689547960918,-0.588797008696011,-0.445016870747516,-0.357003842259912,0.530502178172989,-0.365038718083918,-0.123909724024371,-0.172119236570484,0.31967965961628,0.0171040351981905,0.0887937269381073,0.291977066994747,0.178662322113311,0.755797218143147,0.360295770158218,0.566817131823438
healthy,0.558527593398791,-0.566852063701752,0.392987697574834,0.133253333367696,0.138992110140787,0.66753662805735,0.659013481779265,0.0444121848431257,-0.575754042680948,0.041890842677568,0.331910135133676,-0.0172375041545302,-0.51325529283443,0.0086518825835889,-0.160772925009788,0.426046018777368,-0.422209637502857,-0.297649421148828,-0.224602026821472,0.77640203078168,-0.740147226728356,-0.6739640913272,-0.0852852663528427,0.551323713889765,0.510348908168436,0.574541095202352,0.401248992334019,-0.661418590053013,0.661200064289228,0.140866280679825,0.152518545303952
healthy,0.2744859287091,-0.541842465504013,0.130667253572015,0.0412118329459483,-0.0093016579394891,0.425261032131942,0.436597880113117,0.0268231293761965,-0.515387582397217,-0.0409206172293607,0.321861421964521,0.0110037654072476,0.0624080553334821,0.105544538538415,-0.200600650490986,0.297491080586745,-0.453516405936641,-0.364122901240224,-0.276656102787207,0.726867185611163,-0.476073224934826,-0.453252382642364,0.0399160737565157,0.38470668327342,0.1140954292703,0.186103643649856,0.381753477870883,-0.272398020953265,0.374937098739795,0.10567659827289,0.350648560838803
healthy,0.513092624693015,-0.574269196291195,0.101135992510821,0.336058657832211,0.0596316747347779,0.206270176744247,0.697835405519914,0.319819417696038,-0.201251253362081,0.104052108172538,0.454247914905689,0.142941034191186,-0.650847961615168,0.567063854285487,-0.210145877788896,0.512589789686931,-0.0392124537507915,-0.300253168643095,-0.206789475726586,0.557481831922151,-0.449610000177695,-0.658501218484325,-0.155921655977942,0.440934949325542,0.629640034372841,0.572096684503433,0.518414876796707,-0.409544807285861,0.787861070883243,-0.0182330951608237,0.549660824388187
