group,CD101,CD11a,CD127,CD16,CD2,CD224,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,KLRG1,TCR,TIGIT
healthy,-0.30725307844284,-0.587068460335178,0.159423362645862,-0.109640179068722,-0.276751649988164,-0.434173983808934,-0.135977364434746,-0.406601436909193,-0.456763664458067,-0.19986129794222,-0.0155332946064557,-0.204902769328403,0.200444068494498,0.0306189985148924,0.623680046753864,-0.104308876724279,-0.591764103053628,-0.107594917890866,0.0503788909767069,-0.0078349721404105,0.433894805072941,0.26512014085715,-0.157953359187377,-0.26972668123057,-0.0926153989595407,-0.560078634593391,-0.543132034737123,-0.29397991152924,-0.581429622969699,0.107471659510214,-0.449393133840219
healthy,0.292696098403116,-0.247937954913413,0.414127662828238,-0.0243855411965567,-0.0239802703137869,-0.224539553162983,-0.272096396342129,-0.635405739499875,-0.484837285359847,0.380501770245903,0.208116510924307,-0.360981042957554,0.208405556526943,0.322418992341903,0.447455966941537,-0.0892676481537892,-0.37820154300341,0.380748602118055,0.386298523147689,-0.462413064682117,0.529941090916737,0.492425129453886,0.0298237879414954,-0.169783437740662,-0.379346800535728,-0.405880458376306,-0.381813699914567,-0.310852683870393,-0.595681580082278,0.349649230377933,-0.474215777857391
healthy,0.241067255578106,-0.12471534205995,0.294210109807541,-0.274979897406738,0.143004424159105,-0.331424614681693,-0.223637911850136,-0.338796624997865,-0.264210582845658,-0.0559135443457596,0.246261406419148,-0.236399204864874,0.0229117088996856,-0.158860540654486,0.508416079244135,-0.115237957772438,-0.199292629503449,-0.0657254978053552,0.467320139851779,-0.200616473242829,0.351076069679789,0.494585017251045,0.501087896171113,-0.134623956515766,-0.255225423012361,-0.441040619622328,-0.0710475109420732,-0.222584049075004,-0.448185617192307,0.296466081282538,-0.289843644138188
healthy,0.14247285302712,0.195028698485503,0.477882340671726,-0.237235687186137,0.539929504714238,0.2801698683939,-0.0183350195764033,0.0960109162373303,0.175996896156591,0.479783989924026,0.249671980137865,-0.0206006020380855,-0.17558675611882,-0.0186876220959373,-0.209211057930362,0.168489817978095,0.392023581026333,0.559967855046215,0.285615779699786,-0.634795694757716,0.156418976069072,0.428366301682719,0.345701526049999,0.367844706824007,0.113155817712223,0.328754076867301,0.29688523882077,-0.264039897621244,0.535748724932718,-0.0080381966279828,-0.0252701751283235
healthy,0.0645989098544138,-0.418395376310152,0.208080981472184,0.0161043674087222,-0.122046447710963,-0.0896070534679949,-0.591469275658471,-0.489149735357825,-0.712121564941692,0.314266941088086,0.0021808925386479,-0.301418030806057,0.0130128603386855,-0.193320898195624,0.58884718847777,0.126096699322727,-0.52316885676034,0.103683821110763,0.24071958735288,-0.349039915162134,0.5560777184596,0.438347307321907,0.203157869236197,0.0020739218272579,-0.531754036378849,-0.574277542664668,-0.570109842222387,-0.134215123585922,-0.529998256929204,0.0231976427286524,-0.288054222765448
healthy,0.0132800592492239,0.166313502868407,-0.0746049295633933,0.157169514916968,0.226409956821709,0.145161347107698,0.251654168239693,0.0975831808361408,-0.252567718196466,-0.25647003100822,0.199055165254613,0.145646067413979,-0.0164307539321125,-0.213490789921885,0.206980548200718,0.0560987532515424,0.143911796223306,-0.212308765469383,0.159814969617208,0.545737989966703,-0.0761415889459793,-0.284705073128824,0.460544852175333,0.0299196324976792,0.172148996500241,0.058254028607692,0.0379032562002597,0.390620270349779,0.230279482889245,0.326636433400087,0.0796223559191522
healthy,-0.0063335959971773,-0.509542217206107,0.618023416539236,-0.129400967835868,0.222952449204741,0.079419233845171,0.0806854057381819,-0.706065640915525,-0.132143349271394,0.55698806812751,-0.232800839086391,-0.267039696854672,-0.0833491589326575,-0.0184501663866757,-0.241937217548415,0.228204160833424,-0.218548801665386,0.564694361655177,0.474774887639196,-0.472096959104032,0.427121115753833,0.147010813996721,0.246036390148297,-0.318003055417585,-0.376885152238045,-0.0715352859264397,-0.179694185767853,-0.271371603089449,-0.608315635537654,-0.122730732887548,-0.379127182186272
healthy,0.493812933847163,-0.384431972290872,0.517972819483519,-0.314460736422232,0.11639466724882,-0.0775782037718597,-0.498705087776383,-0.586405957366173,-0.0692876499303984,0.50886574425774,0.113205542103408,-0.272770214607283,0.158690176770041,-0.0558749254378542,0.554065979741495,0.0676534650725645,-0.260276897024022,0.317034422262681,0.445676179920891,-0.592008295827867,0.691797127266637,0.650938964263605,0.492117109516674,-0.246456728430914,-0.478832323268498,-0.442697943759909,-0.404829587962977,-0.310168887226844,-0.551543236688272,0.131173535359524,-0.166857889398867
healthy,-0.0722281460754011,-0.0317825738695183,-0.525181406442889,0.0859465845268187,-0.191515813704727,-0.0091051650464928,0.49542117798433,0.121289552469384,-0.49061236744653,-0.712724811828627,-0.0045829377659559,0.0155870680482303,0.144248080663325,0.0021543549416545,0.440793992544349,-0.0512727448218245,0.0308263413661121,-0.319053526707178,-0.352250780137061,0.754073907128348,-0.214919486029944,-0.374914771273454,-0.180503850610706,-0.0386426760143017,0.395508516561101,-0.227286487264226,-0.0583752554201307,0.387410575587492,0.0527646595134315,0.0165865909771215,0.0379318311111035
healthy,0.0939282197798465,0.467181942817499,-0.296437512626292,-0.0686552960878512,0.0120887778999867,0.202761080470956,-0.0176090192559869,0.561120047883429,0.465552974004596,0.0412150557423832,0.216985409401936,0.26686658306097,-0.127347344987183,0.126796633542207,-0.34787977082341,0.430765937083382,0.315293820435315,-0.0749359039075032,-0.08052117369971,0.386126407458789,-0.362244783890176,-0.361682090442437,-0.0153397525585635,0.675374717400874,0.217691721202785,0.387928502886839,0.376390660427852,0.381811446567416,0.561644361435707,0.0555111837481758,0.4623648333393
