group,CD11a,CD11b,CD127,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TCR,TIGIT
healthy,0.314063416269737,-0.017720226541089,-0.390139376853517,0.0409577923362066,0.164888082361473,0.410246867299671,0.231129357420236,-0.0953405514159096,0.013043005974831,0.0794551026388554,-0.237231807865072,0.24232392010574,-0.659493306310553,0.0358249950044572,0.151847091120897,0.294416554351671,-0.127419430705603,-0.162054788970155,0.103086076818186,-0.128970834829897,-0.332978277487715,-0.498005473385267,-0.279964892919877,0.0486032356179627,0.033982314140875,0.441880737317369,0.277006353265995,0.112034862741415,-0.384673614447327,0.250432833369969,-0.205888353434668,0.257634734892883
healthy,0.343567313656545,0.190955546721103,-0.415323535889827,0.0152554460156384,0.355963403802736,0.686145701132387,0.395915468089621,-0.417842866724799,-0.139701243245887,0.415927456342026,-0.105205736694215,-0.169320958197819,-0.390089490526176,0.149748147149048,0.422612011370641,-0.29506263822627,-0.502383435053067,-0.321286639125861,0.496584674668083,0.498788106228274,-0.485531183789442,-0.509284659005626,-0.145041235188548,0.0847626468554364,0.497395035185984,0.508134438673824,0.425334768769623,0.357599322734893,-0.0574367241648868,0.645124164360324,-0.311666615361318,0.443762498740327
healthy,0.339880411700414,0.312607182065013,-0.421303102678903,-0.140144144307067,0.485813589262219,0.642360610706895,0.365887284621445,-0.15827365328493,-0.0484935535703749,0.428743783509325,0.0956569875442162,0.239174768006727,-0.37322975878532,0.16691044303532,0.297394636591743,-0.0419248775410316,-0.552067809474941,-0.324872227023232,0.443079415462862,0.655173516712597,-0.402581689024707,-0.469716702186406,-0.607970162332323,0.1420575327472,0.545017304310353,0.57132616668914,0.199595955617366,0.459973054364186,0.0149871456457225,0.653280311544801,-0.104987805976934,0.51503674125651
healthy,-0.178864244263957,-0.0425722155849922,-0.432992248574373,-0.505734833280907,0.0768230929080149,-0.0810404258493074,-0.128242716591575,-0.452528781267105,-0.213814190832725,0.050545439408801,0.212474089947544,0.0832665792064396,0.219448185198507,-0.129855916286181,-0.373165986546684,-0.510550816861868,-0.248908325116855,-0.358650991052645,-0.402883086865635,0.67875277510867,-0.145364952869191,-0.408355499943782,-0.421369445888911,-0.347615020824255,-0.0548225477452973,-0.284476324993425,-0.250581484452479,0.302463098417982,-0.321357124765168,-0.490813795184622,0.0075338851156238,0.0342925206382165
healthy,0.259827143174284,0.130133354079754,-0.19120700275721,0.223246694658585,0.553644748372918,0.451893633917509,0.744542142239984,-0.362836992726221,0.0780447972759015,0.223084948742875,-0.143380180873392,0.180337631312142,-0.693311373555233,-0.0990134534732639,0.429230968096191,-0.118000498979227,-0.306251113104244,0.0170006442563956,0.312885672062569,0.415255273299437,-0.467218217059262,-0.469257125425127,-0.162590613758466,-0.0424186144401821,0.446702534125073,0.544387238831457,0.603088356896017,0.0920187223980085,-0.406663595668063,0.562969202562393,0.080981428410702,0.186427338250728
healthy,-0.237268735041986,-0.206783771732813,-0.391441912884745,-0.391617609271034,-0.0923726997465033,-0.182617327657685,-0.0138456964884176,-0.548115459021666,-0.332688433520071,-0.0530906599394406,-0.050585018169044,0.0964486912696052,-0.137679251496885,-0.215326053230036,-0.209620964669666,-0.489172329944232,0.0151819116631504,-0.469009543750979,-0.365990114896095,0.277873789146414,-0.303592678175912,-0.583830416520798,-0.498204199894618,-0.168193328125907,-0.224398203119029,-0.323235371676899,-0.49241394825672,0.0914603890268801,-0.267477042541106,-0.148628363147765,-0.225189460194812,-0.261405667075314
healthy,0.249199059396675,0.0240507906725549,-0.455954559533303,-0.153360612052394,-0.151965404557749,0.331972768032271,-0.0326146418235922,-0.322002642138621,-0.0015674250282823,0.09112853389377,-0.076346454834633,0.0345761423482114,-0.110485891658855,-0.176010483047888,0.227209894135498,-0.415124303360097,-0.534034207602893,-0.308353536412943,0.2457861604783,0.197998568431085,-0.380357168380218,-0.223593640595055,-0.131489179224816,0.0743646096264796,-0.0095091997471802,0.254792830986816,0.127982449149251,0.0507884519773038,0.0203638472986255,0.356854015749592,0.0019574737342124,0.444189015170583
healthy,0.431051155398244,0.0443311452473929,-0.587548073454763,-0.0613070651922416,0.522363251857277,0.606018455611521,0.0752837136741925,-0.565405624982486,-0.114930528949181,0.287114398610211,-0.207724583126549,-0.0211057621026036,-0.607613497648084,-0.0400636738279983,0.310310779627514,-0.381402991200139,-0.463178503473029,-0.371667795989872,0.231680300672088,0.626614046180135,-0.787795404018312,-0.701520326147131,-0.34728018491218,0.275300300364598,0.465704957507736,0.464033929808666,0.440711047728818,0.314270039698276,-0.643816353831535,0.584461566789744,-0.0914698205574023,0.163290335790339
healthy,-0.151460559440253,-0.0291122264868978,0.0509904854458686,-0.257777842723624,-0.124219709186266,-0.467954731414634,-0.303975940506059,0.0186936230263403,-0.255856820655849,-0.400515993243479,0.0685928289773777,-0.0263596860086713,-0.0600304170428796,-0.182149331108241,-0.225931514681597,0.0052937309726373,0.159703075549555,0.081079894642674,-0.328030400917365,-0.284875016393763,0.22571896237782,0.191127919550705,-0.237983565840298,-0.260259132522205,-0.333110767041459,-0.186017787288795,-0.249652239260286,-0.166332564946097,-0.0384069758316097,-0.477874666096388,-0.134770045640567,-0.227668794586565
healthy,0.411393240114559,0.284535794071904,-0.467883429807384,0.0598037719201597,0.193064463210544,0.587720501018315,0.233322426316228,-0.272926402736048,0.0235552889503812,0.300551599444611,-0.363646679550517,0.234526288521762,-0.776314068355011,0.524795222486615,0.440352808205102,-0.0274061022386949,-0.293320396393579,-0.246014654132966,0.443553011266589,0.46188186707943,-0.442112632652563,-0.720786328990488,-0.189370576583638,0.281079460660072,0.325294885463934,0.500223928046698,0.444054039876478,0.435916207596988,-0.466278884029308,0.646003821408353,-0.0444026532135352,0.434070144057565
