group,CD101,CD11a,CD127,CD16,CD197,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD326,CD38,CD4,CD45RA,CD49d,CD49f,CD5,CD54,CD57,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TCR,TIGIT
healthy,-0.111242854246548,0.573100198004396,0.0511869320865604,0.0755295328701451,-0.154398589468573,0.375153510213817,-0.0259484562981414,0.397271350564504,0.652423165980322,0.27159357563541,0.323651650089424,0.292165446656724,0.0235605681848482,0.0244947815957661,0.13250177260687,-0.396516207573782,0.484040194932878,0.0756405409305853,0.171671288034112,0.409813851150745,0.0532700339075061,0.104278981006824,-0.0117383268085182,0.127278870221577,0.193073916022795,0.516996033068854,0.445134436598696,0.215229773531695,0.219716139629332,0.413801512608164,0.165107612746015,0.35203392816929
healthy,-0.0641116341781767,0.558216255145275,0.0937637980789857,0.0160942527750013,-0.0997510005262227,0.578237607751244,0.25326090045672,0.524985319672572,0.532916397580851,0.282577273639341,0.0765535185122064,0.334466228433144,0.172294270372863,-0.0957734317937763,0.0866276455361982,-0.606488326224811,0.496857818701517,0.298680267451984,0.155920677175334,0.54606627433569,0.088530909689381,-0.0766142043997646,-0.0822017647431289,0.430454092003352,0.0712048788981428,0.68605575575439,0.744231246236152,0.0817298938143435,0.209482426884692,0.600031910121911,0.0983776611289462,0.517758755920328
healthy,-0.348458149152868,0.39795392046185,-0.33710572808365,-0.286057718756473,-0.600688600304223,0.181956170514256,0.0697357308226613,0.397005832578581,-0.22140976604131,-0.376863905838146,-0.0350925313310474,-0.215303411068605,-0.462890161782308,-0.313264217463241,-0.229529074851528,-0.136235524831643,0.434844742962491,-0.0922040939364808,-0.283254066319222,0.281497108876246,0.199876656687677,-0.0769972545199343,-0.146502465292925,0.0832195658899394,0.0986865213076731,0.0286107498906191,0.543015246868994,-0.394648563584063,-0.682415234803616,0.301342453267355,-0.20302585332057,-0.0952335621356672
healthy,0.132270334001473,0.258008111182359,0.375509375020516,-0.157987924810245,0.036570885979189,0.539203093124834,0.0861498956901494,0.163925721721165,0.124761061995718,0.357371204829304,0.307040321824546,0.0160682011320039,0.0238898138077573,-0.139972969117603,-0.0322556908256982,-0.0663261260626743,0.420189873088703,0.459222203717905,0.276964075914852,0.414170692440961,-0.444903238476416,0.180222200520483,0.389369948352965,0.480937745502974,0.169565549417661,0.301053715765611,0.354648602952788,-0.170532847848414,0.292831706400372,0.498555161740078,0.121398549724445,0.0199442211587181
healthy,-0.0090397431888802,-0.0036091545801836,0.198669889060387,0.0008708378415988,0.335383274894167,-0.086088051032651,-0.0958072230804593,-0.37543692398802,-0.240135312833981,0.161508914833378,-0.121719766662968,-0.0518608349627789,0.199302280101089,-0.120296787832328,-0.0996795609285173,0.333051579631838,-0.247544187494749,0.100472213839468,0.018912200238603,-0.0770058682301317,-0.143131816481833,0.0081986419627609,0.126362091008432,-0.257164551761979,-0.0885912850403213,-0.190473602525935,-0.0368464292567302,-0.234378136182813,-0.0952020880806075,-0.0100873507676828,-0.0221070886715633,-0.136531392387225
healthy,0.174662973291059,0.293374888829416,0.128865088060899,-0.171800584918246,0.0893979772964566,0.371378090994681,0.405941220528768,0.117165117999213,0.144625249734008,-0.043941567762358,0.204585491163331,0.268907749027033,0.10078696036009,0.0058464575150783,0.11354248160126,-0.12419366615691,0.367973113110823,0.158009063964267,0.310288143260597,0.107487257067136,0.575924359382577,0.0314036812912558,-0.219867446574001,0.293279618703418,-0.113330082872964,0.203001098877592,0.2733115224718,0.324095178471609,-0.012779634026959,0.363537447187515,0.288212115435344,0.290849866113054
healthy,-0.165594941493794,0.612799186337864,-0.559577457765712,0.114398810894236,-0.317041502271271,-0.0852650723653852,-0.235232051789396,0.788352079226642,0.231082807337348,-0.446651106331029,0.182624456113152,0.34305057649419,0.0144086648437519,-0.022240408916927,-0.0048571656046074,0.114872773313014,0.389923968486735,-0.385657272491228,-0.528639796877891,0.555711758529791,0.394440859745966,-0.45118011738545,-0.253803840646355,-0.105572412447698,0.40388716027278,0.0585985669668193,0.211299638151436,0.207057742795568,0.062586674074039,0.811203032706566,0.0998130787628813,0.509268729825595
healthy,-0.433853547899798,0.490360452101511,-0.463259333802339,0.405821842025935,-0.435243929304923,0.0452688270253457,0.63704624275222,0.659679290253198,0.0990684569528606,-0.46324230172904,0.0176884682609427,0.33002465235534,0.0468489874298031,-0.11625611707555,0.128938981368615,-0.495638934285688,0.37682889084707,-0.277350271314224,-0.324481923210016,0.331675134339144,0.727974636966615,-0.699008472859006,-0.621355407162096,-0.403528668780107,0.560788116711451,0.544464001179451,0.530568323771723,0.391642653107905,-0.598767429305665,0.641074346373084,-0.011368433877564,0.196837452348979
healthy,0.160105222569557,0.282446874302472,-0.527706061364778,0.109766539476807,-0.26875940199752,0.0941695493023747,0.529496426098054,0.415586880230954,-0.0990207284868239,-0.485399725246884,-0.0349571593405303,0.242310942944811,0.101193258572592,0.156578200520014,0.0212054263007728,0.0504924229126159,0.382040383782005,-0.333580614651582,-0.36486657110965,0.128238322729221,0.661806162046959,-0.495627200164576,-0.502817114983804,-0.0109104998956006,0.408770611422881,0.2141679501492,0.258315727617247,0.432365034784199,-0.299051117274272,0.364563714431679,-0.0239422918907101,0.266506112427649
healthy,-0.179234155368905,0.064731576142863,-0.421634171747127,0.102192859271701,-0.481806351400809,-0.207022420283435,0.157331479637969,0.3185987794881,-0.0716255184936711,-0.464586532271032,-0.232691031967784,0.0658053287591209,-0.0400289641392327,-0.433448204257708,0.0642142309712589,-0.556296163639353,0.127898564409998,-0.164902653623437,-0.490413997794259,0.197639789700654,0.385833546618168,-0.40872677489996,-0.689917341693546,-0.399997098389536,0.258939680496247,0.173838982258768,0.14411301193988,0.269759028752207,-0.410134571834889,0.398707939456499,-0.306312222430835,0.136945282355523
