group,CD11a,CD127,CD16,CD195,CD1c,CD2,CD226,CD244,CD279,CD28,CD319,CD336,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD81,CD82,CD94,CD95,CD99,CX3CR1,KLRG1,TIGIT
healthy,0.387005024375875,-0.205506978747075,0.0196875049476485,0.327657724358342,-0.0433222884138722,0.0617136884991209,0.161553149108646,0.164578090805467,0.134529545733871,0.204369772423739,-0.0966496669920559,-0.0451613097208628,-0.249636151583474,0.142331950672258,-0.592988417125788,0.30494899671108,0.0689415736990875,0.113808402143008,0.0731289575942382,0.0621829258908585,0.0340915340914397,-0.145646882853315,-0.17224823449787,-0.354568494652723,-0.150807895479571,0.127658694739743,0.381176822621294,0.123315021554407,0.341555282694352,0.551975860036414,-0.011915784289294,0.446766449424838,0.280682310532372
healthy,0.302688997853766,-0.490440057508448,0.117837140184339,0.271566414560645,-0.0663752186677542,0.0242127361213936,0.374910735444965,0.63763138643476,0.408666468430083,-0.402411097118006,0.459703861669385,0.074986406400891,-0.0783121074813776,-0.126964889257118,-0.355040369570256,0.176205410001157,0.357225134544596,-0.311791718435081,-0.414042844511314,-0.365513304916803,0.37404140122308,0.65599888207017,-0.557973127684575,-0.513134402381479,-0.216437813589549,0.164073131089482,-0.0209686719144009,0.505113420049498,0.416594434941565,0.385970228509738,0.393641321964796,0.705839812197973,0.434692628637081
healthy,0.0352189602943583,0.176080339583194,0.442369444151703,0.392181110214487,0.637118480775598,-0.0700394953327578,0.197591418607912,0.0933708768705022,0.444549525528522,0.408174267426992,0.396896427877578,0.50137817513484,0.180996475354837,0.292981494223165,-0.203738745885957,0.222742364707501,-0.0328160956586984,0.238201367896784,-0.0805353023459108,0.047524952589628,0.147435152314732,0.0493300198209554,-0.346490247194587,-0.079068587252602,-0.252202649304822,0.0265491038840109,0.485055562095167,0.199420396199177,0.413066759277613,-0.125443381884505,0.506244391089387,0.182572344236189,0.342279196153471
healthy,-0.161738202851142,0.203611447129161,-0.088227671445334,0.158170993684803,-0.0283465877600802,-0.0734329253244098,-0.387252869615736,-0.152079401994368,-0.0536936347943908,0.307398510335283,-0.115450774907743,-0.027412459497499,-0.0853874494215103,-0.200141624800979,-0.251256264323141,-0.0097981949456123,-0.0352168586357142,0.214527049387117,-0.225141392870286,-0.056760918853487,0.141701787842644,-0.626951402815277,0.0435844143021529,0.192235870158839,-0.218797362367922,0.0325391563607093,0.0691264649067215,-0.0117022079279074,-0.0072058002673932,-0.174337685819392,-0.334700390921456,-0.0189632496781672,-0.0504420136819252
healthy,-0.235058853396539,0.236644196838873,-0.0243466635996295,-0.177578364821343,-0.0616139918621648,-0.0546419990582243,-0.149955965277587,-0.350621310221635,-0.604185736344185,0.299558112201664,-0.0807266590614646,0.133437387568636,0.230889446026421,-0.0688476958660277,0.550945585617392,0.0923566463842727,-0.333949690784404,0.113355138461819,0.313744430720033,0.0028638144995459,-0.303976902422442,-0.399300905717752,0.2845153166937,0.225268211626293,-0.0162040795438476,0.0990947501354867,0.0014630484680633,-0.175177337937445,-0.430702886269558,-0.475140857586047,-0.159326685032477,-0.352363669100897,-0.126790072649969
healthy,-0.302758143151494,-0.193024627578796,0.0999346138531391,-0.100028877854033,0.0103535687080788,-0.523869309187089,-0.324621588813205,-0.13181633634005,-0.0152581726062245,-0.180068765484845,-0.0534502618539358,-0.195681868482701,0.0111369327578814,0.111938631438298,0.0121608429649813,-0.090961371083072,-0.461072121164282,-0.302338622410318,-0.157397933872292,-0.410608395429502,-0.264649444783885,-0.163651328265568,-0.0593223421938393,-0.122469672037482,-0.660406926665575,-0.236459665663853,-0.117792377288083,-0.161276255825522,-0.328075750463952,-0.394681838641377,-0.125953005396673,-0.326314118967526,-0.163847965500709
healthy,-0.541936661059871,0.598913059449897,-0.163561503997953,-0.279000215924701,-0.0242986344831519,0.224232393348408,0.348806414244173,-0.773480192192919,-0.119979010339431,0.633214264996645,-0.371424059297174,-0.117894620361356,-0.0724476643325812,0.0334468978836999,-0.444991901837826,0.209803706822884,-0.20689700095497,0.605923490598963,0.582456731241507,0.487275745583985,-0.376316037370217,-0.506219785688506,0.452962497076888,0.105602820857949,0.145028262679932,-0.334931688187303,0.604738174702748,-0.414137059465666,0.18976101620939,0.0517582312220814,-0.243724820062865,-0.780934966831382,-0.516487292062218
healthy,-0.205887558826388,0.451710422813636,-0.146376554857976,-0.0529900464765925,-0.0120704031566858,0.24582164783883,-0.248446428343262,-0.388057130554866,-0.0938326868180302,0.408965983484875,-0.174302871048657,0.140021578822034,0.133778832922968,-0.0341824446651587,0.538814767027622,0.0558527602252015,-0.0825054037101409,0.252572733375195,0.445889936732541,0.402916444378617,-0.133783473030564,-0.3498549584125,0.560827213303317,0.585669684292808,0.585870783865971,-0.0873085186074405,0.0620640561216828,-0.220657199066044,-0.300735762453289,-0.200359686023142,-0.174723156739103,-0.370673960433576,-0.1226119930162
healthy,-0.293125547291708,0.340468201301483,0.0593232751630732,-0.465363199191954,0.0928667584530742,-0.0240129335474987,0.139719214404662,-0.528018349862154,-0.487896416422483,0.0969960022060024,-0.319280458649481,0.0576165198211867,-0.0331584181137657,0.17597807557981,0.210975423632108,-0.149152814676183,-0.19222377509509,0.365546708204576,0.133900934261237,0.320255085811883,-0.202858632904104,-0.102849231902448,0.474928941977958,0.349790441973988,-0.058660316509411,-0.337916184294555,0.190767922443718,-0.0021717998221505,-0.33816502308545,-0.164220643666343,-0.17625380431575,-0.39572306077308,-0.39117637915202
healthy,0.499031714875557,0.0130331707245731,0.220166894060234,0.267565587346277,-0.0680592546492972,0.459440720076715,0.380199701866165,0.345003467056041,0.159192894827564,0.0275273054927642,0.263508141763014,0.0008793373018011,-0.237249671874948,0.27636975720187,-0.341457542736557,0.406176618140199,0.648681540837658,0.292001470470587,0.116434107577491,0.129356099112491,0.386506850395752,0.185701361293783,-0.154833085783522,-0.183997598561284,0.17090501138809,0.135215565804943,0.297777804398233,0.264581999841083,0.451329938991503,0.566941998800057,0.311667507648874,0.422167259977182,0.253011166469707
