group,CD11a,CD11b,CD127,CD16,CD195,CD197,CD1c,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD81,CD82,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TCR,TIGIT
healthy,-0.0279994011886763,-0.130176615571173,-0.0763334975774513,-0.0174337165024631,-0.0430386336065047,-0.104716955337302,0.192692744793398,0.0612217747152323,0.240850981769344,0.217371374844362,-0.266802550020094,-0.230758032008865,0.0748660909886698,-0.075295976539949,0.0198208488338829,-0.213119891191474,-0.179278483302969,-0.0731935695687065,-0.0216273176489029,0.0130406459612849,-0.141507796566973,-0.182222095324283,0.0482323183026073,0.0532408714801844,0.0801324085525845,0.0583540675365206,-0.183014240053005,-0.0800539809932645,0.0535970872397741,0.16010172281773,0.103618872278356,0.0451962874956214,0.0776005123888207,0.055718187714204,-0.185602898537267,0.0778197572673297,-0.0079099752061053,-0.235402521599131
healthy,0.263617376577804,0.218920167797868,-0.477216919577435,0.120056175600819,0.225579675877222,-0.393515058160591,-0.0689451651976621,0.0030259789724326,0.369937968328134,0.627430920316785,0.379886437149977,-0.398479209998667,-0.0961019992672651,0.419148075297207,-0.114883966383579,-0.401516313786721,0.179916480494302,-0.24715998174894,0.338966472437197,-0.312208079670614,-0.459861661471234,-0.34659860153908,0.384919509875961,0.600751223985493,0.253643032475468,-0.491605924184313,-0.597996785222176,-0.247891311364012,0.110359083863709,0.0191821171112181,0.505615174412916,0.43699850337742,0.376004162422635,0.372796176608429,-0.18703566045389,0.660029263756973,-0.228397036286431,0.385910570335855
healthy,-0.294501280514172,0.314186994632896,0.183618952774466,0.272894059940935,0.111902280418389,0.548886911631784,0.589645541525168,-0.241022091891365,-0.163412804808602,-0.286726882133263,0.277265256348065,0.359134448339735,0.0943727703170239,0.265844297301998,0.202220844557879,0.0321181809423744,0.178655447132617,0.126622580920575,-0.352346052726068,0.0254592205919349,0.165387146085612,0.10544011549461,-0.225893090588667,-0.138151038513125,0.379932147907123,-0.0238229484791562,0.146797333524443,-0.143461742105943,-0.186003338256587,0.342470507817674,-0.007737038298936,0.0572622666817782,-0.446386875035027,0.406432322923108,0.693354556418484,-0.297578546056876,0.1071074389916,0.255419240312858
healthy,-0.0287899918803804,0.0034034879926277,-0.506345345900034,0.298263402437574,-0.447762270826979,-0.0318181330999018,0.0084774838407156,-0.372851536648399,0.179835364244395,0.100559129751219,-0.238718329083631,-0.510356352477525,-0.0376252843851715,0.113103893198696,-0.0437237492703474,0.409149163542309,-0.120591908635001,-0.21246471272954,-0.251938672986256,-0.574598450583034,-0.249533290960291,-0.304859381768834,-0.391215997554725,0.738893434772936,0.0376041699223216,-0.122769180007832,-0.369752007601273,0.0213378620825589,-0.307215093447175,-0.245920755724022,0.0508789123684656,-0.221604245824948,-0.11153641062815,0.348524203250186,-0.313872979188036,-0.471931847624912,0.225588550650708,0.066738412833501
healthy,-0.0681421179378247,-0.0947943594548618,0.0866846976071578,-0.0626757939516912,-0.0443822645105681,-0.0290564757474638,-0.154438414820851,0.0050685899611615,-0.0385684287298977,-0.145522114353934,0.0554893713660689,0.0126023275638918,0.123734495960576,-0.170456025638856,-0.140649342875767,0.0340102678644467,0.103159543557825,-0.0480315772208959,-0.16262320706863,-0.0615731848603664,0.0206027341782204,0.109007193723627,0.0324357094280806,-0.0878647092690747,-0.176573184251025,-0.0126032592871214,0.263117509029464,0.0068623550693055,0.0200589719132387,0.0608683372090513,-0.133138387539854,-0.0742961951742094,-0.101318594750611,0.0264155029219674,-0.151123683321751,0.0447458932537222,0.12009077414374,-0.234850759037668
healthy,0.0692760010134922,-0.0597130131071654,-0.460983672925791,0.118952482202383,-0.0775285646853983,-0.155918427634637,-0.0189933495880137,0.0326183827584904,0.18076008913647,0.0735084505357044,-0.0447959939694627,-0.389062372228701,-0.0734939626947217,0.132214123365602,-0.14779999103398,-0.0228387398095393,-0.0639425649439205,-0.217832948277415,0.0561520873607501,-0.304306360468518,0.0340067433023369,-0.113009031790615,-0.114694923764827,0.44501530281517,-0.0095876576384017,-0.392873655847596,-0.534834244490506,0.156655015391753,0.0713954745701592,-0.243098073715049,-0.0411555743564995,0.168912251235121,-0.0175321025156779,0.285280509972519,-0.228416068799921,0.0620898348135002,0.158226281936895,-0.210205797894921
healthy,0.582517508214851,0.167450881238482,-0.607306548284715,0.163206919584358,0.292815251795427,-0.146081585182331,0.0668404969623832,-0.202236267431832,-0.334540217633021,0.794136366192476,0.212170854295065,-0.583139146959352,0.442979642454666,0.340877189309767,-0.0129048688623203,0.410456963938566,-0.0557111405176036,-0.239032200580216,0.206957467241647,-0.60530177217811,-0.529747867392957,-0.460098816883243,0.355761589221638,0.470381688923003,-0.193911804319633,-0.431412978331822,-0.121359927811269,-0.146119224421287,0.381222342249514,-0.596848333887769,0.300569754849271,-0.169484027244467,-0.0515682174274827,0.234947819597904,0.205496039172449,0.826170008124454,0.373026327555431,0.532071704527589
healthy,-0.598029765530792,-0.147995163083791,0.461620984189993,-0.382173198665852,-0.151604221233841,0.391067737194183,-0.0766348643706455,-0.269155289669217,-0.700293717826671,-0.653422231465355,-0.0395084031381877,0.477713874975336,-0.167908416040039,-0.34903578056008,-0.0340621209043067,0.419341429044527,-0.0546356936713616,0.0568224320994881,-0.457680782842395,0.36830429692248,0.133479157410361,0.0984724297675388,-0.282951440821365,-0.79964243257674,-0.364040917247317,0.665164548414376,0.576761205617445,-0.0039365133994534,-0.411302441791242,0.0225939887206657,-0.565160330046299,-0.533054514827648,-0.62276762931982,-0.42006236554742,0.592486049912104,-0.711532085192472,-0.250213611872606,-0.152831721474482
healthy,-0.239516207091977,0.088934053517993,0.546242805958998,-0.0680557823011237,-0.239418157186502,0.445391774241367,0.032087720136438,0.13016406371557,-0.0759379898227477,-0.441524160762125,-0.133681286467089,0.422373029403103,0.229146772511492,-0.138393062277555,0.143819590237397,0.236898454403133,-0.0468101693711991,0.309270121505229,-0.219559950938888,0.394745162550616,0.399158413398395,0.377188939411774,-0.0971663842720001,-0.390933271788067,-0.108640002555158,0.591368532326331,0.565374678052493,0.272867164725265,-0.134021370657708,0.16663197847203,-0.316895606108876,-0.208847342494037,-0.118480085491819,-0.147128231567899,0.110096687505193,-0.346637712274711,0.273803200334517,-0.242129666837756
healthy,-0.528162398471312,-0.342747803053733,0.481415518340716,-0.162011004895397,-0.349729636067731,0.328262343669766,-0.15868229822737,-0.125727487652188,-0.288795902701166,-0.681059802321706,-0.253745715138904,0.204706925367491,-0.124431049747768,-0.376663425877192,-0.195284382332313,0.681885935998361,-0.614367733416675,0.186061994084875,-0.544083466994602,-0.0278154618661592,0.284239470711248,0.203732231534317,-0.536452378689744,-0.545879873837549,-0.433363189470806,0.435353610269185,0.657994065581021,0.169336863935062,-0.342779623458029,-0.191164997167301,-0.479539789095333,-0.636608658684349,-0.588634896713327,-0.498298299892233,0.358740197860887,-0.807913764458671,0.0007951148390233,-0.544733489156845
