group,CD101,CD11a,CD127,CD2,CD226,CD244,CD254,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD54,CD57,CD62L,CD7,CD8,CD82,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TCR,TIGIT
healthy,-0.146701006913026,-0.243491769570139,-0.232676610179427,-0.434827905647691,0.21748733763421,-0.100113387367225,-0.161145226376813,-0.30644328802241,-0.355746964599838,-0.272204767707355,-0.288701263146496,-0.0654038008793111,0.0818613093792095,-0.0197235208424053,-0.352704463404889,-0.492826442684185,0.0040272583115732,-0.213950678853792,-0.345462479334763,-0.0521424200510698,-0.101441165707745,-0.125368785586971,-0.521332841448753,0.118826455632195,-0.0359600848238739,-0.206038641823812,-0.377627524173899,-0.190647642994991,-0.362174956302532,-0.402178151894993,-0.244021303870374,-0.373737391335807
healthy,-0.301963547308479,0.351244530639828,-0.482378840093283,0.106951927130019,0.408732222744203,0.668049226278591,0.22318180262401,0.425992346533128,-0.406176362140261,-0.0708415358293482,0.488362947022032,-0.0927848939723935,-0.17392995477174,-0.428631856550934,0.113811744322148,0.46865764240362,-0.294743493411298,-0.392402019249742,0.43046370717247,0.621538368201863,-0.490547349711224,-0.498592474020109,-0.0543135346197055,0.0604880762311678,0.511095626911419,0.440038743932909,0.447757682577239,0.368947551762998,-0.110752558183041,0.7058091412334,-0.179997016551977,0.485558116517603
healthy,-0.115048166809681,0.148201463421686,-0.328048569762993,-0.247510195872373,0.396395804569906,0.410147038169277,0.433606732043333,0.326042645155185,-0.0078079311060988,-0.104816766682255,0.506282746992518,0.141767309348337,0.278654559901602,-0.223291759313172,0.302637677751948,0.111052783404639,0.0074419040139586,-0.510988002321762,0.269033012353596,0.555966855486894,-0.195139466164012,-0.443443655912397,-0.49250041986762,0.320386520562982,0.509700865189978,0.453933361311047,-0.0583144741643303,0.595229946781118,0.269283489097596,0.396524436854314,-0.0706997669319093,0.457135923211282
healthy,-0.115302599502485,-0.184213466620971,-0.470858154521019,-0.533191703495905,0.0265129051408499,-0.0589717396013023,-0.0347982644462264,-0.179979614233621,-0.465405360411176,-0.235195547368251,0.0414178775116803,0.214495960804573,0.0188498594813595,0.242004993693025,-0.153549721090237,-0.385742946495782,-0.544867464774902,-0.302078410629631,-0.426161244140096,0.624512298430052,-0.165961835872236,-0.41631996570198,-0.348457367588536,-0.217133659169185,-0.0712169245784349,-0.309903483183998,-0.28121090403598,0.276783308714679,-0.331138909190812,-0.53526056447981,-0.0002819877298142,0.0234188270933382
healthy,0.228198266797758,-0.316214186002353,0.147094798313934,-0.131814530313037,-0.436987476418784,-0.511372673059066,-0.127810904283382,-0.573974325328627,0.361988104133559,-0.0007633123885267,-0.27867309515074,0.0596237713470487,-0.250211607998319,0.621264603217216,-0.0953653135252813,-0.428049622437179,0.271594573999244,0.270801757241592,-0.404793864935842,-0.383667308215989,0.334009855442793,0.265321191005632,0.139627918450971,-0.0947613732295833,-0.311449303681782,-0.498031177781714,-0.432458809548907,-0.0969672871776448,0.118654805709728,-0.406978453982775,-0.0484257932493136,-0.19086756771236
healthy,-0.0898071850520677,0.178447680861357,0.102017427273408,0.119849125175927,0.153434298098844,-0.209210306944706,0.0049658492503276,0.26453843275276,-0.0271022137318755,0.25376641325042,0.0226698172162551,-0.0816608024301801,0.163200828415841,-0.14871726074988,-0.214791481661019,0.113496886695874,0.214417085018333,0.383470380197761,-0.0932081093383788,-0.142832484766742,0.0145569652914437,-0.276459366068805,0.109686739767119,-0.0545095189850693,-0.35844826508927,0.0215128951926006,0.0104080132024876,0.0129565531754254,-0.250615095724482,0.154645674881993,0.299139855105064,-0.221889115022549
healthy,-0.0353741737426701,0.517232295260715,-0.657331016151962,-0.254553819668484,-0.32188963336714,0.758324887980469,0.0418977069331192,0.163065715981958,-0.645874941260029,0.329906413633777,0.326104993048365,0.089233432287206,0.0089025527238577,0.339101100404647,-0.258049005125351,0.130217224405309,-0.62634997734981,-0.540221300084676,0.314686808337053,0.420867273709625,-0.464276951480168,-0.129879779991881,-0.234391423994869,-0.626054664451207,0.316850546104166,-0.160631585425751,-0.0748378014868012,0.207916865515338,0.218046051860801,0.753168064839472,0.27071042801961,0.441244798089791
healthy,-0.448426833984147,0.46501563700106,-0.592911897807732,-0.0234907891392852,0.577307906534859,0.628604142344118,-0.0201236291661302,0.0575602122086919,-0.576949550066941,-0.0850031066199248,0.301944200021853,-0.194345565983379,-0.0054373172851667,-0.565629800885424,-0.0427473687647395,0.337090900982093,-0.401376405852106,-0.441362430764126,0.238590411893508,0.697585185195192,-0.78055081367192,-0.703303361400905,-0.313844870883931,-0.0765779111957522,0.505877579854653,0.480184636992681,0.476064279146894,0.349166868429243,-0.662150119885078,0.593109823219467,-0.0433165742254853,0.157471670824407
healthy,-0.304926565051878,-0.31431381350541,-0.0878928294579502,-0.47560639512511,-0.0785366766786157,-0.41079092016498,-0.248325556013822,-0.513109898472146,-0.294396375517092,-0.0411068016089281,-0.139492640684128,0.0029712802505742,0.0250978357122646,0.353144646603224,-0.228554277041419,-0.582331772868148,-0.125433113902093,-0.161062403696826,-0.441200110210858,0.0445306942643297,0.270602523137547,0.178343260793593,-0.360478119201399,-0.177243089138343,-0.26388746839247,-0.560804577648371,-0.413383956821357,-0.0758228668982907,-0.375263218681965,-0.388808205627752,0.083880852697667,-0.299657222777854
healthy,-0.183785039024726,-0.487746760591264,0.305434945652048,-0.201309633227226,-0.287852187059493,-0.548345806822777,-0.356173649724297,-0.46645570830322,-0.10803244532351,-0.20648773857198,-0.472140337346488,0.249065603957043,-0.303185691392229,0.704472727729405,-0.729336047349014,-0.49981379508456,-0.163970573240903,0.0282340712652584,-0.463376823655357,-0.433726904959726,0.312720810896362,0.486553236206516,0.0715729332170776,-0.285973177042971,-0.32926434435075,-0.687627741506036,-0.545998072313773,-0.529918212361175,0.315496454812671,-0.730121631133156,-0.163206236904973,-0.592737519363947
