group,CD11a,CD127,CD154,CD16,CD2,CD226,CD244,CD28,CD319,CD326,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,0.503510392458935,-0.246914957886193,-0.0538063802539248,0.0321275333264656,0.238325064501094,0.0284759343651119,0.4646866371641,0.111804405512961,0.162232241440255,0.0567815060126866,0.256351985436805,-0.69086686618052,0.241929050356827,-0.0244361577105362,0.413327935586476,0.184755269398557,-0.0451618599932102,-0.023667812050925,0.198014193577026,-0.125641457710678,0.285304370996144,-0.261823039761736,-0.462660920259863,-0.0990163923539413,0.0985011357687403,0.55561052393014,0.578078024026556,0.141198855166221,-0.178797900170525,0.53127395776068,0.443166730472776
healthy,-0.0800398272930331,0.444511181893038,0.131662218110146,-0.0334490630281462,-0.0369757955668695,-0.0710363069040818,-0.418513403013479,0.340130912202882,-0.254675341159618,0.0153816421430681,0.0870533139039309,0.284089160156343,-0.155362532798221,0.33989272415346,-0.266482440007292,0.300229838276679,0.245511735312518,0.317688610775686,-0.0869982651529721,-0.319832430164585,-0.0249407347211185,0.336298770535769,0.567339027733946,-0.0142165968411683,-0.0682979407152396,-0.219882919452017,-0.171801222231457,-0.217493487265041,0.226413278054597,-0.543870405830413,-0.193231842190815
healthy,0.315982303739929,-0.350371158686587,0.427365186233051,0.600507559816884,-0.114395571202735,0.530135111869724,0.663586953704536,-0.0324483855571194,0.525115127638993,0.480601538020034,0.288639934069209,-0.289039572863326,0.227315124938434,-0.110912868284712,0.273268778557639,0.0778596912627667,-0.507891367905787,-0.259242308158339,0.468814430825614,0.66619917185487,0.600232558704649,-0.377975627872417,-0.390596313965285,-0.57713053267429,0.619143585711556,0.628572245393602,0.165814243094015,0.580699129168676,0.190675484327686,0.670330870146997,0.575759759137855
healthy,-0.230893479608116,0.078513131382568,-0.0587814508038285,-0.019776270520361,-0.240138892508826,-0.319404231445709,-0.223196088098579,0.167246526225133,-0.0921164745590011,-0.0660522064650245,-0.0867864128546065,-0.244777122628815,-0.0203958897429154,-0.0394533019003369,-0.165936220066505,0.0445455432197097,-0.218349238526828,-0.142266018307349,-0.0241588406916268,-0.30768747753952,-0.112516818404208,-0.072459363046791,-0.0114857219389013,-0.455787335531166,-0.117196434365895,-0.0595113881769068,-0.250044574151352,-0.188426081722734,0.0455389019024032,-0.169833031516449,-0.0570230269293381
healthy,0.212502970045347,-0.334756275437985,-0.162051723235174,-0.0776149557977107,0.0123049768595583,0.427093066998192,0.457710814668717,-0.337579937068026,0.251242226416696,0.0118623976187474,0.134562248699111,-0.605154476334057,-0.0505288349117133,-0.0923688202531053,0.456511689310269,-0.102813141866759,-0.336281426123643,-0.0087841001104255,0.312048994937477,0.259313687724333,0.336139155160318,-0.33248076435744,-0.386830943816541,-0.103189487338446,0.34221768885008,0.523588942424148,0.528611531802626,0.216769582242315,-0.304986995077477,0.609735842856745,0.229549668762045
healthy,-0.291932237509779,-0.207283894757676,-0.0834631196196192,0.0431555696889112,-0.392893241244363,-0.315195803124786,0.0261534417293751,-0.131126879295289,-0.0489925315164285,-0.115787174134393,-0.314400054880235,0.0238144470593547,-0.41370010685718,-0.216879935751749,-0.249675211280941,-0.14469289513561,-0.503073194989937,-0.381001996455356,0.0005921860459188,-0.408191076185755,-0.194309666150821,-0.114534713085426,0.0815090848841417,-0.0171990622014713,-0.145302322451882,-0.116752475070724,-0.135532532933958,-0.330763851382307,-0.0254980867306734,-0.232407919100217,-0.0309829322828669
healthy,0.592957233443016,-0.650787689340543,-0.0560915955899103,0.113660585983423,-0.111033595911404,-0.20641893813406,0.769105834121256,-0.498074947734154,0.345209641207931,-0.0171117623896937,0.0112578601075754,0.106734182375466,-0.135725985791646,-0.228345226672405,0.31290125668909,-0.487635593096535,-0.502014092031097,-0.432820537769919,0.476555296655927,0.392638585026685,-0.0189297439422532,-0.446493285170609,-0.198577017545078,-0.154383937241666,0.237974410403367,0.102846994730238,0.191738218033801,0.225689714004904,0.140249371488755,0.776551105424947,0.501795979639969
healthy,0.564815398373007,-0.55128193792149,-0.127106877562886,0.37775225591362,0.168145638182378,0.670473029519681,0.653767261335887,-0.56126973803243,0.334148925248555,0.0373414747789247,-0.0123949278501706,-0.516665141940429,0.0248154114357599,-0.149648743755427,0.433674796754305,-0.412433587916854,-0.267183803459723,-0.20700885108865,0.256769904502633,0.773343332943168,0.327459481728398,-0.743129164865193,-0.664681109970889,-0.0589687107930093,0.539243521231322,0.517003975756222,0.58632674263799,0.400613249833222,-0.651106229400364,0.674323343714935,0.151926784971174
healthy,0.258567761233624,-0.426777264308806,0.0587797089527131,0.114135079418682,0.171194212686045,0.344395875534759,0.482266881648084,-0.245093377485901,0.363865122544514,0.123121906524098,0.0374791442214588,-0.0928742451620511,0.204699247789234,-0.102374251406414,0.389142051481711,-0.269744884020219,-0.121472592963402,-0.163888978329152,0.206645508364262,0.527642078788376,0.209765670052092,-0.449802618769918,-0.313005181772057,0.24966999187092,0.34582527349276,0.196246366556385,0.226963384491954,0.352682255241892,-0.0598958278729996,0.492390609056036,0.358076631431749
healthy,-0.459151048699169,0.40667086560138,-0.0097376505924471,-0.21867907192113,-0.190912444734772,-0.391980383762776,-0.584609764646859,0.0400048325995487,-0.563839269917829,-0.231490992645805,-0.260356883705375,0.599411448151933,-0.690439025608721,0.180206197444276,-0.508332525005194,-0.09726174820536,0.0746698133246654,0.177154168449771,-0.504759830505595,-0.487006356152706,-0.570268880165701,0.26449210623694,0.482159313957146,-0.0015660509992137,-0.377949363280438,-0.668560811098162,-0.558887933510981,-0.659623866535739,0.186380447679601,-0.748335216627655,-0.61541001988193
