group,B7,CD11a,CD127,CD16,CD195,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD94,CD95,CD99,KLRG1,TIGIT
healthy,0.222127133495704,0.516308184054243,-0.21293609975776,0.0441532623587413,0.293214021050857,0.335580717851666,0.224338762110648,0.599346016118435,0.612623726161908,0.174236454163869,0.246872521282208,0.343628051234965,0.151645542849515,-0.639569498264235,0.166705195688256,-0.001943785272429,0.589969424375862,0.202916286641699,0.0959504903896256,0.0700435430490148,0.431334732249031,0.0487547180772074,0.443026910134471,0.0181524790391498,-0.469365107729814,0.0726177412439795,0.227171770031749,0.659426690008821,0.501111939234718,0.429778081027923,0.493645072058836
healthy,-0.0891523982174891,-0.17408573533825,0.390686961621004,-0.077384601509606,-0.0739623827603313,0.0815719576286593,-0.376976753899895,-0.475463428370627,-0.179968468738948,0.385141554795454,0.138752516475993,-0.326459967708067,0.0568484237809583,0.316166620768829,-0.085209803884805,0.117754829303172,-0.104337315235556,0.298289437801649,0.389170583803444,0.329917191017706,-0.268814421389103,-0.608166204446801,-0.251809808918481,0.439610715507059,0.597646808551644,0.397343444903845,-0.436373072261136,-0.244486583979697,-0.220632104489916,-0.426253193007693,-0.232600959651542
healthy,0.414786314675107,0.31620446668785,-0.302757506459506,0.506579659372756,0.518154450995385,-0.0561543309406779,0.433972735758332,0.600163006189348,0.485637289461644,0.133678245647811,-0.0300394398758782,0.49190752667566,0.339817997958432,-0.398581769750742,0.310173139105864,-0.0713293773377586,0.281976459783804,0.146246989925995,-0.420819211826733,-0.223032406038188,0.463811701206073,0.501698733811855,0.611427047267982,-0.427141297177248,-0.384256485924524,-0.571707632861044,0.476065110450395,0.684730775273983,0.180758827946087,0.688888982931411,0.567040862437097
healthy,0.0879771703833633,0.269102085775491,-0.0962330979295709,0.0947603541126761,-0.0032469220717465,0.230947992122333,0.306453113603406,0.265196768215341,-0.0617179988118497,-0.135498558340341,0.332789978252057,0.112320363766485,0.0025200615902561,0.322542180823276,0.0510928354965939,0.0534649767122833,0.205625294902345,-0.0491423884173014,0.13292438040155,0.121819662470346,0.0609994182028379,0.239624217058736,0.116718277479183,0.125692980097453,0.0605728743993925,0.535210287870115,0.195042618848465,0.0716573363513363,0.272245967950125,0.123329854147235,0.0887881003605204
healthy,-0.0487344520468074,0.444016642059579,-0.407766870492443,0.0588122176122034,0.217054604814425,0.340182963977936,0.507626900983564,0.5887934663153,0.695250119556488,-0.439085004527547,-0.0087806887686992,0.30251359838736,-0.0764606361297844,-0.691843043150102,-0.100648826553394,-0.0522125588310381,0.498182873352926,-0.0574283345670564,-0.353684591465226,-0.104669816490678,0.404609690725916,0.496394327941954,0.280600551244173,-0.526122145661225,-0.470703291721987,0.195377421311815,0.506930423030578,0.587111767639781,0.613399334563181,0.563613657023999,0.326855258532855
healthy,0.122405690196913,0.432624588888868,0.0751950408916886,-0.115269200323354,0.577967986159855,0.34263472794252,0.408911098670088,0.336998573217165,0.442850806511958,0.0363920941926508,0.281686572515245,0.27723505431119,0.259067326792895,-0.299942821239505,0.411750095457428,0.178307604048725,0.43629064138378,0.313910009785731,0.1573106001611,0.217380051241517,0.422535269948138,0.181635901899185,0.261685639319499,-0.0502855724066983,-0.085990914794951,-0.0498612946858689,-0.0031057951171956,0.314313013538707,0.426505201137171,0.692454862992923,0.388240501698305
healthy,-0.0060494623157969,0.517479529098582,-0.0964820177828577,0.0503325511464233,0.232563878746922,0.240853842652649,-0.0136901888204641,0.445305554313062,0.296219374711335,-0.0014496883639134,0.146390511414333,0.248073976660721,-0.0093872837618767,-0.137347170382207,0.0486393423406899,0.0866598457078229,0.504992630338584,0.114809644473738,-0.103223863848448,-0.140624927012121,0.467903962147575,0.184058409825079,0.0878184553299239,-0.131265888260504,-0.116416533855012,0.286326711639316,0.0801897245927563,0.281304335714654,0.398610955854289,0.577916537136969,0.409248320030688
healthy,-0.0138352647017724,0.376250329512205,-0.430935983582986,0.300404393019483,0.155344095372463,-0.0948682612042159,0.46918475733734,0.587071681524531,0.152864284054047,-0.418406834082158,-0.0837280528786652,0.285796571966194,0.120462418208853,-0.546449008803343,-0.028432793197072,-0.160633823049852,0.287928484490867,-0.210733474175907,-0.396612448496628,-0.299497749144317,0.304750723678158,0.520252927510718,0.306703081658845,-0.607589307362114,-0.58561633705832,-0.522825026114923,0.452533137338012,0.479052841018463,0.414878059926128,0.548503729992982,0.222363864968127
healthy,-0.0181882558767849,0.454612315687431,-0.399487047227663,0.130082072772312,0.226190880151782,0.0197148478558441,0.143624248767173,0.467210789048923,0.226330070448833,-0.189703472857349,0.0419456733937327,0.504088667331474,0.0114873516529982,-0.108712315000533,0.214352963448167,-0.161076755250927,0.274788853486189,-0.384548517633097,-0.227295277393341,-0.287078075291649,0.191836414578199,0.501272776156762,0.204679510334982,-0.427442830960859,-0.391046684426935,0.118689057229521,0.124878991228244,0.266371447351413,0.182213864611722,0.524803912829422,0.370845005122228
healthy,0.281667469880034,0.691309812397333,-0.113582021657606,0.19670034763176,0.34588254865796,0.476041802227565,0.421748411898673,0.599109324220586,0.351114206714999,-0.0192476081375187,0.474422598510918,0.47843982284036,0.299739234142391,-0.0238024876482677,0.544581527727064,0.220988464957061,0.739562695274485,0.148713005177261,0.208502915828238,0.253740761964563,0.564033242478328,0.355151068113105,0.53532963717377,-0.176257752239698,-0.107066080557219,0.460515430644292,0.343720248508696,0.496112608027168,0.639443272115994,0.629772623345273,0.528734961776898
