group,CD11a,CD127,CD16,CD195,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,0.390182707323009,0.248870748475682,-0.0062421101545574,0.342346950768887,0.320961804332412,0.387401709081605,0.429838538086065,0.357758528371462,0.232933046854582,0.119261926249013,0.255623048868737,-0.0815750146901579,-0.0026932681740372,-0.472830401007295,0.545308797493604,0.164000506028556,0.139368575643146,-0.0719537780813736,0.526291658754991,0.086826266945592,0.0954030578613014,-0.194335054828678,0.224045323369324,0.283874659407213,0.542938037652471,0.36708553177291,0.48617282914388,0.0695747347423819,0.514690309354627,0.316602728054552
healthy,0.258314841739119,0.257192168245808,-0.0468745679890596,0.278409195700398,0.387181120818556,0.0960237504299807,0.0493582848038185,-0.0622307074979383,0.517729363172756,-0.0196308934217299,-0.0024623306465709,-0.113434919635043,0.10899589835516,-0.342161540711352,0.253135154838313,0.504115257825553,0.320471245438009,0.4047153074137,0.242068462940389,-0.164791124246587,-0.0400101762010056,0.0544263435272642,0.451673639215169,-0.202216719832511,0.461847586096534,0.529815317467069,-0.156884846602427,-0.0997337652791348,0.0565681419185816,0.11168702858501
healthy,-0.442343432127318,0.456910215319555,-0.396454392259923,-0.437236395510143,-0.0095864387797272,-0.484236835028874,-0.733317030363929,-0.331640799228277,0.143944061676785,-0.0240660911658626,-0.415095791105422,-0.0165648807827978,-0.157318022708689,0.301327531631764,-0.409365023579296,0.0053288817986235,0.522065800483711,0.241595151757339,-0.512790980186654,-0.693016288139122,0.393843656103711,0.4777509449694,0.45253299592146,-0.533352569131441,-0.594734956516527,-0.369515038840219,-0.407658235428775,0.0960969749485224,-0.728738457400566,-0.52024971009405
healthy,0.04923337615185,0.470653891729889,-0.266184335406623,0.44744774118112,0.371899651017605,-0.198423356100522,-0.0598453572650924,0.179137807801316,0.513951567850674,0.0400193688937519,-0.103557990712338,-0.194925598044875,-0.0304846931741195,-0.367920703568079,0.288424823565812,0.55195286262061,0.189611053362732,0.28887439361483,0.402559380906334,-0.807277709547284,0.118485178639358,0.382595406097772,0.0930596913561827,-0.0207144614929214,0.220937152925529,0.117881407861063,-0.368503354068056,0.31650092182275,0.453522064378465,-0.0706309844315252
healthy,-0.468800925136793,0.399308932682175,0.113576879059229,-0.0903423459513828,-0.155946217081973,-0.541419794567245,-0.492706494749715,-0.649176257371397,0.486601805504416,0.190064784743169,-0.249170174686839,0.0536391879660321,0.0154159325312448,0.555625564505833,-0.516964178453939,0.170809541269714,0.336753323634396,0.13368806777426,-0.437119069837967,-0.414024778238753,0.637897138378229,0.386507807757536,-0.136863265955174,-0.461983563640762,-0.546637840089927,-0.536264291662344,-0.21865067814127,0.234751911436174,-0.521898884331221,-0.180848733633753
healthy,0.0443719758412293,0.399828615603386,-0.329160188498745,0.0041164697421668,0.321346533086061,-0.0829150813828251,-0.0359530237560586,-0.037873197080552,0.426889332176346,0.381242384417399,-0.101643793751541,0.0613462028275683,-0.0391167386280242,0.0352026998684289,0.0589300876140203,0.17526926867058,0.216651347326545,0.318184359503885,0.0699440316708703,-0.554450704580685,0.226815620351631,0.277850366448043,0.41161372594376,-0.222122005939198,0.0890695880747165,0.10715527704607,-0.153955770780568,0.283871326365303,-0.0050966164366634,-0.113664671288751
healthy,-0.613072514623735,0.564725876357024,-0.132536219452206,-0.335431847068463,0.0319419688950583,0.167202319965458,-0.766801906531688,-0.240504568213366,0.485675002355092,-0.263450190328151,-0.339967712421461,0.0147171886513732,-0.0039244781159794,-0.140894801867765,-0.357773129835352,0.466898510426518,0.493050771586363,0.377763287427041,-0.50257665174292,-0.46274163051072,0.386193883232117,0.229569006425565,0.0002191221701299,-0.297077454608656,-0.13125900633288,-0.24797045826998,-0.201780775396408,-0.0839961949470537,-0.78626317535295,-0.526488063443089
healthy,-0.518330405136526,0.581953007817367,-0.393104803241595,-0.113040148688955,-0.057133553180802,-0.631177965582329,-0.647782605090543,-0.0185102201009044,0.589204072463326,0.0266045755400438,-0.320532329316692,0.20332672822276,0.0189076598664675,0.515562903953926,-0.365456943802877,0.444587226577444,0.360965364026083,0.281101732429607,-0.227565008645681,-0.780607692029295,0.785418786530362,0.688877795799674,0.200348253469073,-0.547539084490207,-0.493763025369487,-0.529539771709386,-0.380509611340108,0.676428216812448,-0.627387018994484,-0.143477322764335
healthy,-0.276965804047711,0.521684234577722,-0.0393672903294522,-0.347077019942041,0.18793640988794,0.0290041793585416,-0.480258411486043,-0.277038813443847,0.315030534853143,0.147410903590959,-0.341442137384805,-0.0957470427987607,0.0842981831562653,0.249349243589481,-0.0864618606430322,0.472557564035316,0.373413975618837,0.444370861153671,-0.110200488947702,-0.33118502287065,0.457067848185213,0.487908064807782,0.208711639633436,-0.107874415409949,-0.210131459373591,-0.0714388473897373,-0.177682603345633,0.0641241384515893,-0.499006643385549,-0.208105274244073
healthy,-0.469627226864543,0.539036297135358,-0.1218423723502,-0.282315680180205,-0.0070811695546102,-0.256079025912113,-0.627538356826936,-0.234259550492894,0.293770071708281,-0.0559666117704919,-0.426849541028164,0.323917002324591,-0.181621163390364,0.615980545092718,-0.456407337670913,0.134085221155873,0.371955386591305,0.283084002614076,-0.482823749385392,-0.584371974759172,0.538428701615698,0.701417717695849,0.231771354976004,-0.533795433350227,-0.54559362793469,-0.496878554050388,-0.481329559533407,0.375546366052996,-0.751679827137623,-0.488650994629176
healthy,-0.0435635987462676,0.562974759926956,-0.242023287284115,-0.126819508603683,0.41037011535188,-0.22691860060713,-0.314338686347895,0.0921371378461163,0.616357739829569,0.173720591431637,-0.0630559943035611,0.190672012185716,0.0339615424366652,0.467284711744639,-0.0827312718688505,0.352960759330931,0.715547087239118,0.543428190251716,-0.18920127291758,-0.564205695053738,0.13912187089303,0.521002544634355,0.33585284830075,-0.401284181393827,-0.145801632713176,-0.0987583972437517,-0.288541061556235,0.411897692205887,-0.204118092094468,-0.0808661727278211
healthy,0.275873697339578,0.164276988376307,0.0397421146717786,0.144405269184651,0.296048989409071,0.244386827481564,0.150056139603466,0.262979775846969,0.228031419884094,0.211527875485909,0.180665909936221,0.0302478809377183,0.0883395494402713,-0.168148166895788,0.241724965066272,0.138659084145733,0.256851397839965,0.241682913963601,0.155896227007383,0.117930715752521,-0.0678700723049301,0.0735003834181621,0.226035287817446,-0.0430030687680304,0.314889032788842,0.289450584936441,0.129154833236183,0.334781745216483,0.101057406208488,0.241414815635397
healthy,-0.267151968792418,-0.108018015371072,-0.132055280278976,-0.137774507702955,-0.244619927108321,-0.139476708600291,-0.200622040400749,-0.232220558100685,-0.0508046491009634,-0.248431417312684,0.0018891435970642,0.0672775332812659,-0.0979276360324803,0.0741788084099602,-0.135861982767504,-0.142438042168876,-0.0981177895471557,-0.0945924274680264,-0.195502699819375,-0.184135595847031,-0.129848161640602,-0.03277229639683,-0.112381989242374,0.131966617516015,-0.269150318969446,-0.233512251691205,-0.151737411872711,-0.0733861947886899,-0.103483994381087,-0.290382520192681
