group,CD11a,CD127,CD195,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD4,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD94,CD95,CD99,ITGB7,KLRG1,TIGIT
healthy,0.683864455496515,-0.0495338805809486,0.42130087624524,0.425194992035036,0.0328094364572522,0.619335461767879,0.578036649115973,0.173055320274142,0.347500218804926,0.486659871304699,0.315990070832479,0.475329744786426,-0.402739417123912,0.189811110617539,0.542674362750039,0.140704734438158,0.0584164537795918,0.094399039711589,0.578538135156252,0.14043652917185,0.425148955399905,-0.175243441233705,-0.175758168861476,0.136064120130507,0.328262358138024,0.655488204531947,0.39326878801229,0.0834396737777885,0.452526305880154,0.36738744821901
healthy,0.341132375434235,-0.468816010644775,0.298350954735799,0.0783439197686023,0.343339697497869,0.665328769446932,0.358312885799421,-0.414173236870692,-0.0869424200286589,0.42036554930381,-0.089214717363389,0.194575942913593,-0.355214884760336,-0.197963696418931,0.325104886405761,-0.287481721390626,-0.414125099231765,-0.341541514723583,0.434670106252103,0.606908226877499,0.271202448195436,-0.329985727794398,-0.521061572819412,-0.187973260487696,0.516440120163059,0.41112357261811,0.364536964367639,-0.0628884542300214,0.706047583248308,0.337218530595424
healthy,0.456462142818513,-0.426770005895206,0.0130597078231308,0.177068628183828,0.194669924754626,0.502444517129104,-0.11360876417729,-0.384337842849316,-0.103559592110003,-0.131265465541497,-0.166595268198796,-0.157978758202678,-0.207951301974058,-0.196621944499445,0.43283093710332,-0.120001873886124,-0.351489523896756,-0.229376851489402,0.336729455797739,0.279504440191423,-0.257177390005138,-0.230077843012827,-0.287937961404339,-0.0456189782178391,0.19962159546004,0.135066223776834,0.552185955761007,-0.584822494480207,0.458263062522449,-0.0415563538215575
healthy,0.0518056673718043,-0.281685843293694,-0.289333290526906,-0.120907725784796,0.381797518756359,0.0616770371823183,0.101003170421309,-0.410560182135314,0.119648696929306,0.12825721495004,0.308252896695387,-0.0615404366277634,0.227985593190612,-0.0769645098041038,-0.127421456854723,-0.349734798727766,0.182612567924614,-0.0668772101282431,-0.25395033491376,0.87070452905422,0.178740117384156,-0.12473655954714,-0.364052171848307,-0.122589537008739,-0.0508558551138992,-0.0591076250846443,0.0590683312886025,-0.233175303643009,-0.154086605520909,0.0385885469151228
healthy,0.410452037573854,-0.388798046499383,0.224222577821757,0.208576375817151,0.541237720787161,0.606119732204429,0.709737152295184,-0.390074788433958,-0.0491168155311213,0.324871512886239,-0.0042408747118359,0.172760459609401,-0.694432078034062,-0.125727716078708,0.541950161861353,-0.0914317479167016,-0.342307194337862,-0.0489660210067824,0.488466839565289,0.401830256675824,0.247546507070232,-0.605452226167863,-0.481478025230462,0.0732918194476847,0.549891393352533,0.561390610400129,0.591494996810026,-0.306849086278694,0.628512405899134,0.402140934851077
healthy,0.0131392881534296,-0.199455684778732,0.0043587410852985,0.003338625352892,0.325592836873487,-0.0428680587077782,-0.0400295033354413,-0.407142711128106,-0.187345139655634,0.0642890510768423,0.114989248370176,-0.195115528476799,-0.236044217687968,-0.217231348397558,0.0804690922563664,-0.242948581940723,0.192718196267669,-0.138365537546518,-0.193254008327227,0.717546201145337,0.0004098705707947,-0.290784452164708,-0.615327774125942,-0.153103554568312,-0.142363757729911,-0.010194236237278,-0.0683661918917265,-0.328187951834568,0.137848785870906,0.0079668694640676
healthy,0.0392753286529853,-0.117997382971909,-0.0528978683725899,0.0513688991167933,0.24077581964082,-0.0300164557469781,0.137449753464169,-0.0565869642998003,-0.011167343813966,-0.115369124556759,0.024070473119098,-0.0619016454078707,-0.178795617210414,0.0037965581504405,0.211885996928083,0.153814752172064,-0.0113405763661262,0.0552440547861734,-0.118285345347003,0.263834593373117,0.0229949080894306,-0.223590568909016,-0.354173260530473,-0.304790079027413,0.055912741564174,0.0579018636706522,0.0037192173757186,-0.347619334163176,-0.0448603813533556,0.0036132597900419
healthy,0.544742205142752,-0.536743398340943,0.136381494049236,0.112739442962572,0.672563771804108,0.670197963823088,0.0342239801896037,-0.545935556446183,0.0211129602704342,0.338282539516682,0.0320675630028161,0.0788140333591243,-0.475232861225258,-0.142626019611601,0.402855784632776,-0.402146434995249,-0.305373370794824,-0.219959731839273,0.266752620677653,0.816532482140957,0.355238576953765,-0.761642039965766,-0.656636100759433,-0.192104194729672,0.579104650206472,0.53204420267334,0.568880050891079,-0.652811289804746,0.653534875745575,0.163444836614262
healthy,-0.142769068242461,-0.244644356771541,-0.289354578612336,-0.0049220853675145,0.405996805665007,-0.181477103236063,-0.510932718050312,-0.284152477387992,0.162243476710189,-0.149759222969006,0.0531010614615611,-0.105670798836017,0.437086567267256,-0.0308466691891399,-0.0162055059874831,-0.299771981894964,0.164044137110469,0.152178026690348,-0.344871799228613,0.455029443158026,0.0235061479184226,-0.103454694391183,-0.130103473494242,0.0461706698784411,0.21967785288328,-0.195126470251796,-0.0785456838600764,-0.228744649175112,-0.218500749019586,-0.0626257377157524
healthy,0.478245747381775,-0.493660145240429,0.336716654538557,0.0305913240746884,0.323887832218707,0.65201980904489,0.3300095684336,-0.23537996767055,0.0920218235265849,0.485113895477088,0.272613430897875,0.227702481787579,-0.627366166165754,-0.229592256715382,0.491744524780053,-0.0431381076141664,-0.276453724366946,-0.207501782105403,0.540236150399179,0.621938805198833,0.492842389808672,-0.498121385548531,-0.691201006718505,-0.180517252126236,0.497558886028861,0.604667026536706,0.528916488676457,-0.352265516552843,0.787476141284909,0.560130091744278
healthy,0.371982812402925,-0.551995253057603,0.281641773060823,-0.198042178694976,0.445427050960199,0.626942729443025,0.10770477311616,-0.562505903040815,0.206073816269364,0.270858209156825,0.122521621833905,0.0530694726369013,-0.171409911507053,-0.191824779093493,0.296770757659617,-0.406151151989642,-0.542217253912219,-0.335388962618233,0.338715283975255,0.760737356530331,0.346703863488244,-0.190691592922728,-0.439086292453427,-0.195185203476987,0.440499515197498,0.410653705389184,0.383784770517236,-0.452998993498934,0.59047439849517,0.157076511230133
healthy,0.267346072810482,-0.567634819953857,0.116994645354692,-0.21020653024771,0.0156824944947381,0.618147550858848,0.432273798771562,-0.543301145207813,-0.239134995900966,0.238479888637191,0.15901857933797,-0.0040739880484678,-0.560978816872822,-0.346538283690298,0.239571911999391,-0.152851260175014,-0.586453991136954,-0.466520926226766,0.430191790521726,0.429109607830714,0.188769862962033,-0.244431461300299,-0.609808525871184,-0.374301218373605,0.324040401957626,0.492475022890618,0.222306264388246,-0.327872790768307,0.694609221986154,0.492695540892956
