group,CD101,CD11a,CD127,CD16,CD2,CD226,CD244,CD279,CD28,CD3,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,KLRG1,TCR,TIGIT
healthy,0.440718729676213,0.621452247353713,0.157996164107587,0.246635162991753,0.515907714473691,0.260631244902157,0.538904377434325,0.403087734594553,0.302327063554695,0.217718969887843,-0.0787397361259518,0.123077841696226,-0.452267581405639,0.347936112436165,0.51805751350689,0.329338637139171,0.22968753121771,0.182035847408628,0.646961284565128,0.0864665970086253,-0.190825193472513,-0.327334232740073,0.456060770367369,0.429632647020854,0.192659331790277,0.678998748032652,0.624596354295537,0.594518859747333,0.139455057448531,0.372136316184179
healthy,-0.242804175031933,0.354340310107869,-0.438796021098698,0.138102589010891,0.0601615624875704,0.380819391263601,0.627983591048263,0.222362402510547,-0.441835462775228,-0.0713026543214374,-0.133410597580116,-0.201383498139197,-0.288285368097582,0.120721605866857,0.442329167908594,-0.290025060069942,-0.427856741432807,-0.329578217838894,0.398723080901161,0.646632953610147,-0.593677121401099,-0.422444709126042,-0.0112129524406595,0.130324565887546,0.515185194733691,0.390717540836724,0.403110764746263,0.674180451056693,-0.179616346648933,0.463446557367575
healthy,0.190006614012821,-0.150222422625133,0.297160929176461,-0.524494501071136,0.122289369183549,-0.249392415256016,-0.426365471196808,-0.545043100706091,-0.171173921249965,-0.0168431470803031,-0.258009384300654,-0.320663425222831,0.330320607014997,-0.187641045641556,-0.145796549515808,-0.0623260830642978,0.308759425746348,0.142416619785157,-0.302415291472903,-0.381470378930094,0.333722032353351,0.313962019428127,0.508146186957912,-0.102664020248424,-0.422126044794297,-0.583796071709799,-0.0336486449161328,-0.442315935401718,-0.0015766382623964,-0.620435633711079
healthy,0.120253856097945,0.156961370482818,0.489328582633966,-0.294188502906866,0.520819936587491,-0.0605633630194671,0.0289853960291657,0.226169485127493,0.493993780969098,0.196943638805783,-0.211839339425206,0.0076585051290197,-0.310559886124772,0.167412852249426,0.374736084294502,0.567190804932016,0.327027215164631,0.393227705450062,0.429422765228251,-0.668159407601391,0.107776437032952,0.383287758823518,0.299732768000363,0.374284517274617,-0.0024524470399013,0.316944458755764,0.249991911365604,0.54713797636002,-0.0429715246265775,-0.0615943744829637
healthy,-0.236732878818924,0.149558674434966,-0.0721150486980766,-0.0276950964271856,-0.0310197705623085,-0.126348799162632,-0.0393803528382281,-0.287988191136177,-0.22280181525535,0.109356183009347,0.0202132357052704,-0.245520038534777,0.0266789927321106,0.116698545692364,0.0405630190881866,-0.0628088194761079,-0.0946024866884658,-0.10208196957018,-0.0430809787617937,-0.0070727173359809,0.0905816858991993,0.181199869415379,0.342941396645656,0.0632076068366156,0.0432253256848846,-0.140691567663534,-0.209370995157976,-0.20275738887397,0.0360921461750917,0.102946493525639
healthy,0.361483291835379,0.394093241101886,0.260164398141707,-0.221266763278377,0.441372580992163,0.446688450720345,0.169949015057654,0.44885958180602,0.293914591399118,0.326359148811134,0.0534851599997304,0.244734492434778,-0.274249969047443,0.436421970050505,0.58359494446818,0.545208655953631,0.226233561965082,0.286682937721075,0.435237605232124,0.110619241976622,0.336719365474495,0.184124752422357,0.0741560351718272,0.254961645907771,0.0432711975867206,0.355234597531432,0.435658833944527,0.534708432583309,0.212849914052509,0.102679106395875
healthy,0.106902062580426,-0.521139209089303,0.696267104005289,-0.175731293946671,0.274075141051257,0.253088117795624,-0.748970331832618,-0.124264271624579,0.617824540925476,-0.286606637323338,-0.104424318191569,-0.032269381069958,-0.326421910298552,0.17297192452077,-0.241440564395275,0.659467541493013,0.560914345927936,0.504947867481182,-0.354067424867396,-0.472860479133118,0.398929453877797,0.221475182253071,0.287458024140584,-0.300307766070215,-0.30455229785974,0.0898421591323632,0.0207520328693861,-0.724052351263345,-0.192707895349934,-0.429441107260569
healthy,0.100981287089472,0.535171612110499,-0.0138955328881213,0.279399835899941,0.596269839276209,0.611859833479386,0.451377146878296,0.1392876218833,-0.021686693942531,0.363485611911213,-0.0220874801098795,0.23872382391396,-0.109399301163899,0.128411626128561,0.50073207364271,0.0306434641103837,0.279660528913513,0.321740761410825,0.339503011538061,0.544347614685691,-0.240395519505491,-0.140035747533322,0.318121368354477,0.385518252278376,0.336011613400968,0.496636089429091,0.62354147472843,0.483479723723656,0.442287838559081,0.166792890776137
healthy,0.270909912058994,-0.0007126252439421,0.473744959541581,-0.0291165009691768,0.339579674466058,-0.231633449877598,-0.162579341043478,0.347943386493304,0.5179928218396,0.153510641961599,-0.146123388770149,-0.0317208857766882,-0.168421313787035,-0.0272103351477135,0.116526606095866,0.438453874288929,0.441980430090505,0.258083464687957,0.0658098674953202,-0.567834938587292,0.352350689647686,0.364003660247567,0.449900570331706,-0.0129308983862217,-0.322437807582985,0.0709443306873411,0.0429128372150767,-0.236417010800719,0.203159113126702,-0.0851829824221251
healthy,0.289542612115105,0.690311479375542,-0.203850206048287,0.22503053332875,0.433783548231691,0.459078776067399,0.637034062458751,0.435668169985391,0.0740745116327577,0.469847819651128,0.0327147720137887,0.335766527554178,-0.212021560018745,0.674752699537815,0.701889998384342,0.223243748017582,0.2227876122166,0.189702527429999,0.545629675295071,0.497472947934901,-0.179867205204105,-0.266038524238467,0.298683871364097,0.559611200586775,0.380946173300948,0.623578257005253,0.742591533122169,0.691290788652338,0.37992852771139,0.589273811785978
