group,CD11a,CD127,CD16,CD195,CD197,CD1c,CD2,CD226,CD244,CD279,CD28,CD3,CD326,CD38,CD4,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD57,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,0.442766830612573,0.290792903519162,0.0845446866508865,0.352077563545382,-0.285015945771723,0.119066551796199,0.370969855119774,0.030496961250421,0.496543872081991,0.285509526592687,0.201296903767538,0.154278628463811,0.0378949954631841,-0.0463163005452808,0.12306279550531,0.421374248613513,-0.397212444044524,0.156564054895617,0.28714378983641,0.166694933613204,0.0589881832024407,0.0844180616675145,-0.179266301150597,-0.137722276598657,-0.342777378966489,0.0847492990400887,0.276779152214599,0.367882469231697,0.487326256864193,0.0925840250686893,-0.252113422919985,0.534363649398236,0.267137412413196
healthy,-0.295204402758252,0.172508662134472,-0.364079661896806,-0.133128279938635,0.108522157685402,0.111874464644071,-0.127863060262366,-0.31543079007891,-0.472968429274191,-0.158052749252202,0.388936397704765,-0.210948955789544,-0.100164900242406,-0.113007832747245,-0.116065919326992,-0.135990515179373,-0.0546114894259034,-0.0765473555582264,-0.105026321352816,0.193181793446735,0.209949298614576,0.123561127597301,-0.551077843658998,0.191379432809658,0.193691207849507,0.0092951279408892,-0.423251925897327,-0.200067854675605,-0.173931418640203,-0.401444843361069,0.0478550779098654,-0.56193758273597,-0.139771819346925
healthy,-0.186402798129633,0.31360781111577,-0.593743721404043,-0.434762599917885,-0.193777312551401,-0.460920110822315,0.200640220822345,-0.460948624626606,-0.523571153809064,-0.350885323431482,0.041288070477437,0.0576855395454796,-0.474052948642562,-0.16092975382324,-0.281912383317895,-0.194814897435487,0.241093857641867,-0.155493939239803,-0.149073888143916,-0.0064027015353188,0.502478562753637,0.276709423207276,-0.64468860337339,0.34397947244825,0.453945293717635,0.628312879414968,-0.578456648254464,-0.523394159771937,-0.0184999379711338,-0.579890924664433,-0.184356784238437,-0.523947428302783,-0.511315245264295
healthy,0.175843802471562,0.496050779426808,-0.223329618580399,0.459360099607599,0.0399309368525663,0.0128133586535392,0.533264845244762,-0.0553974210622812,0.127543537950365,0.156461814841265,0.508179560232079,0.233621672313501,-3.7539603032174e-06,-0.130795894411007,-0.0227197417466853,0.381908895981876,-0.189300596782459,0.159353455107327,0.350080619722882,0.583382280631111,0.254160253604583,0.401158952225986,-0.697785616728161,0.148856499507498,0.4499597067531,0.332476459682725,0.105607189384406,0.319779081650823,0.277032549685549,-0.2707986224845,0.374200200918338,0.476273686763621,-0.0406116317475091
healthy,-0.43479917046558,0.352153965472481,0.0071997438453312,-0.223365872535412,0.363065922001089,-0.223663311222505,-0.275944434593246,-0.419908955846858,-0.520686698419144,-0.603213915599617,0.615355148777757,-0.0687033075686928,-0.0886799030336592,-0.0148615303441387,0.0379886805172908,-0.15530685761384,0.605927554886582,-0.0131511251860465,-0.384386877792382,0.11855835933317,0.326444178014888,-0.0124549896052981,-0.325292412196119,0.536178659386393,0.287871850074254,-0.184318811328625,-0.416811035038688,-0.491284644735248,-0.475452367485357,-0.0995858581733486,0.499473859705728,-0.421926520604945,-0.27221891463442
healthy,0.116968189739613,0.509269248410204,-0.367387269953253,0.246511193688477,0.149276061187021,0.0040085426135068,0.234868089023848,-0.0673458906249335,-0.0915988009285491,0.223814913919353,0.609862105293119,0.249714256559157,0.109470519519023,0.0509686849727805,0.143109841810466,0.30932230637724,-0.165544661043424,0.138250231595041,0.155926199838025,0.524396251029049,0.0756682361988494,0.321045454618735,-0.659455012412636,0.409700254963425,0.501811171074239,0.124956451912731,-0.0171257032787805,0.124556546083126,0.280992957969682,-0.299228417933986,0.243656160358806,0.0531265391730708,0.0962357636785184
healthy,-0.611649084599065,0.575254126884919,-0.173784235763739,-0.302057949078783,0.19098055292893,-0.0183920798591979,0.141150786100714,0.277803011487411,-0.804410059996337,-0.225803938162416,0.579963282821782,-0.422506924812456,-0.0091758882287939,-0.0258037746600456,0.0229241645160117,-0.255121550398412,-0.358823962755188,0.129355651279821,-0.299449353531411,0.541058617776248,0.543046906209727,0.439696381618321,-0.524530045340209,0.438908776872211,0.156033598701248,0.116777292160957,-0.33784501655792,0.0908717210525778,-0.0454979521776897,-0.242947664067693,-0.171685926933867,-0.837411864887059,-0.551518736680917
healthy,-0.438958178511588,0.60914408382951,-0.391557791032841,-0.0858534787451429,0.503279434440287,-0.0322377284583978,0.0977851894461419,-0.57300855420982,-0.615583182770878,0.0072297773586743,0.607655862815981,0.0770592756488192,-0.0045091235228496,0.194213149561795,0.0298181659375678,0.0676721781357513,0.504620072086674,0.116193445495737,-0.300910261837469,0.442894480584409,0.475463497943782,0.358457755358404,-0.692397507056975,0.679778724353138,0.686905869303371,0.337850251810833,-0.568781405614841,-0.415363099672406,-0.42627539828607,-0.347804332332213,0.659929862675476,-0.553149838027622,-0.119751205666166
healthy,-0.246642226799444,0.204553042782725,-0.017520671123762,-0.18544714673169,0.0860279336356078,-0.0650859321956261,-0.190624319454407,-0.20170079595301,-0.306682893760821,-0.251342215046887,0.162212425086141,-0.0437506661133074,-0.158797277367999,-0.0689682619468824,-0.0575729030413847,-0.191024161013744,-0.0677180562901572,-0.0217019017307613,-0.292015648247012,0.120814113960744,0.0180362203707303,0.115382762005308,-0.362038377804109,-0.0957499568244981,0.166793606414236,-0.350760017346054,-0.077458185898898,-0.222956298760754,-0.13894234278523,-0.169586075509633,0.0889213214623793,-0.572417884792331,-0.448057494669624
healthy,-0.624806932306525,0.336966128353915,-0.161916092103765,-0.427392987317777,0.164808792622757,-0.236866466670558,-0.242275059586573,-0.387036911181005,-0.685203148277047,-0.387849044566858,0.0748272113923255,-0.305329798409699,-0.168838895892559,0.249749932630642,-0.360299685403117,-0.402016548473718,0.365444480799852,-0.64438920807728,-0.588067501017759,-0.0032265935764744,0.0298205611663719,-0.0470353341882805,-0.55101130508843,0.339638765207193,0.473887039837282,-0.0455077229450235,-0.48759819690168,-0.585332881368095,-0.569002194714064,-0.662699873254172,0.220368281636403,-0.783765847656524,-0.627860359011274
