group,CD11a,CD127,CD16,CD2,CD226,CD244,CD257,CD278,CD279,CD28,CD3,CD319,CD336,CD38,CD4,CD45RA,CD47,CD49d,CD49f,CD5,CD54,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TCR,TIGIT
healthy,-0.0783634994055854,-0.140177806599423,-0.148595365626191,-0.109443653122261,-0.188361616847344,0.0850684343192305,-0.129122139363834,-0.122789066428816,-0.0309022192534009,-0.194277319431029,0.130783089171184,0.193673128861355,0.138815661128386,-0.0407216883784099,-0.0761738492128069,0.210983494349744,-0.0498059068696529,-0.128554657158666,0.06351561679967,-0.0512555427584086,0.0269611216793569,0.0211087369763046,-0.0674207681811407,0.14546215204129,0.276895060613121,-0.218433319861386,0.0914328144274383,-0.0649946399172678,-0.242170077019649,0.149602205716884,-0.166531253258719,-0.0227038043654288,0.0846529554023718,0.163191067306709
healthy,0.275599445801585,-0.52107486883619,0.167338437404882,0.0460655029048057,0.363214088703207,0.600663301062262,-0.0475864610409595,-0.0196744484145939,0.368034251651228,-0.459870086442967,-0.0726163514723043,0.431613492548197,0.0701909625686993,-0.0761713210763756,-0.14484502705319,-0.305343737716649,-0.238595222458225,0.373427574692364,-0.341254185769253,-0.490574986554004,0.340527170280106,0.633201729875306,-0.558749087391361,-0.519485683550113,-0.205656053167233,0.128378943375085,0.532562081332605,0.339952297102139,0.33028822698267,0.373110025757115,-0.169266390164329,0.726719813370684,-0.169921037417281,0.416911962467539
healthy,0.399414033553976,-0.330290465476334,-0.170866177643988,0.187942014914809,0.10304913327302,0.37842180029924,-0.437946221502678,-0.165037775348233,-0.227683786301099,-0.436664658749892,-0.0212596619558219,-0.188700471747168,-0.440516816509953,-0.16574520707084,-0.239767814439447,0.0208936626159919,-0.10019089451458,0.368147028150619,-0.184396532128051,-0.16802979986874,0.25248609731063,0.227910308743644,-0.0660555265908694,-0.106557828844935,0.104594643734189,0.17172428651209,0.0947680832436454,-0.0272376043341028,0.480278026054116,-0.329717558739001,-0.606933111058447,0.282055393062357,-0.176104593972293,-0.0999639368167564
healthy,-0.0788240142731335,-0.400862250095773,0.362312827703704,-0.401713952105682,0.201902897240344,0.0574068278195483,0.0580993275426746,-0.0913753033768981,-0.149469748286956,-0.438746702340513,-0.0895830722246816,0.0998291276141765,-0.0529611634200309,0.29232672621553,0.104470323042857,0.386301876018646,-0.127666500942475,-0.3141388142288,-0.46319167741556,-0.228655514901708,-0.304964000143794,0.768213214850981,-0.0442044911136601,-0.317556278720728,-0.326010910271518,-0.315349678595479,0.121832421014197,-0.205893602607765,-0.111939475471834,0.387175103617703,-0.27522566671774,-0.476521766024986,0.11887230105439,0.10778276777479
healthy,0.0329781835051935,-0.293503534799296,0.0255241344840449,-0.301219803199571,-0.334245843371107,-0.307259347711934,-0.136974074292387,-0.326792909596757,-0.298471109987419,-0.16606252092611,0.0608884426385377,0.039589287217855,-0.135525410552156,-0.0793595727566165,-0.191366077585815,0.183432343261579,-0.239310177692911,-0.306151477445361,-0.283606819377591,-0.0568247573936418,-0.230786071397917,0.149820661427088,0.321771908019066,-0.0022407631632668,0.104828568367849,-0.114159718288688,-0.119946410160487,-0.37022654238272,-0.3033691072748,-0.235211803683486,0.0636482035588369,-0.223363547209903,0.0789924655351538,0.0195506021703531
healthy,-0.0287935272711741,-0.325499657992899,0.528577327582893,-0.174399898444416,-0.0228748399392035,0.123899320973858,-0.129641954263415,-0.211062313730104,-0.383250518060514,-0.388862393136886,-0.141613814862888,0.0858031835771621,-0.180057675093432,0.0861449081988509,-0.370184551527734,0.354142659083852,-0.0428686086507704,-0.256342371665807,-0.54173158022827,-0.14437085605333,-0.266232804616475,0.32080834985621,-0.117726557971992,-0.18796456586454,0.182920352858324,-0.0603182135030361,0.285961722883735,-0.155256434548652,-0.202701585390062,0.116780522279441,-0.200615979762991,-0.0836987051054416,-0.0337182294284324,-0.18076704442756
healthy,0.533867550091037,-0.548188275625671,0.109776288569956,-0.0385237108941671,-0.12559198751983,0.70827715374953,-0.018802381820974,-0.119012765136208,0.27850162893473,-0.370478164757307,0.357351579146631,0.321888171230174,0.113449762435853,0.0313976377901269,0.053613515856433,0.122724055757406,-0.196407403199536,0.283961283324705,-0.526313341999014,-0.388973358406538,0.398014406955826,0.533043593984749,-0.344372688684744,-0.33198767943722,-0.0533814237920704,0.30690697981616,0.223312829611123,0.180737141665788,0.203050442786111,0.221165815887986,0.118024833572831,0.736734670775544,0.327419585810015,0.526963358250301
healthy,0.598223171645789,-0.484284078516896,0.391035243991821,0.260335143948249,0.696627585333433,0.661741259247319,0.0247159737361801,0.253119493229865,0.0581784369644862,-0.497010787932561,0.148153752452572,0.349927099691657,0.0254327251610042,-0.205493522666418,0.0140131892396678,-0.447022454175306,-0.0737460353583422,0.472701788593777,-0.368671426451161,-0.163095780471015,0.287184297607025,0.783180861893503,-0.668764966800178,-0.597464422427718,0.0202190729298748,0.40890201500961,0.55793121500002,0.537202771437998,0.624786884463128,0.418499875966487,-0.600898232936472,0.707333769911928,0.237096784804104,0.162710533725666
healthy,0.299279911090142,-0.594999969853001,0.125089679667101,-0.089409743205043,0.273912963212279,0.489349491730256,-0.0015589916702998,0.210382365359365,-0.0564182147934669,-0.542494981494659,0.0686142700406484,0.400043598893204,0.003887742295908,0.132014758888454,0.0240574475854584,0.219280310979079,-0.172151932965433,0.163480534013518,-0.515939646989517,-0.414042565148257,0.0736905871206055,0.732684591522145,-0.35677630712968,-0.472123890789013,-0.0746643568599989,0.264426069914972,0.364946489128486,0.0650107332555302,0.128516198899942,0.421810335408512,-0.202062263998939,0.431872146550004,0.0805742081927987,0.336119048368206
healthy,0.197111798545003,0.0299244982329818,0.0795933540208431,0.147109513562789,0.0977407761352543,0.174171119021969,0.314612671760293,0.240494552104295,0.341579613027629,0.0491658422783217,0.168002568658923,0.333673664864988,0.281655744339743,0.10890050403331,0.258502127927972,0.130266009585434,0.0615416241984282,0.184459066570423,-0.0591640122093557,0.321145794566741,0.115169749138958,0.034464203273082,-0.0605696163144653,-0.0316244557296648,0.162961547886054,0.300228663379202,-0.0361170572886498,0.144264409999545,0.0791266284039556,0.364684258060319,0.34045537538578,0.292180811615357,0.122970069365054,0.180315547668684
