group,CD11a,CD127,CD154,CD16,CD195,CD2,CD226,CD244,CD279,CD28,CD38,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,Mac,TCR,TIGIT
healthy,0.619149999130219,-0.0177270552447729,0.0302358310560772,0.017859063831579,0.466120345285909,0.352874114079442,0.279737832406533,0.489122098054968,0.586928910249234,0.294265584689443,-0.105938158352586,0.0533788699744472,-0.623360540976195,0.2803636861329,0.152797800417665,0.680946197241527,0.165247038363091,0.149959863201423,0.0957553065845637,0.0573187509006587,-0.172419934247058,-0.391112794998948,0.17403184423503,0.411633260176323,0.150086288634589,0.707916283208822,0.615285056030048,0.345631328895224,-0.0048439037365565,0.716201379926742,0.0847709301580233,0.169420409842709,0.567319236983609
healthy,-0.081620314577291,0.166063462552534,-0.0263820350596052,-0.150945512002176,-0.101643679637426,0.159465658807846,-0.24202336892717,-0.346158429216844,-0.0347794457729493,0.357872714788765,-0.0418705709022313,0.361100055496135,0.168749325850007,-0.0942643430147475,0.155036258185306,-0.145382253722322,0.261306936642689,0.481996994278376,0.312774973479338,-0.397719747164714,0.111542238409503,0.27421666388094,0.138158822586665,0.0315367630478644,-0.471537960324474,-0.173707977570021,-0.167532990604732,-0.204665399909274,-0.0442777561397523,-0.236071446162505,-0.108450905152519,0.425295600311964,-0.136101062478937
healthy,0.415326263764244,-0.38327168470979,-0.346602878240018,-0.171158584765362,0.0726864056700835,0.20487975595623,0.228289144619965,0.506361644337764,0.027441519288746,-0.256653725754392,-0.272228696804564,-0.102317527308078,-0.451487707881535,-0.0458166089905328,-0.182597003605583,0.478870258617563,-0.0803006872715655,-0.38778128227827,-0.243517149867188,0.184724476989994,-0.287734064714279,-0.427905650919191,-0.147522233582175,0.234499361879496,0.0988273122359081,0.274960515595212,0.541729777617811,-0.231911629562938,-0.487179336474196,0.543313401771155,-0.249572769246744,-0.283236307165598,0.036496874949284
healthy,-0.0422059945156489,0.314551644353228,0.0121569014206342,-0.342447902530341,0.264948132458995,0.229225858521286,-0.0313026016313371,-0.312424952270221,0.514974201751154,0.254979170044759,-0.206888248902473,0.30986320475967,-0.607335048225939,0.201405303354301,0.0527724302712777,0.134647754415331,0.273788564066904,0.515791276258607,0.243700781276926,-0.148628853930929,-0.195078877801944,-0.111656904149472,-0.123387736691634,0.234367340200283,-0.656545608051008,0.187835573188125,0.052384187104996,-0.132689983653574,0.0938709351968838,0.326672676992927,-0.0932751421417485,-0.0282460663024648,-0.158080763457418
healthy,0.158616213034275,-0.246851330456343,0.200526113940959,-0.18875103583612,-0.0291526331252586,-0.425959101782208,-0.0215679397780086,-0.0712604642022874,0.0212101205125925,-0.0211907744982863,-0.142314281050428,-0.070226930407393,0.0432353260281364,-0.0858256372245222,-0.198897510640184,0.0889302375963039,-0.309998306402415,-0.238992753604743,-0.242684847626979,0.165533136817356,-0.0853681637344646,-0.0982916323745059,-0.328879533763655,-0.262890330823215,0.179394128360761,-0.0344811087421735,-0.0215357177056385,0.0963794447092215,-0.0168765392202246,0.12205312125402,-0.0003054703710473,-0.152246539484196,0.0651818888698127
healthy,0.0250912247893862,-0.35796273918514,-0.0839318228002643,0.104157910828618,-0.158896732156807,-0.046718451223226,0.129802503250789,0.146586833266323,-0.15343103998154,-0.502718207491602,-0.0536814546435026,-0.175413959768018,0.0970334767435591,-0.0552424908119037,-0.227788361555156,-0.0114764212301896,-0.412171638072186,0.0330275015176515,-0.205024124268909,0.671584932540594,-0.398183798405945,-0.424950721765388,0.131926779786872,0.0862358588844164,-0.0073588542378844,-0.0306098662513164,-0.120506881485617,0.395338884610783,-0.124011681219812,0.210993593020273,0.0455564745393898,0.176071029613224,0.0185921019924491
healthy,0.55802225182275,-0.448939160064351,-0.160636436086101,0.0287925750027822,0.269602549895428,-0.0058961548499179,-0.374668760384321,0.688062745541815,0.270801483764524,-0.443066804886485,-0.12107276332586,-0.0796997473772327,0.0547447042118969,-0.230971202111907,-0.128301532489983,0.332481084030705,-0.343012250932589,-0.512564880919926,-0.468700428155596,0.241198132427503,-0.618199382340899,-0.204258836449347,-0.0217087088325718,0.380112842529941,0.200592140878629,-0.0737517100448998,0.0555306980776345,0.0648524859304099,0.175113703539745,0.739477313998847,0.0769450819215734,0.172103379888004,0.436684346202758
healthy,0.517291888568789,-0.464786493335034,-0.0927712150464601,0.350764654681373,0.181672305383852,0.123004317282517,0.633615835343346,0.655955492902907,0.0610926613980578,-0.475679913814507,-0.156929138185247,0.0607305379971262,-0.512940540418695,0.0050613599180656,-0.126533650476355,0.383845199436296,-0.317401131337811,-0.281702387823938,-0.208793545669329,0.745813987619335,-0.811335487329246,-0.612827598048547,-0.244958455477017,0.374803332759945,0.568245374507821,0.546345680594885,0.560630046609292,0.37205011476384,-0.603362386675947,0.692230943475756,0.0953094966853078,-0.0097833602723945,0.176670615912039
healthy,0.0411097724003699,-0.636471808074114,-0.0826783624138542,0.0661083152324994,0.0811111863810306,-0.18471200644323,0.369711394466443,0.294893991607418,-0.0985930325530358,-0.634857436788643,0.0424307336032682,-0.103361719326022,-0.0011921190085241,0.0210626629203819,-0.30314238490686,0.221532713597197,-0.400546944052059,-0.543630653592344,-0.326880378275661,0.617531841800353,-0.538582449504319,-0.533228847295987,-0.27021555368075,-0.0139399151684736,0.380905782857363,0.0194072123203504,0.0868539576276618,0.317791470209094,-0.366247370887751,0.209213532574001,0.0389179803253921,-0.216345404331496,0.12596161961927
healthy,0.540860604775904,-0.495875678560681,-0.116587599094594,0.124759016784959,0.390740377451937,0.144257317527011,0.273990706754739,0.694911829635538,0.414567830438746,-0.0801214105415543,-0.209155727331172,0.238648215724187,-0.675505628460379,0.702876192080284,-0.19899398336016,0.538078770534273,0.0187759615796926,-0.168450857043325,-0.186596955666306,0.522671713308336,-0.409792101461635,-0.638002561093943,-0.071918848096422,0.442540997411506,0.392952531788222,0.705903547897869,0.583767631417506,0.605947971827487,-0.265920167955638,0.82142693185796,0.144716403429613,0.080656952773332,0.648425066747054
