group,CD101,CD11a,CD127,CD195,CD197,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD336,CD38,CD4,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD70,CD8,CD81,CD82,CD94,CD95,CD96,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,-0.0018184891864218,0.45686084599758,-0.261518514646525,0.336503251260372,-0.261724497383974,0.206866461642116,0.238571951451868,0.537393839979707,0.543960393540605,0.073984114255313,0.114820434455828,0.226440724860841,0.0670785450390565,0.0134827621722871,0.23408362288052,-0.629860337617442,0.452599727829347,0.254556285777361,0.062961702691241,0.0493556976485694,0.350854703670634,0.0129626989444634,0.0491347448926225,-0.498566955084611,-0.0320499813678347,-0.115028141916665,0.290200983766224,0.300745736178924,0.136146743374002,0.657582631405346,0.11001813642226,0.422905620042763,0.284134304666904,-0.0895533862873897,0.297271768897778,0.356851978394097
healthy,-0.171471695057891,0.262078377084758,-0.337699057892042,0.157170854621618,-0.371590152713992,0.148045408183524,0.43193421822263,0.403770861371285,0.269672384606179,-0.253089106173869,-0.0297127096445144,0.249015561478407,0.0792257112581959,0.106027798673736,-0.0054148735807935,-0.543062839277475,0.33047952671647,-0.119677341646422,-0.295832039771417,-0.127478478507227,0.297742898919894,0.419899722570883,-0.130503030483298,-0.584501804116688,0.0900325228851426,-0.214436690631689,0.0300120057045941,0.190913682479201,0.307318612864922,0.465252027248112,-0.0154421563156008,0.448211353661531,0.244353412508875,-0.248089822136242,0.535841538813898,0.184491039937588
healthy,0.280056070078496,-0.553911106435883,0.313901612528902,-0.384317784931737,0.173539377107059,-0.265643292505538,-0.449483191495135,-0.736660519696844,-0.345060322514907,0.0078019431945867,-0.110408892429978,-0.2894380907884,-0.0798268893055958,0.0575044892221678,-0.190524636258181,0.337380179646843,-0.533361279554518,-0.0850251441363501,0.297187418898682,0.0897723184725609,-0.596201870665028,-0.56680153961632,0.438683444963205,0.367827218960975,-0.124387104219177,0.241326457550739,-0.334362957490625,-0.163776111261053,-0.402136010017419,-0.626735694239987,-0.137820537784389,-0.560833055699095,-0.234293287233922,0.158542838966082,-0.806490043056184,-0.425611564991324
healthy,-0.100920527572635,-0.213719925627781,-0.32416676152123,-0.330059420587817,-0.0192417659815042,-0.532467968672025,-0.14497920198565,-0.106671975891194,-0.23454300026844,-0.232012710467115,-0.30107642891015,-0.0226142507272327,-0.121257594992533,0.156860832067221,-0.116572767655916,0.128627137032863,-0.351922228978244,-0.384737529377361,-0.420861714796001,-0.380726427548556,-0.289945581609616,0.225325607007066,-0.0619345309440859,-0.236527930176565,-0.0796204369515149,-0.418072174759536,-0.331185321672577,-0.155640305363602,0.0395454445040445,-0.259014684794541,-0.255287808396235,-0.334227669853679,0.113308063276725,-0.212160093888475,-0.499687201587918,0.0337524443356432
healthy,-0.0759433139959888,0.325900794380778,-0.404153262387746,0.159914211219442,-0.283082675339994,0.268162199545185,0.37364660938139,0.570219883579704,0.485304975754577,-0.570568415435311,0.013308637087035,0.199982762789306,-0.0281671120746377,-0.0089047047710117,-0.111435634873619,-0.499175264831511,0.403983625029704,-0.086384936490382,-0.457958384280644,-0.182237533944744,0.282581121349344,0.354251114329389,-0.48114181779551,-0.48776593509996,0.0426968608057199,0.222474127949798,0.0608129184334084,-0.207924031531073,0.487032846201289,0.392959196311945,-0.107987677431227,0.418913320760573,0.172654676998366,-0.473072831008015,0.293904003363336,0.252090629549416
healthy,-0.0163415457212856,-0.153415550437593,-0.0129483748211909,-0.245815709609521,0.098571057722189,-0.169908412030333,-0.0158648229218154,-0.222901655047348,-0.115263782464304,-0.0547781845110873,-0.220966909219266,-0.0690828404456825,-0.0443008923562702,0.0854736028233596,0.296099019195127,0.0042813699789349,-0.125320532818358,-0.238214832559872,0.105821956700409,-0.101361537722325,-0.279189984380164,0.244656796820903,0.0338290422632246,-0.216314538874726,-0.0690448951642529,-0.525337433019333,-0.227715396552247,-0.047459756932324,-0.0676975880093942,-0.0676590868643119,-0.0963786412231062,-0.224587716469645,0.0454805109892712,0.135864242138252,-0.346591210090088,-0.113466267583066
healthy,0.119829367929053,-0.596579408193216,0.515226755528547,-0.293881018446799,0.213710581428795,0.0848868930811172,0.405547569254893,-0.814214612485411,-0.307298743661523,0.571607482958737,-0.302211464167146,-0.351144204676582,-0.053875997570399,-0.0059750621624591,0.0781240977474372,-0.262532815701052,-0.197472082180339,0.479468035022023,0.491753958966784,0.465770224372761,-0.428259390801401,-0.364780791832192,0.411881782592901,0.0802942438406311,0.0022110507944956,0.0602564915287023,-0.449600002959909,0.574059703526591,-0.309662399240874,0.16739374179762,0.100715220101812,-0.0232360728545463,-0.194623606375993,-0.195415337901394,-0.817448647912821,-0.496257757999048
healthy,-0.429902656674106,0.482669095032428,-0.522173738318562,0.14960509905866,-0.470708325861571,0.0187396548690126,0.621790736801338,0.651839016843012,0.0651029256081329,-0.520623061257616,-0.0252394809615366,0.321662110508079,-0.0223055774283795,-0.150477819673874,0.062270385659332,-0.517986387071757,0.360910525578027,-0.343436676810325,-0.37729849533154,-0.277000757896601,0.289077440182403,0.729919515196813,-0.761090080657012,-0.653960576674643,0.0235546166989766,-0.351642978575626,0.333192979921128,-0.0374383185999861,0.562860843988102,0.51732490546464,-0.0676807510121941,0.51262376833767,0.37626452951967,-0.630685933859013,0.631294313549185,0.174601281100992
healthy,0.483087089110193,-0.072160753371674,0.273054456047063,-0.193809197993372,0.279194177876823,0.232030419259085,0.239092156968212,-0.438141168514866,-0.0640377032060153,0.25674453209799,0.0683421722222508,-0.0636351060176209,0.172194576042895,0.0314951497948619,0.135754010631095,0.0252865624153669,0.0607868854930185,0.152303496633728,0.245324559466425,0.298831343658645,-0.18973287846388,-0.137339132265051,0.293159862343213,0.334406226898974,0.0551780306318992,0.40646605494758,-0.113143216909679,0.214442215044272,-0.20152883233072,-0.088430926635892,0.135140024176144,0.0073025457133294,-0.047965268367399,0.0947402788092846,-0.427741067627135,-0.135795388860871
healthy,0.13458544423363,0.173823679933314,0.18064629982397,-0.117090513894312,0.0690348641674677,0.296154071088041,0.218916807069298,-0.0628622596890016,-0.2010905131206,-0.0588771450586275,0.28907277032592,-0.0477266829958728,-0.166205293653147,-0.132712567597444,0.137831538708245,0.429360741661624,0.187617885554801,0.0961239383690235,0.25112647145419,0.377310159698697,-0.031911866409288,-0.0141146192099303,0.0698875320034105,0.178852416616978,0.0911732736537417,0.320832905911209,0.0904514983558992,-0.162758379442324,0.0048465157269491,-0.204293048769866,0.022992946751319,0.163844318020567,-0.0996702231883312,-0.0956924802627484,-0.134535033115471,-0.250265544609122
