group,CD11a,CD127,CD16,CD195,CD197,CD2,CD224,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD54,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,Ig,KLRG1,TIGIT
healthy,-0.254272675641923,-0.606939003967416,-0.0795841424749639,-0.31453605967727,-0.171802921815779,-0.539271231277414,-0.0619482704295914,-0.0234353117551802,-0.225835419715071,-0.310931573758942,-0.451145132303052,-0.291726340658712,-0.227498932893601,-0.0420380677117913,-0.114546651446622,-0.564901608379864,-0.0643017299417296,-0.190321485244622,-0.432627929281592,-0.325982588546193,-0.322245760365098,-0.452581920749682,-0.0953222541052928,-0.170664781255359,-0.133819805010438,-0.486353913705001,-0.226601519869638,-0.128772581205432,-0.30564669505801,-0.305670078305608,-0.266164968375556,0.152860413892916,-0.217630771671569,-0.209711195323465
healthy,-0.357034053122976,0.471014073007979,-0.177044729986588,-0.268674637948857,0.373803854163226,-0.0523057875798839,-0.16440150513377,-0.382738257406927,-0.657859733767198,-0.37618743001006,0.394003089757494,0.0970968378863682,-0.466197758490068,-0.0071052700782015,0.0949178469504869,-0.171044489744331,0.309657596347829,-0.203677380208706,-0.388110668017456,0.251950592651755,0.449016768268885,-0.428355088285046,-0.63091118699286,0.467342412540672,0.528943007669719,0.213003957152556,-0.166831354847466,-0.571029915861371,-0.450258939097002,-0.412046027419382,-0.403187897968484,-0.108838345221181,-0.709179979178596,-0.413256208693017
healthy,-0.443324550239362,0.391046100920257,0.0034966377020651,-0.0500040224706778,0.424003464607336,-0.202824655242015,0.0254648322444248,-0.3531816278889,-0.594037816332814,0.0395771823007056,0.372903742513533,-0.0083555099808666,0.0110858203480718,0.112997335508835,0.0756940840547255,0.0235229999701935,0.107181589493614,0.0545418286061839,-0.486767361295268,0.0670455185246172,0.30084049332622,-0.426463867228199,-0.440029278206049,0.0460133775668746,0.236146027759853,0.0611406264094349,-0.295771447319091,-0.320995229561897,-0.201038520740485,-0.531933072020653,0.127457341056095,0.136381989162549,-0.51892443289106,-0.0510402662148579
healthy,-0.0944655853418089,0.376656627847385,-0.224423245138387,0.328531204190106,-0.0284072181417289,0.157364368375255,0.17701551993228,-0.330673880787512,-0.159243827536643,0.119358846585718,0.423457641089899,-0.157267865534784,-0.128490334118821,-0.180121422598044,-0.0864939141859626,0.0524080819347738,-0.407416782748638,0.0597919233207102,0.120997899557257,0.430952219075456,0.0319615268880986,0.275218961223852,-0.777829996035932,0.0203381058225937,0.269332094349713,-0.108607427804111,0.18864804128811,-0.118939985234103,0.0967537665005481,-0.0572098143359212,-0.406968806951046,-0.0773485505700894,0.271776151280854,-0.110493292888487
healthy,-0.0184402742878216,-0.163905931670567,-0.19561961599521,-0.0567829194467246,0.0309745518879129,-0.278985588569943,-0.206860761259165,-0.236805158377889,-0.145342370004879,0.0277898248979461,0.0071945928254567,-0.202334901573704,-0.0068889765846079,-0.391401745929327,-0.173468608891562,-0.0263886798667966,-0.0806803455823259,-0.081763412426122,0.0076003388858535,-0.127463270403576,0.0108743854950234,-0.0665921321888969,0.10029060597162,0.209835134333987,-0.0625771518857472,-0.10124437535735,-0.21561044361994,-0.152294479814584,-0.0043061855460647,0.0658480008825009,-0.214316675942258,0.221563359743455,0.0268431667694428,0.0425050026907589
healthy,-0.134712993230205,0.16542149740743,-0.283421464603552,0.0767885859537016,-0.0277682953425195,-0.20074430581735,-0.19176898744337,-0.393595063036262,-0.114749021449817,0.0629923058882224,0.345400060232831,-0.11234548168898,-0.140990410182631,0.0088388355221281,0.0350851707621818,0.0690332028838543,-0.113289289221028,-0.047315785735309,-0.182118902942728,0.21227009548912,-0.258945156368802,0.0987369250703731,-0.694984272644757,0.112023983001733,0.380781111352501,-0.166699748193785,-0.0341245725181448,-0.157333284663646,-0.0518311699366613,-0.0481056036394593,-0.359581878961514,0.0007955535084024,-0.246269169096085,0.0571193069286728
healthy,-0.548828337461317,0.557420329638197,-0.146927196703831,-0.255964159380477,0.13838179553219,0.073567329438049,0.143631641764968,0.226896611810431,-0.776127745219195,-0.270600162158653,0.519196085920495,-0.446255972389476,-0.351322567178141,-0.0573524105721158,0.0055841709095579,-0.298524465751122,-0.324992135270507,0.0172001501761762,-0.2204211472633,0.553405485732326,0.450191667053512,-0.390540933444433,-0.567810695799689,0.349278391106103,0.1120366933586,0.00490691556241,-0.353185142345808,-0.273087771963065,0.0267361316315666,-0.0891336638975117,-0.250879382685239,-0.0371084020750379,-0.810326707940735,-0.5009029690052
healthy,-0.536471186489532,0.368832340851084,-0.34124365682958,-0.0997601215586661,0.256866607527556,-0.324251947884614,-0.102909022722056,-0.606082509381198,-0.518442197537359,0.0019399595294325,0.397499797597439,-0.234565848037851,-0.288048334971352,0.179781549899951,0.009414148924865,-0.238556506172995,0.236578163516635,-0.0643353223971986,-0.424163832466218,0.340835814216928,0.0150333886176572,-0.194864938873876,-0.696291000676639,0.432288828821591,0.422629656088358,-0.233511682378454,-0.351214436852237,-0.471233989968917,-0.398168582726214,-0.531888951972281,-0.374225164444923,0.0220568035615899,-0.563420350979506,-0.0966026294328819
healthy,-0.267832005770849,0.525563173814383,-0.129596708478743,-0.0613619121813293,0.257766279768233,-0.0195099731709485,-0.174678520760102,-0.460161603834363,-0.420171214537315,0.0074755590264103,0.50480882328697,-0.0116626914280508,-0.316904381944534,-0.109325635102012,-0.0424697881625268,-0.0061077995359605,-0.108835741463537,-0.133363639321777,-0.238274624854704,0.384222237067305,0.284236961072948,-0.0424344210354591,-0.761578325967352,0.395253025516008,0.539513023909764,-0.0236491506954037,-0.233616225890035,-0.459916597525444,-0.0800271877066067,-0.157969051961176,-0.447730539616215,0.0110415103179083,-0.366417168804978,-0.265794675359039
healthy,-0.169154261559242,-0.234440632712451,0.0503448229345452,-0.0232031571881226,-0.170713924792907,-0.354495016932456,0.144970075027973,-0.0987748698896044,0.023812407258395,0.098417382856401,-0.0294080006903397,-0.391772572190225,-0.0723787979917677,-0.196636159496912,-0.0859206696786759,-0.19428307474667,-0.627252980683805,0.0989610832096455,-0.182976269892917,0.0628335538955479,-0.37896989345924,0.0162274193571217,0.120109021714694,-0.325338074590177,-0.426052630521937,-0.616078593020004,-0.0931644079647474,0.0579168188573035,0.210874527286289,0.0241496081121522,-0.0310156968635358,-0.151153290941556,0.181838603755172,0.0827530428780266
