group,CD101,CD11a,CD11b,CD127,CD1c,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD366,CD38,CD41,CD45RA,CD49d,CD5,CD54,CD57,CD58,CD62L,CD7,CD8,CD82,CD94,CD95,CD99,KLRG1,Mac,TCR,TIGIT
healthy,-0.260984222345271,-0.412992376696959,-0.0184912958581472,0.114627588996696,-0.156251602118528,-0.234743168016467,-0.118170349773878,-0.365680977263595,-0.332222414274886,-0.103306003135655,-0.285233461678556,-0.0693047290708914,0.125054002076066,0.290119879082388,0.0611714655048799,0.702521673951032,-0.34253889854263,-0.0133975261420938,-0.208385702540055,0.152631284196844,-0.20799403570846,0.368863525067999,0.383827929874119,-0.0345499139120627,-0.202848828842639,-0.0719405590362324,-0.410368038727954,-0.574705540484701,-0.625267707833555,-0.0094260799278515,0.05925802294031,-0.461618627436295
healthy,-0.154875893967642,0.0433991930211706,0.145923833605225,-0.117793496566554,-0.0297233472401697,0.0010053900961891,0.47412965306759,0.159607117328207,0.0692566263993519,-0.21267683908897,-0.051767909010824,0.0620279836443283,0.0273643298099392,-0.0136239646814326,-0.0794468536472272,-0.456498402885939,0.151819847914787,-0.20287147576432,0.169624594790289,0.342621707695478,0.262400010339867,-0.192545341810716,-0.431609723185602,-0.431493852756677,0.201080803450041,0.271577516564884,0.262704467166254,0.297596473081371,0.259093467925574,-0.0320010450687164,-0.331239719912164,0.06806603443605
healthy,0.28951813615727,-0.175548535816459,0.383770209500246,0.368537124649434,0.542809159981102,0.0741503660958192,0.169143014176013,-0.0988414757805096,0.424244866436389,0.614673154704264,0.172924476329098,0.373604011593986,0.339325776198922,0.197945869088913,0.342178865937337,0.0411319652050337,-0.123217499801304,0.236081431481561,-0.008711980491291,0.0051833161290132,0.525182213900451,-0.0885511334761521,0.148324488047331,0.0658010815592657,0.544422205472706,-0.0260175574453576,0.304672169771912,-0.186804203156822,-0.0665476565685567,0.512292748188033,0.352153196262807,0.278873747328622
healthy,-0.0811640919251828,-0.0841003583693627,-0.0060305883988657,-0.415493272468062,0.0280734797350632,-0.386932887646768,0.228564431845005,-0.0528211376571967,-0.0368305152084619,-0.495877931870286,-0.105746521973367,0.0981451133162044,0.358878255888115,0.178025998680201,-0.0688325359396613,0.229711233202984,-0.27951765267563,-0.0813711570161162,-0.395976002695043,0.862708932559957,0.071356315138324,-0.146423300013132,-0.447793373516141,-0.291173637582925,-0.156387315393523,-0.0670505314811505,-0.201948735594479,-0.128115461502651,-0.367892433760019,0.0499808128673072,0.164936933973506,0.0459350498169068
healthy,0.227051198104408,-0.0045207726499198,0.0829920648114073,0.0850926151958132,0.130032017932941,-0.0924666765530051,0.0741612516824145,0.126518234540299,-0.0617292040156173,-0.222309250269484,-0.0428233827767372,0.0387973823900651,-0.0774715754797315,0.166119377096624,0.0190276458913515,0.0603779537968827,-0.0866773173350915,-0.129284360885279,0.042712630341942,-0.212023764302417,0.0519187006110166,-0.115438548832764,0.284359731924736,-0.0600028143928391,-0.203694993317728,0.0033721428002975,-0.051995741018273,-0.223305871320448,-0.180774937959015,0.0945212605269468,-0.130414685884184,-0.166502941253247
healthy,-0.0360827606586991,-0.0001874019950877,-0.0531697702373454,-0.204665998412417,0.0086865774017302,-0.0725086815492301,0.286837307884106,-0.0054418839763697,0.244011617408096,-0.331461875014361,-0.0935396611779128,0.078724380304947,0.0940140019223629,-0.165946934189766,-1.07969692956715e-05,-0.137621951731673,0.127401066563387,0.0313304167803997,0.0073656098376807,0.574771337364025,0.0187232150046057,-0.110467119990548,-0.418917546220722,-0.295582102524904,-0.0101119161825244,-0.231074822884784,-0.0333678652609578,-0.029490542338968,0.222885597603319,-0.0073609314897445,0.0854138898250464,0.0943824203107569
healthy,0.0588428589777552,-0.526576584407254,-0.152877710618371,0.54807758819226,-0.0772478247976609,0.302125911162563,0.40498314480186,-0.741751066474493,-0.183526039814507,0.664706805945836,-0.446973026114828,-0.257180108037192,-0.112283909130629,-0.079749610620696,-0.128677826752877,-0.523542957910533,-0.216832895006839,0.536709574311108,-0.27581730751105,-0.472724098415289,0.263770369575087,0.496989642809051,0.140068079625137,0.273281749555034,0.672783676953567,-0.277352078733867,0.328939020635215,0.212524727090296,-0.77842279406789,-0.0300552118802392,-0.397146150204548,-0.436348528427007
healthy,0.309263904482445,-0.584447952154038,-0.186869644693149,0.356596532909587,-0.070663504633321,-0.274554231429165,-0.724529343189219,-0.651407552969113,-0.0754658870373437,0.358413509983548,-0.155225086042553,-0.360199416361583,-0.221420814596748,0.101565511153492,-0.0790451747295627,0.408190471598184,-0.434887055177106,0.100202235473517,-0.342154003854096,-0.838342616712877,-0.438250121615573,0.695089489472868,0.552444069248077,0.214634619470653,-0.0550837224620259,-0.521702992292256,-0.608615743460566,-0.64260545730594,-0.685164510624513,-0.159377915809689,-0.172701110637237,-0.183218648263184
healthy,0.0187117212071899,0.223098364110707,0.0472473458884262,-0.528970028820568,-0.0342536352330844,-0.0276897975251223,0.355409644592228,0.492745492805768,0.0560243089430207,-0.421504188293426,-0.0102642244277927,0.308764121410815,0.173901002115021,0.151385515696168,-0.0411840565404065,-0.040140809874728,0.381138000299473,-0.369727889355767,0.152284552655495,0.593569277799162,0.2255071218499,-0.567551875810728,-0.465735038801804,-0.107102556699071,-0.121689974642386,0.337814536443844,0.221062087389724,0.199342587399825,0.393960632531102,0.136643407219741,0.0498738031395811,0.237751737227382
healthy,-0.27023921050846,0.228472935031214,0.166222658129841,-0.372740226488745,0.0988365399969719,-0.145795698464631,0.0005233523268967,0.533293370867678,0.389448173895848,-0.130735725466439,-0.14126254593768,0.112673672073362,0.118135789113953,-0.124957557706963,0.0310437143803015,-0.646737651798485,0.156495957555797,-0.236345080076973,0.416860066894344,0.31295151872362,0.234379529159857,-0.393362867278817,-0.558030230038949,-0.407051665474347,0.0794732564826499,0.281578262094565,0.407685562755515,0.335323109494364,0.547085468627611,0.0200872346152301,-0.316017238909258,0.292744538826001
