group,CD107a,CD11a,CD11b,CD127,CD16,CD197,CD2,CD226,CD244,CD278,CD279,CD28,CD3,CD319,CD326,CD45RA,CD49d,CD49f,CD5,CD57,CD62L,CD7,CD70,CD8,CD82,CD94,CD95,CD99,CX3CR1,KLRG1,TIGIT
healthy,0.0293865275644391,-0.310218274804027,0.0818961821223301,0.137823169280383,0.0023366483144936,-0.028543299023588,-0.0785438261148849,0.142351004777541,-0.221268561477276,-0.292282467590576,-0.426922763599824,-0.172426342471075,-0.0970019899364445,-0.096544372660438,0.0136416128897982,0.517232166617459,-0.0480436441759076,-0.142032770809951,0.0239030542869433,0.23965196732458,0.0711838543508435,0.270005511540336,-0.0332918875871222,0.297687930989006,-0.131489175780283,-0.27863458656669,-0.453725082394522,-0.191830870771848,-0.106300176930717,-0.131894296534208,-0.103056858911138
healthy,0.309230518503468,0.289463282698185,0.217329101024459,0.491483963312211,0.0483020641602546,0.33424800667493,0.494918723526182,0.123410757650448,-0.112083420024727,0.222769437900158,-0.0643824762144439,0.448975564710597,0.244175977005683,-0.0370213203114885,0.156933711350022,0.111751488263128,0.129890412476115,0.546694086063053,0.496334775431314,-0.256221878943139,0.539339262796888,0.407343016942202,0.125607134004945,0.415494668912401,0.345269987298276,-0.172838732093936,0.140950539050125,0.189151446614933,-0.096848285400708,-0.161026521553421,-0.0243370180141358
healthy,-0.0989396471519698,0.457292148776107,0.061258301281723,-0.357553887245893,0.126474416162302,-0.251610511483493,0.161385843940689,0.40408942373767,0.589200536029566,-0.0714343111407486,-0.0136297746412181,-0.292923376474442,0.0761072859690633,0.105171728721344,-0.0835170926239877,-0.0297881097652933,0.408155620867679,0.0095607084526172,-0.288689542429873,0.527999084393721,-0.0554131793441037,-0.220197020353116,-0.0574429064769433,-0.0816998228824167,-0.0704658112292179,0.405007364734927,0.260138221833342,0.459914260238866,0.0414868040795309,0.572161954908791,0.159192303525212
healthy,0.0592018431899382,0.173589439602905,0.131604963089992,-0.201583228536463,0.129977182181225,0.0610514749724601,0.0665417141546968,0.419475278872964,0.166878944430046,0.224580794157135,0.053231785898574,-0.301833824835225,0.267134442342597,0.129945511616195,0.116765306154465,0.28835842799282,0.0368648541622852,-0.211982057068078,0.212681904639332,0.664665477473306,-0.0031825772700727,-0.18317343710769,0.0990606085065668,0.190915700770355,-0.0576798715567914,0.0686635184452563,0.0178046162344493,0.192544280782173,0.374119383850308,0.005830140835818,0.0741204535590295
healthy,0.260124016584122,0.517138007232104,0.130603356963786,-0.306706297164427,0.024076826521951,-0.41066380043956,0.330518852451988,0.498798923703467,0.564756744728149,-0.0067108127693004,0.686073582689748,-0.282852823106576,0.104272626353784,0.33180216867231,0.155648872250346,-0.631319812846704,0.544903526008882,-0.075159951985355,-0.194131375961706,0.46221390958963,-0.592139218117575,-0.283316161373522,0.051736965382366,0.184775264273523,0.014702256869633,0.517820574444923,0.56455304776566,0.569798332323077,0.305229185695142,0.696322122808474,0.400170016671679
healthy,0.0364017126808473,0.020014371173002,-0.0470299235218991,-0.331250352747571,0.357827045335278,-0.0352496780844517,0.0768806120014118,0.274918431253521,0.217868683045877,-0.0724110824015439,-0.202161466045877,-0.45726680810019,-0.189663958595235,0.1458646203736,0.0263620147161714,0.215117316266059,0.0919688428161281,-0.301805198229443,-0.119745359470213,0.65017963991828,-0.264709498573349,-0.291217801720329,0.150779919487235,0.191505849944418,-0.174585643932569,0.298462937376499,-0.0105386340713047,-0.0294101037274476,0.266873982091813,-0.0179751017890647,0.0300940713518045
healthy,0.252184237156854,0.118041110357415,0.216584652449158,0.119554667983751,0.0858587232388008,0.035952721277505,0.487520073487654,0.414730698944103,0.0276847053219983,0.33644929566009,0.0729890127904285,0.263741701057198,0.0968106785232507,0.124702123868832,0.0719274720412279,-0.0670858739861832,0.172281458025146,0.203635952459936,0.422495955852135,0.133115265265281,0.269328017654234,0.224941106829287,0.115029039329023,0.446450807635572,0.437128652973242,-0.0293774204865328,0.426073346786072,0.517090083503597,0.0519771492355605,0.0218669477238258,0.0221636155661068
healthy,0.0579804118690699,0.600482517698852,0.159314028162912,-0.438097551296585,0.403337872794329,-0.354903793012894,0.294897848878591,0.701764171007216,0.644777471539984,0.277034147339857,0.0386031949039766,-0.457486314597118,0.188170169270903,0.343961324464668,0.0761626989941902,-0.368932367323846,0.477965252557614,-0.352643547914107,-0.110937284679215,0.792144908156948,-0.602756234685094,-0.536782866637603,0.0668964984111421,0.0750150605509766,-0.012684720041882,0.565120909264864,0.522897082747734,0.625044812084974,0.421717183578287,0.678457580748898,0.15408167575494
healthy,0.141192050989526,0.145570346409904,0.0399608600055362,-0.131881825481659,0.129498982370644,0.0697466862230481,0.169179495869495,0.477883196436887,0.0425493219095764,0.20592285345476,-0.0271355414962298,-0.232354887600068,0.242893733228469,0.115803492752368,0.0835506683044702,0.317346456729828,0.232698580345826,-0.0280734770270582,0.0379164089793489,0.524522803595805,0.144581515229465,-0.108209817572762,0.0077149974011563,0.363199238608881,0.0582373737770795,0.175559000654581,-0.172105710413784,0.123599524673115,0.357441287524651,-0.0666501450514315,0.0439748737151998
healthy,0.24408974799448,0.513945630755938,0.406749892892803,-0.125739972158339,0.259840440962591,0.0316589506322327,0.323975050227316,0.492100416259665,0.462499378812456,0.274268191769685,0.168561987226853,-0.143968060735479,0.366831431348771,0.45542304828528,0.291389337301839,0.177361650213201,0.562830553600022,0.0159314369888515,0.18061883639057,0.439959747632943,-0.148789203408873,-0.0906393769755205,0.242641006294267,0.315386318901896,0.0983107454913807,0.361811039461854,0.308929720157416,0.46100974596304,0.533194920067417,0.527338580233082,0.360457909958471
