group,CD11a,CD127,CD16,CD197,CD2,CD226,CD244,CD269,CD278,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,0.520095285648773,-0.189010101366943,0.0137381663313136,-0.382900160992777,0.201144978990673,0.119231030550565,0.524045724005734,0.184412281675156,0.163537394763342,0.330660193272668,0.0664891955485479,0.0618660210247289,0.189919385939178,-0.131344279486847,0.134894116962579,-0.658239126914626,-0.004998304986246,0.295517357463952,0.114110446516376,-0.0550337213610688,-0.0326936725788202,0.248714546882873,-0.143391655140442,0.326414983583293,-0.346275469174827,-0.408585913522993,-0.161318734355964,0.22936702752525,0.501978751647863,0.486768151384141,0.142057341066026,-0.154215578981159,0.58371974584482,0.385107989866353
healthy,0.339085644401121,-0.401017755403057,0.240326986664133,-0.3585120865274,0.0303500296158866,0.321363971282814,0.651872134975992,0.227345878872758,-0.0709471926769277,0.241847032353286,-0.426316931366403,-0.0882953613065122,0.431851510822844,-0.0002772318394477,-0.112669870965979,-0.173180835171128,-0.17350719752,0.337799480594715,-0.270946092038891,-0.502516609362369,-0.377655422434953,0.432641299574904,0.624837852405541,0.25619274502373,-0.429370607650638,-0.402658101966216,-0.209002691218697,0.622581130296486,0.361622723405795,0.313215300475769,0.382677458824481,-0.0113738172679712,0.704951343611303,0.41716801526269
healthy,-0.245706048778569,0.290501257090471,-0.630445528277614,-0.282681727678722,0.115715696854717,-0.483913224103363,-0.582468151492303,-0.600973316132982,-0.198336312277455,-0.484805413130755,-0.0584899043749818,-0.0154800763969266,-0.56422726089971,-0.208350137567346,-0.352793853280989,0.254353845503796,0.0650845758936706,-0.225128021482983,-0.087248667682674,0.416637876751714,0.194621475958712,-0.423779602914709,-0.615697461014678,-0.669241522614929,0.318290750569746,0.383243015391496,0.565613677299519,-0.552719818778391,-0.641625953140859,-0.0834147143700646,-0.65509487578507,-0.305307535182319,-0.625297619108606,-0.618222727020924
healthy,0.0873046577039679,0.472492934516031,-0.200272833671004,0.0272551164083422,0.412063161936994,-0.170973658101764,0.059793713466466,-0.0090611759105354,-0.0397988257046566,0.111280783316241,0.530128237046178,0.110823974319757,-0.0792721409562334,-0.119696088750957,-0.0688174263932724,-0.231076484639963,0.276647067563993,0.274793094988546,0.558100523197056,0.134124309265077,0.321604700468175,0.459295644166946,-0.811304487286841,-0.0122532655713002,0.165237974795346,0.455817005740462,0.16661812315489,0.0976233949788016,0.242998400849813,0.166860716596795,-0.334725189538304,0.347369838177803,0.385771910203015,-0.0392724651128122
healthy,-0.177498968607407,0.321857265638177,0.0976196955110587,0.162280866185872,0.0908811176420776,-0.200915815269235,-0.0233722121754961,-0.0535811779991589,0.160696164672585,-0.158905967976541,0.217556522161189,0.0460583733757316,0.0086692739042257,0.105657319951306,0.0068635923633298,0.43104058327607,0.112248105781178,-0.0770801906539174,0.21762810181553,0.294998172463233,0.195286114191767,0.0115450919022078,-0.319308209721513,-0.024141483412481,0.171122514295946,0.461470076134342,0.282378390002262,-0.238197077383158,-0.196524399351984,-0.262685914424901,0.0121095548495201,0.272732150936857,-0.173380096086008,-0.15823981015054
healthy,-0.0561404568524051,0.313620891930972,-0.427202499015262,0.153377541893952,0.139589321493752,-0.115197631674338,-0.157422547261924,-0.111732059137102,-0.0478056055069107,0.0765671545346783,0.509768364180642,0.179579979411488,-0.0933658660187949,0.028222708532536,0.0576205882513968,-0.132906452951628,0.206089286673689,-0.0033529877812582,0.458270584778452,-0.0300214149482831,0.218934338144626,0.190033096436718,-0.68799205640932,-0.0118607874986144,0.341329093275288,0.46142937309956,0.154982905303191,0.0069644854368978,0.0143235904072933,0.147580851105951,-0.346149916225698,0.19103251968381,-0.131221828619474,-0.0449408538830251
healthy,-0.553459703931096,0.625734553010086,-0.11794365309627,0.301729016352343,0.125925711339708,0.206284237957535,-0.722990244857672,0.0320641916856062,0.206965557596749,-0.208110296811267,0.487304526369469,-0.207215273859065,-0.301768919247495,-0.0060943411820571,-0.0261444503465256,-0.0813700015023556,0.24404669070543,-0.337816530733586,0.492245735237837,0.545250856183853,0.428541951938235,-0.437497633502849,-0.404628252045199,-0.013927260678737,0.484164834371087,0.259062286474007,0.21069973846976,-0.252545693913362,-0.146052518139145,-0.188197785567313,-0.211481429401601,-0.0223374769108195,-0.720714959999092,-0.488430324875082
healthy,-0.514888131355938,0.603294377999164,-0.401775224158921,0.498316212460817,-0.0318970120620907,-0.630976110662708,-0.647569592330872,-0.055400815898028,-0.117829632239863,-0.0192674591745872,0.610784479937692,0.0292971468947437,-0.320272078164681,0.216579112126311,0.0360772250771268,0.519388545608058,0.216219578830163,-0.369032124310648,0.455880220015812,0.386060899240568,0.294832819062292,-0.217702179730297,-0.763479925730738,-0.298434097300328,0.755157584162191,0.697588987358557,0.18677171534309,-0.555484537190529,-0.478168851925728,-0.517528093617746,-0.381209253235766,0.682393308203929,-0.61259210578215,-0.139297636282639
healthy,0.0073985488259044,-0.0720285736066762,0.0633091416148101,0.203963732859286,0.088379235114859,0.502878958915776,-0.104977411042308,0.0737848768726942,0.13442004510643,-0.276361842569972,-0.327198162048564,0.263826623649868,-0.0891485351429895,0.0764932606551357,0.0194676138660936,0.439837611133081,0.0657600679359851,0.0698449909766379,-0.0286351531771358,0.148989650153381,0.177005540961391,-0.276892036548966,0.523613841169331,0.0056578797551064,0.252710543728223,0.0638878126060539,0.279334102535058,0.131921043376112,-0.26229569650887,-0.0001976755888123,0.260628498429378,-0.354608503710846,-0.0850936626530965,-0.0540970729198555
healthy,-0.56637285771462,0.337949165561851,-0.115449867573226,0.305254950803467,-0.267008783119792,-0.338379857495627,-0.636070293513791,0.0418201413057992,-0.427990664346484,-0.188389901285913,0.237482045150351,-0.167057002542623,-0.399102265983293,0.361555079372586,-0.30664106573715,0.553606960429356,0.0325298656355204,-0.566959701288377,0.0443032080923338,0.121294173734271,0.0550619134422109,-0.499653761535856,-0.486053497330686,-0.401209995486423,0.316965240682678,0.532007604303453,-0.0276040073716831,-0.472609367197822,-0.51914778283465,-0.522112807058204,-0.448708254767393,0.359696974161649,-0.693600366242341,-0.438475811135396
