group,CD11a,CD11c,CD127,CD138,CD195,CD226,CD244,CD278,CD279,CD28,CD326,CD38,CD4,CD41,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,HLA,KLRG1,TIGIT
healthy,-0.155039005891004,-0.0039570366767557,-0.358659317512637,-0.0315468688762571,-0.0256994814151825,0.257869652609701,0.193822095926869,-0.182768024961628,-0.0171249178433627,-0.420901382825849,0.011646112291827,0.0933566097239214,-0.111717967554337,-0.110957875602987,-0.193527076210983,-0.144478605164979,-0.106419615583674,-0.0914680237186118,0.0599633817041691,-0.0588794753862279,-0.170523064776557,-0.213922445686277,-0.0167384630764449,0.063447721042754,-0.109892608917775,-0.320658839203422,-0.0077937512756929,-0.0208583444196691,0.0040203366420415,0.159699259544217,-0.0190632926093852,-0.0500946570449392,0.0837424888409198,0.0975716940398185
healthy,0.0276911250247519,-0.0237664716257392,-0.51694294862339,-0.0210672239599661,0.018590293935181,0.136143356665902,0.38931064069842,-0.125339606412993,0.142818785381197,-0.571648865346657,0.0029426012088853,0.0345383774650995,-0.2076920686571,-0.0383776333709745,-0.0708036633673515,-0.241060381155157,0.13683870522121,-0.343440234225008,0.13108096008329,-0.450283874404162,-0.623538762940546,-0.465850348376178,0.114427061400277,0.433581951219787,-0.374911628432297,-0.591859268213101,-0.45051334069308,0.469690641033779,0.119837702877408,0.0656510071676334,0.273632757139411,0.0254645208436688,0.395044991861425,0.19938311051183
healthy,-0.381286098621221,-0.427034370075482,0.0989695395230051,-0.494603916879305,-0.544617393212795,-0.45616218548897,-0.5750186340856,-0.253741716021074,-0.450319563691705,-0.192053249333012,-0.517534795023336,-0.157989199865463,-0.283747367443981,-0.347487974023273,-0.42760957643464,0.143265896826824,-0.444447946615638,-0.073042629391857,-0.318200965048837,-0.220170950018066,0.156598249776018,-0.015362367283074,-0.521871390012694,-0.556454252750837,0.261994218669657,0.135437167911379,0.229740726510192,-0.556573143758829,-0.627333339743048,-0.222289308695352,-0.578925966597796,-0.096322904034457,-0.746099713894243,-0.595624073849874
healthy,-0.177990334903475,0.0340674967345043,0.171623187838958,-0.0561822378822454,0.0850666395867288,-0.335989945797419,-0.132116701002104,-0.253122815328149,-0.0581833162046241,0.259167192038143,-0.0595748187912626,-0.0074715403286592,-0.139023122174161,0.0609674117762959,-0.0942468068688428,-0.177392693902303,-0.0163644100819067,0.0570653863388883,-0.112615207905444,0.165443721678087,-0.236347060305886,-0.0703796638665083,0.109533669068053,-0.478863869828535,0.0457382269747156,0.154163571668031,-0.329962175832576,0.0224445300275432,-0.0218985805288751,-0.1860453595363,-0.240838465596381,-0.0213760674298306,-0.108584091009145,-0.03217201497285
healthy,0.259827143174284,0.120899725926176,0.206394631023326,0.0584200016514915,0.290786729566533,0.410576374090528,0.325271910206543,-0.0067218231265922,0.278604544930431,-0.180331185357078,-0.0206178486074371,0.124427149646313,0.0635262397615473,0.148729562076675,0.200596663746712,-0.442050467091227,0.195395633593242,0.132556478283008,0.295399141071082,0.060254131873942,-0.182453208992325,0.123695958638571,0.303513835837486,0.0668200886158437,-0.345292773280787,0.0053396909422528,-0.0162611361619598,0.38976941571852,0.360986954546426,0.336082838534016,0.0730741628474574,0.0918026726852442,0.167066626953663,0.362614963661363
healthy,0.255083156552351,-0.0595438310971793,0.339543222955714,0.0197874996347102,-0.0460416583386529,-0.0171208579443557,-0.168047307407946,0.253426599160097,0.152850416981688,0.397581565653197,0.0706792177590764,0.109517243002405,0.19128502198349,0.0012268056362206,0.255740786408414,0.0127002059570353,-0.09172909290064,0.344485012767865,-0.0742674123309364,0.160737110228169,0.493049593767365,0.363079006140078,-0.120788225055816,-0.386076463209698,0.217138888575044,0.150669255178739,0.181475402662666,-0.271986668924911,0.14872092238051,0.162729319560397,-0.0814135081428222,0.027783464250376,0.048206790241481,-0.164658841754083
healthy,0.269517788816068,0.0571586481212817,-0.711339262996915,0.0040251786250838,0.217079934062799,-0.300425006670983,0.495725094666094,-0.334571000004912,0.0587486237918242,-0.59852200505855,-0.034240254985149,0.0862836507364623,0.0283271087987802,0.0551227749708687,-0.0171080963366921,0.216618475185847,-0.161086384869526,-0.430298400054208,0.0947761584656654,-0.614203474040091,-0.649271874766465,-0.552832951365561,0.236717263871219,0.342534923849167,-0.371537587915246,-0.276053051597904,-0.377080921542693,0.170800983680781,-0.136833773831465,-0.12338115019242,0.158810528908178,0.0722677487099841,0.486241474434147,0.281960329401707
healthy,0.183141136129634,0.150636723676398,-0.215423462507678,0.0198130597809475,0.150583831419389,0.205908890528132,0.394725839056588,-0.0699916169392039,0.209677695349188,-0.17672132894843,0.0039289238338873,-0.0166079531736284,0.155952412321589,0.0684409164818569,-0.0467650207121253,-0.469156642865132,0.0476385581005377,-0.107641158153329,0.125710164379543,-0.0114315013491365,-0.311770206962214,-0.252699393005874,0.260810245973665,0.225081743334775,-0.452406976061498,-0.3661097259152,-0.582126039784076,0.215092797279731,0.381910040059703,0.247411557042247,0.178658253125755,0.0108495559179406,0.356186887045027,0.224300191224382
healthy,-0.118882042287168,0.0689916315017205,-0.415802067376423,-0.0977789231935764,0.0068436600889746,0.155727991395631,0.0764927231786204,-0.0989812229929694,-0.21477468039082,-0.473375659922085,0.0466023563173594,-0.0280206928146349,-0.0564597833495895,-0.159045539388925,-0.289809510982245,-0.0785581648697083,-0.0717813077253491,-0.284182703015953,-0.0689412181430941,-0.20095458705985,-0.658540310811791,-0.386305469835542,-0.0075989256024703,0.256750751863351,-0.326370408278618,-0.365180079421949,-0.513728561839636,0.120516085582292,-0.125895800952149,-0.106277868659653,0.128315476740028,0.0502485259968777,0.0239895020715178,-0.106793603280722
healthy,-0.544538008691614,-0.0440484503108742,-0.129323301335655,-0.23308215414913,-0.401790335473845,-0.293220226589189,-0.328083728770082,-0.4005887330074,-0.353265723460053,-0.496636361529266,-0.152557866185508,-0.0282441107103962,-0.250690752634679,-0.356287508748235,-0.668253909485761,0.125862255926662,-0.630060393132025,-0.345782371876665,-0.589077735014758,-0.329532400828563,-0.406535417461017,-0.34032485916789,-0.34207894003145,-0.0386767305820148,-0.0304409154157751,-0.117512167743941,-0.517465598507265,-0.0474040857789756,-0.641466917602003,-0.525985639703068,-0.372154560090798,-0.198364016795543,-0.450470277943568,-0.483299144017851
