group,CD11a,CD127,CD16,CD197,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD94,CD95,CD99,ITGB7,KLRG1,TIGIT
healthy,-0.182477354991601,-0.015055262695005,0.0246811930712944,0.123716725227621,-0.183326237945152,-0.318696350663768,-0.238800866200541,0.0873405526033771,-0.094994853692087,-0.370327864594818,-0.251800864631008,-0.0451486035431714,-0.0025608149643065,0.0386457096620122,-0.268194094385884,-0.0632375442019662,-0.077779023566743,-0.0592984709919968,-0.164854174642451,-0.242679999361476,-0.175229041494436,-0.0947162588645495,0.14005849055871,-0.0164502970351171,-0.0528424984890606,-0.20219645183537,-0.201323434065047,-0.0637649919004593,-0.405006256221383,-0.205268705936694
healthy,0.0546087990847701,-0.314846360715092,-0.0138502333364321,-0.30619285106122,-0.233816463374901,0.244263027109794,0.379215920243869,0.136393406473913,-0.420385579082064,-0.189035035280385,0.222523916874539,-0.0870584797821801,-0.184699818138794,0.141437398362171,0.132477620631526,-0.23368667137894,-0.422423033768714,-0.242877721477302,0.209961291703603,0.331415076532329,0.175791809335205,-0.198894819208371,-0.503693980544258,-0.475908590609812,0.381066792912695,0.258430263944232,0.094553676656502,-0.205714555314657,0.253089873956848,0.0860567439141143
healthy,-0.30089163979474,0.245033361851459,-0.559820182960832,-0.16188501303438,0.0515331533694278,-0.419328752567214,-0.586763920128841,-0.449084078169164,-0.0995094659020111,0.0780752190783286,-0.554608265018745,-0.335821715806918,0.312634446141336,-0.251594086523144,-0.232384407256883,-0.17516932101381,0.433529576970162,0.177513895867033,-0.439676781234053,-0.534142708855102,-0.637303814303886,0.348131850254826,0.302888730247766,0.48200657383058,-0.482709055952128,-0.658821026708498,-0.171468241201688,-0.251086438055003,-0.608909359459039,-0.603997028975379
healthy,0.252439484325402,0.186737600050287,-0.12256251904551,-0.0109962037685244,0.439015583521928,0.064117097320004,0.196713427318655,0.0327045755737453,0.185748558317793,0.272226871399486,0.0310127664310331,-0.111519734431941,0.0252145873723044,0.107283953693099,0.371076732633365,0.275306599005309,0.196347197599209,0.267136932129015,0.265864196519989,-0.328858620232808,0.034814810074523,0.107724527375056,0.269351949354879,0.646837134681804,0.0950647085583176,0.20216418725488,0.29596989290755,0.184716531016278,0.373904582845625,0.0110121114312167
healthy,-0.4309127986946,0.165566096553449,-0.131803147124241,0.424085049466394,-0.337516105875294,-0.648089019156745,-0.623701997620999,-0.805973958486772,0.327068390667541,-0.0051043270606926,-0.336380926661561,-0.239986810197568,0.672946720409855,0.076610938907635,-0.545269429531584,0.069190324833355,0.317737409657166,-0.0495075422939692,-0.461324823142505,-0.385991576663947,-0.366322605459638,0.526555301156393,0.343636658158674,0.100165486578502,-0.522843326340586,-0.694307852873399,-0.646066339337501,0.341683033749734,-0.585252034794199,-0.300802891793682
healthy,-0.186617881664477,-0.0109881246536598,0.043933090940401,-0.000205695643059,-0.365685217864282,-0.443833049707719,-0.258887419969172,0.246106810858295,0.348522236432328,-0.154204875125254,-0.141421161606859,0.0473515177028108,0.15040946682129,-0.182313611700479,-0.264071921563299,0.10355337339814,-0.197321285148935,-0.133831345636483,-0.0346565324716288,-0.444226477547733,-0.0753192991801987,0.261395522756613,0.398344953509706,-0.295307257162895,-0.163865715576689,-0.0257383065855993,-0.0465585913916802,0.269644137828841,-0.325912978243356,-0.0267629234791915
healthy,-0.592186429985709,0.677983776649127,-0.160862794989706,0.217038139971349,0.186925845500102,0.195812461954148,-0.778849015339937,-0.248902748655587,0.604478939945375,-0.293943141357111,-0.357304776732594,-0.0460847631659668,-0.24308337541298,0.0486165835849564,-0.213443179584103,0.547516889012175,0.456110819419455,0.424502163135849,-0.410938960667841,-0.503614419332894,0.0284786050815105,0.395948524390395,0.173685087777908,0.267323784415964,-0.33948063555681,0.0154893373107024,-0.0995038027125196,-0.146598674966676,-0.73628867687215,-0.478183501705376
healthy,-0.558239023197338,0.531293987447736,-0.422608908641765,0.449113558546825,-0.132829164530838,-0.683932311370507,-0.673170899363612,-0.0317370281066271,0.542925255212781,-0.0492436737854798,-0.342435875706723,-0.0329434990540519,0.465236360773393,0.0063840890421693,-0.412532387332622,0.40342160754492,0.281836605763481,0.202860402384574,-0.269402015617857,-0.821518238849684,-0.357753290850872,0.742132828073813,0.651199406184145,0.165441089084069,-0.588837710341275,-0.531467170240588,-0.57943045184094,0.650294799491132,-0.668039753889924,-0.159940781409374
healthy,0.113691188779368,0.0961418863874463,0.0332199523103383,-0.236278086861494,0.0750943271576792,-0.256676909553645,0.165322461551048,0.421298032886809,0.381460113898513,-0.139242295510051,0.216986957937262,-0.0010797188399866,-0.441252731424669,-0.10396342274724,0.197180863727959,0.192536060956764,-0.122002678903605,-0.0753481227930836,0.321581157804025,-0.448858146020409,0.11655767115326,-0.231493057534592,-0.003126823148263,-0.150645787326442,-0.211127299970004,0.371725779064169,0.199627013539608,0.292777111128827,0.214058209983687,0.101015248645982
healthy,-0.471421698878395,0.349155789732323,-0.0552135926242306,0.436210189431079,-0.21863688155054,-0.193671888200396,-0.620761856432687,-0.313369166195633,0.0661827603720794,-0.0944203326996366,-0.264559126260972,-0.212438643999518,0.739476386035681,-0.602067795908048,-0.499114402317407,-0.183865451135664,0.104494566009931,0.0667319713417735,-0.467528964810899,-0.316538002931225,-0.368869521772679,0.265240999166434,0.580046137401455,0.0861642517639686,-0.249652915153582,-0.596059344755796,-0.562389427381121,0.342205575935956,-0.665293071280419,-0.421102360808342
