group,CD101,CD11a,CD11b,CD127,CD138,CD195,CD2,CD226,CD244,CD269,CD279,CD28,CD3,CD319,CD326,CD336,CD38,CD4,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,KLRG1,TCR,TIGIT
healthy,-0.0727920697693441,0.20765698577209,-0.111508117447615,-0.54869296530602,-0.0577820251302925,0.176873215142292,-0.222153995838501,0.0380841732926689,0.273935967394953,0.0950911767986061,0.225108607272005,-0.141356759542519,-0.0320588881312599,0.0541002275852689,0.12972217579183,-0.0181513537990204,-0.153788547121,0.197059962432209,0.0201041622708115,-0.559821809906512,-0.155244288777791,0.0519449109273072,0.078723311280992,-0.200119591232705,-0.228535743683821,-0.0468350455673103,-0.129243017484899,0.128889151267711,-0.221502215327429,-0.611544751374936,-0.392275947235841,-0.159632062077433,0.0950417361891992,0.337039024286885,0.122935849845383,0.0372779105863917,0.190470111797014,-0.152402990325111,0.292270339021781
healthy,-0.363864332505043,0.112289670328317,0.149886750228734,-0.50804342816505,0.0367109841066139,0.1022977845259,-0.147188129213701,0.314347749065499,0.497997230685817,0.0950359480049445,0.318079698916997,-0.397189614123016,-0.194753885685466,0.368521798915401,0.0345662775919218,-0.0118094203981376,-0.101785830412224,-0.127878216531574,-0.0288957243869922,-0.231564990054481,-0.235252034753068,0.212871482547187,-0.335273902928701,-0.483209272182169,-0.41225918007144,0.246232492575088,0.537362147688219,0.18045442321222,-0.606944259890335,-0.513000178374315,-0.383450242076435,0.0412508132894766,0.488218865064451,0.272980617677994,0.180479763902234,0.32338976552817,0.481385735907055,-0.305811362832022,0.305833059271013
healthy,-0.176405626172265,0.180434932633557,0.305958671711594,-0.372801421758567,0.306129512333019,0.373506860648029,-0.272363762088856,0.357830839704928,0.482429500151594,0.384450052179916,0.24646156630055,-0.171339428957193,-0.120783050826341,0.370129290828439,0.348876416804661,0.241741228549658,0.02494223578074,0.196568838301832,0.0635324183531202,-0.316566636657128,-0.231796062467726,0.100184199794528,-0.120789960492372,-0.605238961416708,-0.408933249776968,0.297517193826977,0.546828503329441,0.454561837711157,-0.422326907066029,-0.46970404722667,-0.658391719125823,0.0467635781584286,0.507249254624076,0.424035385495158,-0.024071880000358,0.465807475612989,0.507825762525035,-0.180879305142978,0.41236989266351
healthy,-0.0967901723407216,-0.199190631461944,-0.140654975965686,0.120671551939875,-0.107275667124223,0.0938954144403104,-0.162469655492803,-0.418035285491047,-0.181772527431466,-0.166562284172321,-0.0975525695376396,0.238690901862024,-0.308604432481036,-0.119393036689274,-0.112373030940821,-0.0671475881838794,-0.0843545719996313,-0.236892543512265,-0.154763428955777,-0.245298942492415,-0.036133524926141,-0.0951900766882406,0.114167564228275,-0.28363351499602,-0.1294949805354,0.0475889167254456,-0.562123566361184,-0.18253867863207,-0.0099736293477583,0.118719162820759,-0.241072245999729,-0.0267636289252531,-0.0588285257142469,-0.0590183058966197,-0.239122361020546,-0.323206109593184,-0.107446487286647,-0.48747418659444,-0.0591599102835462
healthy,0.137769264210973,0.25623398189357,0.114466591278708,0.256367165132044,0.020195488498019,0.23960629289166,0.21603630052922,0.338709252037178,0.260694667709996,0.0476010139069075,0.234474324234476,0.176982791463803,0.0215285249172247,0.182852610988168,0.022669402621392,0.210710136611025,0.124993408927263,0.15894863580648,0.0158134216170997,-0.294070779865921,0.194889210373139,0.182152000794592,-0.0289722428678286,-0.116444600043277,0.171256107072849,0.294947104015793,0.0334915514593774,0.267951996984125,-0.240604830713642,0.234628562712564,-0.296440252884263,0.0002433401610649,0.167446555494698,0.339398048797734,0.170883947098213,0.0242191096990403,0.161987451959649,-0.0888074520489558,0.187780928609567
healthy,-0.366005877794918,-0.395819019193798,-0.238828263949793,-0.496766091967618,-0.120166143072785,-0.353471032174411,-0.630656794824509,-0.436235885522375,-0.145548686456436,-0.114086784579713,-0.204178907574815,-0.405706793958329,-0.57684262799487,-0.143011139596703,-0.177599408446306,-0.263753866740104,-0.0696813641387447,-0.112700362857595,-0.441169740503749,0.121090314901098,-0.402586279742129,-0.480165467942305,-0.385654404028001,-0.413761325047826,-0.539191482590367,-0.275746360574784,0.0879641562034311,-0.193952936304759,-0.303129989844306,-0.236218955752591,-0.446293335457574,-0.191613686343635,-0.0018408656365968,-0.336308105932336,-0.408072306679748,-0.0541407890793919,-0.338546199287188,-0.479767315340246,-0.0064987231406425
healthy,-0.121504884861386,-0.190667354953199,-0.203708147776629,-0.393461596979217,-0.158474611403,-0.118565161408789,-0.514852153689108,-0.232361577864775,-0.113151982581862,-0.117468211669724,-0.111737914917037,-0.399491561673391,-0.167800577133258,-0.195409583581085,-0.0776625146184026,-0.105852053454721,-0.0013252696803267,-0.0024318678771095,-0.319152683476344,0.0153726303267418,-0.460075919773096,-0.210845414320155,-0.446086214220833,-0.385060643366318,-0.376984716016693,-0.247968843472368,0.0497848800825427,-0.25584338347726,-0.230299508375631,-0.244967874621748,-0.455184115585187,-0.0897233533146149,-0.0986824469322542,-0.284190076027303,-0.416775432451522,-0.0150524879411831,-0.0858185174339647,-0.228869328203769,-0.0336337238284157
healthy,0.163912449631953,-0.570982764418949,-0.154307898121441,0.342870852453486,-0.0516040536870273,-0.131968062214998,-0.366213367635845,-0.656825595149626,-0.55894337348565,-0.144925645339006,-0.0280226362923866,0.369997533135149,-0.255842698062882,-0.312476175627437,-0.0827505512748493,-0.0733913791681493,0.169035573189614,-0.0536166340715954,-0.271245138500213,0.27765681419137,-0.0346765420322562,-0.447428707302601,0.309463704104078,-0.0167014856785837,-0.0294354693054239,-0.249894157879653,-0.741627220947917,-0.339975113878952,0.497304964573026,0.439843500981695,-0.1652709771927,-0.387918212992686,-0.486625863099025,-0.469298207722362,-0.591434228658034,-0.401125606223473,-0.632246050098194,-0.371609770966006,-0.120430424423406
healthy,-0.318248935784898,-0.362359463606617,-0.107018016024172,0.253450894805959,-0.0770283580552888,-0.43127569648855,-0.295277896699778,-0.384313914530508,-0.458824276234905,-0.105125190198747,-0.26636570701524,0.114660181574719,-0.0887878338692599,-0.282621441123884,-0.114702103843396,-0.100769823399533,-0.170972768469482,-0.0172077315955366,-0.243216292429446,0.0711227046434646,0.0270661388810955,-0.472759331706176,0.229054296533677,-0.0619325168151285,-0.0036777294567589,-0.217792555989694,-0.465829387079668,-0.241233042854191,0.379523738564176,0.236905124387929,-0.343409132085081,-0.295867474566453,-0.287404811040628,-0.405024685451918,-0.355846596056204,-0.322809251225826,-0.487387998409587,-0.154803127306847,-0.414383355250311
healthy,-0.12211047110686,-0.045045038685736,0.0909691394031613,-0.490174062754651,-0.24135542489686,-0.0005439439439128,-0.315382783435207,-0.159584627005171,0.270926637032048,-0.063654857182926,-0.031870819476178,-0.283731966511356,-0.202453882235484,0.0449868456081203,-0.0656769875184903,-0.220842294827409,-0.217880381611833,-0.0662718506618151,-0.229676101846917,-0.529527797158547,-0.412525407967138,-0.0512173934528084,-0.136358741548405,-0.526276633445321,-0.483090808751215,0.152217494762178,0.328897579277434,0.0256089247899182,-0.250609108014403,-0.52753161166724,-0.543958485357418,-0.0323516059209721,0.208352380245725,0.186810470447307,0.0562148162075509,0.0353592887681356,0.289922557971798,-0.151287906032963,0.187582997531971
