group,CD11a,CD11b,CD127,CD197,CD1c,CD2,CD226,CD244,CD278,CD279,CD28,CD30,CD319,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,NLRP2
healthy,0.275723244699062,0.117097172683682,-0.0588707383582849,0.0215553795718397,-0.0172855207527804,0.194549513596981,0.0354945832883249,0.308527275105703,0.098440218929384,0.530366591105431,0.0504670663208252,0.0603305915753621,0.158209997972452,-0.0079193118190033,-0.29437927106444,0.271018869546306,0.46045504599914,0.194152205458895,0.0624042665039632,0.0219868052224493,0.067836666354659,-0.131092758505011,-0.154748195530449,0.409627173317506,-0.0654972253356283,0.109728892360885,0.422977932938142,0.271201102246989,0.338856648737334,0.0446443192561574,0.154158831641262,0.138342842810578
healthy,0.230297741211989,0.152355952124921,-0.506853514603768,-0.40181618964094,-0.0264215901406063,0.0157959044966142,0.263505644390644,0.573587423222853,0.0295942962917408,0.402627150947595,-0.377539051892439,-0.0695051249480368,0.413334531597861,-0.0378534894587128,-0.327880707797315,0.106301924739126,0.313254373784962,-0.256451025534884,-0.457206009068094,-0.376028351176654,0.467553251588921,-0.396850215116902,-0.538212418179294,-0.347895520218406,0.18011020338372,0.482857107146543,0.335932347126444,0.298358797279166,0.28216627576443,-0.120520742663249,0.655643315822997,0.0674435544922019
healthy,-0.270240960083003,0.446238008432848,0.280423519803524,0.634441934498588,0.621849033381706,-0.282601935042054,-0.0158049831617543,-0.233278697871717,0.195420521455698,0.172471096688989,0.225211630112281,0.601186278007908,0.349866115406037,0.265210746183342,0.304512465106568,0.128209635767001,-0.386173999259028,0.0238614096911069,0.142821636373503,0.152115634415437,0.121853870530953,0.0425717169624841,0.0661435936850005,-0.148799416442516,-0.25866701433078,0.0699246709065367,-0.0120890230821434,-0.488703285864561,0.524848578412935,0.607169811064696,-0.241393625963096,0.632794138797719
healthy,-0.14491221134927,-0.0352748693661603,-0.436451626370298,-0.0017996857731415,0.0234142770059074,-0.46084867366111,0.150302978082485,-0.0875513479722074,-0.0048739071254578,-0.0564229346067005,-0.489776383242301,0.0096099580049877,0.079108223417827,0.142107145118079,0.197015664202463,-0.0839396965243707,-0.326397572710957,-0.519627678885601,-0.148945354449372,-0.323122644101806,0.791854507664939,-0.195232784154289,-0.469920544893272,-0.372971704590518,-0.322624834957399,-0.110798838266801,-0.244163099400942,-0.200930099914734,0.343796726447358,-0.33361434437424,-0.421918804249617,0.0916575600446183
healthy,0.162902417291982,0.0990400521739453,-0.358752728098449,-0.109747772554069,0.121305228893301,-0.0239705316009392,0.200385200252989,0.330364666763077,-0.0182992138188309,0.388043243859702,-0.293301488870568,0.183013876203874,0.132492227278043,0.189541578349993,-0.387986852881077,-0.197214461986848,0.106425653174675,-0.293371982395666,-0.355074355562826,-0.104544850039789,0.255385568876766,-0.377675060600285,-0.433431401375071,-0.224886066806357,-0.178462355850096,0.166414924810094,0.311289251347106,0.164627789953735,0.0375631337322494,-0.480628212548584,0.164248504053758,0.13114154429182
healthy,0.16844565591295,0.197380367473599,0.394947892500035,0.0880911626690497,0.0463003061425274,0.448335158531392,0.229212533855913,0.0128363503369446,0.232490904547677,0.0897859055443952,0.362381039834646,0.15055393145624,0.0311384839714349,-0.0084832210224184,-0.159677527614923,0.165803911833809,0.338728792917652,0.387005537166531,0.198272620299469,0.325675016365932,-0.407049799211271,0.230715947172579,0.161083541785374,0.484010227667001,0.112446590640185,-0.0998061311131396,0.218178542442903,0.293516476528334,-0.0103230490573492,0.131161423086398,0.253568042082295,0.105096095513452
healthy,0.302329213103358,-0.0263862844013368,-0.0939334770527064,-0.16374173950133,-0.0300101321230699,0.149879027004679,-0.197943532825091,0.343729034274851,-0.0478273717855238,0.377571900905127,-0.217376232465555,0.0492383705414178,0.131710586189219,-0.0666922199272296,-0.0596083826159422,0.0514451970010441,0.272874244762815,0.0479932568562618,-0.312359675542199,-0.17664050750823,-0.0159702350553894,-0.250756524208065,0.072569101155843,0.0661520007089525,0.19118730936404,-0.0159403392943929,-0.15325953935982,0.0141326926701964,-0.0683497328465814,-0.089950533575452,0.489984762216942,-0.0315827040484188
healthy,-0.190118053468071,-0.213243156102481,-0.375159525000488,-0.215183586033487,-0.0493203418143813,-0.378619804415741,-0.2461107009048,-0.0933128262808213,-0.230391534089303,-0.0183133014631241,-0.303716544933673,-0.251899436103343,-0.10912339407692,-0.325994236734522,-0.291425465688799,-0.0563050930083631,-0.12308108023073,-0.200166908847528,-0.494501325985924,-0.431556551581467,-0.237125689030244,-0.0955585093200322,-0.259860471772176,-0.0397447330208458,-0.209629084307107,-0.19272788792816,-0.179659496771739,-0.24815727891692,-0.146431369769095,-0.149633950538953,-0.215030887917117,-0.103381565642219
healthy,-0.287573493790897,-0.0278799266373222,0.466732341582971,0.246766313902366,0.04358133574573,-0.0954051635742733,-0.385357811682883,-0.495844613836509,-0.297728386930061,-0.0695005892405645,0.398653573735348,0.0330576465369449,-0.333373495968798,-0.0452914340348792,-0.141004313361097,-0.0788157260753759,-0.290303736241276,0.401202871294069,0.228495024694739,0.196631227943301,-0.664758231751717,0.435523673752826,0.413676722170295,-0.0914215394063335,-0.213149831813887,-0.299414523068,-0.199931601334908,-0.190197575651275,-0.402800092864263,0.220958814237445,-0.468310892551183,0.0156695350099781
healthy,0.0008340503726353,0.156514081976332,-0.530277752721423,-0.419448324824939,0.0980581106057617,-0.319695706800567,-0.113079833491448,0.249396727208034,-0.160161673344827,-0.0870601256327616,-0.45894022987293,-0.348139701925344,0.0392353275917993,-0.0419036590719234,-0.509649072884492,-0.0264746337724315,-0.0374920729322596,-0.230836844287008,-0.561785085749899,-0.408447824087178,0.291318015757746,-0.391426293449872,-0.633979007769807,-0.534193203490835,-0.0132659373847191,0.225747739208478,0.0872109025023138,0.081281232481028,0.0181644957177768,-0.437130089411839,0.23970635337137,-0.149379968287619
