group,CD11a,CD11c,CD127,CD16,CD195,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD4,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,-0.249237716817012,-0.0231125681339179,0.113089866665895,-0.0728614450784184,-0.0310046648193539,-0.0239748271370985,0.215757759070423,-0.188570460709648,0.262542398144204,0.0541977209237442,-0.201169523023656,-0.177821067236283,-0.22797988476543,0.0039723628775927,0.294936726127028,-0.0173267994500308,0.157525749230458,-0.0262227514067049,0.0300533678701861,0.110263137703073,0.264551157998833,0.0642584611472032,0.200239822530908,-0.300818241237854,0.0188450270861683,0.0573035994176852,0.117514455599028,0.303856904737411,-0.173763073149845,0.104667817242714
healthy,-0.441708659377095,-0.168516132913517,0.270892066201375,-0.186411466995352,-0.372348152756323,-0.250706036122492,-0.412271726346002,-0.461572837639411,-0.322660562128028,0.153677827777948,0.120570712443233,-0.51890722136414,0.122040774109997,0.171120967674739,-0.380359839943376,0.090427964850246,0.171783108325208,0.20579307318429,-0.39026101594546,-0.587289485927766,0.392803998828602,0.124648367068004,-0.166333301057995,-0.515053551653397,-0.371683887581839,-0.444440886421026,-0.327434049494776,0.0104411261420376,-0.590183562336033,-0.472417407053946
healthy,-0.349375482363391,0.1303094100248,-0.0198914755536382,0.0818800537376375,0.0197661397720556,-0.392809844544872,-0.185832597687092,-0.264660903713048,0.0324558352784952,0.104623875547005,-0.19134936682827,0.0918510234140862,0.0484733106388506,-0.126928823579564,-0.327198158218185,-0.169711221740282,-0.191384969111288,-0.21274880856437,-0.280510399697402,-0.147327776803813,-0.10929077741056,-0.157772987773024,-0.376029983963068,-0.0062176381388219,-0.0810857611171248,-0.425034774145999,0.12227007823105,0.324097636453828,-0.260536386310321,0.0325755009134107
healthy,0.152054560803492,-0.0182191432337772,-0.213176452681738,0.0657294802539915,-0.147742998269779,0.0724180140326483,0.342176043714441,0.132804680146508,0.0581268966615491,-0.302656993364908,0.232346358503764,0.108964426563055,0.162425126299481,0.197842487046664,0.048896807990716,-0.221763209301158,0.223056518206116,0.0460708957504398,-0.159389327813564,0.556766544838714,-0.106329310736152,-0.220897439677592,0.279338283334338,-0.0719473995242493,0.0011385325872045,0.154403779274489,0.28337414449349,-0.167332229868692,0.0270380661967903,0.0105900249299751
healthy,0.147916695689476,0.0894354701918917,-0.0648983067150737,0.0354222491061613,0.0938616173075187,0.297612006857986,0.477413057705543,0.383372909338684,0.556725834736514,-0.261787809881277,-0.118152449581894,0.0742247036332953,0.179805485701694,-0.556279308785149,0.432733187527774,0.0621831816959856,-0.141864837380714,0.199087177072982,0.418901609416161,0.24647762600156,-0.270847434261828,-0.18274668464865,0.254441394988445,0.147768200185887,0.548635446359154,0.564217113293771,0.091703425074036,0.025068670338222,0.419933080956756,0.008138532826998
healthy,0.244426135321977,-0.138086348346848,0.165245702147848,-0.0932429904598648,0.0980718274971509,0.216157781920687,0.0450915368069545,-0.140903369857628,0.0930952409512987,0.0871834189863206,0.142333008381153,0.0606074025072924,-0.0693949729696826,0.230809697836033,0.124280869290574,0.362798733740017,-0.0291542012345059,0.0928280499193312,0.117547268085678,0.177230606908575,0.0882771757957858,0.0096278111371505,0.370037127600059,0.156733897337711,0.197508536809048,0.247865807092653,0.080748056062011,-0.111966553186842,0.0767254450956369,0.263017761400637
healthy,-0.48722925276893,-0.0246189482826586,0.51651458664521,-0.0591471649837924,-0.286976828061195,0.1190917912806,0.381029504550692,-0.698450504024614,-0.284480158399124,0.357327715826681,-0.248703282721224,-0.343333493031728,0.0224911734061849,-0.215839604624098,-0.292607259223148,0.479937220041487,0.566169305005087,0.480421770238817,-0.410591739625963,-0.337383725207771,0.491734469704104,0.296590362717915,0.100671198623102,-0.0659178213697327,0.0090231723102174,-0.0095830641311946,-0.139661861756175,-0.244646906907679,-0.79642589334509,-0.437351868969997
healthy,0.478743111623295,-0.0801939786685066,-0.536485243519038,0.204112731181146,0.158730511633236,0.160521750527826,0.498985017179819,0.540870298461109,0.113345673494003,-0.520973637488697,-0.0206972147418044,0.276567930464841,-0.108707236938598,-0.630869571595876,0.395287024206222,-0.360385001748099,-0.285947642279991,-0.248984228370047,0.197269777676371,0.526724225907204,-0.745441922669635,-0.631669966517894,0.0886784576711188,0.335652495885831,0.44539583146116,0.501003349269875,0.274234350480769,-0.577089703371023,0.595331265348635,0.145163753830644
healthy,0.0456845844252458,0.168445330342907,-0.116137874966539,0.0470599550953586,0.230446427321921,-0.239886379563351,-0.44931940576279,0.221350323333622,0.139906846251255,0.114114763183327,-0.178788297718128,0.138662637123001,-0.0138012077637967,-0.291613081255613,-0.0840117401327255,-0.0175844447935557,-0.226599366139383,-0.267290077571467,0.260851007510423,-0.244040235942601,-0.142292949315727,-0.188865847009984,-0.369699253609703,0.0311087382975648,0.140507494536158,-0.0714066918521774,-0.123328150531278,0.204215947336668,0.313654944385505,0.0851068199868931
healthy,0.42048354670116,0.248321989702097,-0.563713702142323,0.129984350745912,0.249742649893712,-0.0810032069145633,0.241956920352197,0.607378805971536,0.288881423661772,-0.332697510534331,-0.0257147858456988,0.400337333305741,0.18832236034574,-0.659349448925961,0.386434456498364,-0.104835950953519,-0.409909590170123,-0.303070605196114,0.471928105132617,0.58788418266662,-0.608371082115353,-0.78186774048964,-0.285050632210299,0.462995199165516,0.51727727950949,0.475074464300619,0.496320867001812,-0.406740243495155,0.725408382051334,0.482361408551621
