group,CD101,CD11a,CD127,CD16,CD2,CD226,CD244,CD279,CD28,CD3,CD326,CD45,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD94,CD95,CD99,CX3CR1,ITGB7,Ig,KLRG1,NLRP2,TIGIT
healthy,-0.208911474251143,-0.358405877851666,-0.0381114868924625,0.0943718671508491,-0.382871303172692,-0.0435500237815428,-0.389708593041717,-0.263380542110473,0.027036442817293,-0.250550706215125,-0.0873921924470908,-0.205437464993834,0.294822764158817,-0.650906923116359,0.0528242048534695,0.0791797606527229,-0.0593319001050631,-0.478184182689901,-0.0535567977761687,-0.239123674645901,0.204923650655835,0.0042183112284086,-0.418150248107071,-0.238542252343286,-0.313335889809316,-0.425219134212211,-0.207802644089953,-0.212146314356818,-0.197627846371341,-0.539560846354061,-0.243428983288254,-0.250177875621873
healthy,-0.154448854700145,-0.276263250460973,-0.222342003700969,-0.0707025112380771,-0.388310100331447,0.135303607474345,-0.0085135235061904,-0.12228071661188,-0.224803772782015,-0.136983587452085,-0.0253519500944295,-0.243980497596474,-0.167263985889498,-0.212441589841546,-0.183243132916483,-0.228711208660355,-0.129892557058942,-0.146408109638189,0.118054993581123,-0.015421807874274,-0.206050782646453,-0.47757896000961,-0.56190983866849,-0.0504872793763385,-0.0229436558808175,-0.0594465896606491,0.0585139955531905,-0.5640394424931,-0.108863604617365,-0.184251367437055,-0.0751917219694024,-0.273823459258421
healthy,0.0347869720625952,-0.362953929301244,0.19227087198707,-0.621440527146831,0.00505440441172,-0.585469297981641,-0.645273801658199,-0.415684292109726,-0.0771041674510138,-0.107368890300134,-0.560349521857728,-0.371253147345832,0.161537163181113,-0.295984571470461,-0.154058621472364,0.338898507540884,0.106502911783201,-0.511768211055488,-0.744417559732577,-0.672860864479606,0.327753270743622,0.291731887654459,0.506833951438925,-0.600954265065087,-0.683185973197898,-0.197160394448871,-0.66783105290576,-0.309065518724716,-0.500893827078512,-0.727468997214237,-0.549579438691756,-0.621834020318883
healthy,-0.0746500773388048,-0.160647303104972,0.200713212426103,-0.0982124428342817,-0.0768270640085144,-0.396211103283474,-0.170561007694271,-0.0530009497718038,0.307997940895406,-0.268311069707287,-0.102630901903734,-0.0910250909978588,-0.268567598339814,-0.0260297915284393,0.209317126079933,-0.221517750766067,-0.0641034529481839,0.12485300226804,-0.637331652114031,-0.16689093771677,0.0454713180990372,0.191293445816939,-0.209956767751103,-0.0370627590188415,-0.010180334520086,-0.176333278862152,-0.351028618713608,0.159902938313197,-0.0724433956849241,-0.0169807020402418,-0.0694716537237877,-0.0453160788412042
healthy,0.116874723929807,-0.567346305365293,0.342685264815537,-0.0228257637072597,-0.201870241406999,-0.364537718269163,-0.48077255933221,-0.564569437139393,0.404474454190954,-0.108203425524633,0.0584612124134093,-0.210010778426896,0.511087938365724,-0.419743612471828,0.417696636602296,0.355784794672419,0.265340223786115,-0.323152068735863,-0.522497650511329,-0.152716649495216,0.386411232876327,0.342434168234179,-0.161797008070179,-0.290268636188517,-0.383419176925927,-0.301998463717836,-0.0552946001888724,0.271635229395911,0.25541381923793,-0.491123453050283,-0.0670746759952053,-0.151902288763337
healthy,-0.0621374297680839,0.123615395171207,0.27584936692231,-0.072896804302139,0.204085643784504,0.172597970279171,-0.265149948672698,0.210631084512316,0.259909419047888,0.281695011159683,-0.0825021026641127,0.13925754472654,-0.288008458365848,0.0895803015862748,0.139705776821575,0.62442880740409,0.29315450550037,-0.192696674530311,0.318419889740642,0.0797817056657806,0.0473071502994432,-0.0296240505617492,-0.320867372818454,-0.396376384984099,0.146786299734578,0.0905040827704126,0.101737949183065,0.013050768524216,-0.0099404322283177,0.0200414686541334,0.0572094748646036,0.0357207840055753
healthy,-0.278270260351548,0.474176456054388,-0.531830839165409,0.152087056188357,-0.383243918843486,-0.270927510815833,0.655711229257605,0.120006635636021,-0.422267311079386,0.230984858837766,-0.0476176735436545,0.0850787860063693,0.366672432757921,0.223021724912675,-0.476364445451636,-0.532762127917083,-0.44148784237729,0.345144661805922,0.356208504083147,-0.117230312683843,-0.276397428518475,-0.220746846044761,-0.357931766674181,0.195854503203544,-0.101466842793028,-0.0141405879802213,0.274561025409406,0.139425716312795,0.0653072598090454,0.647298796408088,0.137432699605855,0.443751003646781
healthy,0.385576167822362,-0.546352021376882,0.55688149802379,-0.389832557066862,-0.118164061228111,-0.658037016651533,-0.657243718948216,-0.0433264403887736,0.562834222088805,-0.0132942126625128,-0.0304505053187737,-0.0683165218816485,0.517026005512109,-0.399530983641229,0.41342766624555,0.313157313213364,0.235197123260034,-0.25454481251718,-0.794459639886954,-0.333894818345134,0.77454909307063,0.682483334738753,0.171107663973024,-0.538368306220616,-0.520640152612495,-0.56385219262335,-0.395941352147325,0.668927503876573,-0.00603032677683,-0.654110520906899,0.0074317787316508,-0.153418491948114
healthy,0.0470732171156904,-0.367492948687692,0.388006966167899,-0.0601411433939593,0.0732723314430229,-0.1341303069046,-0.579188459644552,-0.217597380017259,0.345205722737091,-0.0008822916494425,-0.177060834740846,-0.115621973956055,0.0484608650140568,-0.234570615055737,0.306753410991621,0.47465160168729,0.346998794284468,-0.313181282867048,-0.356494159222733,-0.196929410824814,0.426387009071852,0.352357699809546,-0.0053608180370467,-0.233299365321261,-0.203605023349929,-0.24269577041163,-0.274938744164803,0.168697495550426,-0.0424643868104437,-0.622358647011409,0.078232739283426,-0.324352657332592
healthy,-0.0857749037291913,0.197701531131715,-0.537454981368613,-0.016550738692229,-0.197267448116918,-0.0649650484821318,0.404600098936004,0.21651652279018,-0.243592196139784,-0.15803743395655,-0.159880728493246,-0.0228633711656172,-0.776653624800856,0.120238848428599,-0.113770487232943,-0.450521216727291,-0.411559699447144,0.252330941280194,0.317641536533565,0.116462740462023,-0.517702298707868,-0.702432023502457,-0.485054422539602,0.262297350415559,0.368194587603739,0.244007338259064,0.177916144088459,-0.411063769217892,-0.0262582460079224,0.485058340851638,-0.0941643566965229,0.305068156946395
healthy,-0.0831147730852097,-0.426532685859835,-0.181059701087895,-0.306257388793132,-0.300504976638832,-0.521808549794411,-0.372610368843433,-0.11507373476418,-0.0951738688821562,-0.490324885154795,-0.302658274533824,-0.404587325867877,-0.419846551656512,-0.339169224653046,-0.171342366942646,-0.202681038394451,-0.413276337774813,-0.315234178173304,-0.395615226549801,-0.412484293664139,-0.323956693160291,-0.344763657636366,-0.373272216697363,-0.337115696271746,-0.292542310402154,-0.510527638902573,-0.430367361635274,0.0778301739963028,-0.205521837244342,-0.334280396887538,-0.249797935848199,-0.270910708417597
healthy,-0.009363758138217,0.185209666913719,-0.478067489803192,0.115846186520544,-0.152389032865745,-0.0855228057786764,0.460809790590143,0.287749674732114,-0.532499084891609,-0.295892950913101,-0.246853076618752,-0.0836469335973676,-0.639390022868488,0.180928288110193,-0.199559322511258,-0.530073540050752,-0.428860186583379,0.332728934754085,0.319718551160418,0.0075474029149532,-0.269970466515627,-0.561452869817374,-0.301609314637041,0.176105441624934,0.347444147034263,0.143167678827333,0.171677054952022,-0.402327683740769,-0.149475719106527,0.460864355626963,-0.222130711617571,0.33354062082631
