group,CD11a,CD127,CD16,CD195,CD2,CD224,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD81,CD82,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,0.400692760662617,-0.242287374746937,0.18566134716343,0.407363439643728,0.142602462845941,0.320160376156908,0.208581441383108,0.489897507281672,0.413408312072699,0.0663163466866366,0.0197553356773136,0.126121550411902,-0.0085969696464677,-0.078531085789711,-0.343897897860266,0.0329227290727892,0.621289926327136,0.151333819767632,0.0033303238880951,0.0092789666696826,0.265755512304072,0.188262909979319,0.272482027854084,-0.242006027042958,-0.438632382921249,0.204467992183225,-0.0046465808430174,0.249177409376695,0.0125190845294983,0.478670428672866,0.444213801063225,0.24348131808585,0.0048291955268301,0.390016809730555,0.533212382981947
healthy,0.0335735011358494,0.433503984826149,-0.0268476030097237,-0.0033686401756445,0.195713650031913,-0.113834474983549,-0.333140080272837,-0.375247465063692,-0.0954250070073144,0.40739299922784,0.0522829881775194,-0.30020212866602,-0.0168255107501131,-0.0254698461197715,0.129868714091667,0.0320135244877174,-0.040694546486963,0.314157318002058,0.365772053503658,0.313369404705951,-0.127941928998367,-0.558433764140527,-0.149054416702171,0.472031651276346,0.449846291625657,0.480665422557632,0.0568579803512251,0.0952629594399369,-0.486586275060467,-0.142253218810259,-0.0723816047443035,-0.33291548446818,0.327982338775085,-0.338877551254204,-0.100656754268887
healthy,-0.218753373861034,0.369082395226681,-0.593114164383018,-0.447212115545392,0.218729765067987,-0.384873073042784,-0.436541945454364,-0.554257281421339,-0.364651893213208,0.0573477713551851,0.0918886772042688,-0.495705599061107,-0.139825829225519,-0.243172676099479,0.268403935207807,-0.244312042304946,-0.163016235622907,-0.0053077614671153,0.528464458487892,0.308058011024269,-0.363896149140315,-0.589139039849766,-0.578885499918618,0.327463597566675,0.422060255990146,0.598398023601337,-0.0829563980905985,-0.330111185077601,-0.590339727409487,-0.546109318375642,-0.028570118243078,-0.591626423835809,-0.255104556036217,-0.571095533255409,-0.543315034775659
healthy,0.19754018201595,0.33069906917491,-0.231396278791285,0.401602478446115,0.468523377575941,0.178487723329165,-0.0593922156412653,0.0880618887949791,0.103806624661243,0.364115779621778,0.191187508657208,-0.0372721132757716,-0.206463259462883,-0.126450217285162,-0.179964823162046,0.132960321161753,0.389484892764672,0.410093304906162,0.232015565733702,0.312410393593704,0.317656001744416,-0.586499851334734,-0.0033599512283773,0.124123422716904,0.335475384650882,0.554759129603448,0.320196933561897,0.141136262002362,-0.0078312645063119,0.253510228904886,0.250727245038888,-0.27227031021723,0.269328527613379,0.431241632628506,-0.0221941281763511
healthy,-0.409567075003233,0.0500353794670605,-0.0830975546032696,-0.286022462038874,-0.261248122982781,-0.20078177713206,-0.562072163336829,-0.437149150496613,-0.628359113553329,0.0850722611225711,0.117274899965152,-0.332522623440449,0.101132797265287,-0.0668331446264744,0.666321074023448,0.0510949255932968,-0.410914883188329,0.0145512920360104,0.277045324306928,-0.102462075858301,-0.474322260242985,-0.389504271965386,-0.300969103369239,0.573993655988663,0.333720089265919,0.131665926741686,0.0326186424991127,-0.255553160338555,-0.540194064917261,-0.606676713474533,-0.641409266342815,-0.192010726276813,0.208329479391321,-0.572362945562076,-0.268429994341267
healthy,0.133332876701586,0.389711383530812,-0.460413165761046,0.228640161340037,0.293983388357094,-0.0524959732862627,-0.0914422216110014,-0.0790637700586955,0.0889667885403587,0.526300389669918,0.29177647884211,-0.0399016451102409,-0.0096349441398814,-0.072221961388237,-0.117174998782528,0.154150937365259,0.142553164448097,0.44133998123204,-0.0143490291323934,0.304780470934534,0.28915480645273,-0.626335694684379,0.0695779793212643,0.367301930704297,0.519313162750138,0.366386573554956,0.0104056344639607,0.315018327798322,0.0929982257584823,0.14868622108006,0.313795843832229,-0.265344948494008,0.171017093799658,0.0764612988501265,0.0390756663453106
healthy,-0.592532203535699,0.571749729281511,-0.134340802631992,-0.254627054814474,0.165340299182606,0.194866618439551,0.273988934306654,-0.806374566886382,-0.213266477168989,0.60244599606508,-0.318769437088963,-0.309783009976033,-0.0090851486376307,0.0415019013076479,-0.285492271067502,0.137642131884837,-0.329039163703483,0.537432395061285,0.577406564364188,0.476000731747507,-0.455995660854406,-0.496317697611154,0.115327825411206,0.517997574400554,0.1947978110518,0.131934090212365,-0.282757432420858,0.517718317217865,-0.332591566982889,0.0682136342406318,-0.066804498987823,-0.245646634176981,-0.107762731507695,-0.823812586205629,-0.49467683949244
healthy,-0.445059720717621,0.510449127833306,-0.358872097225903,-0.126396532533402,0.0296401400776437,-0.111160614164307,-0.569124299106998,-0.628618844872431,-0.0884660990678995,0.496399616809404,0.050727251929814,-0.302926061211939,0.150148666562994,-0.0895800971148411,0.542608420630761,0.0358268115303261,-0.318288413532963,0.305817772677687,0.391939909635926,0.302538331400363,-0.288140978602267,-0.667998638083217,-0.331538608876724,0.713851076823991,0.65924990296429,0.450907248487433,-0.29221579013218,0.0299807115936642,-0.501788198349463,-0.500886965196509,-0.473698076745037,-0.350408224755315,0.613277078829365,-0.602905605597673,-0.183279483234383
healthy,0.0743897436635928,0.49034733021574,-0.0045322442379295,0.354960071866079,0.233826603078413,0.222583423963567,-0.356132974902535,0.0706862559180039,0.371906635459315,0.561841519239905,0.0771334790552196,-0.0685786490561722,0.0050894500409353,0.187336664528734,-0.29702659371128,0.0131565024153708,0.0154736653417195,0.310167575545947,0.248279464795834,0.282631108871722,0.317012010999345,-0.534186863357511,0.0110430948270589,0.172005961409956,0.315136292218316,-0.0789992037025634,0.113439025997781,0.143165233524088,-0.194732743658438,0.349060444433891,0.127822772829181,-0.297368007440585,0.582123735331345,-0.0737747661477912,-0.0362187639914944
healthy,-0.511333957871928,0.469086329100536,-0.162031526580075,-0.346430879246582,-0.0545569065121793,-0.263961299239348,-0.361018523812914,-0.664471359610577,-0.3419579016861,0.27284628343391,-0.0791508027107068,-0.444876814840392,0.284708616219934,-0.265065109909551,0.631348618308384,-0.587639753866517,-0.503396870342104,0.0447818439644458,0.256372157349154,0.162494104718181,-0.530605312221478,-0.59227921745594,-0.457006729235763,0.556311420948999,0.705165598694953,0.188496355343113,-0.417466173236047,-0.0489612597913483,-0.509593922123987,-0.570936949140036,-0.540736390692256,-0.56345851638716,0.362720047839225,-0.779490990617249,-0.507061445212805
healthy,-0.398610259610857,0.54555416603307,-0.483905983141297,-0.193873733684195,0.21810050726299,-0.135859406876187,-0.386277432139104,-0.571326834090867,-0.0675063911233534,0.575326138119935,-0.222739319076912,-0.352255212496271,-0.022295609989281,-0.069945095219617,0.164367448896448,-0.137078819442513,-0.225878450226104,0.482448136309703,0.540487277634845,0.293585701921627,-0.306127595686479,-0.780198021104476,-0.36863596213335,0.0657821167465696,0.346272088030072,0.0824642170954916,-0.0550899194025273,0.0962973713569631,-0.471994282555969,-0.362253155215416,-0.370252272995508,-0.591361462878206,0.514556941936708,-0.461112665827733,-0.276541159054015
