group,CD101,CD11a,CD127,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,ITGB7,KLRG1,TIGIT
healthy,0.493278317395052,0.498354517235731,0.0014271985382752,0.401339561447425,0.243760687143229,0.456967790771002,0.47948778075065,0.147776174219614,0.320684294670132,0.281077953537361,-0.108560791024477,-0.0480926415658155,0.378047219860477,-0.513255034996916,0.156612026233331,0.0710630660065613,0.644663936592901,0.136322693846756,0.151379657934832,0.077073207968095,0.511925198191387,0.137923700017637,0.443846999801194,0.083288686668595,-0.293227818746558,0.39926887269238,0.38325487906981,0.0582524829002879,0.538474741763642,0.510332604986352,0.343472850061429,0.146209410153429,0.537882739074877,0.413462833138091
healthy,0.310398817128463,-0.421181092968242,0.331252865060053,-0.092098637152856,-0.321974162868268,-0.697503383944431,-0.462076620067408,0.309207231285615,0.0611168411621391,-0.452255785393701,0.0185295767284947,0.0770129129388189,-0.212885608713186,0.463795686929546,-0.160989725433432,0.165239544665439,-0.449357619198766,0.223988596939974,0.422684486273005,0.308911661771831,-0.497979910343127,-0.485929764297294,-0.274784893151812,0.414552534468271,0.529211455684047,0.0846390732734556,-0.174093539031817,-0.46845298027068,-0.534938031869521,-0.49235658770167,-0.321396426156614,-0.048958260962045,-0.714113057545121,-0.441586049981542
healthy,-0.232833528498345,0.285147339407735,-0.294978990125173,0.166390808862556,0.138498927012956,0.264851997121968,-0.29699821810204,-0.443317090962283,-0.0810166005183375,-0.253509019308503,-0.248291441983182,-0.340658937893833,-0.213100468099425,-0.0118213556636329,-0.133857712736123,-0.187663686288637,0.352836547284887,-0.2272891864733,-0.22501448320939,-0.162286213452416,0.169477325766227,0.2091155134908,-0.416506398937068,0.0711700885917202,-0.129597816684317,0.158586440571134,0.101404354906242,0.0870082578768858,-0.128013808869217,0.394312264182925,-0.358952289755865,-0.638128073184752,0.203008386480294,-0.19396032332026
healthy,0.0128744381813246,0.11031449033915,-0.313890670362445,-0.0941647176481102,0.379399509660167,0.122972259199387,-0.0028301978805766,-0.392086085789135,0.177701727951619,0.132191559748378,0.159276091519575,0.181410277407973,-0.0277812556023991,0.323316884224449,-0.002153826687342,-0.0883842559858284,-0.0650293718670322,-0.368785546597667,0.101364473412617,-0.0717052254770752,-0.245065105651668,0.79230234413506,0.163416267185162,-0.0521514706780168,-0.285432583255634,0.0757666268051811,-0.145147878229915,0.0425047287214234,-0.0516280912558215,0.0979828645852177,0.410929310453101,-0.233594450300278,-0.165877673021252,0.0825744052140295
healthy,0.122699517707508,-0.509695791879169,0.085605852288944,-0.251807549270504,-0.501582051484759,-0.535763436545869,-0.635889396699763,0.152784226519914,0.0891102306088986,-0.355470000931442,0.101171658196333,-0.0243592368211216,-0.109564049281202,0.673974032848781,0.141863373120905,-0.0528718875955912,-0.435744050800299,0.0721621042889358,0.384529057332846,0.0314446832050147,-0.449606081270939,-0.417016879476057,-0.342714081571673,0.562528082218971,0.430984043026539,0.165184096399927,-0.0122665563009549,-0.523855613949853,-0.58750180158153,-0.593623647788645,-0.0972344882996554,0.265963342403698,-0.496541239710566,-0.332411208917883
healthy,-0.146180606233564,0.0629306423158875,-0.386703626918377,0.004518713023894,0.0596185840196012,0.0039674233543891,-0.284744072063365,-0.447689786262051,-0.0457859750614899,0.0876727593475688,-0.0964947663538345,-0.349387714997679,-0.173822220621416,0.237624442495905,-0.0886748448133312,-0.167495963060749,-0.003618861692416,-0.474828284843311,-0.0810600388373959,-0.179891858351649,-0.129046092759588,0.541950062677129,-0.0441045789117649,-0.211568758267352,-0.395980973041839,0.314983146894623,-0.0013685841703034,0.279022839160742,-0.0167801407286817,-0.0784891049467656,0.332151566127161,-0.217434461430908,0.132644100476004,-0.0492675136688347
healthy,-0.0076302579621302,0.13528777137283,-0.395313960423328,-0.281341504336513,-0.0665422382133403,0.216727810420006,-0.0349930354140285,-0.246581348445127,0.400924924179459,0.0041712763614222,0.289772138692728,0.26122458595742,0.125487546784992,0.337446330043937,0.108349496162258,-0.0913810516056916,-0.023448790818492,-0.394213360696897,-0.0357164612942492,-0.101617401537298,-0.0763333235571729,0.413231631771365,-0.0389791961101648,0.235731220939474,-0.027686156673753,-0.188330943836456,0.172945897402394,0.187353673441093,0.0125302136094189,-0.055637723391305,0.192944187279684,0.161888354257828,0.255856042559256,0.403025677443715
healthy,-0.0402662957577735,0.415727279326999,-0.288875501321233,0.318995786693134,0.467136895015174,0.348463938489527,-0.0611844402944632,-0.314186267262318,0.225376688479144,0.194724680951864,-0.158116133571062,-0.085394085903215,0.204622988476237,-0.10806096238525,0.0732346886148643,0.0076648001614444,0.332405656919767,-0.318775099960436,0.0562671776076166,0.046941875414684,0.0870228808440715,0.518479478413286,0.169831898352273,-0.271752363354178,-0.280091704603942,0.395237126290119,0.27043038409811,0.364242239045197,0.225816833168269,0.393074555360243,0.266360420653807,-0.324151822631029,0.39468636846087,0.018389576888793
healthy,0.0341925850442912,0.176412334086283,-0.602823916690091,-0.127964265192157,0.449134289699061,0.375178439770992,-0.106597073159742,-0.591189533971746,-0.0647680805378687,0.199365007147243,0.122170567263406,-0.0303066743482996,-0.0779643601497891,0.0934763254693865,0.0665391075028945,-0.234584803687082,0.238609342669433,-0.406255054825435,-0.496924462239351,-0.290696793201422,0.0252866340810439,0.738965349117804,0.248761624204212,-0.479963414029791,-0.540181626069794,-0.192477562454325,0.106370856976827,0.418526410439261,0.0558968387792191,0.141408024778626,0.466769011424786,-0.385642188845224,0.319184578938777,0.173905637528583
healthy,0.103355951493823,0.550549068700456,-0.464391005146071,0.0801280297645122,0.315905132871102,0.684480321568327,0.413684440446522,-0.174634777830474,0.120474767571589,0.484028663011783,-0.232733960721569,0.220227726555101,0.297972584304122,-0.679234461282347,0.663985503984433,-0.212536170632489,0.51693946662619,-0.049156743777961,-0.21909697983105,-0.175155928431318,0.540915398106163,0.567195049802748,0.481268923387592,-0.50898138780497,-0.663217109174382,-0.147915298861479,0.466779288179084,0.48871184400659,0.646020088800705,0.548721223328417,0.596918540018022,-0.300141361985798,0.807522419367032,0.592739631380762
