group,CD11a,CD127,CD195,CD2,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD82,CD94,CD95,CD99,CLEC12A,CX3CR1,KLRG1,TIGIT
healthy,-0.556142882307816,-0.0641854911641182,-0.441769820052893,-0.411655423323149,-0.215509311320929,-0.452451283781695,-0.566744023014225,-0.27289474345702,-0.262868570672701,-0.277698005492427,0.0338309488679019,-0.040830346750162,0.508467217074823,-0.700610884999504,-0.150370154385934,-0.106289264119477,-0.0630711851809053,-0.622761096984725,-0.13070113885098,0.119937044245271,0.376235929460761,-0.385507062335851,-0.2393553381886,-0.10259940285413,-0.658444476026814,-0.575883763164812,-0.185717254128414,-0.382006602878392,-0.625534230754367,-0.460748907600843
healthy,-0.2950552442708,-0.440015732161515,-0.162386813603261,-0.471193478992892,0.0441623707434098,-0.065103415047339,-0.21882101217972,-0.513838885095296,-0.138975226896641,0.0239134643545931,0.0461360878141978,-0.197285923511946,0.188179337293807,-0.258745352795949,-0.463153757311927,-0.431898973409268,-0.392671442990858,-0.15519730612222,0.451469250428987,-0.193331148721903,-0.272941038686926,-0.534151852487606,-0.254777941253202,0.36649001937415,-0.263166835038916,-0.357903372055212,-0.141394871172141,0.168263864629294,-0.0331444294581982,-0.193617921796004
healthy,-0.544098366980994,0.17413940520078,-0.416025925701839,-0.315278182434716,-0.507776585801191,-0.682167098494884,-0.359208855198421,-0.116642942901554,-0.163262868744721,-0.36131758170164,0.0601765675180692,-0.226292310501085,0.262798020049879,-0.55784056874315,-0.289287721802694,0.209514057528563,-0.0239176408100113,-0.621092795642555,-0.536685059017512,0.225766980291287,0.212716865395066,0.0778580575671932,-0.311449447048726,-0.464112079517733,-0.663844309878178,-0.538860337336732,-0.109877393400384,-0.30785942807731,-0.774855550102896,-0.463485167408869
healthy,-0.177787654267504,0.14876918820846,0.121192863959041,-0.12638494425739,-0.413686301932749,-0.163747306354695,-0.0995659382037911,0.2699335423327,-0.284654552720686,-0.121802174675257,-0.0906909239838619,-0.247828018692541,-0.234069148312353,-0.0647164934729591,0.150345987391287,-0.276641314635002,-0.105053370576893,0.0825781452878726,-0.60750684057003,0.0261353736124118,0.162639992212707,-0.205180524508913,0.0340061740403735,-0.0322261214529385,-0.0407921462406984,-0.211168600018443,0.0322569402991104,-0.337379655870948,-0.0827998091925802,-0.0467071962093234
healthy,-0.560330577998201,0.228385269330023,-0.151760102630707,-0.395994637642582,-0.60816804234622,-0.472281000539015,-0.690720266577709,0.132662422842016,-0.0872305089446354,-0.345157375655262,-0.0934161266719543,-0.0771393932859681,0.616470478502227,-0.568702936564102,0.0162717959313466,0.0400698029184769,-0.135635461633951,-0.522460136597314,-0.421292061033047,0.511666233352601,0.13878428868659,-0.262097355746038,-0.126777290460902,-0.380994107207612,-0.615352333313974,-0.661247255097213,-0.0823074422448791,-0.322992716286407,-0.648042652972894,-0.453662321856785
healthy,-0.247383282138632,-0.203133059655838,-0.0391867264138423,-0.424038774925985,-0.250932460236255,-0.219245826848998,0.188364043537634,-0.0956581375654763,-0.283997656030777,-0.164961544639869,0.0233094312927087,0.351544535620228,-0.176508452498594,-0.301103511633162,-0.0895902880246581,-0.0552780230742314,-0.261402586993369,-0.247234904122432,-0.0103478857492937,-0.178335053230626,-0.120735422668667,-0.784390655369937,-0.126568207174657,-0.283690134012407,-0.176758768475898,-0.313494876892496,-0.0251475055995948,-0.0893838712319499,-0.327260726710467,-0.0946207924480896
healthy,-0.553828122154608,0.0585451988192321,-0.193790128081242,-0.323285336266557,-0.0175801719638876,-0.613065800646052,-0.276431085871657,0.127475924265106,-0.381103084190519,-0.322293592633612,0.038790942690386,0.0080713375458993,-0.145481278990862,-0.337829362242096,0.0275217473005166,0.102042646997338,0.0391320617703529,-0.447915056096073,-0.336339229101346,0.15637735020565,-0.0027804212627809,-0.329665796198805,0.187534854104488,-0.247902984150386,-0.14167962307739,-0.353229854264967,-0.0895469026364299,-0.0993132023181559,-0.6209111370514,-0.396494844262224
healthy,-0.479326954166302,0.298030247066114,-0.0917476186964506,-0.375272677329849,-0.523732866216066,-0.416980260436198,0.0233813138833228,0.311113319446558,-0.228267316311884,-0.227640378670091,0.176808158900724,0.0361145462617592,0.199923974145968,-0.373018152421404,0.297809362373345,-0.0636305975717297,-0.0509399213488488,-0.143866508611307,-0.568444441854101,0.381440836098895,0.332705409310612,-0.36232349776135,0.0348750264726647,-0.371598500620953,-0.318873732507187,-0.477504416730917,-0.0680441845731861,-0.300220818724165,-0.476706995943066,-0.0531978993710626
healthy,-0.489800223511672,0.013050493266652,-0.264089999647349,-0.266322158819457,-0.400562450976126,-0.515206977038126,-0.226244016810979,0.0700036860389931,-0.224580739546169,-0.555652000195702,-0.106032519796801,-0.185622571539542,-0.0327659050332413,-0.494090037799025,0.0062791888180928,0.0629448144417731,0.0261989240731988,-0.378663995506733,-0.413339734786161,0.185137476633773,0.172174722176817,-0.299614005926025,-0.113120223079842,-0.305367917304557,-0.344422313399508,-0.409964134434683,-0.154303016366017,-0.324577621364712,-0.659226665290488,-0.421150763731467
healthy,0.106480430906442,-0.490753314786854,0.0908539918899331,-0.135388016241361,-0.0533630209943008,0.37795016659189,0.104886978663205,-0.203309054385437,-0.149028348365113,0.185617561526354,-0.263923473528682,0.0061951518093778,-0.656079646114118,0.10867051400975,-0.100055890072821,-0.448249413487124,-0.407905714807724,0.271579841816656,0.248798017187581,-0.245094724584269,-0.567062181329321,-0.423965854847381,0.115115381252991,0.250766562258493,0.369469643863635,0.211384073021989,0.0485151829912214,0.206090337493003,0.468228363413372,0.314183621523537
