group,CD11a,CD127,CD16,CD195,CD226,CD244,CD279,CD28,CD3,CD319,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD54,CD57,CD62L,CD7,CD70,CD8,CD81,CD94,CD95,CD99,CX3CR1,Ig,KLRG1,Mac,TIGIT
healthy,0.028758756169955,0.122931289583025,0.0877430776061863,0.0986764113175896,-0.142336671253532,0.120027306143937,0.190888528175798,-0.0999786625438629,-0.200935760297699,0.0477457146721296,0.0248289394265476,-0.0123980613151211,-0.0389224799602786,-0.144504060594438,0.0712161129858814,0.0191294769799731,-0.109238435059007,0.180579494945192,0.0524243235151789,0.0628611859527047,0.058672438087058,-0.0682315011423544,0.203109448382875,0.0269452777517718,-0.0173445731375026,0.0255471930810447,-0.205745346714692,0.0800108858618302,-0.17566626528044,-0.268669911006982,0.087700326158506,-0.316459421945301
healthy,0.173818040304478,-0.0267929201298783,0.0861676209113743,-0.100156118520088,0.183171273423962,0.161636236945221,-0.243487045227618,-0.106784059709465,-0.242621909577025,0.0091563313264702,0.0351699094545751,-0.0475519092837288,-0.140664145316194,0.0325612694291,-0.0001697978038262,0.0985637026719178,-0.245647847290407,0.23804927768721,-0.0329495627189498,-0.182822212185339,-0.292794260724383,0.0374407514069729,-0.150541873368012,-0.336922154740329,0.100550495387465,0.178535844231918,0.113605902494437,0.0018602514414177,0.0251199203883239,-0.106967462414122,0.191055434182123,-0.0373046917998201
healthy,-0.482293418665432,0.340793452923635,-0.0343793184249978,-0.109537847336921,-0.346892465246618,-0.57432736079294,0.0161352699500597,0.269394871081106,-0.113245395406517,-0.0402478475966263,0.146621551665465,0.00706288549772,0.0819484147990287,-0.0346264691850937,-0.451653925012375,0.0384211697508696,0.239821699568768,-0.430232820412869,-0.483808800254483,0.1992136665999,0.250142627978541,0.148352824535878,0.111501626660996,-0.271688226018504,-0.35589291236094,-0.26032891407412,-0.519649216294567,0.0566079349118818,0.111193703738811,-0.588409007829669,0.132314744821835,-0.116468635261743
healthy,-0.25176892035699,-0.0583322030187039,0.0555234557817165,-0.128008396009299,-0.272173928213876,-0.178331305720025,-0.0931298708786087,0.0230892544632705,-0.325849193777946,-0.0723170352338772,0.0683174168990727,-0.0819229849011054,-0.107557365740533,-0.0887889409399852,-0.279785337137322,-0.109095018225361,-0.301921978185766,-0.120279363796325,-0.114744760387444,-0.0749118753173225,-0.0942551515382211,-0.0761419842100921,-0.501103418946698,-0.188441013686025,-0.0547296498906395,-0.137688851278218,-0.302209182451131,-0.0758047897320665,-0.0030731275771568,-0.313138308465003,0.0005810245367782,-0.0328381466482491
healthy,0.458298658485446,-0.154206798033033,0.0220162524742242,0.246367484971662,0.688363739311435,0.535425735041585,0.781333257640896,-0.185136313995784,-0.0927762071143402,0.300971467933243,-0.029756370057745,0.183682546577815,-0.649510506841021,0.0169565125455801,0.605450104629818,-0.021803476637261,-0.220319094964981,0.529364038409391,0.337497450810849,-0.540207527365548,-0.284576921734887,0.0185324835931006,-0.0674461095738319,0.0310535228268087,0.499915334375275,0.707416155753525,0.680296085440026,0.307393514783428,-0.110799743083838,0.665737843274622,0.0049584387014655,0.260178190354533
healthy,0.0105255767424592,0.305782142422495,-0.427964633133745,0.0231227280472191,-0.281250321911202,-0.291750685097454,-0.0070740895969917,0.375460850023896,0.0983995166939916,-0.085379515852292,-0.0270452752630457,-0.102189412591938,-0.261642308756894,0.0024374890388068,-0.0511338681238286,0.182508409819597,-0.119661940718488,0.101500023458807,-0.660885097009214,0.0727521492852665,0.229667358793553,-0.159653876638246,0.172465162853877,0.100616216615896,0.0327417246920341,-0.0452366152660152,0.0170030755425328,-0.234273602924011,0.0219884611119689,-0.116779657755152,-0.136132748820348,-0.120236447269757
healthy,-0.609190899141347,0.43261368823283,-0.268846022619934,-0.269469542977919,0.129671516188526,-0.772878646388071,-0.242029376250658,0.579953335964953,-0.494786379161337,-0.285201735477088,-0.144837683470181,-0.0339737873817273,-0.473212117214954,0.0392934328350561,-0.347197154437745,0.42267856833397,0.455746666437141,-0.349447424253462,-0.574166885213503,0.516583234598001,0.156065546376971,-0.0535069452905792,0.173719231920032,-0.313530188088683,-0.385727943948996,0.198683418028994,0.0327809763206206,-0.3024747395457,-0.045960502919503,-0.726443784356822,-0.113918655140557,-0.389423179950404
healthy,-0.601670592838051,0.396604757793086,-0.416331586979433,-0.158907928367214,-0.726009953247984,-0.657913848595345,-0.0158632675044049,0.422315129933865,-0.20533393800261,-0.352943525746298,0.147132069877865,-0.0756370376946607,0.327642891524497,-0.0198922619801194,-0.463669001029763,0.334946868213701,0.0932305606040238,-0.293835161036723,-0.821338990911631,0.599071986713115,0.501568873004756,-0.0812654750619748,-0.0112214858394133,-0.422696474360552,-0.621623590321354,-0.532229308904195,-0.62959650911095,-0.438202594053516,-0.0162181217084066,-0.685134353688305,-0.142050398454396,-0.154901784652768
healthy,-0.482146018634013,-0.300387547279162,-0.0491665537143374,-0.177332710759564,0.138037540895135,-0.244626833886072,-0.0852908471831602,-0.231896773500729,-0.415093790152203,-0.317336528539354,0.003364414148084,-0.116899108767563,-0.339939867616613,-0.129990538022684,-0.0487768722251264,-0.0680354757154936,-0.156743544688382,-0.271640505041858,0.0831533066873933,-0.270570472026003,-0.03924713539802,-0.183800862949016,-0.283964099697577,-0.350991110457589,-0.0722682562731066,-0.173660941796858,-0.218721388145311,0.0305430097916789,-0.0934288352901103,-0.382990650203053,-0.157487443493787,-0.289285967708604
healthy,0.615179547828454,-0.425587461163988,0.0633812231257894,0.402413239022519,0.242728287034811,0.730347548522545,0.375733060658899,-0.108192683927788,0.241488361067544,0.373861514048623,-0.259444231301483,0.24361726695956,-0.637257319671581,0.664278962843633,0.610135128058219,0.0630728718316039,-0.132206793172973,0.561788956951178,0.478498536514666,-0.397206481131038,-0.597529234167629,-0.112778294762135,-0.0166185893852306,0.485653176105747,0.385348186106195,0.664003431792991,0.626884888469105,0.518845855760004,0.123791597105748,0.789394373783273,0.016310528804567,0.578616574933277
