group,CD11a,CD11b,CD127,CD16,CD2,CD226,CD244,CD279,CD28,CD3,CD305,CD45RA,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD8,CD81,CD94,CD95,CD99,CX3CR1,HLA,ITGB7,KLRG1,TIGIT
healthy,-0.291906695446568,-0.0628637009671172,0.0507400315341711,0.0522845775335277,-0.3760895791618,-0.0387530710797689,-0.291140989003051,-0.425876323499926,-0.291331955394226,-0.204313393154385,0.0359327900629236,0.54523899396452,-0.374377649951654,-0.490975526087244,-0.192582291674813,-0.0559842132108543,-0.244076177596629,-0.0160101725995734,0.0455958222843594,0.179251832768509,-0.189943490570359,-0.168729578254288,0.0582456864374597,-0.529856295548966,-0.634480068438003,-0.174169619352448,-0.265765479382761,0.340024392454595,-0.312359927581499,-0.48784364542917
healthy,-0.113629133301725,-0.0140993296644859,-0.332559982127372,0.151976670732045,-0.384052150665538,0.165187298915039,0.129358869586093,0.125247503891846,-0.44171222157916,-0.27292033781681,0.0898862607258342,-0.110384779414977,0.0037100329390941,-0.427786619908748,-0.462584880251887,-0.341260510871003,0.114627084593804,0.342415982099247,-0.529031209230101,-0.332693589668851,-0.365700810630427,-0.241266231608367,0.321807984030484,0.0202342390473819,-0.0799754511876276,0.220365802891618,0.0497593130157407,-0.140143360480472,0.113254020765686,0.0508254796312802
healthy,-0.338046267482273,-0.410045608199547,0.376679832956253,-0.568624154195669,0.0821951598847201,-0.394844228685793,-0.645798130623562,-0.445514369684899,-0.0554241853324895,0.0051483402378513,0.308815617882006,0.270138292149048,-0.265321830483491,-0.0465732829527341,0.430146748258785,0.19401407032906,-0.429876380477025,-0.577499191343132,0.343579897529676,0.355512424542819,0.503912360160581,-0.21306004309223,-0.566947370771908,-0.642915280609751,-0.180803609291122,-0.562654563560693,-0.079639895458816,-0.296151004851426,-0.617863444938746,-0.668632878168268
healthy,0.03866543355627,0.143187620239079,-0.288522565636094,0.209211721242579,-0.144288368791777,0.367908670221251,0.101686081183947,0.0945582356538529,-0.399659265061961,0.102984482969506,0.277829065591,0.276172137794303,-0.159884338503932,-0.342620674312709,0.135629116454272,-0.0588418290048103,-0.219891269492687,0.874934250057686,-0.18035511167696,-0.380758636961152,-0.170323177004519,-0.157955605187427,-0.0270811503103217,-0.0438917691108234,0.0504541446405379,0.450506608797828,0.0208050785902897,-0.212504074315825,-0.201392615229223,0.0167744867824047
healthy,-0.237548477013889,-0.173775732989201,0.126324407381721,-0.117182883642751,-0.292075547054255,-0.470083287530142,-0.435988982425445,-0.683561718142313,0.18249532726306,-0.14047544249534,0.00776202161162,0.33435387974381,-0.438765368459187,-0.0839814446850789,0.16322468185091,-0.0425979389468829,-0.325277965330436,-0.208447966690174,0.404024483432863,0.3535744163012,-0.0007728578271553,-0.18414213642768,-0.42084084240042,-0.406673633020465,-0.517687918000152,-0.323853103899281,0.11715769656974,0.451439397885831,-0.499381208524423,-0.236612125571556
healthy,-0.175691394174427,-0.144879799402392,-0.0762505287278886,-0.173603182316187,-0.102962498594138,-0.332552142531235,-0.27084167292937,-0.459492901690269,-0.0483974636146788,0.0912023575885898,-0.120946560181414,0.15108014597123,-0.351255838438227,-0.208078732862694,-0.0343288741979858,-0.104280176662972,-0.277905890535399,-0.142315903597713,-0.0515609011582843,-0.116445286886563,0.461402285198907,-0.093519579201475,-0.153464353658381,-0.149958903846982,-0.211024521325387,0.018056667687528,-0.113840186441969,-0.123878974968313,-0.195652822742042,-0.23294352014474
healthy,-0.560201978560751,-0.212091616604486,0.557846172460774,-0.131928346144129,-0.0050335513466328,0.11661604162005,-0.769996880554375,-0.286595750556964,0.379175414687972,-0.288083750444229,-0.139965753098571,-0.18220570272112,-0.383394400509029,0.389389513818895,0.517196780559129,0.332744997448646,-0.530058111317484,-0.448946332252667,0.343246743601435,0.223676385960155,0.0046646355648524,-0.393577007157,-0.315328075539222,-0.210236825001176,-0.292642648744734,-0.20272752701583,-0.181179479220636,-0.0478833769850297,-0.794835602420845,-0.50544777443037
healthy,-0.508611030897022,-0.117172081605045,0.553494066686248,-0.424258797369025,-0.0426609975865949,-0.642373994639078,-0.65996616345618,-0.031151128684632,0.554638985507309,0.0171583992283273,0.174068575726285,0.485235886447382,-0.369742955214537,0.397047363542733,0.367784004188542,0.266719074550005,-0.260661101514622,-0.787786587084857,0.759814814826364,0.668136813477998,0.283122519475638,-0.331113980705338,-0.574163212841618,-0.510586083382631,-0.526439886973886,-0.393213419101455,-0.0781231059053506,0.658141366226769,-0.622239934624229,-0.158801495464656
healthy,-0.25387774689139,-0.0360593328754099,0.45432648343302,-0.100998756871929,-0.0440474785105076,-0.335982066802014,-0.400407203763391,0.0547613315026765,0.43420731293796,-0.217056019111264,-0.0055170371906005,-0.260214709012745,-0.147099738239974,0.391846941473681,0.198120892172168,0.124547869714316,-0.0179192691494416,-0.772644499986096,0.18338853488894,0.239129829706378,-0.12993298908924,-0.294765297892674,-0.318528969066784,0.0356242836266155,-0.112925968216457,-0.345452166692992,-0.099405425954608,0.236167230872499,-0.387453365731755,-0.14619144373542
healthy,0.160813757832889,0.157662455318192,-0.519637696232084,0.0552520707830005,-0.236440545252899,0.0522280400444043,0.384694397936643,0.305040367607139,-0.21247006406421,-0.110360774345364,-0.655609191308977,-0.718790691195883,0.168891801735181,-0.136257976101645,-0.427589416862056,-0.413051550565021,0.266822978564614,0.373030434651018,-0.588794388071113,-0.776975082812539,-0.356724195210458,0.228651052949965,0.226017786682416,0.437760899684465,0.21482892199429,0.458536265244143,0.0226202786289367,-0.270931045167171,0.553849537069446,0.399623149791305
